local_sigma	neighborhood_sigma	object	plausibility	predicate	subject
0.9407	0.7557	counters	0.2108	have	japanese
1.0	0.7969	death	0.2108	release music after	artist
0.3287	0.8034	encores	0.2108	do	artist
0.7632	0.726	leg	0.2108	raise	quarterback
0.0	0.8642	work	0.2108	can	bronchoscope
0.0002	0.9111	vegan	0.2108	has_diet	outfit
0.0008	0.8616	zero	0.2108	can	iceberg
0.7026	0.7161	ideas	0.2108	share	designer
0.02	0.8158	inflammation	0.2108	cause	autoimmune disease
0.0015	0.9108	kosher	0.2108	has_property	pokomo
0.0001	0.9335	yellow	0.2108	has_color	pokomo
1.0	0.7047	therapists	0.2108	see	therapist
0.0014	0.8729	zombie	0.2108	has_property	deer
0.0071	0.9256	cars	0.2108	be used in	mirror
1.0	0.8681	them	0.2108	have bells on	motorcycle
0.064	0.7871	kolkata	0.2108	has_property	market forces
1.0	0.8305	different places	0.2108	show up in	hive
1.0	0.8719	activation energy of chemical reaction	0.2108	affect	catalyst
0.0097	0.8263	fart	0.2108	can	rabbit
0.5885	0.844	in a car	0.2108	be generated	voltage
0.4042	0.8962	south africa	0.2108	be good for	tourism
0.0003	0.8596	occur	0.2108	can	refraction
0.7357	0.8551	cold	0.2108	differ from	flu
1.0	0.7311	massage	0.2108	crack during	bone
0.0002	0.9194	zero	0.2108	has_property	clothes
0.001	0.8647	no	0.2108	has_property	squirrel
0.1768	0.8913	lower at higher altitudes	0.2108	has_property	atmospheric pressure
0.0071	0.8511	from	0.2108	has_property	bison
0.0003	0.8833	quiet	0.2108	has_trait	ink cartridge
0.0007	0.9182	better	0.2108	has_manner	pot
0.0253	0.8924	on each other	0.2108	depend	predator
0.0013	0.9445	water	0.2108	get	kuwait
0.0509	0.8492	fractions	0.2108	use	engineer
0.085	0.8386	environmental problem	0.2108	has_property	metal
1.0	0.758	the jewish sabbath	0.2108	keep	some christians
1.0	0.8279	to a healthier environment	0.2108	can contribute	nurse
0.025	0.9029	canada	0.2108	be available in	ecg
0.0171	1.0	xenoverse	0.2108	has_property	clothes
1.0	0.8442	nice cars	0.2108	afford	college student
0.0732	0.8064	equality	0.2108	has_property	queer
0.2629	0.9528	harmful to humans	0.2108	can be	red tide
0.0037	0.9004	diarrhea	0.2108	give	cream
0.1982	0.678	lobby	0.2108	can	corporation
0.0007	0.9182	better	0.2108	has_manner	pablum
0.0016	0.6919	scripted	0.2108	has_property	pablum
0.7365	0.7788	foster care	0.2108	end up in	baby
1.0	0.8756	ocean	0.2108	affect animals in	noise pollution
0.3206	0.7989	beaks on things	0.2108	rub	bird
1.0	0.8156	80 knots	0.2108	call	pilot
1.0	0.699	jun	0.2108	protest in	student
0.0198	0.9401	college	0.2108	has_property	state
0.0005	0.9215	free	0.2108	has_property	guff
0.0002	0.8827	jump	0.2108	can	wrist
0.0264	0.9358	android	0.2108	has_property	voice mail
0.3231	0.756	metrics	0.2108	has_property	voice mail
0.0138	0.8627	hacked	0.2108	has_property	voice mail
0.0549	0.7941	forever	0.2108	has_property	voice mail
0.0125	0.8691	limited	0.2108	has_property	powerlifting
0.0442	0.8569	camp	0.2108	has_property	pow
1.0	0.8229	dna	0.2108	in recombining	plasmid
0.0335	0.9496	maintain homeostasis	0.2108	help	lipid
0.0035	0.8527	pr	0.2108	has_property	olympic national park
0.1029	0.7287	comic relief	0.2108	support	catholic school
1.0	0.952	squarish	0.2108	be in	winter
0.4121	0.8581	middle of road	0.2108	stop in	train
0.0002	0.9384	be	0.2108	can	mouth
1.0	0.7792	shirts button on opposite side	0.2108	have	woman
0.0029	0.951	prevented	0.2108	can	encephalitis
1.0	0.7512	deposit	0.2108	be held from	fund
0.0321	0.8882	time	0.2108	slow down over	router
0.7001	0.9067	snap chat	0.2108	be gray on	message
0.0015	0.948	soluble in water	0.2108	has_property	fumaric acid
1.0	0.866	fingerprints	0.2108	want	job
0.0061	0.9579	africa	0.2108	has_property	adventure
0.0179	0.8218	paper	0.2108	eat	chicken
1.0	0.822	after if	0.2108	occur	implantation
1.0	0.7987	children's education	0.2108	influence	parent
0.2004	0.8607	burns	0.2108	be good for	tomato
1.0	0.8115	6 oz	0.2108	have mass of	coffee cup
1.0	0.7422	volcanoes to find out about the mantle	0.2108	study	scientist
0.0006	0.9172	legal	0.2108	has_property	tobacco
0.0007	0.8933	mnemonic	0.2108	has_property	brussels sprout
0.0008	0.8916	hot	0.2108	has_temperature	brussels sprout
0.0889	0.9122	pine trees	0.2108	grow under	mushroom
0.0004	0.9045	effective	0.2108	has_property	dotrel
0.0008	0.8916	hot	0.2108	has_temperature	dotrel
0.0014	0.8583	unique	0.2108	has_property	dotrel
1.0	0.8338	as they rise to the surface	0.2108	expand	bubble
1.0	0.7983	themselves from getting hurt	0.2108	protect	firefighter
0.0003	0.9142	is	0.2108	has_property	cage
1.0	0.7967	an effective means of sterilization	0.2108	has_property	boiling
0.0207	0.9652	agriculture	0.2108	be important in	chemistry
0.0007	0.9182	better	0.2108	has_manner	mineral
0.0541	0.87	fit	0.2108	stay	athlete
0.7438	0.8137	shoes	0.2108	be obsessed with	dog
0.4237	0.7502	american horror story	0.2108	be in	everyone smoke
0.0018	0.8501	hs code	0.2108	has_property	minivan
0.0667	0.7291	utopia	0.2108	has_property	giver
0.0093	0.873	charged	0.2108	has_property	excise tax
0.0959	0.8988	flooding	0.2108	cause	hurricane
0.1109	0.9405	groups	0.2108	has_property	minority
0.0223	0.9026	comfortable	0.2108	has_property	wedge
0.0057	0.881	did	0.2108	can	achievement
1.0	0.7815	bed bugs	0.2108	protect against	hotel
0.1662	0.8729	a plant	0.2108	help	pollen
0.0083	0.9425	netflix	0.2108	has_property	storeria
0.0033	0.9106	gone	0.2108	has_property	storeria
1.0	0.8652	bed bugs	0.2108	keep away	hotel
0.0003	0.9412	red	0.2108	has_color	pome
1.0	0.7573	woman	0.2108	sexually abuse	priest
1.0	0.7911	the acorns in winter	0.2108	find	squirrel
1.0	0.7692	in an egg	0.2108	occur	osmosis
0.1555	0.8338	december	0.2108	go down in	mutual fund
1.0	0.8349	blind in oedipus the king	0.2108	has_property	tiresias
0.0167	0.8693	hours	0.2108	has_property	green bean
1.0	0.7673	top mount	0.2108	can fly to	helicopter
0.001	0.9166	killed	0.2108	has_property	foal
0.0058	0.85	heartburn	0.2108	give	juice
1.0	0.8407	iphone text	0.2108	be orange in	word
1.0	0.9601	from the earth	0.2108	can be extracted	oil
0.0497	0.8707	wireless	0.2108	has_property	modem
0.0016	0.918	extinct	0.2108	has_property	shrike
0.0014	0.8583	unique	0.2108	has_property	shrike
0.0017	0.8297	legit	0.2108	has_property	shrike
0.4646	0.8772	back of church	0.2108	be at	baptismal font
1.0	0.7094	the gospel	0.2108	speed	art
1.0	0.8333	hinge	0.2108	be on	guy
0.0004	0.8692	was	0.2108	can	beagle
1.0	0.8401	dna replication	0.2108	occur during	mutation
1.0	0.7688	the hermit canonized	0.2108	be	saint paul
1.0	0.8142	to be glorified	0.2108	want	god
1.0	0.7434	laws	0.2108	fight about in	couple
0.0004	0.9414	black	0.2108	has_color	pipe
1.0	0.7292	to influence	0.2108	typically seek	lobbyist
0.0064	0.7492	venomous	0.2108	has_trait	human
0.0011	0.8975	size	0.2108	has_property	frog
1.0	0.7658	afraid to give the federal government too much power after the revolutionary war	0.2108	be	the states
0.5935	0.889	play	0.2108	be through	learn
1.0	0.8135	the book	0.2108	be popular	dracula
0.1103	0.7894	origins	0.2108	has_property	vintager
1.0	0.7742	a jockstrap any more	0.2108	wear	nobody
1.0	0.7878	a boat	0.2108	move	sail
0.0014	0.9152	it	0.2108	has_property	antarctic
0.0671	0.9442	paid more	0.2108	has_property	nurse
0.0325	0.798	rich	0.2108	become	president
0.0021	0.8807	wet	0.2108	has_weather	mouth
0.0	0.8642	work	0.2108	can	acrodont
0.0002	0.9583	uk	0.2108	has_property	hampton
0.7516	1.0	digitigrade	0.2108	has_property	human
1.0	0.8114	leaves	0.2108	mainly occur in	photosynthesis
1.0	0.937	important in the religion	0.2108	has_property	jerusalem
0.2336	0.8673	gold rush	0.2108	be on	issue
0.0006	0.8668	fbi	0.2108	has_property	tie
1.0	0.7144	to military	0.2108	related	sport
0.0264	0.9246	jamaica	0.2108	has_property	thermoplastic
0.5316	0.6938	the muse	0.2108	invoke	homer
1.0	0.7645	wire	0.2108	move through	electron
0.5278	0.8282	schools	0.2108	shoot up	student
0.0001	0.9469	good	0.2108	has_trait	canadian province
0.0058	0.8924	water	0.2108	have	vegetable
1.0	0.7451	distemper	0.2108	spread	raccoon
0.1706	0.7515	coagulate	0.2108	can	sperm
1.0	0.7307	panic attack	0.2108	cramp during	hand
1.0	1.0	n+1/2	0.2108	has_property	median
0.1033	0.8669	global city	0.2108	has_property	sydney
0.3009	0.7509	to earth	0.2108	compared	jupiter
0.0003	0.8815	ahead	0.2108	has_movement	crocodylia
0.0138	0.8049	value	0.2108	lose	turkish lira
0.0696	0.9046	period	0.2108	hurt during	joint
0.0102	0.8876	human body	0.2108	affect	neutron
0.0006	0.8833	smell	0.2108	can	hospital
0.1584	0.7708	nose	0.2108	grow on	pimple
0.0077	0.9784	environment	0.2108	be important to	lichen
0.0033	0.9106	gone	0.2108	has_property	screen
0.0002	0.9463	different	0.2108	has_property	vaccinee
0.3211	0.7668	shutter sound	0.2108	make	digital camera
0.0375	0.8425	wife	0.2108	work on	siri
0.1235	0.9415	vanish	0.2108	can	plane
0.1888	0.7824	grill	0.2108	stick to	hamburger
1.0	0.6814	counter shading	0.2108	use	penguin
0.0081	0.846	leak	0.2108	can	tire
0.0002	0.942	expensive	0.2107	has_property	toying
0.0448	0.7506	exhausting	0.2107	has_property	traveling
0.8188	0.8354	renal	0.2107	has_property	kidney
0.0012	0.8702	migrate	0.2107	can	orca
0.0055	0.9144	prison	0.2107	be in	arrow
1.0	0.801	free trade	0.2107	oppose	labor union
0.0122	0.9458	endangered species	0.2107	has_property	red wolf
1.0	0.866	on the male brain	0.2107	has_property	sex
0.0028	0.909	yes	0.2107	has_property	ecg
1.0	0.8129	to sweat	0.2107	be attracted	bug
0.1557	0.9165	freezing	0.2107	keep up	iphone 6
0.0037	0.9004	diarrhea	0.2107	give	cake
0.0015	0.8527	poisonous	0.2107	has_effect	hemlock
1.0	0.8754	quiet in the day	0.2107	has_property	frog
1.0	0.8568	to use a litter box	0.2107	instinctively know	cat
0.0629	0.8914	off	0.2107	turn	hotspot
0.0393	0.9004	quite	0.2107	has_property	cer
0.001	0.8647	no	0.2107	has_property	decongestant
1.0	0.8248	meat dishes	0.2107	be used with	sauce
0.0003	0.9363	money	0.2107	make	studio
0.0016	0.8316	eject	0.2107	can	bullet
0.0011	0.8723	visible	0.2107	has_property	foal
0.0574	0.7368	zed	0.2107	has_property	foal
0.0033	0.8497	wiki	0.2107	has_property	foal
0.0006	0.8815	lyrics	0.2107	has_property	foal
0.0038	0.8688	jealous	0.2107	has_trait	foal
1.0	0.6354	striped pattern of magnetism	0.2107	show	rock
0.0007	0.9109	us	0.2107	help	sled dog
0.1076	0.8423	address	0.2107	ask for	site
1.0	0.8908	at the usaf	0.2107	be handled	twin
0.0179	0.8768	gum	0.2107	chew	soldier
0.1043	0.9237	predators	0.2107	defend from	squirrel
0.0034	0.8975	airport	0.2107	has_property	threshold
0.5692	0.9304	taxes	0.2107	work in	deduction
1.0	0.8178	up the paper	0.2107	move	solvent
0.0012	0.8754	occur	0.2107	has_property	plaint
0.4794	0.915	japanese	0.2107	be used in	koto
0.0002	0.9384	be	0.2107	can	hyperlink
0.0343	0.8309	compete	0.2107	can	hospital
0.4864	0.7632	pleasure	0.2107	ask	airline
0.3328	0.8691	metamorphic rock	0.2107	be found in	fossil
0.1686	0.8488	us	0.2107	increase in	tuberculosis
1.0	0.9635	veto	0.2107	be in	ok
0.0005	0.8659	exist	0.2107	can	horseshoe
1.0	0.7801	sideways	0.2107	lay	fish
0.0006	0.8893	yellow	0.2107	turn	smoke detector
0.0004	0.9271	famous	0.2107	has_property	web
1.0	0.8462	into adp	0.2107	turn	atp
0.1345	0.8894	world	0.2107	save	volcano
1.0	0.8073	concussion	0.2107	assess	doctor
0.1289	0.8564	car sick	0.2107	get	passenger
0.0076	0.8437	pain	0.2107	can	arm
0.0	0.8642	work	0.2107	can	discontentment
0.0003	0.8833	quiet	0.2107	has_trait	tegu
0.0002	0.9111	vegan	0.2107	has_diet	tegu
0.0001	0.9335	yellow	0.2107	has_color	tegu
0.0009	0.9231	veto	0.2107	has_property	tegu
0.0001	0.9389	made	0.2107	has_property	tegu
0.0014	0.8583	unique	0.2107	has_property	tegu
0.0984	0.8536	the us dollar	0.2107	use	east timor
1.0	0.861	a critical element in banking	0.2107	has_property	confidentiality
1.0	0.5818	washboard	0.2107	get	road
0.2104	0.7568	internationally	0.2107	travel	package
0.0329	0.8517	expense	0.2107	has_property	petty cash
0.1205	0.8136	hibernation	0.2107	go into	laptop
0.0028	0.909	yes	0.2107	has_property	ekg
0.0036	0.8645	causes	0.2107	has_property	retinopathy
0.0311	0.8223	losing	0.2107	keep	sky
0.0207	0.8854	tattoos	0.2107	get	japanese
1.0	0.8512	more cars than cream	0.2107	have	skim milk
0.0442	0.881	seat belts	0.2107	wear	bus driver
1.0	0.803	questions in an interview	0.2107	ask	employer
0.0285	0.7643	water	0.2107	collect	honey bees
0.0405	0.902	in the same group	0.2107	has_property	boron
1.0	0.8502	railroad crossings	0.2107	stop at all	school bus
0.0005	0.9075	go	0.2107	can	illustrator
0.9014	0.841	gothic literature	0.2107	be in	full moon
0.603	0.8505	with	0.2107	interfere	sleep disorder
0.0003	0.8951	are	0.2107	can	chemical
1.0	0.825	dark	0.2107	be louder in	sound
1.0	0.847	identity	0.2107	be proof of	birth certificate
0.0088	0.8267	hello	0.2107	say	hipster
0.0	0.8642	work	0.2107	can	jammer
0.0719	0.8618	grainy	0.2107	get	cheese
1.0	0.8358	the world closer together	0.2107	bring	globalisation
0.0005	1.0	iud	0.2107	has_property	rattle
1.0	1.0	abschied	0.2107	has_property	rattle
0.1203	0.9459	fat	0.2107	be low in	diet
0.0229	0.8245	nurse	0.2107	can	dolphin
0.002	0.9277		0.2107	can	hypernatremia
0.07	0.8782	bloody noses	0.2107	get	toddler
0.3446	0.8257	interest rate	0.2107	determine	lender
1.0	0.8114	temperatures on nearby land	0.2107	affect	ocean
1.0	0.8792	each other guys	0.2107	kiss	girl
0.0015	0.9067	birth	0.2107	give	narwhal
0.3631	0.8895	numb when running	0.2107	go	foot
1.0	0.8109	about the solar system	0.2107	reveal	meteorite
0.706	0.829	best radiometric dating	0.2107	be for	rock
0.8593	0.8637	cupcake	0.2107	has_property	prozac
0.0015	0.8648	average	0.2107	has_property	dow-jones industrial average
1.0	0.8809	14 black day	0.2107	has_property	feb
1.0	0.8696	in the case of the sun	0.2107	be measured	luminosity
0.3366	0.8723	on jackets	0.2107	has_property	shoulder strap
0.0009	0.9029	calculated	0.2107	has_property	mortgage
0.107	0.8963	cold	0.2107	have e	lettuce
1.0	0.8858	zinc	0.2107	be reduced to	zinc oxide
0.0021	0.8469	uses	0.2107	can	horn
0.0003	0.9363	money	0.2107	make	community center
0.0476	0.8809	australia	0.2107	be grown in	corn
0.0	0.8642	work	0.2107	can	astonishment
0.0278	0.9119	brown spots	0.2107	get	lime
1.0	0.8375	on different dates for orthodox	0.2107	has_property	easter
0.0037	0.8188	european	0.2107	has_property	guinea pig
0.0033	0.8626	significant	0.2107	has_property	issue
0.0001	0.9469	good	0.2107	has_trait	teach
0.0001	0.9428	bad	0.2107	has_property	sif
0.5739	0.7533	intraocular pressure	0.2107	reduce	beta blocker
0.0965	0.9432	other cats	0.2107	be different from	siamese cat
0.0058	0.85	heartburn	0.2107	give	potato chip
0.2091	0.8304	power	0.2107	give	knowledge
0.0021	0.9485	zoomed	0.2107	has_property	screen
0.0083	0.7845	review	0.2107	can	code
0.0597	0.8726	exothermic reaction	0.2107	has_property	haber process
0.0	0.8642	work	0.2107	can	filiation
0.2132	0.8251	empires	0.2107	be in	are
1.0	0.837	veins	0.2107	be lowest in	blood pressure
1.0	0.8701	with salmonella	0.2107	can be contaminated	egg
1.0	0.7764	on transcript	0.2107	look	withdrawal
0.1542	0.8801	love	0.2107	be stronger than	hate
0.4106	0.7994	biological viruses	0.2107	be similar to	computer virus
0.5424	0.7972	3rd trimester	0.2107	come back in	morning sickness
1.0	0.8007	the baptist connected	0.2107	be	elijah
0.0001	0.9335	yellow	0.2107	has_color	cer
0.0049	0.961	cured	0.2107	can	fungal infection
0.5097	0.869	labels	0.2107	has_property	beer bottle
1.0	0.898	a heroes	0.2107	has_property	fructose
0.1415	0.8048	untied	0.2107	become	tube
1.0	0.8441	the body bbc bite size	0.2107	enter	pathogen
0.6223	0.9026	food	0.2107	be processed	bacon
0.4373	0.8583	freedom	0.2107	say first in	nc license plates
0.0002	0.9463	different	0.2107	has_property	placental mammal
0.0	0.8642	work	0.2107	can	tailboard
1.0	0.8709	sky	0.2107	move westward across	start
0.1098	0.886	low pressure	0.2107	have	cyclone
0.0004	0.8873	go	0.2107	has_property	sponger
0.0025	0.7774	portuguese	0.2107	be in	bumper
0.0027	0.8602	quit	0.2107	has_property	mucus
0.0151	0.9287	person	0.2107	has_property	third
0.2535	1.0	cb2	0.2107	has_property	pillow
0.001	0.8801	twitter	0.2107	has_property	pillow
0.0509	0.9086	ketchup	0.2107	has_property	pillow
0.0121	1.0	epsom	0.2107	has_property	pillow
0.7477	1.0	ellegarden	0.2107	has_property	pillow
0.0109	0.923	edmonton	0.2107	has_property	pillow
0.0002	0.9194	zero	0.2107	has_property	cellular phone
0.0032	0.9205	smaller	0.2107	has_property	dragon
0.017	0.8157	replicate	0.2107	can	plasmid
0.0189	0.8797	dance	0.2107	be important in	expression
0.0002	0.942	expensive	0.2107	has_property	villager
0.3235	0.8811	can l	0.2107	have	liverpool
0.0002	0.8827	jump	0.2107	can	blocker
1.0	0.7285	from the main functions of managers	0.2107	can benefit	organisation
1.0	1.0	levant	0.2107	has_property	maserati
0.0954	0.8744	fire	0.2107	need	athlete
0.0002	0.9463	different	0.2107	has_property	tampion
0.0019	0.8688	toxic	0.2107	has_effect	tampion
0.0003	0.9078	healthy	0.2107	has_trait	tampion
0.0006	0.9183	legal	0.2107	has_property	tampion
0.0153	0.848	dye	0.2107	can	coat
0.3014	0.8965	may 1	0.2107	be on	labor day
1.0	0.8025	limit the spread of pollution	0.2107	can help	plant
0.0548	0.8314	nightmares	0.2107	give	food
0.0019	0.9016	breathe	0.2107	can	aphid
0.0003	0.9381	cd	0.2107	has_property	jellyfish
0.015	0.9392	design	0.2107	has_property	fixture
0.1722	0.7789	death	0.2107	handle	nurse
0.0026	0.9548	zoo	0.2107	has_property	peck
0.0032	0.8689	urinate	0.2107	can	turtle
0.0753	0.7483	gentle	0.2107	has_trait	animal
0.4943	0.8438	connective tissue	0.2107	qualify as	adipose tissue
0.0012	0.7707	quiet	0.2107	can	radiator
1.0	0.8171	stability to an ecosystem	0.2107	lend	prokaryote
0.0029	0.8001	bus	0.2107	can	track
0.001	0.9555	japanese	0.2107	be in	good morning
0.0001	0.9469	good	0.2107	has_trait	tartar sauce
0.1038	0.7301	conceive	0.2107	can	chicken
1.0	0.8706	microsoft edge	0.2107	be in	history
0.0226	0.9295	carbon dioxide	0.2107	produce	respiration
0.0003	0.8833	quiet	0.2106	has_trait	screen
0.3596	0.9012	labor work	0.2106	be in	induction
1.0	0.735	to treat american americans with special care	0.2106	need	politician
0.3563	0.8501	heart health	0.2106	improve	dog
0.0033	0.8854	beautiful	0.2106	has_property	black eye
0.1887	0.8273	about anything	0.2106	care	drug addict
0.0001	0.9469	good	0.2106	has_trait	elaphe
0.0181	0.8396	stronger	0.2106	get	indian rupee
0.174	0.92	cookies	0.2106	be called	fan
0.5446	0.7988	sex cells	0.2106	be for	meiosis
0.0018	0.9094	babies	0.2106	have	anaconda
0.0157	0.9234	copper	0.2106	be made of	pan
0.001	0.9482	orange	0.2106	has_color	ginger
0.2501	0.8427	texture	0.2106	differ in	volcanic rock
1.0	0.7805	ethical	0.2106	stay	accountant
0.0863	0.8932	at night	0.2106	hurt worse	hemorrhoid
0.0017	0.9812	important to us	0.2106	has_property	coral reef
0.0195	0.9283	gluten	0.2106	has_property	dairy
0.1151	0.8979	pepsi	0.2106	be better than	mountain dew
0.0005	0.9188	down	0.2106	has_place	run
0.3958	0.8683	global warming	0.2106	increase	vegetable oil
0.5808	0.5846	urinates	0.2106	has_property	respiratory infection
1.0	0.7528	up	0.2106	tuck	horse
0.0005	0.9344	out	0.2106	has_place	tornado
0.3465	0.8342	thin	0.2106	go	eyebrow
0.0009	0.9075	bad	0.2106	go	olive oil
0.0005	0.9129	vs	0.2106	has_property	sporozoa
0.0248	0.9196	to be removed	0.2106	need	lipoma
0.1708	0.7722	backs	0.2106	float on	sea otter
0.1964	0.7987	over	0.2106	turn	leaf
0.0472	0.8974	supply	0.2106	be in	vaccine
0.0007	0.9409	man	0.2106	has_property	toilet seat
1.0	0.7827	in water after a few days	0.2106	float	dead body
1.0	0.9417	zoo	0.2106	be at	green
0.0002	0.9102	dangerous	0.2106	has_effect	doodly-squat
0.0289	0.8856	in houston	0.2106	has_property	ward
0.0306	0.867	transported	0.2106	get	tank
0.0005	0.8853	quota	0.2106	has_property	telemarketing
1.0	0.7651	depositors	0.2106	pay interest to	bank
1.0	0.8596	as healthy	0.2106	can be viewed	conflict
0.1326	0.8616	to change	0.2106	need	organization
0.59	0.8695	important in natural selection	0.2106	has_property	variation
1.0	0.76	by the photon	0.2106	be mediated	electromagnetism
1.0	0.7603	tamil	0.2106	twinkle in	star
1.0	0.8373	with stem cells	0.2106	can be treated	alzheimer's
0.0497	0.9812	south	0.2106	has_movement	texas
1.0	0.8461	gmt	0.2106	make	gm
0.0016	0.8376	com	0.2106	has_property	aerosol can
1.0	0.8236	to be pointed	0.2106	hate	dog
1.0	0.7574	the best editors	0.2106	make	australian
0.5941	0.8894	peripheral resistance	0.2106	affect	cardiac output
0.0001	0.9469	good	0.2106	has_trait	marketing
0.0533	0.9433	air	0.2106	get	sub
0.0061	0.8166	difference	0.2106	has_property	scalar
1.0	0.8287	desdemona	0.2106	give	othello
0.5582	0.8723	in nucleus	0.2106	move in	substance
0.0018	0.9068	sam	0.2106	has_property	goggles
0.28	0.9209	vitamins	0.2106	be used in	cellulose
0.0011	0.9278	sir	0.2106	has_property	gymnast
0.0946	0.9156	bullying	0.2106	can stop	school
0.0895	0.9408	night	0.2106	go out at	fishing boat
0.0266	0.8497	from the body	0.2106	be excreted	toxin
0.0318	0.9028	iron	0.2106	be high in	pretzel
1.0	0.7846	political socialization	0.2106	define	political scientist
0.8336	0.8741	in season 5	0.2106	appear	bran
