subject	predicate	object	plausibility	neighborhood_sigma	local_sigma
ammoniuria	can	originate	0.0857	0.8234	0.0009
ammoniuria	can	look	0.0857	0.9308	0.0005
ammoniuria	can	kill	0.0857	0.8967	0.0005
ammoniuria	can	hurt	0.0857	0.8988	0.0002
ammoniuria	can	die	0.0857	0.8889	0.0001
gaum	can	zapped	0.0857	0.8148	0.1436
gaum	can	quit	0.0857	0.8569	0.0001
ptah	can	zoom	0.0857	0.8638	0.0003
etropus	can	quit	0.0857	0.8569	0.0001
uranologist	can	visit	0.0857	0.8946	0.0056
uranologist	can	do	0.0857	0.9192	0.0001
uranologist	can	near	0.0857	0.7793	0.0013
uranologist	can	believe	0.0857	0.8748	0.0111
cordylus	can	yellow	0.0857	0.906	0.0002
cordylus	can	work	0.0857	0.9072	0.0
cordylus	can	vibrate	0.0857	0.871	0.0012
cordylus	can	sleep	0.0857	0.9066	0.0002
cordylus	can	quit	0.0857	0.8569	0.0001
cordylus	can	occur	0.0857	0.8906	0.0001
cordylus	can	need	0.0857	0.9085	0.0044
cordylus	can	jump	0.0857	0.8827	0.0001
cordylus	can	images	0.0857	0.8733	0.0015
cordylus	can	buntings	0.0857	0.8375	0.0311
eelam	can	work	0.0857	0.9072	0.0
touter	can	jump	0.0857	0.8827	0.0001
ommiad	can	volunteer	0.0857	0.8181	0.0052
ommiad	can	jump	0.0857	0.8827	0.0001
mokulu	can	zero	0.0857	0.9104	0.0003
mokulu	can	work	0.0857	0.9072	0.0
throwster	can	nest	0.0857	0.8586	0.002
throwster	can	live	0.0857	0.9265	0.0003
throwster	can	jump	0.0857	0.8827	0.0001
throwster	can	end	0.0857	0.847	0.0002
throwster	can	break	0.0857	0.8911	0.0009
pineweed	can	work	0.0857	0.9072	0.0
pineweed	can	jump	0.0857	0.8827	0.0001
pineweed	can	images	0.0857	0.8733	0.0015
pineweed	can	help	0.0857	0.9062	0.0003
pineweed	can	fire	0.0857	0.8744	0.0029
pineweed	can	eat	0.0857	0.9077	0.0002
eubstance	can	jump	0.0857	0.8827	0.0001
allioniaceae	can	know	0.0857	0.9079	0.0003
bosies	can	jump	0.0857	0.8827	0.0001
lanseh	can	jump	0.0857	0.8827	0.0001
ohmage	can	jump	0.0857	0.8827	0.0001
ohmage	can	benefit	0.0857	0.88	0.0076
sapphirine	can	zip	0.0857	0.8974	0.0005
sapphirine	can	work	0.0857	0.9072	0.0
sapphirine	can	vibrate	0.0857	0.871	0.0012
pedwood	can	burn	0.0857	0.8534	0.0005
dojc	can	work	0.0857	0.9072	0.0
dojc	can	google	0.0857	0.8353	0.0112
monotremata	can	jump	0.0857	0.8827	0.0001
pomologist	can	work	0.0857	0.9072	0.0
pomologist	can	reproduce	0.0857	0.9114	0.0002
pomologist	can	nurse	0.0857	0.8377	0.0093
pomologist	can	learn	0.0857	0.9215	0.0033
pomologist	can	know	0.0857	0.9079	0.0003
nictation	can	zero	0.0857	0.9104	0.0003
nictation	can	justify	0.0857	0.8253	0.0098
nictation	can	end	0.0857	0.847	0.0002
tusseh	can	grow	0.0857	0.9109	0.0002
tusseh	can	eat	0.0857	0.9077	0.0002
tusseh	can	benefit	0.0857	0.88	0.0076
hernaria	can	work	0.0857	0.9072	0.0
hernaria	can	view	0.0857	0.8053	0.0054
hernaria	can	quit	0.0857	0.8569	0.0001
hernaria	can	move	0.0857	0.9058	0.0002
hernaria	can	kill	0.0857	0.8967	0.0005
actium	can	evolve	0.0857	0.8839	0.0005
picometre	can	long	0.0857	0.8647	0.0279
picometre	can	jump	0.0857	0.8827	0.0001
picometre	can	darkened	0.0857	0.7347	0.3043
profiterole	can	zero	0.0857	0.9104	0.0003
profiterole	can	air	0.0857	0.8536	0.0004
cistron	can	jump	0.0857	0.8827	0.0001
adenota	can	work	0.0857	0.9072	0.0
adenota	can	spread	0.0857	0.8878	0.0005
adenota	can	reproduce	0.0857	0.9114	0.0002
adenota	can	quit	0.0857	0.8569	0.0001
adenota	can	do	0.0857	0.9192	0.0001
adenota	can	know	0.0857	0.9079	0.0003
adenota	can	heal	0.0857	0.9037	0.0011
gish	can	need	0.0857	0.9085	0.0044
glassful	can	jump	0.0857	0.8827	0.0001
ybit	can	zero	0.0857	0.9104	0.0003
agamete	can	woo	0.0857	0.7711	0.0997
agamete	can	grow	0.0857	0.9109	0.0002
inion	can	zero	0.0857	0.9104	0.0003
credendum	can	exist	0.0857	0.8895	0.0002
credendum	can	die	0.0857	0.8889	0.0001
natrix	can	zero	0.0857	0.9104	0.0003
natrix	can	use	0.0857	0.8979	0.0001
natrix	can	test	0.0857	0.8774	0.0016
natrix	can	help	0.0857	0.9062	0.0003
natrix	can	end	0.0857	0.847	0.0002
chaeta	can	quit	0.0857	0.8569	0.0001
pompon	can	make	0.0857	0.8948	0.0014
pompon	can	line	0.0857	0.8393	0.0115
pompon	can	help	0.0857	0.9062	0.0003
bologram	can	zero	0.0857	0.9104	0.0003
bologram	can	jump	0.0857	0.8827	0.0001
bologram	can	exist	0.0857	0.8895	0.0002
bologram	can	die	0.0857	0.8889	0.0001
bologram	can	band	0.0857	0.8113	0.0045
chylomicron	can	zero	0.0857	0.9104	0.0003
chylomicron	can	originate	0.0857	0.8234	0.0009
chylomicron	can	know	0.0857	0.9079	0.0003
chylomicron	can	jump	0.0857	0.8827	0.0001
ormosia	can	build	0.0857	0.8762	0.0129
coneflower	can	zero	0.0857	0.9104	0.0003
asteridae	can	zero	0.0857	0.9104	0.0003
asteridae	can	kill	0.0857	0.8967	0.0005
cattleship	can	zero	0.0857	0.9104	0.0003
cattleship	can	box	0.0857	0.9453	0.0004
cattleship	can	run	0.0857	0.8375	0.0005
cattleship	can	quit	0.0857	0.8569	0.0001
cattleship	can	live	0.0857	0.9265	0.0003
cattleship	can	know	0.0857	0.9079	0.0003
cattleship	can	jump	0.0857	0.8827	0.0001
arere	can	exist	0.0857	0.8895	0.0002
musclebuilder	can	quit	0.0857	0.8569	0.0001
pedwood	can	work	0.0857	0.9072	0.0
pedwood	can	need	0.0857	0.9085	0.0044
pedwood	can	institute	0.0857	0.7493	0.1519
pedwood	can	burn	0.0857	0.8534	0.0005
dojc	can	work	0.0857	0.9072	0.0
dojc	can	google	0.0857	0.8353	0.0112
monotremata	can	jump	0.0857	0.8827	0.0001
catacala	can	die	0.0857	0.8889	0.0001
tandearil	can	zip	0.0857	0.8974	0.0005
tandearil	can	work	0.0857	0.9072	0.0
tandearil	can	urinate	0.0857	0.8771	0.0013
tandearil	can	reproduce	0.0857	0.9114	0.0002
tandearil	can	quit	0.0857	0.8569	0.0001
tandearil	can	occur	0.0857	0.8906	0.0001
tandearil	can	meaning	0.0857	0.8306	0.0015
tandearil	can	killed	0.0857	0.9112	0.004
tandearil	can	jump	0.0857	0.8827	0.0001
tandearil	can	form	0.0857	0.866	0.0002
tandearil	can	build	0.0857	0.8762	0.0129
sigyn	can	jump	0.0857	0.8827	0.0001
milanese	can	grow	0.0857	0.9109	0.0002
mnium	can	zero	0.0857	0.9104	0.0003
mnium	can	quilt	0.0857	0.8775	0.0031
mnium	can	jump	0.0857	0.8827	0.0001
bellhop	can	reproduce	0.0857	0.9114	0.0002
bellhop	can	quit	0.0857	0.8569	0.0001
bellhop	can	fly	0.0857	0.9162	0.0003
pianism	can	zoom	0.0857	0.8638	0.0003
pianism	can	vote	0.0857	0.8744	0.0003
pianism	can	qualify	0.0857	0.8262	0.0005
pianism	can	do	0.0857	0.9192	0.0001
pianism	can	know	0.0857	0.9079	0.0003
pianism	can	join	0.0857	0.8808	0.0009
cheloid	can	quit	0.0857	0.8569	0.0001
cheloid	can	know	0.0857	0.9079	0.0003
hypnotiser	can	volunteer	0.0857	0.8181	0.0052
hypnotiser	can	qualify	0.0857	0.8262	0.0005
hypnotiser	can	love	0.0857	0.9057	0.0027
hypnotiser	can	jump	0.0857	0.8827	0.0001
hypnotiser	can	believe	0.0857	0.8748	0.0111
turreae	can	use	0.0857	0.8979	0.0001
turreae	can	quiet	0.0857	0.7707	0.0005
turreae	can	jump	0.0857	0.8827	0.0001
turreae	can	guy	0.0857	0.8711	0.0025
turreae	can	feel	0.0857	0.8926	0.0006
carbonado	can	work	0.0857	0.9072	0.0
carbonado	can	jobs	0.0857	0.8957	0.0006
racialist	can	quit	0.0857	0.8569	0.0001
racialist	can	join	0.0857	0.8808	0.0009
prostheon	can	work	0.0857	0.9072	0.0
prostheon	can	vote	0.0857	0.8744	0.0003
prostheon	can	occur	0.0857	0.8906	0.0001
prostheon	can	jump	0.0857	0.8827	0.0001
prostheon	can	heal	0.0857	0.9037	0.0011
prostheon	can	grow	0.0857	0.9109	0.0002
prostheon	can	feel	0.0857	0.8926	0.0006
prostheon	can	end	0.0857	0.847	0.0002
prostheon	can	begin	0.0857	0.8401	0.0028
shufti	can	work	0.0857	0.9072	0.0
shufti	can	originate	0.0857	0.8234	0.0009
shufti	can	jump	0.0857	0.8827	0.0001
shufti	can	help	0.0857	0.9062	0.0003
shufti	can	grow	0.0857	0.9109	0.0002
shufti	can	fly	0.0857	0.9162	0.0003
shufti	can	eat	0.0857	0.9077	0.0002
shufti	can	die	0.0857	0.8889	0.0001
shufti	can	breed	0.0857	0.8476	0.0015
catacala	can	kill	0.0857	0.8967	0.0005
catacala	can	flower	0.0857	0.8885	0.001
catacala	can	die	0.0857	0.8889	0.0001
tandearil	can	zip	0.0857	0.8974	0.0005
tandearil	can	work	0.0857	0.9072	0.0
tandearil	can	urinate	0.0857	0.8771	0.0013
tandearil	can	reproduce	0.0857	0.9114	0.0002
tandearil	can	quit	0.0857	0.8569	0.0001
tandearil	can	occur	0.0857	0.8906	0.0001
tandearil	can	meaning	0.0857	0.8306	0.0015
tandearil	can	killed	0.0857	0.9112	0.004
tandearil	can	jump	0.0857	0.8827	0.0001
tandearil	can	form	0.0857	0.866	0.0002
tandearil	can	build	0.0857	0.8762	0.0129
sigyn	can	jump	0.0857	0.8827	0.0001
milanese	can	grow	0.0857	0.9109	0.0002
mnium	can	zero	0.0857	0.9104	0.0003
mnium	can	quilt	0.0857	0.8775	0.0031
mnium	can	jump	0.0857	0.8827	0.0001
bellhop	can	reproduce	0.0857	0.9114	0.0002
tacheometer	can	feel	0.0857	0.8926	0.0006
tacheometer	can	die	0.0857	0.8889	0.0001
tacheometer	can	concern	0.0857	0.7898	1.0
soilure	can	occur	0.0857	0.8906	0.0001
hidegild	can	yacht	0.0857	0.8624	0.0171
hidegild	can	knights	0.0857	0.8486	0.0403
hidegild	can	do	0.0857	0.9192	0.0001
hidegild	can	age	0.0857	0.8665	0.0003
microgramme	can	implant	0.0857	0.8363	0.027
microgramme	can	help	0.0857	0.9062	0.0003
haick	can	evolve	0.0857	0.8839	0.0005
breiz	can	resort	0.0857	0.7954	0.0374
breiz	can	eat	0.0857	0.9077	0.0002
ridgil	can	jump	0.0857	0.8827	0.0001
ridgil	can	evolve	0.0857	0.8839	0.0005
cax	can	zip	0.0857	0.8974	0.0005
slickness	can	jump	0.0857	0.8827	0.0001
slickness	can	benefit	0.0857	0.88	0.0076
pyxies	can	quiet	0.0857	0.7707	0.0005
ganoin	can	work	0.0857	0.9072	0.0
scoter	can	quit	0.0857	0.8569	0.0001
tosk	can	work	0.0857	0.9072	0.0
tosk	can	end	0.0857	0.847	0.0002
tosk	can	does	0.0857	0.881	0.0085
enragement	can	vote	0.0857	0.8744	0.0003
workfellow	can	zero	0.0857	0.9104	0.0003
workfellow	can	work	0.0857	0.9072	0.0
workfellow	can	open	0.0857	0.8824	0.0006
workfellow	can	end	0.0857	0.847	0.0002
gonion	can	zero	0.0857	0.9104	0.0003
homogyne	can	function	0.0857	0.8775	0.0014
ormosia	can	live	0.0857	0.9265	0.0003
ormosia	can	die	0.0857	0.8889	0.0001
ormosia	can	build	0.0857	0.8762	0.0129
coneflower	can	zero	0.0857	0.9104	0.0003
asteridae	can	zero	0.0857	0.9104	0.0003
asteridae	can	kill	0.0857	0.8967	0.0005
cattleship	can	zero	0.0857	0.9104	0.0003
cattleship	can	box	0.0857	0.9453	0.0004
cattleship	can	run	0.0857	0.8375	0.0005
renouncement	can	end	0.0857	0.847	0.0002
spinus	can	look	0.0857	0.9308	0.0005
spinus	can	know	0.0857	0.9079	0.0003
foetor	can	work	0.0857	0.9072	0.0
foetor	can	jump	0.0857	0.8827	0.0001
foetor	can	eat	0.0857	0.9077	0.0002
cordylidae	can	vibrate	0.0857	0.871	0.0012
cordylidae	can	sleep	0.0857	0.9066	0.0002
cordylidae	can	need	0.0857	0.9085	0.0044
cordylidae	can	mate	0.0857	0.8904	0.0007
cordylidae	can	jump	0.0857	0.8827	0.0001
cordylidae	can	images	0.0857	0.8733	0.0015
cordylidae	can	die	0.0857	0.8889	0.0001
cordylidae	can	buntings	0.0857	0.8375	0.0311
horsefish	can	originate	0.0857	0.8234	0.0009
horsefish	can	kill	0.0857	0.8967	0.0005
pinsk	can	vote	0.0857	0.8744	0.0003
sclerometer	can	zoom	0.0857	0.8638	0.0003
sclerometer	can	reproduce	0.0857	0.9114	0.0002
sclerometer	can	quit	0.0857	0.8569	0.0001
picometre	can	long	0.0857	0.8647	0.0279
picometre	can	jump	0.0857	0.8827	0.0001
picometre	can	darkened	0.0857	0.7347	0.3043
profiterole	can	zero	0.0857	0.9104	0.0003
profiterole	can	air	0.0857	0.8536	0.0004
cistron	can	jump	0.0857	0.8827	0.0001
adenota	can	work	0.0857	0.9072	0.0
adenota	can	spread	0.0857	0.8878	0.0005
adenota	can	reproduce	0.0857	0.9114	0.0002
adenota	can	quit	0.0857	0.8569	0.0001
adenota	can	do	0.0857	0.9192	0.0001
adenota	can	know	0.0857	0.9079	0.0003
adenota	can	heal	0.0857	0.9037	0.0011
gish	can	need	0.0857	0.9085	0.0044
glassful	can	jump	0.0857	0.8827	0.0001
ybit	can	zero	0.0857	0.9104	0.0003
agamete	can	woo	0.0857	0.7711	0.0997
agamete	can	grow	0.0857	0.9109	0.0002
inion	can	zero	0.0857	0.9104	0.0003
racialist	can	zoom	0.0857	0.8638	0.0003
headcounter	can	end	0.0857	0.847	0.0002
sheeyit	can	vote	0.0857	0.8744	0.0003
sheeyit	can	own	0.0857	0.8336	0.0013
sheeyit	can	know	0.0857	0.9079	0.0003
sheeyit	can	jump	0.0857	0.8827	0.0001
sheeyit	can	help	0.0857	0.9062	0.0003
tetragonurus	can	work	0.0857	0.9072	0.0
tetragonurus	can	vibrate	0.0857	0.871	0.0012
tetragonurus	can	travel	0.0857	0.8853	0.0005
sticherus	can	sleep	0.0857	0.9066	0.0002
sticherus	can	reproduce	0.0857	0.9114	0.0002
sticherus	can	quit	0.0857	0.8569	0.0001
sticherus	can	occur	0.0857	0.8906	0.0001
sticherus	can	live	0.0857	0.9265	0.0003
sticherus	can	help	0.0857	0.9062	0.0003
sticherus	can	grow	0.0857	0.9109	0.0002
sticherus	can	eat	0.0857	0.9077	0.0002
sticherus	can	die	0.0857	0.8889	0.0001
barye	can	jump	0.0857	0.8827	0.0001
plataea	can	zip	0.0857	0.8974	0.0005
bosies	can	jump	0.0857	0.8827	0.0001
lanseh	can	jump	0.0857	0.8827	0.0001
ohmage	can	jump	0.0857	0.8827	0.0001
ohmage	can	benefit	0.0857	0.88	0.0076
sapphirine	can	zip	0.0857	0.8974	0.0005
sapphirine	can	work	0.0857	0.9072	0.0
sapphirine	can	vibrate	0.0857	0.871	0.0012
sapphirine	can	mean	0.0857	0.8633	0.0002
sapphirine	can	hibernate	0.0857	0.9332	0.0007
sapphirine	can	die	0.0857	0.8889	0.0001
makeweight	can	vote	0.0857	0.8744	0.0003
makeweight	can	happen	0.0857	0.8738	0.0002
makeweight	can	end	0.0857	0.847	0.0002
makeweight	can	die	0.0857	0.8889	0.0001
stooper	can	zero	0.0857	0.9104	0.0003
stooper	can	look	0.0857	0.9308	0.0005
stooper	can	kill	0.0857	0.8967	0.0005
stooper	can	jump	0.0857	0.8827	0.0001
stooper	can	hurt	0.0857	0.8988	0.0002
stooper	can	end	0.0857	0.847	0.0002
pedwood	can	work	0.0857	0.9072	0.0
pedwood	can	need	0.0857	0.9085	0.0044
pedwood	can	institute	0.0857	0.7493	0.1519
pedwood	can	burn	0.0857	0.8534	0.0005
dojc	can	work	0.0857	0.9072	0.0
dojc	can	google	0.0857	0.8353	0.0112
monotremata	can	jump	0.0857	0.8827	0.0001
pomologist	can	work	0.0857	0.9072	0.0
pomologist	can	reproduce	0.0857	0.9114	0.0002
pomologist	can	nurse	0.0857	0.8377	0.0093
pomologist	can	learn	0.0857	0.9215	0.0033
pomologist	can	know	0.0857	0.9079	0.0003
nictation	can	zero	0.0857	0.9104	0.0003
nictation	can	justify	0.0857	0.8253	0.0098
nictation	can	end	0.0857	0.847	0.0002
tusseh	can	grow	0.0857	0.9109	0.0002
tusseh	can	eat	0.0857	0.9077	0.0002
tusseh	can	benefit	0.0857	0.88	0.0076
hernaria	can	work	0.0857	0.9072	0.0
hernaria	can	view	0.0857	0.8053	0.0054
cordylidae	can	need	0.0857	0.9085	0.0044
cordylidae	can	mate	0.0857	0.8904	0.0007
cordylidae	can	jump	0.0857	0.8827	0.0001
cordylidae	can	images	0.0857	0.8733	0.0015
cordylidae	can	die	0.0857	0.8889	0.0001
cordylidae	can	buntings	0.0857	0.8375	0.0311
horsefish	can	originate	0.0857	0.8234	0.0009
horsefish	can	kill	0.0857	0.8967	0.0005
pinsk	can	vote	0.0857	0.8744	0.0003
sclerometer	can	zoom	0.0857	0.8638	0.0003
sclerometer	can	reproduce	0.0857	0.9114	0.0002
sclerometer	can	quit	0.0857	0.8569	0.0001
sclerometer	can	jump	0.0857	0.8827	0.0001
sclerometer	can	happen	0.0857	0.8738	0.0002
sclerometer	can	fail	0.0857	0.8715	0.0004
sclerometer	can	exist	0.0857	0.8895	0.0002
laparocele	can	ray	0.0857	0.8342	0.002
laparocele	can	work	0.0857	0.9072	0.0
laparocele	can	spread	0.0857	0.8878	0.0005
laparocele	can	reproduce	0.0857	0.9114	0.0002
adermin	can	work	0.0857	0.9072	0.0
adermin	can	know	0.0857	0.9079	0.0003
adermin	can	help	0.0857	0.9062	0.0003
hearst	can	jump	0.0857	0.8827	0.0001
categoreme	can	work	0.0857	0.9072	0.0
categoreme	can	list	0.0857	0.7995	0.0025
categoreme	can	happen	0.0857	0.8738	0.0002
categoreme	can	do	0.0857	0.9192	0.0001
lathee	can	learn	0.0857	0.9215	0.0033
lathee	can	join	0.0857	0.8808	0.0009
flnc	can	occur	0.0857	0.8906	0.0001
flnc	can	know	0.0857	0.9079	0.0003
corundom	can	jump	0.0857	0.8827	0.0001
chinchillon	can	zap	0.0857	0.8284	0.0044
chinchillon	can	dock	0.0857	0.7818	0.0348
chinchillon	can	kiss	0.0857	0.9092	0.0018
housepaint	can	yellow	0.0857	0.906	0.0002
housepaint	can	vote	0.0857	0.8744	0.0003
tacheometer	can	vibrate	0.0857	0.871	0.0012
tacheometer	can	quit	0.0857	0.8569	0.0001
tetragonurus	can	help	0.0857	0.9062	0.0003
tetragonurus	can	grow	0.0857	0.9109	0.0002
tetragonurus	can	form	0.0857	0.866	0.0002
tetragonurus	can	die	0.0857	0.8889	0.0001
tetragonurus	can	climb	0.0857	0.8593	0.0026
osculator	can	yield	0.0857	0.8852	0.0005
osculator	can	grow	0.0857	0.9109	0.0002
citellus	can	zap	0.0857	0.8284	0.0044
citellus	can	ray	0.0857	0.8342	0.002
citellus	can	up	0.0857	0.8924	0.0002
citellus	can	smell	0.0857	0.8984	0.0002
citellus	can	peel	0.0857	0.8621	0.0041
citellus	can	knuckles	0.0857	0.8619	0.1756
citellus	can	eat	0.0857	0.9077	0.0002
citellus	can	crack	0.0857	0.8232	0.0014
greeneye	can	jump	0.0857	0.8827	0.0001
glazer	can	vote	0.0857	0.8744	0.0003
glazer	can	quit	0.0857	0.8569	0.0001
colpocele	can	work	0.0857	0.9072	0.0
colpocele	can	start	0.0857	0.8401	0.0006
glazer	can	quit	0.0857	0.8569	0.0001
colpocele	can	work	0.0857	0.9072	0.0
colpocele	can	start	0.0857	0.8401	0.0006
colpocele	can	pain	0.0857	0.9014	0.0031
colpocele	can	meaning	0.0857	0.8306	0.0015
colpocele	can	know	0.0857	0.9079	0.0003
colpocele	can	feel	0.0857	0.8926	0.0006
colpocele	can	scan	0.0857	0.8424	0.0104
goodenia	can	yellow	0.0857	0.906	0.0002
goodenia	can	work	0.0857	0.9072	0.0
goodenia	can	jump	0.0857	0.8827	0.0001
goodenia	can	hibernate	0.0857	0.9332	0.0007
goodenia	can	die	0.0857	0.8889	0.0001
samoyedic	can	talk	0.0857	0.8845	0.0008
samoyedic	can	quiet	0.0857	0.7707	0.0005
samoyedic	can	occur	0.0857	0.8906	0.0001
samoyedic	can	mate	0.0857	0.8904	0.0007
samoyedic	can	jump	0.0857	0.8827	0.0001
samoyedic	can	howl	0.0857	0.7891	0.007
wandflower	can	yellow	0.0857	0.906	0.0002
oligoporus	can	nurse	0.0857	0.8377	0.0093
oligoporus	can	live	0.0857	0.9265	0.0003
oligoporus	can	jump	0.0857	0.8827	0.0001
oligoporus	can	grow	0.0857	0.9109	0.0002
oligoporus	can	exist	0.0857	0.8895	0.0002
marquess	can	concert	0.0857	0.7946	0.0547
