local_sigma	neighborhood_sigma	object	plausibility	predicate	subject
0.1513	0.8609	changes	0.3477	has_property	genetic mutation
0.1383	0.9096	in health	0.3477	be used	body language
0.0262	0.6384	yum	0.3477	has_property	tsh
0.0058	0.8857	az	0.3477	has_property	tsh
0.183	0.782	vultures	0.3477	has_property	tsh
0.0007	0.9418	text	0.3477	has_property	tsh
0.095	0.8871	tsunamis	0.3477	has_property	tsh
0.0027	0.6919	scripted	0.3477	has_property	tsh
0.0041	1.0	rj45	0.3477	has_property	tsh
0.0022	0.894	paid	0.3477	has_property	tsh
0.0013	0.8877	ozone	0.3477	has_property	tsh
0.001	0.9652	ohio	0.3477	has_property	tsh
0.0016	0.8715	lgbt	0.3477	has_property	tsh
0.2083	1.0	kyrgyzstan	0.3477	has_property	tsh
0.0098	1.0	ks2	0.3477	has_property	tsh
0.0025	0.8931	kosher	0.3477	has_property	tsh
0.0035	0.8559	jv	0.3477	has_property	tsh
0.0064	1.0	iqos	0.3477	has_property	tsh
0.0004	0.9124	illegal	0.3477	has_property	tsh
0.0022	0.8495	identified	0.3477	has_property	tsh
0.0026	1.0	iasd	0.3477	has_property	tsh
0.0019	1.0	gzsz	0.3477	has_property	tsh
0.0852	0.6785	fms	0.3477	has_property	tsh
0.0057	0.8602	due	0.3477	has_property	tsh
0.0017	0.8088	del	0.3477	has_property	tsh
0.0006	0.8462	czech	0.3477	has_property	tsh
0.001	0.8838	pm	0.3477	has_property	tsh
0.7002	0.8232	atmosphere	0.3477	increase in	greenhouse gas
0.9545	0.8437	kids	0.3477	walk out with	soccer player
0.0004	0.9412	red	0.3477	has_color	dust storm
0.845	0.7995	whisper	0.3477	use	girl
0.0097	0.9137	liquid	0.3477	has_property	hedge fund
0.006	0.9291	plant growth	0.3477	affect	plant food
0.0309	0.9718	body	0.3477	be important in	buffer solution
0.0024	0.9363	mac	0.3477	has_property	bookmark
1.0	0.7432	circle	0.3477	huddle in	cow
1.0	0.8108	consequence of plate tectonics	0.3477	can occur as	evolution
0.4827	0.9146	physical property	0.3477	be considered	density
0.8109	0.93	cards	0.3477	be with	magic trick
0.002	0.8449	pan	0.3477	has_property	big cat
0.0028	0.8399	oars	0.3477	has_property	cave in
1.0	0.8468	lyrics	0.3477	believe	fool
0.0731	0.9057	fatal	0.3477	can be	measles
0.5622	0.92	hand	0.3477	be better than	washing hands
0.0015	0.8161	dan	0.3477	has_property	messaging
0.0389	0.8363	bug	0.3477	has_property	messaging
0.0007	0.9206	bbc	0.3477	has_property	messaging
0.0242	0.8803	up	0.3477	grow	mushroom
0.0013	0.8747	pig	0.3477	has_property	nisus
0.005	0.8753	short	0.3477	has_height	nisus
0.0144	0.9191	month	0.3476	has_property	ipo
0.1098	0.8542	self	0.3476	has_property	thee
0.0014	0.8821	types	0.3476	has_property	gun
0.0014	0.942	tv	0.3476	has_property	dead
0.0005	0.8596	occur	0.3476	can	tinnitus
0.0007	0.9591	on	0.3476	has_place	george washington bridge
0.0617	0.8968	pool	0.3476	be in	gallon
0.0001	0.8642	work	0.3476	can	encoding
0.0022	0.9021	american	0.3476	has_property	fog
0.002	0.9181	age	0.3476	has_property	fog
0.0011	0.9174	now	0.3476	has_time	momo
0.0014	0.942	tv	0.3476	has_property	soap
0.0188	0.7707	sub	0.3476	has_property	tsar
1.0	0.752	inside foot	0.3476	put up	receiver
0.0011	0.9415	art	0.3476	has_property	addict
0.0921	0.8659	lock	0.3476	has_property	app
0.0667	0.9415	vitamin d	0.3476	get	rabbit
0.0032	0.9433	itunes	0.3476	be on	shuffle
0.0011	0.8722	small	0.3476	has_property	sang
0.0049	0.8443	oasis	0.3476	has_property	sang
0.0001	0.9469	good	0.3476	has_trait	gcse
0.001	0.9652	ohio	0.3476	has_property	gam
0.0099	0.8998	education	0.3476	be important in	capital
0.0135	0.9414	summer	0.3476	be in	aspen
0.0016	0.8813	calculated	0.3476	has_property	coinsurance
1.0	0.8559	in a fight holes	0.3476	get	stanley
0.0122	0.7942	supported	0.3476	has_property	mollification
0.0017	0.9277	new	0.3476	has_time	mollification
1.0	0.8148	in the shape of letters	0.3476	has_property	braille
0.0412	0.9765	playoffs	0.3476	make	raven
0.1582	0.8245	pads	0.3476	use	girl
0.0019	0.9435	car	0.3476	has_property	lyrurus
0.001	0.7997	cbc	0.3476	has_property	lyrurus
1.0	0.9095	in the plastic industry	0.3476	be used	calcium carbonate
0.014	0.8891	sd card	0.3476	has_property	telephoner
0.0227	0.898	black	0.3476	can	charlotte
0.0055	0.8745	mc	0.3476	has_property	disney
0.4936	0.8546	heads in water	0.3476	dunk	ferret
1.0	0.8668	as a child	0.3476	be depicted	eros
0.0003	0.942	expensive	0.3476	has_property	vancomycin
1.0	0.8797	in a country	0.3476	be needed	constitution
0.0024	0.9327	us	0.3476	affect	idea
0.0125	0.9041	episodes	0.3476	has_property	gam
0.081	0.7672	status	0.3476	has_property	sang
0.0042	0.8452	carl	0.3476	has_property	tapirus
0.0146	0.9353	in everything	0.3476	has_property	almond
0.0116	0.9212	earth	0.3476	be on	cockroach
1.0	0.7901	cephalopod	0.3476	has_property	octopus
0.0106	0.9721	eu	0.3476	be in	ireland
1.0	0.7693	on the eye	0.3476	centered	contact lens
0.1733	0.8378	light	0.3476	be related to	refraction
1.0	0.8741	philippines	0.3476	be named in	typhoon
0.113	0.8405	x files	0.3476	has_property	folderal
1.0	0.8056	on every page	0.3476	appear	watermark
0.0065	0.848	eating	0.3476	has_property	giraffe
0.0074	0.8089	published	0.3476	has_property	vdu
0.0006	0.8734	tlc	0.3476	has_property	vdu
0.0027	0.9464	winter	0.3476	has_property	vdu
0.003	0.8467	leg	0.3476	has_body_part	vdu
0.0016	0.9137	written	0.3476	has_property	vdu
0.0022	0.8525	wed	0.3476	has_property	vdu
0.0009	1.0	wjec	0.3476	has_property	vdu
0.0027	0.8877	weird	0.3476	has_property	vdu
0.0068	0.8593	waterproof	0.3476	has_property	vdu
0.0252	1.0	uzbekistan	0.3476	has_property	vdu
0.0003	0.9583	uk	0.3476	has_property	vdu
0.001	0.8403	phd	0.3476	has_property	vdu
0.0072	0.8279	uganda	0.3476	has_property	vdu
0.0038	0.9121	afc	0.3476	has_property	vdu
0.0029	0.7196	ubuntu	0.3476	has_property	vdu
0.0007	0.9418	text	0.3476	has_property	vdu
0.0017	0.8659	twitter	0.3476	has_property	vdu
0.011	0.8082	try	0.3476	has_property	vdu
0.0018	0.8366	true	0.3476	has_property	vdu
0.0043	1.0	dmz	0.3476	has_property	vdu
0.0006	0.8734	tlc	0.3476	has_property	vdu
0.0027	0.9464	winter	0.3476	has_property	vdu
0.0014	0.942	tv	0.3476	has_property	vdu
0.0464	0.7885	telugu	0.3476	has_property	vdu
0.0692	0.8351	tamil	0.3476	has_property	vdu
0.0018	0.8615	speed	0.3476	has_property	vdu
0.0048	0.7238	synced	0.3476	has_property	vdu
0.0028	0.9338	son	0.3476	has_property	vdu
0.0011	0.8049	squared	0.3476	has_property	vdu
0.1279	1.0	sfdk	0.3476	has_property	vdu
0.0027	0.6919	scripted	0.3476	has_property	vdu
0.0014	0.894	python	0.3476	has_property	vdu
0.0074	0.8089	published	0.3476	has_property	vdu
0.0042	1.0	ps4	0.3476	has_property	vdu
0.0044	0.8428	offline	0.3476	has_property	vdu
0.0026	0.9038	pbs	0.3476	has_property	vdu
0.0022	0.894	paid	0.3476	has_property	vdu
0.0013	0.8877	ozone	0.3476	has_property	vdu
0.0008	0.8613	toque	0.3476	has_property	vdu
0.003	0.8072	boredom	0.3476	has_property	vdu
0.0035	0.8499	ll	0.3476	has_property	vdu
0.0848	1.0	ljljljlj	0.3476	has_property	vdu
0.0027	0.787	legit	0.3476	has_property	vdu
0.0059	0.8519	lizzy	0.3476	has_property	vdu
0.0082	0.8527	issued	0.3476	has_property	vdu
0.0079	0.6882	irresistible	0.3476	has_property	vdu
0.0018	0.8515	ionic	0.3476	has_property	vdu
0.001	0.8915	belts	0.3476	has_property	vdu
0.0007	0.9228	open	0.3476	has_trait	vdu
1.0	0.8617	asia	0.3476	be born in	conjoined twin
1.0	0.7773	to be invited	0.3476	need	vampire
1.0	0.8948	new cars	0.3476	get	dealership
0.0228	0.9089	a mockingbird	0.3476	kill	pathos
0.0016	0.8792	aesthetic	0.3476	has_property	cwt
1.0	0.753	to frequency for waves moving at a constant speed	0.3476	be related	wavelength
0.0354	0.8331	slime	0.3476	make	nickelodeon
0.0069	0.9341	love	0.3476	fall in	entp
1.0	0.8496	about the pick	0.3476	feel	supporter
0.0053	0.7954	native	0.3476	has_property	pipage
0.0021	0.8591	other	0.3476	has_property	next
0.132	0.8926	civil law	0.3476	be different from	criminal law
0.0131	0.9115	the environment	0.3476	harm	electric car
0.6583	0.737	forward	0.3476	bend	human knee
0.0018	0.8366	true	0.3476	has_property	pax
0.0057	0.8602	due	0.3476	has_property	pax
0.0028	0.8317	case	0.3476	has_property	parus
0.1437	0.8075	mouth	0.3476	sit with	chameleon
0.0016	0.8906	painful	0.3476	has_property	third tonsil
0.3128	0.7964	violation	0.3476	has_property	human right
0.0018	0.8622	sum	0.3476	has_property	natal
0.0019	0.8923	egg	0.3476	has_property	gam
0.0019	0.8891	gdp	0.3476	has_property	messaging
0.0037	0.7604	tzatziki	0.3476	has_property	messaging
0.0015	0.8895	twice	0.3476	has_property	messaging
0.0021	1.0	tquk	0.3476	has_property	messaging
0.001	0.8723	tnt	0.3476	has_property	messaging
0.0055	0.8273	coded	0.3476	has_property	messaging
0.0589	0.8447	tagalog	0.3476	has_property	messaging
0.0022	1.0	svenska	0.3476	has_property	messaging
0.0011	0.8049	squared	0.3476	has_property	messaging
0.0402	0.8748	oysters	0.3476	has_property	messaging
0.0017	0.8155	occupied	0.3476	has_property	messaging
0.0016	0.8397	oily	0.3476	has_property	messaging
0.0027	1.0	recd	0.3476	has_property	messaging
0.0015	0.8669	mvp	0.3476	has_property	messaging
0.0026	0.9395	map	0.3476	has_property	messaging
0.0011	0.8656	mnemonic	0.3476	has_property	messaging
0.0018	0.8515	ionic	0.3476	has_property	messaging
0.0007	0.8575	ignored	0.3476	has_property	messaging
0.0019	1.0	gzsz	0.3476	has_property	messaging
0.0019	0.9307	gas	0.3476	has_property	messaging
0.0021	0.8627	ghosted	0.3476	has_property	messaging
0.0019	0.8891	gdp	0.3476	has_property	messaging
0.0014	1.0	gcse	0.3476	has_property	messaging
0.0019	0.8384	cns	0.3476	has_property	messaging
0.0082	0.8465	mango	0.3476	has_property	messaging
0.0053	0.8733	db	0.3476	has_property	messaging
0.0372	0.9472	bible	0.3476	has_property	messaging
0.0067	0.8496	broken	0.3476	has_property	messaging
0.0022	0.8812	bmw	0.3476	has_property	messaging
0.0624	0.7942	bhaji	0.3476	has_property	messaging
0.0016	1.0	aquarius	0.3476	has_property	messaging
0.0016	0.8083	ajax	0.3476	has_property	messaging
0.0043	0.8313	azure	0.3476	has_color	messaging
0.0013	0.8487	odd	0.3476	has_trait	messaging
0.0015	0.9077	aggressive	0.3476	has_trait	messaging
0.0396	0.9152	once	0.3476	be at	villus
0.0058	0.8857	az	0.3476	has_property	gam
0.3462	0.7614	30000 feet	0.3476	fly at	airplane
0.5302	0.8621	pasta	0.3476	be different to	noodle
0.1438	1.0	mhfu	0.3476	has_property	pepper
0.0028	0.8317	case	0.3476	has_property	isurus
1.0	0.7303	to the health triangle	0.3476	related	wellness
0.0023	0.8497	unique	0.3476	has_property	protist
0.0002	0.9561	spanish	0.3476	be in	warlock
0.0013	0.8487	odd	0.3476	has_trait	gam
0.0011	0.8903	big	0.3476	has_property	ipo
0.1363	0.7738	mark	0.3476	can	question
0.0097	0.9344	order	0.3476	has_property	kovno
0.0024	0.9126	set	0.3476	has_property	yobo
0.0017	0.9277	new	0.3476	has_time	yobo
1.0	0.8125	guitar spaced	0.3476	be on	fret
1.0	0.8909	educational tools	0.3476	can be	cell phone
0.306	0.8557	brighter	0.3476	get	brake light
0.0018	0.8366	true	0.3476	has_property	gun
1.0	0.8739	"as "" evil"	0.3476	be seen	bank
0.5448	0.7241	in the darkest dungeon	0.3476	work	resistance
0.8766	0.9002	60	0.3476	be divided into	hour
0.0892	0.8955	weathering	0.3476	cause	temperature change
0.0593	0.9011	evidence for evolution	0.3476	provide	embryo
0.0007	0.9206	bbc	0.3476	has_property	gam
0.0325	0.9344	switzerland	0.3476	has_property	gam
0.0003	0.942	expensive	0.3476	has_property	gam
0.0003	0.9583	uk	0.3476	has_property	gam
0.001	0.7997	cbc	0.3476	has_property	phon
0.0006	0.8655	safe	0.3476	has_property	medium rare steak
0.0036	0.8547	sic	0.3476	has_property	gam
1.0	0.8662	an important resource of a company	0.3476	has_property	information
0.0026	0.8867	ethical	0.3476	has_property	gam
0.0021	0.7845	equivalent	0.3476	has_property	gam
0.0089	0.8045	esl	0.3476	has_property	gam
0.0537	0.8467	graph	0.3476	has_property	rate
0.0013	0.8877	ozone	0.3476	has_property	gam
0.0008	0.8613	toque	0.3476	has_property	gam
0.005	0.8343	euthanasia	0.3476	has_property	gam
0.0334	0.9293	important to cells	0.3476	has_property	active transport
0.0693	0.8526	security	0.3476	has_property	conduct
0.0276	0.9259	in the human body	0.3476	be used	carbohydrate
0.0394	0.9539	swipe up on instagram	0.3476	has_property	playlist
1.0	0.8161	magnetic disk	0.3476	be called	hard disk
0.0039	0.8073	hit	0.3476	has_property	shoe
0.002	0.8919	fee	0.3476	has_property	shoe
1.0	0.7727	older dogs	0.3476	hump	puppy
0.002	0.9504	dna	0.3476	has_property	twin
1.0	0.8505	a woman's period	0.3476	affect	lupus
0.0032	0.8873	lcd	0.3475	has_property	video
1.0	0.836	a trait in an organism	0.3475	cause	allele
0.0001	0.9469	good	0.3475	has_trait	headphone
0.0417	0.8383	sn	0.3475	has_property	momo
0.0781	0.8684	water	0.3475	shrink in	cotton wool
0.0029	0.8544	snapped	0.3475	has_property	gam
0.2101	0.8202	us	0.3475	impact	word
0.0013	0.9012	wrong	0.3475	has_property	blood clotting
1.0	0.7894	to swim in the dislocated water currents next to ships	0.3475	like	dolphin
1.0	0.8017	juliet	0.3475	be banished in	romeo
0.6646	0.8851	important to england	0.3475	has_property	soccer
0.0014	0.8903	sd	0.3475	has_property	bookmark
