local_sigma	neighborhood_sigma	object	plausibility	predicate	subject
1.0	0.7722	turned on by most women do 'nt by naked men	0.1925	get	man
1.0	0.8862	about the border wall	0.1925	feel	texan
0.0717	0.8211	ice	0.1925	become	waterfall
0.0012	0.8456	fit	0.1925	can	lip
0.0511	0.9422	different sizes	0.1925	have	chromosome
0.5179	0.8538	food poisoning	0.1925	be a source of	chicken
1.0	0.7938	the exam	0.1925	mark	jamb
1.0	0.8566	fluorine	0.1925	form compounds with	noble gas
0.0015	0.8963	difficult	0.1925	has_trait	public speaking
1.0	0.8691	afc 3	0.1925	be in	mike tyson
0.0034	0.9563	in jail	0.1925	has_property	barney
0.0094	0.8596	romantic	0.1925	has_trait	candlelight
0.1333	0.8874	humans	0.1925	can harm	protist
1.0	0.8545	universe	0.1925	measure distances in	astronomer
1.0	0.8595	sitting	0.1925	lose air	tire
0.8016	0.8031	quicksand	0.1925	sink in	thing
1.0	0.8044	teachers	0.1925	can respect	student
1.0	0.8696	southern ireland	0.1925	be separate from	northern ireland
1.0	0.8527	strong bridges	0.1925	build	engineer
0.0334	0.8604	frowned upon	0.1925	has_property	incest
1.0	0.863	high heels during sex	0.1925	wear	some woman
0.0004	0.8738	happen	0.1925	can	injury
1.0	0.6673	billions of tax proceeds to armament corporations	0.1925	love giving	conservative
0.0006	0.9415	art	0.1925	has_property	dripping
1.0	0.7695	most precious jewelry	0.1925	be considered as	diamond
0.0004	0.935	free	0.1925	has_property	breaking bad
0.0056	0.9726	the body	0.1925	affect	saturated fatty acid
1.0	0.8497	on a map	0.1925	be symbolized	railroad
0.1311	0.9198	into the lungs	0.1925	go	fluid
0.8173	0.8222	kill	0.1925	be brave in	atticus
1.0	0.7415	voters in the philippines	0.1925	classify	elected official
0.0001	0.9428	bad	0.1925	has_property	alexa
0.0028	0.8358	went	0.1925	can	pancake
0.0	0.8642	work	0.1925	can	prodigy
0.0002	0.8692	is	0.1925	can	whisper
0.0022	0.867	food	0.1925	find	robin
0.8202	0.9354	bowling	0.1925	be in	handicap
0.0003	0.9414	black	0.1925	has_color	italian
0.0005	0.8914	yellow	0.1925	can	wiper
1.0	0.8814	st. patricks day	0.1925	celebrate	american
0.5469	0.8292	manager	0.1925	differ from	leader
0.1765	0.9005	hexagon	0.1925	has_property	beehive
0.0867	0.7841	complete	0.1925	has_property	requirement
0.3599	0.8799	maybe	0.1925	say	iphone
0.154	0.9176	v-formation	0.1925	fly in	goose
1.0	0.8056	in a loft	0.1925	be kept	hay
1.0	0.7345	christians obsessed with almighty dollar	0.1925	be born again	christian
0.0941	0.882	drug	0.1925	be considered	alcohol
0.4047	0.8467	carrots	0.1925	cook	restaurant
0.0002	1.0	to	0.1925	has_property	celebrate
1.0	0.8015	same system of measurement	0.1925	use	scientist
0.0072	0.9066	punished	0.1925	has_property	crime
0.0008	0.9231	veto	0.1925	has_property	pork pie
0.0041	0.9338	food	0.1925	be used in	edta
0.2059	0.8066	world	0.1925	destroy	shiva
0.0143	0.8329	gassy	0.1925	has_property	onion
0.0185	0.9622	ethanol	0.1925	be in	bonnet
1.0	0.7608	2 microphones	0.1925	use	singer
1.0	0.7868	to be inducted into the rock hall of fame in cleveland ohio	0.1925	be nominated	musician
0.3804	0.7702	more anesthesia	0.1925	need	redhead
1.0	0.8227	to some substrate molecule	0.1925	bind	enzyme
1.0	0.7991	converse sneakers	0.1925	be in	hole
0.3561	0.9332	each other	0.1925	can help	student
1.0	0.8487	age of fishes	0.1925	be known as	devonian period
0.0002	0.9583	uk	0.1925	has_property	chart
0.0803	0.8798	risk of extinction	0.1925	be at	bee
0.0115	0.895	skin	0.1925	affect	rheumatic fever
0.0144	0.9761	atmosphere	0.1925	affect	meteor
0.2906	0.8602	ma	0.1925	be illegal in	happy hour
0.1664	0.792	for add	0.1925	work	medication
1.0	0.7716	mobile	0.1925	cost on	bit
0.0068	0.9311	them	0.1925	have holes in	pebble
1.0	0.7856	the speed of object	0.1925	determine	radar
0.0009	0.9166	killed	0.1925	has_property	mosquito
0.0002	0.9102	dangerous	0.1925	has_effect	low tide
0.0005	0.873	tnt	0.1925	has_property	baseball player
0.2122	0.8662	hard to kill	0.1925	has_property	fire ant
0.2623	0.851	more prone to cancer	0.1925	has_property	golden retriever
0.0238	0.9265	photosynthesis	0.1925	be important in	sunlight
1.0	0.8479	word important	0.1925	be as	feminism
0.0721	0.9141	games	0.1925	prepare for	soccer player
0.0019	0.9579	in india	0.1925	has_property	crime
0.0824	0.8691	turned on	0.1925	get	gene
0.0124	0.7901	valley	0.1925	has_property	canaan
0.5888	0.7381	gratitude	0.1925	express	different cultures
0.2742	0.8223	anger	0.1925	express	different cultures
0.4182	0.8592	charge	0.1925	lose quickly	phone
0.0006	0.9705	environment	0.1925	affect	coal mine
0.0009	0.9277	new	0.1925	has_time	flatiron
1.0	0.6608	bush more than iran	0.1925	fear	liberal
0.008	0.9301	date	0.1925	has_property	blind
0.0052	0.9368	hats	0.1925	wear	president
1.0	0.7257	silver casket	0.1925	reject	morocco
0.0009	0.9525	nyc	0.1925	has_property	chess
0.0004	0.9402	bbc	0.1925	has_property	turtle
0.5044	0.8289	different from rent	0.1925	has_property	economic rent
1.0	0.7235	balls	0.1925	reject	tennis player
0.7633	0.6924	upheld	0.1925	can	value
1.0	0.8415	22	0.1925	have ex of	percy
1.0	0.7168	no to sleepovers	0.1925	say	parent
0.0001	0.9561	spanish	0.1925	be in	commitment
1.0	0.8572	lactic acid	0.1925	reduce	stretching
0.9181	0.9149	revolution	0.1925	be before	life
0.8095	0.9025	5 flags	0.1925	have	korea
1.0	0.8328	last nights player	0.1925	be on	casualty
0.1023	0.8955	to live in nyc	0.1925	afford	model
0.0214	0.8893	lice	0.1925	get	rat
0.0371	0.8843	landscape	0.1925	affect	volcano
0.0004	0.9591	on	0.1925	has_place	washing
1.0	0.8284	bubbles in the middle	0.1925	have	ice cube
1.0	0.8813	to be brave	0.1925	need	hero
0.0009	0.9453	box	0.1925	can	ape
0.0149	0.9031	advertising	0.1925	be used in	emotion
0.0002	0.9412	red	0.1925	has_color	nosebleed
0.0207	0.9165	judaism	0.1925	be important in	covenant
0.0008	0.8544	pig	0.1925	can	insect
0.019	0.9061	chemistry	0.1925	be used in	math
0.0261	0.9284	a good source of energy	0.1925	has_property	wind
0.247	0.9237	chain	0.1925	be in	hawaiian islands
0.4236	0.8719	epithelial tissue	0.1925	be different from	connective tissue
0.009	0.9557	uk	0.1925	work	au pair
0.4694	0.9277	country	0.1925	be bad for	unemployment
0.0515	0.8737	determine	0.1925	be used	radio wave
0.0007	0.957	ads	0.1925	has_property	blood cell
0.0003	0.8951	are	0.1925	can	yellowstone
0.3038	0.9466	jerseys	0.1925	wear on	baseball player
1.0	0.7931	20 weeks	0.1925	be aborted at	baby
0.148	0.765	cities	0.1925	move to	people
0.1199	0.9067	married	0.1925	want	most people
0.0022	0.9274	up	0.1925	go	glucose
0.0	0.8642	work	0.1925	can	buttress
0.0001	0.9561	spanish	0.1924	be in	blunder
1.0	0.8542	in hawaii's flag	0.1924	has_property	union jack
0.005	0.8592	has	0.1924	can	iran
1.0	0.7759	2 different fathers	0.1924	can have	twin
0.9337	0.8829	toronto	0.1924	be bad in	transit
0.0537	0.8981	on the moon	0.1924	stay	spacecraft
1.0	0.8186	contrast	0.1924	be continent of	asia
0.0152	0.9289	cbs	0.1924	be on	fight
0.1722	0.8322	in the dark knight	0.1924	die	gamble
1.0	0.7263	in fortunate	0.1924	land fast	player
0.0082	0.9763	news	0.1924	be in	build
0.0206	0.7911	on a true story	0.1924	be based	smallville
0.0023	0.9403	water	0.1924	has_property	austin
0.1581	0.8672	hypothyroidism	0.1924	be bad for	cruciferous vegetable
0.0	0.8642	work	0.1924	can	accordion
0.1494	0.7982	tomb raider	0.1924	be in	vent
0.8258	0.7861	behave	0.1924	be expected	child
0.0009	0.9453	box	0.1924	can	rocket
1.0	0.7066	to life after the shouting	0.1924	adjust	player
0.0815	0.9526	fridge	0.1924	be stored in	medicine
0.0049	0.8981	headache	0.1924	give	essential oil
1.0	0.7803	for app store	0.1924	d not working	touch
0.0	0.8642	work	0.1924	can	naltrexone
0.0464	0.768	sag	0.1924	can	neck
1.0	0.8566	canal	0.1924	affect	body weight
1.0	0.7776	tax incentives for businesses	0.1924	give	government
0.3039	0.7705	the reader	0.1924	influence	tone
1.0	0.7377	hugh breast are sexy	0.1924	think	woman
1.0	0.8749	mortgage applications	0.1924	affect	credit card
0.0249	0.8037	drool	0.1924	can	basset
0.0356	0.9215	others	0.1924	be stronger than	ionic bond
0.0423	0.8541	words	0.1924	have	anime
0.0029	0.8399	jet	0.1924	can	recon
1.0	0.8065	back pain after sexual intercourse	0.1924	have	human
0.0	0.8642	work	0.1924	can	tweeter
1.0	0.7524	sickness	0.1924	allow	god
0.0001	0.9335	yellow	0.1924	has_color	blue angel
0.0177	0.8354	pain	0.1924	reduce	painkiller
0.0445	0.9727	church	0.1924	be important in	fellowship
0.0014	0.9451	sea	0.1924	has_property	acadia national park
0.0442	0.899	groups	0.1924	gather in	butterfly
1.0	0.9072	the top of the world	0.1924	be called	mount everest
1.0	0.8108	themselves satanists	0.1924	call	satanist
0.0077	0.9436	industry	0.1924	be used in	volumetric analysis
0.0011	0.9415	us	0.1924	has_property	football player
0.0189	0.9652	important in agriculture	0.1924	has_property	microorganism
1.0	0.7419	insurance checks	0.1924	put on	bank
0.0016	0.9812	us	0.1924	be important to	bible
1.0	0.9201	group 18	0.1924	be placed in	helium
0.3358	0.8808	america	0.1924	be significant to	abraham lincoln
0.0333	0.9431	low density	0.1924	have	aluminum
0.0003	0.9342	popular	0.1924	has_trait	taste bud
1.0	0.8155	on a document	0.1924	be determined	margin
0.0246	0.9363	chess	0.1924	move in	soldier
1.0	0.8536	to deliver drugs in the body	0.1924	can be used	fullerene
1.0	0.8536	fetus	0.1924	move to	nutrient
0.0244	0.884	am i	0.1924	has_property	spinner
0.2082	0.8532	homes	0.1924	work in	generator
0.0215	0.9313	australia	0.1924	be important in	local government
0.0008	0.9427	get	0.1924	can	pumpkin
0.0394	0.8605	raw	0.1924	can be eaten	bean sprout
1.0	0.7842	36 hours after laying eggs	0.1924	die	spider
1.0	0.9427	1976	0.1924	be elected in	jimmy carter
1.0	0.8324	less likely to get hiv	0.1924	has_property	top
0.5608	0.8457	lyme disease	0.1924	infected with	tick
0.0016	0.8715	sound	0.1924	make	fan
0.0071	0.8694	away	0.1924	run	people
0.0219	0.8025	stare	0.1924	can	hamster
0.1844	0.8997	side	0.1924	go on	fork
1.0	0.7721	itunes	0.1924	be declined	payment
0.0051	0.9671	in the real world	0.1924	be used	calcium
0.889	0.8067	transportation	0.1924	have	america
0.1566	0.8493	energy transfer	0.1924	reduce	vacuum
0.7545	0.9019	toe ring	0.1924	wear	woman
0.7891	0.7463	presidential success	0.1924	contribute to	public opinion
0.6768	0.8483	when lying down	0.1924	happen	heart palpitations
0.0057	0.8843	surgery	0.1924	has_property	cheekbone
0.0035	0.8487	kit	0.1924	can	headlight
0.0319	0.9464	fashion	0.1924	has_property	tennis shoe
0.0001	0.9469	good	0.1924	has_trait	aquaculture
0.085	0.8505	marksmanship badges	0.1924	wear	officer
0.0	0.8642	work	0.1924	can	antispasmodic
0.0024	0.9323	in water	0.1924	dissolve	aluminum hydroxide
0.0846	0.761	imperfect	0.1924	has_property	human
0.6019	0.8765	human health	0.1924	be dangerous to	iodine
1.0	0.8317	feet	0.1924	turn on	potato
0.0193	0.8693	low	0.1924	get	bp
0.0002	0.9384	be	0.1924	can	tornado
0.3587	0.7939	prone to colic	0.1924	has_property	horse
0.0033	0.9202	holes	0.1924	have	zipper
1.0	0.7811	into moth	0.1924	turn	caterpillar
0.5667	0.7899	recreational	0.1924	hold	most anchors
0.4265	0.7855	cst	0.1924	compare to	pst
0.5437	0.7821	illness	0.1924	affect	social class
1.0	0.8301	double displacement reactions	0.1924	differ from	displacement reaction
0.0009	0.9024	painful	0.1924	has_property	tendonitis
0.0022	0.9636	canada	0.1924	be in	ephedrine
0.0327	0.8554	cloudy	0.1924	turn	pool
0.079	0.9142	dishwasher	0.1924	get in	knife
0.0013	0.9327	us	0.1924	affect	dna
0.0003	0.8596	occur	0.1924	can	virus
0.5423	0.824	profitability	0.1924	can increase	bank
0.0424	0.8015	roku	0.1924	work on	video
0.0067	0.9178	han	0.1924	has_property	green bean
0.1783	0.8554	to genes	0.1924	related	dna
0.0006	0.9415	art	0.1924	has_property	withe
1.0	0.8454	aids	0.1924	get hearing	veteran
1.0	0.836	on cars	0.1924	move	wheel
0.1704	0.8719	from tree to tree	0.1924	jump	monkey
0.0005	0.9197	related	0.1924	has_property	atoms elements molecules
1.0	0.7773	health	0.1924	potentially can promote	nigerian
1.0	0.7275	tangy	0.1924	give off off	potato
0.0366	0.8842	to grow	0.1924	need	corn
0.0072	0.8803	used anymore	0.1924	has_property	disk
0.0324	0.7502	art	0.1924	affect	technology
1.0	0.8548	magic	0.1924	be considered	bean
0.1618	0.905	warm climates	0.1924	can live in	bear
1.0	0.807	spot	0.1924	walk on	seagull
1.0	0.7143	by the self interests of the allies	0.1924	be caused	world war 2
0.1693	0.7454	gullible	0.1924	has_trait	human
0.1656	0.8023	two streams	0.1924	come out in	pee
0.0064	0.8678	scales	0.1924	has_body_part	frog
1.0	0.7391	majors	0.1924	choose	student
1.0	0.7924	change professions	0.1924	has_property	villager
0.0439	0.8659	cows	0.1924	kill	butcher
0.0004	0.8642	form	0.1924	can	butte
1.0	0.7277	corporate transparency	0.1924	affect	tax avoidance
1.0	0.8898	no salary cap	0.1924	have	baseball
1.0	0.8645	india	0.1924	be introduced to	islam
0.0234	0.8308	pairs	0.1924	work in	semicircular canal
0.0034	0.928	coming back	0.1924	keep	jason
0.0001	0.9428	bad	0.1924	has_property	plastic comb
0.013	0.7938	each other	0.1924	fight	country
0.5641	0.875	similar to radio waves	0.1924	has_property	microwave
0.3842	0.8363	freedom	0.1924	have	american
0.0938	0.7721	kisses	0.1924	give	guinea pig
0.3182	0.7137	banging	0.1924	make	water pipe
0.009	0.9778	winter	0.1924	live in	ant
1.0	0.6989	himself in times of crisis	0.1924	handle	claudius
0.0001	0.9335	yellow	0.1924	has_color	flower bed
0.0011	0.852	pronounce	0.1924	has_property	dahlia
0.0209	0.9007	water	0.1924	save	cape town
1.0	0.9204	to attract insects	0.1924	need	flower
0.0445	0.7193	senses	0.1924	use	dolphin
1.0	0.6494	political thugs like at tom delay	0.1924	use	republican
0.005	0.8592	has	0.1924	can	singapore
0.0014	0.8129	edible	0.1924	has_property	lard
0.2662	0.8342	muscle	0.1924	maintain	football player
0.0019	0.8702	aquarium	0.1924	has_property	hard-boiled egg
0.1683	0.8412	accounting	0.1924	be treated in	invoice
1.0	0.8116	jungle in mirage	0.1924	be called	jungle
0.0528	0.8938	them	0.1924	have blood in	egg yolk
0.0754	0.8535	products	0.1924	has_property	lush
1.0	0.8326	walls money	0.1924	steal	jack
0.003	0.9347	gloves	0.1924	wear	queen
0.0002	0.9583	uk	0.1924	has_property	closing
1.0	0.7305	relationships	0.1924	give up easily on	guy
1.0	0.8096	when water boils	0.1924	be formed	bubble
0.5614	0.7516	when an era begins and when it ends	0.1924	determine	geologist
0.0038	0.8326	feed	0.1924	can	thrip
0.499	0.7425	bridge	0.1924	affect	ice
1.0	0.7535	when low on freon	0.1924	freeze up	ac
0.0011	0.8949	fee	0.1924	has_property	web hosting service
0.4021	0.8701	glucose	0.1924	become	fructose
1.0	0.6736	dc pip	0.1924	affect	ammonium hydroxide
0.286	0.9585	oslo	0.1924	be in	nightlife
0.0357	0.8488	athens	0.1924	be in	nightlife
0.1067	0.9585	galveston	0.1924	be in	nightlife
0.1399	0.9222	jacksonville	0.1924	be in	nightlife
0.0357	0.8488	athens	0.1924	be in	nightlife
0.4198	0.842	look	0.1924	have	god
1.0	0.843	the most popular form of government	0.1924	has_property	democracy
1.0	0.8202	bad behavior	0.1924	cause	video game
0.0013	0.8962	red	0.1924	turn	flea bite
1.0	0.7721	to innovate	0.1924	seek	organisation
0.1111	0.8588	in the odyssey	0.1924	be portrayed	circe
0.4831	0.7261	picking	0.1924	split	cherry tomato
1.0	0.6452	"murders like "" rookie"	0.1924	support	liberal
1.0	0.7556	removable gold teeth	0.1924	wear	teen
0.183	0.9128	won	0.1924	be on	cub
0.7689	0.9385	body	0.1924	metabolized in	carbohydrate
0.0166	0.9776	into the house	0.1924	come	ladybird
0.1018	0.7803	programming	0.1924	need	electrical engineer
1.0	0.8357	swollen	0.1924	CAN	lymph node
1.0	0.6301	governor granola for michigan's problems	0.1924	blame	voter
0.2502	0.8687	van	0.1924	have working	mac
1.0	0.7784	in lawmaking	0.1924	can be involved	citizen
1.0	0.8115	separate bank accounts	0.1924	keep	married couple
1.0	0.6112	necrophilia	0.1924	has_property	crow
1.0	0.8085	most of countries	0.1924	be harnessed in	geothermal energy
0.1378	0.897	bread	0.1924	be healthier than	toast
0.0323	0.8288	rate	0.1924	can	mazda
0.0313	0.8633	guns	0.1924	have	cargo ship
1.0	0.7935	sometimes	0.1924	move fast	cloud
0.2958	0.6976	tethering	0.1924	detect	carrier
1.0	0.7288	psalm 119	0.1924	be in	letter
0.0009	0.9525	nyc	0.1924	has_property	closing
0.0009	0.9453	box	0.1924	can	tooth
1.0	0.8078	on facebook	0.1923	can are tagged in	photo
0.0014	1.0	be	0.1923	has_property	swap space
0.0027	0.8355	quickly	0.1923	has_manner	green bean
0.3764	0.8738	medicaid	0.1923	get	immigrant
1.0	0.8476	united states	0.1923	dominate in	system
0.0009	0.9494	ice	0.1923	has_property	netherlands
0.2171	0.9245	can sun	0.1923	can in	tattoo
0.9181	0.8107	55 gallons	0.1923	has_property	barrel
1.0	0.7888	now	0.1923	read yahoo singapore	yahoo
0.2032	0.866	insulation	0.1923	need	wire
0.2242	0.8764	less year	0.1923	has_property	income tax refunds
1.0	0.6698	vegetative propagation	0.1923	take part in	root
0.0	0.8642	work	0.1923	can	nonce
0.0027	0.8477	mud	0.1923	can	muscle
0.0011	0.8604	evolve	0.1923	can	haunter
0.0579	0.8104	water	0.1923	ionize in	amino acid
0.0231	0.7891	themselves	0.1923	beach	turtle
1.0	0.8335	to conduct water	0.1923	need	plant
0.0004	0.9075	go	0.1923	can	achievement
1.0	0.8827	right on the ocean	0.1923	has_property	marineland
0.0006	0.9705	environment	0.1923	affect	human activity
1.0	0.6638	specialized roles in prokaryotes	0.1923	perform	membrane
1.0	0.8371	father of communism	0.1923	be known as	karl marx
0.0	0.8642	work	0.1923	can	photomontage
1.0	0.8159	commitment problems	0.1923	have	guy
0.0005	0.9446	use	0.1923	has_property	type
0.7559	0.9018	sunday	0.1923	can open on	shop
0.0003	0.9363	money	0.1923	make	crash course
0.1509	0.8244	in onion cells	0.1923	has_property	chloroplast
0.0012	0.9307	problem	0.1923	has_property	leaver
0.0282	0.8245	lick	0.1923	can	puppy
1.0	0.7625	to the size of a molecule	0.1923	relate	molecular weight
1.0	0.8453	stomach poop	0.1923	be in	baby
1.0	0.8355	from the right side	0.1923	be driven	boat
0.368	0.8857	food pyramid	0.1923	be on	nucleic acid
1.0	0.8238	perennials	0.1923	differ from	biennial
0.0005	0.8833	smell	0.1923	can	mouth
0.0014	1.0	be	0.1923	has_property	holiday
