subject	predicate	object	plausibility	neighborhood_sigma	local_sigma
tile	has_property	wp	0.0902	0.8688	0.0003
tile	has_property	voucher	0.0902	0.7663	0.0242
tile	has_property	vhs	0.0902	0.8311	0.0033
tile	has_property	vga	0.0902	0.8732	0.0021
tile	has_property	tzaneen	0.0902	1.0	0.0031
tile	has_property	twice	0.0902	0.9088	0.0004
tile	has_property	tara	0.0902	0.7648	0.4911
tile	has_property	shane	0.0902	0.7998	0.0194
tile	has_property	tlumaczenia	0.0902	1.0	0.0024
tile	has_property	sgt	0.0902	0.8844	0.0005
tile	has_property	resow	0.0902	1.0	0.0017
tile	has_property	myanmar	0.0902	0.895	0.0028
tile	has_property	rhyl	0.0902	1.0	0.0477
tile	has_property	gb	0.0902	0.9593	0.0003
tile	has_property	loaded	0.0902	0.8009	0.0084
tile	has_property	pfizer	0.0902	0.8723	0.0022
tile	has_property	pd	0.0902	0.9573	0.0002
tile	has_movement	posed	0.0902	0.8519	0.0026
tile	has_property	mvp	0.0902	0.8754	0.0004
tile	has_property	mtv	0.0902	0.9393	0.0003
tile	has_property	mtv	0.0902	0.9393	0.0003
tile	has_property	mp3	0.0902	0.8867	0.0001
tile	has_property	msw	0.0902	1.0	0.0004
tile	has_property	lucky	0.0902	0.8875	0.0007
tile	has_property	ltd	0.0902	0.8533	0.0004
tile	has_property	lsd	0.0902	0.8094	0.0039
tile	has_property	ll	0.0902	0.8499	0.0009
tile	has_property	natl	0.0902	0.7618	0.001
tile	has_property	llama	0.0902	0.8877	0.0006
tile	has_property	ljubljana	0.0902	1.0	0.0006
tile	has_property	lhasa	0.0902	0.9237	0.0017
tile	has_property	lgbt	0.0902	0.9399	0.0004
tile	has_property	iud	0.0902	1.0	0.0002
tile	has_property	ipa	0.0902	0.7771	0.0008
tile	has_property	ionized	0.0902	0.812	0.0031
tile	has_property	ignored	0.0902	0.9106	0.0002
tile	has_property	aim	0.0902	0.8221	0.0077
tile	has_property	iasd	0.0902	1.0	0.0007
tile	has_property	gzsz	0.0902	1.0	0.0005
tile	has_property	gyros	0.0902	0.7856	0.0307
tile	has_property	shane	0.0902	0.7998	0.0194
tile	has_property	tlumaczenia	0.0902	1.0	0.0024
tile	has_property	sgt	0.0902	0.8844	0.0005
tile	has_property	resow	0.0902	1.0	0.0017
tile	has_property	myanmar	0.0902	0.895	0.0028
tile	has_property	rj45	0.0902	1.0	0.0011
tile	has_property	rhyl	0.0902	1.0	0.0477
tile	has_property	gb	0.0902	0.9593	0.0003
tile	has_property	loaded	0.0902	0.8009	0.0084
tile	has_property	pfizer	0.0902	0.8723	0.0022
tile	has_property	pd	0.0902	0.9573	0.0002
tile	has_movement	posed	0.0902	0.8519	0.0026
tile	has_property	mvp	0.0902	0.8754	0.0004
tile	has_property	mtv	0.0902	0.9393	0.0003
tile	has_property	mp3	0.0902	0.8867	0.0001
tile	has_property	mnemonic	0.0902	0.9152	0.0003
tile	has_property	msw	0.0902	1.0	0.0004
tile	has_property	lucky	0.0902	0.8875	0.0007
tile	has_property	ltd	0.0902	0.8533	0.0004
tile	has_property	lsd	0.0902	0.8094	0.0039
tile	has_property	cmyk	0.0902	1.0	0.0013
tile	has_property	cctv	0.0902	0.8541	0.0005
tile	has_property	bowed	0.0902	0.7391	0.3272
tile	has_effect	itchy	0.0902	0.8692	0.0003
tile	has_trait	vulnerable	0.0902	0.8672	0.0013
stuffed animal	has_time	old	0.0902	0.9313	0.0002
tampion	has_property	symptoms	0.0902	0.9126	0.0021
veteran	kill yahoo	themselves	0.0902	0.831	1.0
ectomorph	look	better	0.0902	0.8531	0.0199
acrobat	can	question	0.0902	0.8528	0.0026
ethyl alcohol	be used	in the lab poisonous	0.0902	0.8987	1.0
ta	can	go	0.0902	0.9306	0.0002
filling	can	met	0.0902	0.797	0.0002
luganda	can	know	0.0902	0.9079	0.0003
geographical region	has_property	box	0.0902	0.9442	0.0004
alcohol	can affect	nervous system	0.0902	0.9498	0.1065
burglary	be defined in	california	0.0902	0.8975	0.6024
pill bug	can	qualify	0.0902	0.8262	0.0006
pill bug	can	vibrate	0.0902	0.871	0.0012
company	can avoid	marketing myopia	0.0902	0.7169	1.0
chef	can	win	0.0902	0.8883	0.002
euglena	live in	freshwater	0.0902	0.9334	0.0085
helicopter	fly along	beach	0.0902	0.8858	1.0
hans christian andersen	has_property	famous	0.0902	0.9271	0.0002
tree	be up	design	0.0902	0.8623	0.0458
bulgarian	can	live	0.0902	0.9169	0.0003
dream	motivate	them to go forward	0.0902	0.8059	1.0
restaurant	has_property	gwen	0.0902	0.8771	0.0006
restaurant	has_property	taxable	0.0902	0.9066	0.0014
distillation	has_property	fractional	0.0902	0.7866	0.0506
dish	has_property	network	0.0902	0.8674	0.008
tile	has_body_part	leg	0.0902	0.9381	0.0008
plate	well help	us	0.0902	0.8918	0.4772
lampshade	can	attach	0.0902	0.843	0.0194
tile	has_property	tinted	0.0902	0.9028	0.0086
tile	has_property	ray	0.0902	0.84	0.0013
tile	has_property	owned	0.0902	0.9359	0.0005
sky yellow	be in	storm	0.0902	0.9216	0.2217
cologne	can	go	0.0902	0.9306	0.0002
ester	has_property	son	0.0902	0.9384	0.0007
plumber	can	rat	0.0902	0.8029	0.0005
conflict	be between	iran	0.0902	0.9021	1.0
dog flea	hide	behind the neck	0.0902	0.7463	1.0
stonemason	can	quit	0.0902	0.8569	0.0001
clerid	can	use	0.0902	0.8979	0.0001
brazil	have	pa	0.0902	0.8977	0.0043
cloud	can	cry	0.0902	0.8317	0.0011
culture	celebrate	halloween	0.0902	0.813	0.004
low	has_property	fat cheese healthy	0.0902	0.8928	1.0
skin cell	be	different	0.0902	0.9463	0.0001
tastebud	can	man	0.0902	0.862	0.0004
obesity	can	times	0.0902	0.7687	0.0062
john adams	describe	the witness mr. bass	0.0902	0.6282	1.0
eye	has_property	red at night	0.0902	0.8904	0.0717
parrot	has_property	guide	0.0902	0.8632	0.0025
fossil	show	evidence of the changing climate on the earth	0.0902	0.7906	1.0
pimp	has_property	cystic fibrosis	0.0902	0.9289	0.0203
permanent magnet	be needed in	electric motor	0.0902	0.8455	0.5374
road rage	has_property	thing	0.0902	0.9405	0.0005
network	can	up	0.0902	0.8924	0.0003
balenciaga	can	run	0.0902	0.8375	0.0005
balenciaga	can	vote	0.0902	0.8744	0.0003
light	reflect off	concave mirror	0.0902	0.844	1.0
symphoricarpos orbiculatus	can	happen	0.0902	0.8738	0.0002
handmaid	be tattooed	on the ankle	0.0902	0.7819	1.0
culture	emerge from	common elements	0.0902	0.7058	1.0
dental care	be important to	overall health	0.0902	0.9147	1.0
funeral	has_property	tributes	0.0902	0.6636	1.0
hailstone	can	come	0.0902	0.9375	0.0014
solarium	has_effect	dangerous	0.0902	0.9308	0.0001
mouth	has_property	upset	0.0902	0.9216	0.0028
athlete	be chosen for	olympic games	0.0902	0.892	0.6515
mashi	has_property	made	0.0902	0.9389	0.0
tile	has_property	wrong	0.0902	0.9042	0.0003
college	track	interest	0.0902	0.6926	1.0
engine	get addicted to	easy start	0.0902	0.8278	0.3446
baby	get	zika	0.0902	0.9363	0.1786
transfer	can	use	0.0902	0.8979	0.0001
natural resource	has_property	important to florida	0.0902	0.8958	0.0091
shaver	can	heal	0.0902	0.9037	0.0011
hot-water tank	has_property	number	0.0902	0.9376	0.0005
hot-water tank	has_property	icon	0.0902	0.9143	0.0006
demographic	has_property	uk	0.0902	0.9583	0.0001
nitrate	has_property	high in freshwater aquarium	0.0902	0.8487	0.6334
life	be	for an addict	0.0902	0.8492	1.0
cfc	be used in	refrigerators	0.0902	0.8623	0.0818
water	has_property	matter	0.0902	0.9039	0.0084
banana tree	has_property	ft	0.0902	0.939	0.0003
tacoma	be called	grit city	0.0902	0.7908	1.0
form	can	earth	0.0902	0.9134	0.0566
solder	be used	for joining electrical wires	0.0902	0.9013	1.0
rabbit bush	can	grow	0.0902	0.9109	0.0002
domestic dog	have	eyebrows	0.0902	0.8944	0.0064
club	has_property	big	0.0902	0.9399	0.0003
swimmer	have	higher body fat	0.0902	0.8466	1.0
restaurant	has_property	tfeu	0.0902	1.0	0.1345
restaurant	has_property	italicized	0.0902	0.8593	0.0142
restaurant	has_property	html	0.0902	0.9613	0.0005
restaurant	has_property	dmz	0.0902	1.0	0.0011
restaurant	has_property	tlc	0.0902	0.9135	0.0002
restaurant	has_property	dmz	0.0902	1.0	0.0011
restaurant	has_property	cambrian	0.0902	1.0	0.0025
restaurant	has_property	wwi	0.0902	1.0	0.0005
grab	can	express	0.0902	0.88	0.0082
tile	has_property	organic	0.0902	0.9017	0.0015
tile	has_property	ideal	0.0902	0.8626	0.0008
president	shut down	government	0.0902	0.8999	1.0
cook	has_trait	crazy	0.0902	0.8793	0.0029
parent	can	own	0.0902	0.8329	0.0013
glacier	grow slowly in	antarctica	0.0902	0.8986	1.0
acrilan	can	end	0.0902	0.847	0.0002
ligament	has_property	aggregate	0.0902	0.8238	0.0036
domestic violence	affect	the community briefly	0.0902	0.8766	1.0
drunk	can	pan	0.0902	0.8189	0.0006
mouth	has_property	identified	0.0902	0.8693	0.0006
great dog	has_property	set	0.0902	0.9369	0.0006
great dog	has_property	put	0.0902	0.891	0.0004
old	has_color	yellow	0.0902	0.9462	0.0
acknowledgement	can	change	0.0902	0.8907	0.0008
acknowledgement	can	zero	0.0902	0.9104	0.0003
acknowledgement	can	qualify	0.0902	0.8262	0.0006
motorcycling	quit	working	0.0902	0.9005	0.0049
condom	have	taste	0.0902	0.8712	0.0135
tampon	has_trait	active	0.0902	0.8849	0.0006
birdhouse	can	quit	0.0902	0.8569	0.0001
mother	call	daughters mama	0.0902	0.8324	0.1396
nitrogen	be important in	dna replication	0.0902	0.9338	0.0643
mirror neurons	affect	emotions	0.0902	0.8813	0.0234
stem cell	be important to	modern day medicine	0.0902	0.8794	0.3763
application	can	run	0.0902	0.8375	0.0005
civics	can	jump	0.0902	0.8827	0.0001
marsupialia	has_diet	vegan	0.0902	0.9111	0.0001
human	have	2 sets of 23 chromosomes	0.0902	0.8665	1.0
bird	bite	ears	0.0902	0.8346	0.1932
archetype	can	end	0.0902	0.847	0.0002
government	try	to reduce the output of greenhouse gases	0.0902	0.8682	1.0
iud	get out of	place	0.0902	0.9067	0.0947
weed	has_property	drug	0.0902	0.9375	0.0038
humber	has_property	illinois	0.0902	0.9556	0.0014
arrow	has_property	tlc	0.0902	0.9135	0.0002
arrow	has_property	tlc	0.0902	0.9135	0.0002
screw	has_property	art	0.0902	0.9415	0.0003
disorder	has_property	la	0.0902	0.9407	0.0004
fistula	can	mean	0.0902	0.8633	0.0002
antioxidant	can	rat	0.0902	0.8029	0.0005
hose	has_property	wed	0.0902	0.863	0.0006
glial cell	maintain	homeostasis	0.0902	0.9496	0.0012
dallas	has_property	a better place to live than atlanta	0.0902	0.8174	0.5292
pij	has_property	aqua	0.0902	0.8646	0.0012
robert morris	has_property	health	0.0902	0.9377	0.0024
family	be important to	catholic church	0.0902	0.9877	0.0314
lighthouse	has_property	airing	0.0902	0.8633	0.0056
nun	be in	theaters one day	0.0902	0.8967	1.0
economist	help	society	0.0902	0.853	0.0081
rupiah	has_property	valid	0.0902	0.8714	0.0006
peacock	kill	snakes	0.0902	0.9242	0.0336
email	disappear on	ipad	0.0902	0.8684	0.089
tendon	has_property	mri	0.0902	0.9024	0.0003
beard	look	fuller	0.0902	0.7984	1.0
anastatica	can	help	0.0902	0.9062	0.0003
eyeball	can	roll	0.0902	0.8119	0.0109
geographer	look in	spatial terms	0.0902	0.6855	1.0
sebum	help	skin	0.0902	0.9663	0.019
chemical energy	be converted to	kinetic energy	0.0902	0.921	0.0839
button	has_property	model	0.0902	0.9287	0.013
tram	can	break	0.0902	0.8911	0.0009
domain	has_time	ever	0.0902	0.8978	0.002
tendon	has_trait	weak	0.0902	0.8979	0.0009
blister	leak	fluid	0.0902	0.7977	0.7313
levitation	act	work	0.0902	0.8695	0.324
pickle	has_property	jewish	0.0902	0.954	0.0123
britain	play	second fiddle	0.0902	0.7719	0.7418
auditor	ask	questions	0.0902	0.9262	0.0042
animal	has_property	important in plant reproduction	0.0902	0.8888	0.3096
board	has_property	magnetic	0.0902	0.9156	0.0012
clod	has_property	oscillating	0.0902	0.7667	0.002
clod	has_property	itching	0.0902	0.8165	0.0008
clod	has_property	ignite	0.0902	0.8278	0.0011
clod	has_property	gifting	0.0902	0.6924	0.0147
opossum	hang by	tails	0.0902	0.818	1.0
golf ball	have dimples in	them	0.0902	0.8977	1.0
sake	be used in	cooking	0.0902	0.9597	0.0013
god	feel about	cremation	0.0902	0.8339	0.0905
school year	has_property	ink	0.0902	0.9297	0.0029
capture	can	time	0.0902	0.8469	0.0031
sunrise	has_property	to sunrise 4 minutes longer than the earth rotating once	0.0902	0.8022	1.0
sailboat	can	climb	0.0902	0.8593	0.0028
cockle	can	live	0.0902	0.9169	0.0003
hot-water tank	has_property	rat	0.0902	0.8515	0.0017
banana	has_property	unlucky	0.0902	0.904	0.0085
singing	can	hurt	0.0902	0.8988	0.0002
phase of cell division	has_property	normal	0.0902	0.8996	0.001
human	use	waves	0.0902	0.8855	0.0318
hook	can	did	0.0902	0.881	0.0024
pot	has_weather	clear	0.0902	0.876	0.0019
data structure	has_property	audio book	0.0902	0.859	0.0562
valence electron	predict	chemical formulas	0.0902	0.8513	1.0
genus sarcochilus	can	grow	0.0902	0.9109	0.0002
diuretic	cause	high triglycerides	0.0902	0.8691	0.2064
lipid	has_property	nitrated	0.0902	1.0	0.0296
lipid	has_body_part	feet	0.0902	0.8738	0.0018
lipid	has_property	mud	0.0902	0.8875	0.0017
lipid	has_property	uqam	0.0902	1.0	0.0015
lipid	has_property	upc	0.0902	0.8448	0.0023
lipid	has_property	tlc	0.0902	0.9135	0.0002
lipid	has_property	tnt	0.0902	0.8881	0.0003
lipid	has_property	townie	0.0902	0.6427	0.0046
lipid	has_property	nitrated	0.0902	1.0	0.0296
lipid	has_property	afc	0.0902	0.9173	0.001
lipid	has_property	swollen	0.0902	0.9027	0.0008
lipid	has_property	avg	0.0902	0.908	0.0003
lipid	has_property	sst	0.0902	0.8462	0.0015
lipid	has_property	squared	0.0902	0.846	0.0003
lipid	has_property	sgt	0.0902	0.8844	0.0005
lipid	has_property	gym	0.0902	0.9424	0.0005
lipid	has_property	rs3	0.0902	1.0	0.0022
lipid	has_property	rpm	0.0902	0.9206	0.0005
lipid	has_property	bbc	0.0902	0.9402	0.0002
lipid	has_property	psychological	0.0902	0.8249	0.0057
lipid	has_property	qed	0.0902	0.7709	0.0018
lipid	has_property	qed	0.0902	0.7709	0.0018
lipid	has_property	pkg	0.0902	0.9052	0.0028
lipid	has_property	overlap	0.0902	0.8176	0.0271
lipid	has_property	toque	0.0902	0.9012	0.0002
lipid	has_property	ohs	0.0902	0.756	0.017
lipid	has_property	obsolete	0.0902	0.8446	0.001
lipid	has_property	oats	0.0902	0.8685	0.0009
lipid	has_property	nystagmus	0.0902	0.892	0.0069
lipid	has_property	nwt	0.0902	1.0	0.0009
lipid	has_property	nevi	0.0902	0.6783	0.0084
lipid	has_property	nod	0.0902	0.8359	0.0006
lipid	has_property	isolated	0.0902	0.8148	0.0049
lipid	has_property	iud	0.0902	1.0	0.0002
lipid	has_property	ionic	0.0902	0.8997	0.0005
