local_sigma	neighborhood_sigma	object	plausibility	predicate	subject
0.0054	0.8672	feet	0.2652	has_body_part	flat
0.0308	0.8232	mining	0.2652	has_property	copper
1.0	0.7327	to sniff outer dogs	0.2652	like	dog
0.1049	0.7369	stalk	0.2652	can	people
0.6741	0.9738	different in sizes	0.2652	has_property	cell
1.0	0.7734	images of bones	0.2652	can make	x-ray
0.0006	0.9338	use	0.2652	has_property	plate
0.0077	0.9291	calories	0.2652	be high in	chocolate
1.0	0.7765	real americans	0.2652	consider	citizen
0.5613	0.781	important to anthropologists	0.2652	has_property	evolution
1.0	0.8772	in a cbc	0.2652	show up	leukemia
0.1378	0.8435	molten	0.2652	has_property	earth
0.0021	0.9326	treated	0.2652	has_property	heartbeat
0.4094	0.7769	village	0.2652	can	teacher
1.0	0.7731	entertain	0.2652	write	author
1.0	0.8955	used in accounting	0.2652	can	table
0.0639	0.7586	sag	0.2652	can	people
0.0005	0.9414	black	0.2652	has_color	grey wolf
0.0007	0.9512	endangered	0.2652	has_property	horseshoe bat
0.1613	0.9124	important in cellular respiration	0.2652	has_property	oxygen
0.0936	0.9152	different shapes	0.2652	come in	leaf
0.4003	0.5873	slouch	0.2652	can	people
0.2577	0.8815	cholesterol	0.2652	increase	carbohydrate
0.7276	0.8661	car bodies	0.2652	be used for	magnesium
0.0002	1.0	and	0.2652	has_property	nostril
0.0153	0.9038	music	0.2652	be important in	practice
1.0	0.7583	to look at porn	0.2652	like	man
0.0007	0.9512	endangered	0.2652	has_property	barbary sheep
0.0003	0.9463	different	0.2652	has_property	subway
1.0	0.9106	study of history of earth	0.2652	be important in	antarctica
0.005	0.911	annoying	0.2652	has_property	ad
0.0011	0.8106	dying	0.2652	has_property	flowing
0.0243	0.839	crooked	0.2652	has_property	time zone
1.0	0.8117	family trees	0.2652	use	historian
0.0012	0.8548	no	0.2652	has_property	out-of-body experience
1.0	0.8517	6.6	0.2652	have a ph of	saliva
1.0	0.8985	longer to load	0.2652	take	some sites
1.0	0.7778	to chat with boys	0.2652	do nt want	girl
0.1099	0.8061	shore	0.2652	swim close to	stingray
1.0	0.8995	more noisy	0.2652	has_property	diesel engine
1.0	0.8522	death	0.2652	be manner of	drowning
0.0006	0.9515	french	0.2652	be in	fur
0.0073	0.8965	in a wheelchair	0.2652	has_property	michael jackson
0.0006	0.9129	vs	0.2652	has_property	sniper
0.8588	0.8131	chow	0.2652	be called	chow chow
1.0	0.822	no humidity	0.2652	have	california
0.1435	0.9091	us	0.2652	can harm	germ
0.0103	0.8406	laugh	0.2652	can	student
0.0633	0.8573	important in speech	0.2652	has_property	facial expression
0.0106	0.8664	aerodynamic	0.2652	has_property	car
0.516	0.7717	confidence	0.2652	give	alcohol
1.0	0.7998	helicopter	0.2652	be in	propeller
1.0	0.7623	a factor in causing ice	0.2652	has_property	altitude
0.5187	0.7594	from a donor	0.2652	be taken	bone marrow
0.0544	0.9587	in venom	0.2652	has_property	red
0.0387	0.872	bike	0.2652	has_property	drive
0.0002	0.9561	spanish	0.2652	be in	destroyer
0.0274	0.7855	innovative	0.2652	has_trait	uber
0.0537	0.8011	peace	0.2652	promote	forgiveness
0.0006	0.8738	happen	0.2652	can	squint
0.1539	0.8038	loops on the back	0.2652	have	sneaker
0.0807	0.8987	to be saved	0.2652	need	snow leopard
0.0673	0.8443	about the wall	0.2652	feel	congress
0.1462	0.8468	sun	0.2652	lie in	crocodile
0.0015	0.8781	play	0.2652	can	baccarat
1.0	0.7897	same key	0.2652	use	handcuff
0.3616	0.9171	green tea	0.2652	drink	japanese
0.0007	0.9141	down	0.2652	has_place	albuca
0.0351	0.8696	factor	0.2652	has_property	virulence
0.0466	0.9585	2019	0.2652	be in	aquarius
0.3686	0.8353	with the update	0.2652	work	alt
0.1134	0.881	bought	0.2652	has_property	inhaler
0.0017	0.8583	unique	0.2652	has_property	inhaler
0.0168	0.9377	beats	0.2652	has_property	inhaler
0.0028	0.8547	sic	0.2652	has_property	inhaler
0.0014	0.9278	sir	0.2652	has_property	inhaler
0.001	1.0	mfa	0.2652	has_property	inhaler
0.0015	0.8949	fee	0.2652	has_property	inhaler
0.011	0.8846	fjord	0.2652	has_property	inhaler
0.0055	0.8781	dwayne	0.2652	has_property	inhaler
0.0015	0.9504	dna	0.2652	has_property	inhaler
0.0097	0.8643	chart	0.2652	has_property	inhaler
0.0011	0.8552	cpi	0.2652	has_property	inhaler
0.0024	0.832	certified	0.2652	has_property	inhaler
0.027	1.0	bjcp	0.2652	has_property	inhaler
0.0012	1.0	bsa	0.2652	has_property	inhaler
0.0046	1.0	aylesbury	0.2652	has_property	inhaler
0.0011	0.8884	awesome	0.2652	has_property	inhaler
0.0019	0.9174	aka	0.2652	has_property	inhaler
0.013	0.7247	aided	0.2652	has_property	inhaler
0.0009	0.8942	sweet	0.2652	has_trait	inhaler
0.0042	0.8977	sensitive	0.2652	has_trait	inhaler
0.0005	0.9271	famous	0.2652	has_property	ludwig boltzmann
0.0703	0.9564	can removed	0.2652	CAN	acrylic paint
1.0	0.7318	port side	0.2652	dock	ship
1.0	0.6802	pardons	0.2652	grant	president
0.1431	0.8303	planes	0.2652	be banned on	device
1.0	0.8149	rhythm	0.2652	be basis for	beat
0.1237	0.9023	moon	0.2652	get to	spaceship
0.0786	0.8289	with lids	0.2652	come	frying pan
1.0	0.8387	dark	0.2652	produce co2 in	plant
1.0	0.8359	on the ocean floor	0.2652	be much younger	rock
0.0566	0.8643	fetus	0.2651	affect	caffeine
0.0	0.8642	work	0.2651	can	fission
0.0017	0.8912	needed	0.2651	has_property	fat
0.0871	0.9484	pain	0.2651	be in	giver
0.0011	0.891	scary	0.2651	has_property	wasp
0.1106	0.902	other mammals	0.2651	be different from	marsupial
0.0014	0.9748	used	0.2651	can	microscope
0.0141	0.9244	poetry	0.2651	be used in	colon
0.033	0.839	sound	0.2651	use	owl
0.1016	0.7716	romanian	0.2651	be in	congratulation
0.3794	0.8698	nepali	0.2651	be in	congratulation
0.1403	0.9585	lithuanian	0.2651	be in	congratulation
0.0106	0.9606	hindi	0.2651	be in	congratulation
0.1384	0.9585	croatian	0.2651	be in	congratulation
0.2994	0.8132	burgers	0.2651	make	wendy
0.1236	0.861	society	0.2651	be problem in	homelessness
0.1383	0.8796	water	0.2651	break in	electronics
0.4128	0.8697	2 sets of teeth	0.2651	have	mammal
0.8647	0.8215	empathy	0.2651	differ from	compassion
0.2582	1.0	xci	0.2651	has_property	solar panel
1.0	0.7165	shareholders	0.2651	report to	auditor
0.0063	0.8675	leader	0.2651	be	nelson mandela
0.1147	0.8976	turning off	0.2651	keep	tv
1.0	0.8529	york	0.2651	be named after	new york
0.0829	0.887	flour	0.2651	get in	beetle
1.0	0.7905	personalized	0.2651	can be	direct mail
1.0	0.8889	the most homogeneous country in the world	0.2651	has_property	japan
0.0001	0.9469	good	0.2651	has_trait	hard-shell crab
1.0	0.7337	meteor	0.2651	be appropriate name for	shooting star
0.5818	0.7627	an example of co dominance	0.2651	has_property	blood type
1.0	0.8117	crime	0.2651	can use dna in	scientist
0.5344	0.8419	night	0.2651	be calmer at	lake
1.0	0.7228	sea	0.2651	lost at	frankenstein
0.2435	0.9398	nh	0.2651	be in	tick
1.0	0.9631	unspecialised	0.2651	be known as	stem cell
1.0	0.806	height restriction	0.2651	have	dc
0.0481	0.9163	car	0.2651	be used in	gear
0.0111	0.8809	weight gain	0.2651	cause	ulcer
0.0232	0.9303	guitar	0.2651	has_property	capo
0.0243	0.8878	in writing	0.2651	be used	ellipsis
0.0006	0.8692	was	0.2651	can	dear
1.0	0.8666	under the water today	0.2651	has_property	titanic
1.0	0.8389	chromosome	0.2651	differ in	sex cell
0.7644	0.8289	morning	0.2651	seem in	thing
0.7262	0.746	interviews	0.2651	conduct	journalist
0.0129	0.8824	stimuli	0.2651	respond to	sloth
0.2639	0.8168	important for an entrepreneur	0.2651	has_property	vision
0.0336	0.8619	back	0.2651	sleep on	hamster
0.0038	0.9414	news	0.2651	has_property	reading
0.0588	0.9227	eggs	0.2651	can lay	mammal
0.0002	0.9561	spanish	0.2651	be in	workbook
0.2062	0.9082	brown eggs	0.2651	lay	hen
0.1605	0.8939	parasites	0.2651	has_property	lichen
0.0129	0.9165	freezing	0.2651	keep	computer
1.0	0.79	to enhance the efficiency of a business	0.2651	be used	technology
0.0676	0.9462	rainbow	0.2651	has_property	lgbtq
0.2777	0.8676	skeletal muscles	0.2651	be in	intercalated discs
1.0	0.8799	tour de france	0.2651	protest at	farmer
0.0368	0.7994	burrows	0.2651	live in	badger
0.0649	0.8507	a meme	0.2651	has_property	god of war
0.4566	0.8809	others	0.2651	be denser than	object
1.0	0.846	beds	0.2651	go in	spider
0.0046	0.957	greek	0.2651	be in	commandment
1.0	0.8591	in the street	0.2651	walk	everyone
0.0003	0.914	working	0.2651	has_property	rhus
1.0	0.7873	reaction	0.2651	be spread out in	catalyst
0.0146	0.8046	hyderabad	0.2651	has_property	food product
0.0072	0.8439	hwy	0.2651	has_property	food product
0.0079	0.8751	hurt	0.2651	has_property	food product
0.0016	0.9169	html	0.2651	has_property	food product
0.0015	1.0	rna	0.2651	has_property	food product
0.0074	1.0	hmo	0.2651	has_property	food product
0.0076	1.0	hgt	0.2651	has_property	food product
0.5086	1.0	hf80jg	0.2651	has_property	food product
0.0005	0.8462	czech	0.2651	has_property	food product
0.0019	0.8393	cycling	0.2651	has_property	food product
0.0063	0.9325	cv	0.2651	has_property	food product
0.0006	0.9268	cpu	0.2651	has_property	food product
0.0011	0.9325	closed	0.2651	has_property	food product
0.0026	0.8399	cfo	0.2651	has_property	food product
0.0012	0.9464	celebrated	0.2651	has_property	food product
0.0038	0.862	ecg	0.2651	has_property	food product
1.0	0.8368	wastes from the body	0.2651	remove	skin
0.0289	0.9051	roman	0.2651	has_property	bath
0.7131	0.8518	eddie	0.2651	kill	venom
0.0063	0.9002	spots	0.2651	have	big cat
0.0649	0.8776	from the body	0.2651	be eliminated	lymph
0.0103	0.8645	solid	0.2651	has_trait	planet
1.0	0.832	gill pouches	0.2651	have	embryo
0.0041	0.8804	again	0.2651	be	best
0.041	0.8578	captivity	0.2651	die in	dolphin
0.009	0.8886	claws	0.2651	have	dragon
0.0058	0.8753	eat	0.2651	has_property	hedgehog
0.0003	0.9111	vegan	0.2651	has_diet	domestic dog
0.0517	0.8039	hi	0.2651	say	guy
1.0	0.9054	pasta	0.2651	eat rice instead of	bodybuilder
0.0579	0.8767	to the kidneys	0.2651	get	urea
1.0	0.8172	at us	0.2651	work open	ticket
1.0	0.9585	2076	0.2651	be in	nepal
0.329	0.8686	charge	0.2651	be related to	coulomb
0.6742	0.8471	water to mix	0.2651	allow	detergent
0.0006	0.9077	eat	0.2651	can	kitchen
1.0	0.8133	strong reducing agent	0.2651	act as	alkali metal
0.0057	0.9494	fortunate	0.2651	be in	cube
0.0058	0.8753	eat	0.2651	has_property	cicada
0.1886	0.848	an example of chemical energy	0.2651	has_property	a battery
1.0	0.8474	the way they do	0.2651	score	tennis
0.0081	0.9366	world	0.2651	has_property	miss
0.9686	0.8854	space	0.2651	be determined in	direction
0.0067	0.9693	body	0.2651	enter	biological agent
0.0697	0.8625	hotter	0.2651	get	reaction
1.0	0.8241	the board game	0.2651	be	clue
1.0	0.6837	the stick controversy	0.265	can address	leader
1.0	0.8713	the land of wonders	0.265	be called	asia
1.0	0.83	good heat conductivity	0.265	have	metal
1.0	0.8729	of cotton	0.265	made	clothes
1.0	0.85	controlled in nigeria	0.265	can	aid
0.306	0.8133	pink	0.265	become	rice
0.8389	0.8934	periodic table	0.265	be important to	valence electron
0.0202	0.8875	muscle	0.265	build	swimmer
1.0	0.9385	energy	0.265	be possible source of	fusion
1.0	0.7991	on changing the meaning of the bible's words	0.265	insist	christian
0.0142	0.9197	chicago	0.265	be in	violence
1.0	0.8208	rectangular containers	0.265	be sold in	milk
0.0019	1.0	be	0.265	has_property	engineer
0.0027	0.8469	uses	0.265	can	put
1.0	0.7735	firefighters	0.265	be associated with	dalmatian
0.004	0.8919	island	0.265	has_property	crab
0.0147	0.8873	california	0.265	be illegal in	converter
1.0	0.7999	down when interest rates rise	0.265	go	stock
1.0	0.8512	kingdom	0.265	be grouped together in	protist
1.0	0.8597	education	0.265	be different in	objective
0.0029	0.9443	common	0.265	has_property	turtle
0.1879	0.8319	scones	0.265	be used in	butter
1.0	0.853	one seed	0.265	have	some fruits
0.0035	0.9185	canceled	0.265	has_property	steve harvey show
0.0011	0.9234	themselves	0.265	protect	killer whale
0.0103	0.8987	big ears	0.265	have	ganesha
1.0	0.7525	secretion of path	0.265	stimulate	tsh
1.0	0.8028	a different price on finance	0.265	has_property	ripple
0.0017	0.8625	by	0.265	has_property	caffeine
0.0671	0.8598	door	0.265	has_property	closet
1.0	0.8083	in some organizations	0.265	exist	union
0.0051	0.9831	environment	0.265	be bad for	pesticide
1.0	0.8209	as the crossroads of america	0.265	be known	indiana
1.0	0.9112	poison ivy	0.265	be with	chill
0.114	0.8332	after washing	0.265	smell	fleece blankets
0.0147	0.8873	illegal in california	0.265	has_property	slot
1.0	0.8646	points on weight watchers	0.265	count as	smoothy
1.0	0.9239	as the ukraine	0.265	be referred	ukraine
1.0	0.7258	water	0.265	stink worse in	fart
1.0	0.8728	to say yo wot is the meaning of yo	0.265	like	people
0.0132	0.9093	pi	0.265	has_property	magnum
0.2179	0.8952	different in the anglican church	0.265	has_property	baptism
1.0	0.7942	instruction	0.265	execute	microprocessor
0.0111	0.8357	fast	0.265	can	monk
1.0	0.8277	credit entry	0.265	has_property	sale
0.0003	0.9639	netflix	0.265	be on	movie film
1.0	0.9424	toilet	0.265	go on	leg
0.4119	0.8262	christians	0.265	hate much	atheist
1.0	0.9276	in a plant	0.265	be used	radiant energy
0.0013	0.9429	had	0.265	has_property	metamorphic rock
1.0	0.779	spots on fur	0.265	have	giraffe
0.001	0.9702	nfl	0.265	has_property	restaurant
0.7189	0.9029	in china	0.265	be made cheap	thing
1.0	0.776	more susceptible to the supernatural	0.265	has_property	american indian
0.0425	0.8472	dreams	0.265	appear in	friend
0.7265	0.7597	pinks	0.265	be called	dianthus
0.0019	0.9327	us	0.265	affect	art
1.0	0.7465	cardboard	0.265	rip up	cat
0.2757	0.7192	delirium	0.265	cause	anticholinergic
0.4503	0.9192	land	0.265	be on	casino
1.0	0.7105	skin	0.265	test perfume on	company
1.0	0.9118	electricity water	0.265	conduct	tap water
1.0	0.8988	guy	0.265	want	girl
0.9305	0.8216	veins	0.265	be injected into	drug
1.0	0.7614	nude on the web	0.265	get	girl
1.0	0.9029	in caves in the forest	0.265	live	grizzly bear
0.0236	0.8704	us happy	0.265	make	giving
1.0	0.8033	in the cartoon	0.265	be shown	president grant
0.0003	0.8692	is	0.265	can	dub
0.0192	0.8593	splitting	0.265	has_property	leaf
0.0026	0.9277		0.265	can	warm front
0.6737	0.8157	it lift	0.265	make	pulley
0.3309	0.8385	different from blues	0.265	has_property	rhythm
0.7245	0.8055	adjustments	0.265	make	appraiser
0.8936	0.9006	cns	0.265	be necessary for	cell
0.0015	0.7707	quiet	0.265	can	bath
0.0054	0.8644	fall	0.265	can	conker
1.0	0.8275	reef	0.265	be bad for	lionfish
0.0093	0.9432	canada	0.265	work in	wage
1.0	0.9006	sun	0.265	occur inside	nuclear fusion
0.0653	0.9048	lost angels	0.265	be in	palm tree
1.0	0.7574	bone	0.265	maintain	osteocyte
0.0027	0.8763	able	0.265	has_property	premium
0.01	0.8395	fair	0.265	has_trait	premium
1.0	0.8962	shower	0.265	smell after	armpit
0.0023	0.8479	natural	0.265	has_property	taxidermy
0.6563	0.8738	sex	0.265	be related to	love
0.0001	0.9469	good	0.265	has_trait	smuggling
0.3422	0.9201	higher melting point	0.265	have	fat
0.0048	0.9142	weight	0.265	gain	boxer
0.0031	0.9162	up	0.265	go	admission price
0.0435	0.8847	cats	0.265	affect	hookworm
0.0505	0.9141	down today	0.265	has_property	ripple
1.0	0.7461	securities work	0.265	backed	mortgage
0.134	0.8429	ground	0.265	sit on	butterfly
0.0002	0.9561	spanish	0.265	be in	recollection
0.0382	0.8742	nutrients	0.265	absorb	crayfish
0.3723	0.9092	snap chat	0.265	look on	camera
1.0	0.7528	too blast	0.265	work in	team
0.0694	0.8894	geometry	0.265	be important in	proportion
0.0031	0.9174	more expensive	0.265	has_property	brake
1.0	0.8168	better	0.265	come on in	radio station
0.0013	0.8767	box	0.265	can	keepsake
1.0	0.8052	lipids around the body	0.265	move	lipoprotein
1.0	0.8187	counterclockwise in the northern hemisphere	0.265	blow	wind
0.5038	0.8969	the same in plants	0.265	has_property	mitosis
0.3092	0.8334	important to the colonist	0.265	be	alcohol
0.0003	0.9412	red	0.265	has_color	math
0.3552	0.727	channel of stream	0.265	affect	sediment
0.0564	0.8622	bottom teeth	0.265	have	alpaca
0.0064	0.8202	orange	0.265	turn	moss
0.8818	0.5116	curtsy	0.265	can	royal
0.0087	0.9618	asia	0.265	has_property	maldives
0.0177	0.9745	eyes	0.265	affect	allergy
0.0007	0.9141	down	0.265	has_place	rhus
0.1472	0.8036	internet	0.2649	censor	country
1.0	0.8494	the same as systole	0.2649	has_property	pea
0.0112	0.9338	use	0.2649	be in	series circuit
0.0384	0.8461	the environment	0.2649	pollute	latrine
0.2092	0.7425	commission	0.2649	get	real estate agent
0.0002	0.942	expensive	0.2649	has_property	quesadilla
0.2246	0.8425	energy levels	0.2649	have	atom
0.236	0.8524	wild	0.2649	get calcium in	dragon
0.0031	0.9174	more expensive	0.2649	has_property	snake
1.0	0.8005	jazz	0.2649	be technically considered	ragtime
0.2282	0.8083	proof of address	0.2649	need	estate agent
0.0006	0.9515	french	0.2649	be in	godparent
0.068	0.9202	vegan	0.2649	can	pasta
0.0189	0.8672	bumps	0.2649	have	mosquito bite
0.0004	0.9263	money	0.2649	make	probation officer
0.0699	0.7448	hops	0.2649	has_property	food product
0.0003	0.9412	red	0.2649	has_color	kind
0.0017	0.9046	cheap	0.2649	has_property	gold chains
0.2488	0.8147	the projects	0.2649	be called	project
0.0244	0.8346	beach	0.2649	can	naze
1.0	0.9196	around in the air	0.2649	fly	airplane
0.2176	0.85	on fungal infections	0.2649	work	antibiotic
0.001	0.8487	odd	0.2649	has_trait	premium
0.0033	0.818	uses	0.2649	has_property	baking powder
0.8326	0.9069	can sustainable	0.2649	CAN	building
1.0	0.6515	democratize	0.2649	can	country
0.0197	0.8276	yarn	0.2649	can	viscose
0.0674	0.9138	house of representatives	0.2649	be in	apportionment
0.0347	0.8159	cubs	0.2649	kill	tiger
0.0408	0.8228	sometimes	0.2649	hurt	tooth
0.0002	0.942	expensive	0.2649	has_property	dental
0.3379	0.9457	messenger	0.2649	be to	invite
1.0	0.8171	pop	0.2649	turn	rock band
0.0371	0.8367	young	0.2649	kill	bear
0.0262	0.966	california	0.2649	has_property	redding
0.0001	0.9469	good	0.2649	has_trait	bathroom cleaner
1.0	0.8603	gel electrophoresis	0.2649	be brighter in	band
1.0	0.9585	hiroshima	0.2649	be in	shadow
0.0088	0.8918	processed	0.2649	has_property	nsaid
0.1809	0.7646	leader	0.2649	need	society
1.0	0.879	included	0.2649	can	comment
0.0001	0.9428	bad	0.2649	has_property	lead poisoning
0.0035	0.984	important in the workplace	0.2649	has_property	loyalty
0.1193	0.7264	jewelers	0.2649	has_property	lumber
1.0	0.8179	resort fee	0.2649	have	las vegas
0.0688	0.7902	phone	0.2649	answer	alexander graham bell
0.0037	0.8089	hunt	0.2649	can	bat
0.2164	0.885	division	0.2649	can clinch	chief
1.0	0.8626	the mass of betelgeuse	0.2649	can calculate	scientist
1.0	0.625	being pessimists	0.2649	keep	pessimist
1.0	0.8874	vacuum	0.2649	do	bodybuilder
1.0	0.9056	hot sun	0.2649	lay in	husky
0.0069	0.9418	calories	0.2649	have	iced coffee
0.0302	0.7934	politics	0.2649	affect	economics
0.0009	0.9182	better	0.2649	has_manner	form
1.0	0.7631	small investors	0.2649	appeal to	account
0.4326	0.7852	taxes	0.2649	save on	donation
0.0008	0.9198	gb	0.2649	has_property	premium
0.0015	0.8754	occur	0.2649	has_property	premium
0.0013	0.8867	zone	0.2649	has_property	premium
0.0015	0.8876	vac	0.2649	has_property	premium
0.0025	0.8843	hdtv	0.2649	has_property	premium
0.003	0.8925	gap	0.2649	has_property	premium
0.0034	0.9409	cf	0.2649	has_property	premium
0.0004	0.9381	cd	0.2649	has_property	premium
0.0027	0.8807	wet	0.2649	has_weather	premium
0.0167	0.9579	mine craft	0.2649	work in	logic gate
1.0	0.8135	equality	0.2649	create	uniform
0.0886	0.9333	to generate electricity	0.2649	can be used	wind turbine
0.003	0.9114	money	0.2649	earn	mutual fund
0.0019	0.9479	soluble in water	0.2649	has_property	silver chloride
0.101	0.7688	pupils	0.2649	dilate	optometrist
0.2114	0.8486	the ventricles	0.2649	affect	beta blocker
1.0	0.8317	german	0.2649	be translated	deutschland
1.0	0.805	astrology	0.2649	be best sign in	aquarius
0.0003	0.9102	dangerous	0.2649	has_effect	pothole
0.0014	0.9748	used	0.2649	can	education
1.0	0.7892	in the garden	0.2649	spread	poison ivy
0.0091	0.9063	important in the bible	0.2649	has_property	midnight
0.2069	0.8872	stress	0.2649	has_property	homework
0.4441	0.869	large number of eggs	0.2649	lay	frog
0.0011	0.8895	twice	0.2649	has_property	premium
0.0044	0.8462	sst	0.2649	has_property	premium
0.0028	0.8891	cycle	0.2649	has_property	cellular respiration
