subject	predicate	object	plausibility	neighborhood_sigma	local_sigma
turkish delight	has_property	made	0.6831	0.9267	0.0003
potassium	has_property	metal	0.6831	0.8796	0.0133
iron man	use	rocket boots	0.6831	0.7169	1.0
row	be represented	in a spreadsheet	0.6831	0.8378	1.0
james hutton	has_property	famous	0.6831	0.8975	0.0012
tax haven	make	money	0.6831	0.9143	0.001
insect	carry	pollen	0.6831	0.8513	0.2305
police officer	be trained	in the use of force	0.6831	0.7776	1.0
wave	be created	by the moon	0.6831	0.8644	1.0
grizzly	bear	sleep	0.6831	0.7407	1.0
appendix	get	removed	0.6831	0.8215	0.0492
ethernet cable	have	8 wires	0.683	0.7867	0.9284
pig	have	nipples	0.683	0.8263	0.0387
geodesic dome	has_property	made	0.683	0.9267	0.0003
gas	be transported to	gas stations	0.683	0.7838	1.0
wombat	live in	queensland	0.683	0.8657	1.0
cockroach	eat	paper	0.683	0.792	0.0581
xmas	be celebrated	around the world	0.683	0.8806	0.0691
doctor	find	cancer	0.683	0.8615	0.9194
insurance agent	get	clients	0.683	0.8215	0.0612
landmine	can	work	0.683	0.8585	0.0001
hoodoo	be called	hoodoos	0.683	0.7144	1.0
blood group	has_property	put	0.683	0.8377	0.0028
covalent bond	have	weak bonds	0.683	0.8057	1.0
red wine	be bottled in	green glass	0.683	0.8422	1.0
parasite	serve as	limiting factor	0.683	0.7457	1.0
hamster	get	pregnant	0.683	0.9072	0.0113
strawberry	can	reproduce	0.683	0.9026	0.0019
petunia	has_property	sticky	0.683	0.8242	0.0112
over	be	for at least a year	0.683	0.8511	1.0
cancer	can	bleed	0.683	0.7844	0.011
girl	get	emotional	0.683	0.8226	0.2831
dog	has_property	born	0.683	0.8692	0.0055
jupiter	has_property	easy to see in the night sky	0.683	0.8707	1.0
moth	turn to	dust	0.683	0.8056	0.2644
python	interact with	other pythons	0.683	0.7945	1.0
everyone	can go to	school	0.683	0.8935	0.8558
mobile	keep	crashing	0.6829	0.7877	0.0109
cracking	be as	refining process	0.6829	0.7822	1.0
president	get	rich	0.6829	0.7914	0.0719
contour line	has_movement	measured	0.6829	0.8504	0.0027
microprocessor	be used in	mobile phones	0.6829	0.9043	0.3144
metal	produce	sound	0.6829	0.8292	0.0186
great white shark	can be	in an aquarium	0.6829	0.8509	1.0
rhino	has_property	in a suit	0.6829	0.8604	0.6418
spot	be in	japanese	0.6829	0.9555	0.0033
anaerobe	has_property	organisms	0.6829	0.8897	0.0875
skin	make	vitamin d	0.6829	0.9291	0.1363
marine	hate	navy	0.6829	0.7228	1.0
goalie	shave	ice	0.6829	0.7275	1.0
scorpion	eat	food	0.6829	0.9078	0.0086
concept	can	do	0.6829	0.9142	0.001
mendel	be known	as the father of genetic	0.6829	0.8073	1.0
mosquito	can transmit	hiv	0.6829	0.7561	0.8944
lentil	has_property	vegetable	0.6829	0.8233	0.0201
fly	live for	5 days	0.6829	0.842	1.0
scientist	need	to know the temperature of the water at the end of an experiment	0.6829	0.7719	1.0
costume	be used in	films	0.6829	0.9259	0.1244
dissertation	can	work	0.6829	0.8585	0.0001
weapon	affect	economy	0.6828	0.9358	0.0056
infinity	has_property	number	0.6828	0.8677	0.0036
cheese	be wrapped in	wax	0.6828	0.8326	0.4142
professor	get	fired	0.6828	0.8228	0.0471
voter	can register	to vote	0.6828	0.8365	1.0
string	go out of	tune	0.6828	0.8177	0.1396
neutral	has_property	and	0.6828	1.0	0.0006
baseball	be popular in	china	0.6828	0.886	0.0429
vision	occur	in the body	0.6828	0.8982	0.0324
bernard baruch	has_property	famous	0.6828	0.8975	0.0012
religion	be important in	italy	0.6828	0.896	0.1495
alexander graham bell	have	ms	0.6828	0.9144	0.0074
psychologist	study	the mind	0.6828	0.7178	1.0
whale	come to	surface of water	0.6828	0.8641	0.4225
castor oil	has_property	sticky	0.6828	0.8242	0.0112
double bond	be stronger than	single bond	0.6828	0.8233	0.4655
sound wave	require	medium	0.6828	0.8227	0.2065
asset	get split	in a divorce uk	0.6828	0.8261	1.0
cancer	can	thrive	0.6828	0.7796	0.3232
inhaler	be banned in	sport	0.6828	0.8643	0.1353
dj	play	the same songs	0.6828	0.8699	0.2372
horse	be raised on	horse farms	0.6828	0.8241	1.0
store	close early in	uk	0.6828	0.7864	1.0
beowulf	die in	book	0.6828	0.8651	0.286
vesicle	help	maintain homeostasis in a cell	0.6828	0.8969	1.0
foreigner	get	social security number	0.6828	0.9153	0.354
firework	be in	brisbane	0.6828	0.8457	0.2292
wild parsnip	has_effect	dangerous	0.6828	0.9068	0.0007
midget	make	parents	0.6828	0.775	1.0
tornado	get	names	0.6828	0.8616	0.0215
greed	has_property	thing	0.6828	0.888	0.0035
cornel	has_property	sol	0.6828	0.8805	0.003
human	has_property	the ones with the higher intellect	0.6828	0.7614	1.0
coffee	reach	the brain after a cup of coffee	0.6828	0.6957	1.0
drought	impact	the community	0.6828	0.8101	0.0643
gum	lose	flavor	0.6828	0.7939	0.6273
guinea pig	hump	each other	0.6828	0.7511	0.4272
lush	has_property	ethical	0.6828	0.8867	0.0052
patent	work in	canada	0.6828	0.8814	0.0241
app	need	update	0.6827	0.8852	0.3769
burning bush	turn	red	0.6827	0.8662	0.0047
shoe	have	leather soles	0.6827	0.7429	0.5503
post	have	many down votes	0.6827	0.7512	1.0
atom	absorb	energy	0.6827	0.822	0.0696
biodiversity	related	to the biosphere	0.6827	0.812	1.0
vanilla extract	be used in	baking	0.6827	0.89	0.0282
military unit	pay	military installations	0.6827	0.6592	1.0
rabbit	roll	over	0.6827	0.8164	0.0952
weather	has_property	app i	0.6827	0.8605	1.0
malaria	be in	america	0.6827	0.9557	0.0092
parasite	serve as	density-dependent factor	0.6827	0.7082	1.0
engagement ring	be worn	on the left hand	0.6827	0.8908	0.2633
catholic	use	pews in a church	0.6827	0.7677	1.0
extraction	affect	environment	0.6827	0.9175	0.0023
suicide	have	negative connotation	0.6827	0.7254	0.526
lung	has_property	elastic	0.6827	0.7997	0.0167
temperature	vary with	latitude	0.6827	0.773	0.2599
flourish	has_property	like a palm tree	0.6827	0.819	1.0
duck	eat	grass	0.6827	0.8883	0.0145
ice cream	has_property	frozen	0.6827	0.8219	0.0462
pumpkin	have	bumps on them	0.6827	0.8672	0.4003
scrooge	has_property	in the dark	0.6827	0.9025	0.1497
egg	relate to	easter	0.6827	0.7937	0.1075
huntington's disease	have	a late onset	0.6827	0.6351	1.0
squash ball	be packaged in	rectangular boxes	0.6827	0.7757	0.7855
global warming	has_property	climate change) a problem	0.6827	0.8369	1.0
china	have	ns	0.6827	0.8828	0.0202
energy	leave	sun	0.6827	0.8206	1.0
update	be provided	in windows	0.6827	0.891	1.0
the netherlands	be called	dutch	0.6827	0.9015	0.1647
goddess	has_property	ma	0.6827	0.9002	0.0011
nurse	can become	culturally competent	0.6827	0.7411	0.7809
clutch pedal	has_trait	soft	0.6827	0.8281	0.014
rapid	can	form	0.6827	0.8411	0.0014
scientist	genetically modify	food	0.6827	0.7511	1.0
doctor	schedule	c sections	0.6827	0.7999	1.0
sponge	contribute	to the ecosystem	0.6827	0.8643	0.0629
mississippi	have	nfl team	0.6827	0.8742	0.1678
diabetes	present	itself in the body	0.6826	0.8102	1.0
dog	go	crazy after having a bath	0.6826	0.7756	1.0
concussion	has_property	bad	0.6826	0.9344	0.0003
cst	has_property	da	0.6826	0.8475	0.0041
police	shoot	citizens	0.6826	0.6741	1.0
football game	be shown on	tv	0.6826	0.8825	0.7032
knee	can	cut	0.6826	0.803	0.0014
fry	be high in	calories	0.6826	0.8726	0.0199
bad temper	has_property	tempers	0.6826	0.5974	1.0
elf	help	santa	0.6826	0.7901	1.0
santa claus	live	in the north pole	0.6826	0.9109	0.7601
libertarian	deny	climate change	0.6826	0.8528	0.3649
change	be related to	changes in energy	0.6826	0.8628	1.0
invertebrate	can be used	as pollution indicators	0.6826	0.874	0.409
canine tooth	has_property	high	0.6826	0.896	0.0027
can	can	had	0.6826	0.8821	0.0032
bank	keep	excess reserves to a minimum	0.6826	0.6622	1.0
alligator	come out of	water	0.6826	0.8901	0.065
current	flow	in the northern hemisphere	0.6825	0.8706	1.0
american	can build	cars	0.6825	0.8082	1.0
condom	work	98 of the time	0.6825	0.7985	1.0
trance	has_property	like state	0.6825	0.8805	0.8977
corsica	be in	france	0.6825	0.9421	0.0225
parent	qualify	as dependents	0.6825	0.7499	1.0
canadian	drive	on the right side of the road	0.6825	0.9188	0.2507
lubricant	has_property	use	0.6825	0.9338	0.0016
cornel	has_property	etc	0.6825	0.8293	0.0047
cornel	has_property	svenska	0.6825	1.0	0.0043
cornel	has_property	slater	0.6825	0.8304	0.7088
cornel	has_property	hepburn	0.6825	1.0	1.0
cornel	has_property	faster	0.6825	0.9052	0.0236
cornel	has_property	sd	0.6825	0.8903	0.0028
friction	coefficient of is	tangent	0.6825	0.7493	1.0
education	has_property	different in finland	0.6825	0.8723	0.5249
array	can	work	0.6825	0.8585	0.0001
typhoon	occur in	philippines	0.6825	0.8455	0.1933
vegan	get	calcium	0.6825	0.8883	0.2733
birth control pill	need	to be taken at the same time every day	0.6825	0.8597	1.0
guy	fall for	girls	0.6825	0.8097	1.0
musical instrument	be	in a manner	0.6825	0.7823	1.0
iphone	has_property	usb c	0.6825	0.8909	0.663
lesson	be in	french	0.6825	0.9515	0.0014
oceanographer	map	ocean floor	0.6825	0.7868	0.4058
fly	lay	eggs	0.6825	0.9283	0.0036
fungus	grow on	food	0.6825	0.8117	0.1314
ipa	have	calories	0.6825	0.9332	0.0178
trade barrier	can raise	prices	0.6825	0.8008	1.0
temple	be called	temples	0.6825	0.7706	0.9163
argon	has_property	no	0.6825	0.8403	0.0032
violence	has_property	common	0.6825	0.8923	0.0076
tisiphone	can	work	0.6825	0.8585	0.0001
baobab tree	be called	tree of life	0.6825	0.8179	0.7432
creditor	get money from	estate	0.6825	0.7486	1.0
animal	have	skeletons	0.6825	0.7355	0.2525
cell membrane	differ from	cell wall	0.6824	0.8474	0.9395
korea	be cold in	winter	0.6824	0.9084	0.1418
number	go to	voice mail	0.6824	0.9183	0.1803
potato	has_property	addictive	0.6824	0.8701	0.0033
photo	flash on	facebook	0.6824	0.7973	0.562
spice	be made in	india	0.6824	0.9158	0.0554
gilgamesh	have	es	0.6824	0.8623	0.0521
headphone	has_trait	quiet	0.6824	0.84	0.0009
brief	can	black	0.6824	0.898	0.0446
colombia	compared	to the state of texas	0.6824	0.7479	1.0
titanium	has_movement	light	0.6824	0.8616	0.0096
dervish	can	whirl	0.6824	0.6711	0.8098
iago	has_property	character	0.6824	0.8309	0.0363
arsenal	do in	europe	0.6824	0.8826	1.0
explosive	has_effect	dangerous	0.6824	0.9068	0.0007
expat	return	to the uk	0.6824	0.8346	1.0
inflation	be important in	engineering	0.6824	0.872	0.1004
element	have	in the same column of the periodic table place	0.6824	0.8542	1.0
grain	can	grow	0.6824	0.8964	0.0012
word	keep	crashing	0.6824	0.7877	0.0109
spectroscopy	be used	in the real world	0.6824	0.9488	0.0179
solar flare	cause	magnetic phenomenon on the earth	0.6824	0.7197	1.0
organic compound	differ from	inorganic compounds	0.6824	0.7729	1.0
hortensia	can	grow	0.6824	0.8964	0.0012
iron man	have	captain america shield	0.6824	0.7986	1.0
language	can	be	0.6824	0.9384	0.0008
japanese	eat	raw fish	0.6824	0.9084	1.0
cuticle	can	cut	0.6824	0.803	0.0014
kinetic energy	become	potential energy	0.6824	0.8389	1.0
butterfly	come	out of cocoons	0.6824	0.6704	1.0
condition	can	are	0.6824	0.8951	0.0011
tankless water heaters	has_property	more efficient	0.6824	0.9157	0.0365
typhoon	can	develop	0.6823	0.8354	0.006
report	has_property	useful	0.6823	0.918	0.0018
psychiatrist	be referred	"as "" shrinks"	0.6823	0.8193	1.0
gas	can	used	0.6823	0.9748	0.0035
controller	be	support	0.6823	0.8037	0.046
bar	throw	peanut shells on the floor	0.6823	0.7299	0.553
apollo	has_property	angry in the iliad	0.6823	0.8881	0.4065
ipod	be better than	mp3 s	0.6823	0.7885	1.0
border collie	has_trait	intelligent	0.6823	0.798	0.0204
canada	be hot in	summer	0.6823	0.8896	0.2006
wine bar	has_property	beer	0.6823	0.902	0.0628
champaign	has_property	il	0.6823	0.9013	0.063
teacher	need	to study psychology	0.6823	0.8274	0.446
snake	have	different skin patterns	0.6823	0.809	1.0
man	get	end	0.6823	0.7931	0.871
helicopter	be in	sf	0.6823	0.9641	0.2827
crow	be protected in	australia	0.6823	0.8931	0.2373
magnetic force	has_property	perpendicular	0.6823	0.8455	0.0983
light	affected by	black	0.6823	0.7547	1.0
thyroxine	affect	metabolism	0.6823	0.8302	0.1168
nucleotide	can	differ	0.6823	0.852	0.0247
gorge	can	go	0.6823	0.8848	0.0016
guyana	drive	on the left	0.6823	0.909	0.0518
bureaucracy	has_property	bad	0.6823	0.9344	0.0003
social worker	need	a code of ethics	0.6823	0.8177	0.2915
march	has_property	8 women's day	0.6823	0.7846	1.0
nitrogen	be important to	us	0.6823	0.9684	0.0056
rat	die	young	0.6823	0.8403	0.0223
extinction	can	occur	0.6822	0.8596	0.0009
lamprey	differ from	fish	0.6822	0.8308	0.1861
baker	use	yeast to bake bread	0.6822	0.7699	1.0
constitution	has_property	different from the articles of confederation	0.6822	0.7637	1.0
college	become	universities	0.6822	0.7101	1.0
alpha particle	be used in	smoke detectors	0.6822	0.7791	0.3243
option	has_property	is	0.6822	0.8866	0.0011
afghan	have	life expectancy of 44 years	0.6822	0.8596	1.0
termite	find	wood	0.6822	0.7956	1.0
volatile compounds	has_effect	dangerous	0.6822	0.9068	0.0007
antelope	survive in	desert	0.6822	0.9835	0.0117
soldier	break	step when crossing a bridge	0.6822	0.6826	0.4452
monsoon	affect	the farmers	0.6822	0.8075	0.448
fashion	have	problem with diversity	0.6822	0.7663	1.0
cheddar	has_color	orange	0.6822	0.8989	0.0033
better	be	girls	0.6822	0.9167	0.0349
grasshopper	be in	spanish	0.6822	0.9561	0.0004
sailor	wear	bell bottom trousers	0.6822	0.7447	1.0
pickle	has_trait	healthy	0.6822	0.8868	0.001
misconception	be in	science	0.6822	0.9461	0.052
squid	spray	ink	0.6822	0.7439	0.6633
music	use	4 beat	0.6822	0.6913	1.0
birth control	be taken	at the same time	0.6822	0.9099	1.0
bird	has_property	like the kiwi kakapo	0.6822	0.639	1.0
quat	has_property	an	0.6822	0.8574	0.0012
hippy	grow	hair	0.6822	0.9211	0.0298
detroit	be called	the lions	0.6822	0.8245	1.0
bacterium	fix	nitrogen	0.6822	0.8191	0.1924
hela	die	in the comics	0.6821	0.8429	0.0327
business	has_property	ethical	0.6821	0.8867	0.0052
student	afford	university	0.6821	0.7161	1.0
pelican	can	eat	0.6821	0.9059	0.0016
private	be called	privates in military	0.6821	0.8046	1.0
acrylic	turn	yellow	0.6821	0.8661	0.0018
family	be separated	in the holocaust	0.6821	0.8457	1.0
bias	be in	research	0.6821	0.8916	0.1059
stanford	has_property	school	0.6821	0.9417	0.0163
lymphatic vessel	be similar to	vein	0.6821	0.8452	1.0
toxin	can	be	0.6821	0.9384	0.0008
middle	has_property	c eye	0.6821	0.7717	1.0
earthworm	have closed	system	0.6821	0.8431	0.853
vampire	be killed in	twilight	0.6821	0.8097	1.0
hair	flip	out at the ends	0.6821	0.7572	1.0
polar bear	roll on	ice	0.6821	0.7905	1.0
elephant	have	big brains	0.6821	0.8912	0.6079
car dealer	get	new car smell	0.6821	0.7706	0.2945
national park	have	important sanctuaries	0.6821	0.7082	0.7459
father	buy	daughter's a double bed	0.6821	0.6563	1.0
worker	come to	us	0.6821	0.8458	0.1436
michael jordan	has_property	rich	0.682	0.8854	0.0047
scientist	share	data	0.682	0.7206	0.5723
vitamin d	synthesized	in the body	0.682	0.7534	1.0
government	use	censorship	0.682	0.6957	0.9008
woman	can work	as a construction worker	0.682	0.7184	1.0
bp	has_property	low in the morning	0.682	0.9057	0.4161
colour	has_property	important in a logo	0.682	0.8387	1.0
moonshiner	work	in the woods	0.682	0.8699	1.0
orange	taste	bad	0.682	0.904	0.0207
earthworm	have moist	skin	0.682	0.8548	0.2472
scorpio	can	sign	0.682	0.7984	0.0412
darkness	has_property	a sign of evil	0.682	0.8583	1.0
salt water	induce	vomiting	0.682	0.8073	0.5929
pika	survive	in the tundra	0.682	0.853	0.0592
raise	has_property	kid	0.682	0.8302	0.0607
blood sugar	cause	high blood pressure	0.682	0.9004	0.0447
noise pollution	be related to	air pollution	0.682	0.8562	0.7038
glucose	be stored in	plants	0.682	0.863	0.2167
aquarius	has_property	sign	0.682	0.848	0.0245
sight	can	work	0.682	0.8585	0.0001
foil	keep	things	0.682	0.8327	0.0986
pickle	need	refrigerated	0.682	0.9393	0.0298
transport	be important in	tourism	0.682	0.8255	0.1806
vaccination	can	get	0.682	0.8905	0.0027
highway	have	traffic	0.682	0.8305	0.3703
sailboat	sail without	wind	0.682	0.8826	0.8501
grass	be effective against	water	0.682	0.7785	1.0
fossil fuel	has_property	rich	0.682	0.8854	0.0047
robber	be in	spanish	0.682	0.9561	0.0004
bigger	has_manner	better	0.682	0.9182	0.0022
fishery	has_property	in trouble	0.682	0.8512	0.0186
attic	has_temperature	hot	0.682	0.8756	0.0026
sofa	has_property	waterproof	0.682	0.7599	0.0132
can	has_property	made	0.682	0.9267	0.0003
proton	be related to	atomic number	0.6819	0.8297	0.9415
plant	move towards	sun	0.6819	0.8548	0.2742
vitamin	has_property	d met	0.6819	0.7572	1.0
friction	be reduced	in the typewriter	0.6819	0.698	1.0
divine comedy	has_property	comedy	0.6819	0.789	0.1268
computer	be useful in	school	0.6819	0.8678	0.3303
corolla	handle	in the snow	0.6819	0.8748	0.0737
tree	make	oxygen	0.6819	0.8805	0.1271
shirt	get holes in	front	0.6819	0.8646	0.4468
play	be different in	us	0.6819	0.9104	0.4038
bend	has_property	in the blackwell tunnel	0.6819	0.8629	1.0
landmine	has_property	in mozambique	0.6819	0.9585	0.5938
mealworm	react to	light	0.6819	0.8357	0.0754
blood type	be o	universal donor	0.6819	0.8035	0.2495
congress	do	voice votes	0.6819	0.7473	1.0
silo	can	work	0.6819	0.8585	0.0001
barometer	predict	weather	0.6819	0.8409	0.0526
banana	has_property	juicy	0.6819	0.7226	0.1324
jew	believe	in the bible	0.6819	0.8623	1.0
manatee	can	breathe	0.6819	0.9016	0.0062
fourth dimension	has_property	time	0.6819	0.9031	0.0075
chinese	wear	gold	0.6819	0.8211	0.1466
cornucopia	be symbol of	thanksgiving	0.6819	0.8017	0.4619
regeneration	occur	in the latter	0.6819	0.8662	1.0
slavery	be	wrong under the constitution	0.6819	0.8446	1.0
astronaut	talk to	earth	0.6819	0.7764	1.0
oil	have	water	0.6819	0.878	0.0187
golfer	walk	course	0.6819	0.763	1.0
organism	live in	certain places	0.6818	0.9194	0.8547
dream	happen during	sleep	0.6818	0.8339	0.6651
england	has_color	rose	0.6818	0.8611	0.0606
down syndrome	have	the same face	0.6818	0.8541	1.0
astronaut	wear	special suits to go outside the space shuttle	0.6818	0.7379	1.0
indian	view music as	sacred art	0.6818	0.6752	1.0
red	has_property	the color of anger	0.6818	0.7767	1.0
kitchen	have	two sinks	0.6818	0.7635	0.3597
drummer	change	sound of drum	0.6818	0.7215	1.0
italian greyhound	be called	italian	0.6818	0.9184	0.6554
stomach	has_property	flu	0.6818	0.8954	0.0082
everyone	refer	to themselves as rising	0.6818	0.7682	1.0
mission	be	francisco basis	0.6818	0.811	1.0
pb	stand for	lead	0.6818	0.764	0.9429
fuel	be bad for	economy	0.6818	0.9331	0.1542
female	go to	bathroom	0.6818	0.9679	0.044
deposer	has_property	ireland	0.6818	0.9613	0.0033
enzyme	be important to	body	0.6818	0.9786	0.0322
hive	move	around the body	0.6818	0.8945	0.2656
phone	make	comeback	0.6818	0.6124	0.2385
relationship	has_property	overrated	0.6818	0.7958	0.023
green bean	has_property	sir	0.6818	0.9278	0.0036
mother	fall in	love	0.6818	0.9181	0.0136
wave	be generated	in a wave pool	0.6818	0.7773	1.0
pajamas	has_property	thing	0.6818	0.888	0.0035
plasma	has_property	ns	0.6818	0.8828	0.021
reclamation	has_property	done	0.6818	0.9143	0.0023
snow	has_property	like a one night stand for a woman	0.6818	0.8134	1.0
mother's day	has_property	on different days	0.6818	0.8765	0.5299
root	has_property	the first part of a plant	0.6818	0.8432	1.0
telephone	has_property	invention	0.6817	0.8531	0.0635
onion ring	has_trait	good	0.6817	0.9469	0.0002
senior	feel	cold	0.6817	0.8143	0.0198
canadian goose	be protected	in the united states	0.6817	0.8996	1.0
cricket	be played in	england	0.6817	0.893	1.0
many thunderstorms	be in	florida	0.6817	0.9652	0.0086
metal	reflect	radio waves	0.6817	0.8241	0.8029
road	has_property	slippery after a dry spell	0.6817	0.7753	1.0
monk	can	live	0.6817	0.8842	0.0026
lucknow	has_property	city	0.6817	0.9196	0.0035
microwave	be absorbed	by the atmosphere	0.6817	0.8491	0.4654
dahlia	has_color	red	0.6817	0.9339	0.0008
european	care	much	0.6817	0.7747	0.1229
seed	be preserved in	seed banks	0.6817	0.7535	1.0
suit	have	4 buttons on the sleeve	0.6817	0.8222	1.0
parrot	has_property	brightly colored	0.6817	0.7722	0.0893
garden spade	has_property	made	0.6817	0.9267	0.0003
int	have	same range as short	0.6817	0.7876	1.0
event planner	make	money	0.6817	0.9143	0.001
house centipede	has_trait	good	0.6817	0.9469	0.0002
star	look	different	0.6817	0.8813	0.009
kilimanjaro	compare	to other volcanoes in the region	0.6817	0.7598	1.0
human brain	be different from	animal brains	0.6817	0.8441	0.4599
roach	get	in the dishwasher	0.6817	0.8872	0.2583
redhead	have	red skin	0.6817	0.8707	0.2778
food	have	empty shelves	0.6817	0.7348	0.7977
soccer	be called	football in europe	0.6816	0.8387	1.0
ice	be less dense than	liquid water	0.6816	0.9038	0.7281
yeast	make	bread light	0.6816	0.7909	0.9816
hummingbird	has_effect	dangerous	0.6816	0.9068	0.0007
scientist	make	people walk for a cure	0.6816	0.7433	1.0
car	has_trait	attractive	0.6816	0.8906	0.0037
jupiter	have	go	0.6816	0.8374	0.0116
social work	be different from	professions	0.6816	0.8224	1.0
banana	turn in	brown	0.6816	0.9427	1.0
baby	can have	nuts	0.6816	0.8383	1.0
wolf	make	dens	0.6816	0.8412	0.3368
band	become	famous	0.6816	0.8017	0.0517
farmer	use	wind vanes	0.6816	0.7218	0.9109
chicken broth	be in	fridge	0.6816	0.8806	0.1578
spencer	know	toby is a	0.6816	0.7752	1.0
kangaroo	live in	mobs	0.6816	0.692	0.5383
dad	has_property	annoying	0.6816	0.911	0.0129
lifo	can	work	0.6816	0.8585	0.0001
koala	be called	koala bear	0.6816	0.7742	1.0
runner	has_property	in a hurry	0.6816	0.7903	0.2016
apple	exposed to	air	0.6816	0.6882	0.2326
plant	survive	throughout the winter	0.6816	0.923	1.0
wheat	be produced in	us	0.6816	0.8632	0.3651
geometry	be part of	music	0.6816	0.9014	1.0
duplicate	be in	google sheets	0.6816	0.7809	0.1875
dragonfly	can	fly	0.6816	0.8815	0.002
separator	be in	oil	0.6815	0.9473	0.1062
elizabeth i	related	to elizabeth	0.6815	0.7987	0.8661
central bank	increase	money supply	0.6815	0.7848	0.3119
steve jobs	make from	apple	0.6815	0.7685	1.0
dentist	need	social security number	0.6815	0.8908	0.15
employment	has_property	a form of discrimination	0.6815	0.7456	0.473
gilgamesh	obtain	a kind of immortality	0.6815	0.6802	1.0
life	be without	internet	0.6815	0.8752	1.0
dentist	measure	gums	0.6815	0.7631	1.0
friction	be called	perverse force	0.6815	0.7357	1.0
scar	can	itch	0.6815	0.8436	0.0018
computer	can help	design bridges	0.6815	0.7565	1.0
obesity	has_property	linked to	0.6815	0.8129	0.964
doxycycline	can	work	0.6815	0.8585	0.0001
black widow	has_property	in the avengers	0.6815	0.8972	0.0707
shareholder	get rid	of a director	0.6815	0.8124	1.0
fluorine	has_property	most reactive metal	0.6815	0.8519	0.2138
england	has_property	rich	0.6815	0.8854	0.0047
phosphate	has_property	mad	0.6815	0.8857	0.0156
google	has_property	name google	0.6815	0.8702	1.0
pilot	say	heavy	0.6815	0.7651	0.3685
manager	need	to plan	0.6815	0.8646	0.5752
app	go down on	iphone	0.6815	0.8724	0.4415
sd	has_property	car	0.6815	0.9435	0.0038
nitrite	has_property	nitrogen	0.6815	0.8732	0.2364
drip	can	work	0.6815	0.8585	0.0001
skier	reduce	friction	0.6815	0.8237	0.0603
nonpoint source pollution	affect	the ocean	0.6815	0.8845	0.1049
orgasm	feel	after a long streak	0.6815	0.7036	1.0
iceland	want	to join the eu	0.6815	0.8957	0.1266
rice	be produced in	asia	0.6815	0.8985	0.7499
rabbit	can	survive	0.6815	0.8892	0.0039
group	has_property	ma	0.6815	0.9002	0.0011
meatball	be made in	italy	0.6815	0.916	0.0643
primate	has_property	similar to humans	0.6815	0.8774	0.0812
romeo	want	sun	0.6815	0.9036	1.0
xylem	relate to	photosynthesis	0.6815	0.8769	0.2031
vein	look	more blue	0.6815	0.9005	1.0
lip	split	in the corners	0.6815	0.7848	1.0
soda	has_property	use	0.6815	0.9338	0.0016
sloth	have	long arms	0.6815	0.9069	0.1774
perch	can	fish	0.6815	0.8842	0.017
warrior	be in	cherokee	0.6815	0.8972	0.2333
