local_sigma	neighborhood_sigma	object	plausibility	predicate	subject
0.302	0.7258	each other	0.456	mount	hen
0.0325	0.8623	design	0.456	has_property	graphic
1.0	0.8276	humans on atoms	0.456	be relevant to	atom
0.0833	0.838	themselves	0.456	heal	burn
1.0	0.869	regulated process	0.456	has_property	gene expression
0.0004	1.0	and	0.456	has_property	cartel
0.0046	0.898	white	0.456	can	dial
0.0026	0.8919	fee	0.456	has_property	bedbug
0.2679	0.8731	connective tissue	0.456	has_property	cartilage
0.0008	0.9057	hard	0.456	has_manner	pastry
0.0337	0.8216	funding	0.456	get	police department
0.0434	0.7788	transfer	0.456	can	plasmid
0.0031	0.8428	jobs	0.456	can	typist
0.0444	0.9005	ads	0.456	have	pandora
1.0	0.8263	girls	0.456	see	boy
0.0039	0.9585	environment	0.456	help	bald eagle
0.001	0.9515	french	0.456	be in	sponsor
0.0108	0.8675	leader	0.456	has_property	amelia earhart
0.0189	0.868	rome	0.456	be in	obelisk
0.1767	0.7425	tapeworms	0.456	get	pig
0.0514	0.8634	tattoo	0.456	can	koi
1.0	0.7366	the lips	0.456	attack	herpes
0.5987	0.8996	humans	0.456	be made in	bone
0.0003	0.9561	spanish	0.456	be in	gymnast
1.0	0.8465	the show	0.456	be hard	mlb
0.0145	0.8928	art	0.456	be used in	balance
1.0	0.8635	a cause of flooding	0.456	has_property	urbanisation
0.0008	0.8614	an	0.456	has_property	sub-saharan africa
0.0005	0.8692	is	0.456	can	blusterer
1.0	0.8387	brain	0.456	get stored in	memory
0.0027	0.9024	food	0.456	get	sturgeon
0.016	0.9628	the body	0.456	help	spinning
0.0024	0.9018	black	0.456	turn	caterpillar
0.0085	0.8484	blocked	0.4559	has_property	chromosome
1.0	0.7713	like the founding fathers	0.4559	has_property	spider
0.2889	0.7921	insulation	0.4559	be in	fiberglass
1.0	0.7766	a wake	0.4559	be called	awake
1.0	0.8626	for the greek gods	0.4559	be made	temple
1.0	0.8454	chemical reactions	0.4559	function in	enzyme
0.0029	0.8187	own	0.4559	has_property	cranberry juice
0.4152	0.8246	a story	0.4559	affect	perspective
0.8554	0.8938	to be alive	0.4559	need	crayfish
0.063	0.8742	cars	0.4559	work in	air conditioner
0.1713	0.7398	war	0.4559	lead to	slavery
1.0	0.7958	motion of objects	0.4559	effect	friction
1.0	0.8876	as a mixture	0.4559	be described	soil
0.0412	0.8728	good	0.4559	look	jean
1.0	0.6439	criticism of life to write	0.4559	use	writer
0.7618	0.8168	spanish	0.4559	learn	catalan
0.0002	0.8987	yellow	0.4559	has_color	carbon
1.0	0.6386	caesar to a hatched serpent	0.4559	compare	brutus
0.0012	0.918	useful	0.4559	has_property	speaker
0.2612	0.7651	elasticity	0.4559	affect	temperature
0.1782	0.8347	philosophy	0.4559	be important in	agency
0.0899	0.829	bloated	0.4559	get	kitten
1.0	0.805	a beard ho ho	0.4559	have	santa
0.003	0.9051	fun	0.4559	has_property	rave
1.0	0.8394	microscope	0.4559	be controlled in	magnification
0.4187	0.85	industry	0.4559	be done in	quilting
0.0023	0.8846	dead	0.4559	has_property	armadillo
0.0177	0.9281	shorts	0.4559	wear	hockey player
0.4417	0.7425	quads	0.4559	has_property	sprite
0.2936	0.9585	ojibwa	0.4559	be in	grandma
1.0	0.771	dust storms in jupiter	0.4559	differ on	dust storm
0.0024	0.9018	black	0.4559	turn	freckle
0.0052	0.8293	float	0.4559	can	duckweed
0.6022	0.7698	long distances	0.4559	communicate over	cell
0.0441	0.8881	american express	0.4559	take	retailer
0.3104	0.7208	products	0.4559	discontinued	brand
0.909	0.7542	lilo	0.4559	be from	stitch
1.0	0.7491	eye	0.4559	form on	stye
1.0	0.9017	the water cycle	0.4559	be	living thing
0.2097	0.9028	blue	0.4559	be tinted	water bottle
0.1622	0.7299	things	0.4559	collect	human
1.0	0.8784	to germinate	0.4559	need	seed
0.6278	0.7578	unleaded	0.4559	be called	petrol
0.014	0.7548	equestrian	0.4559	has_property	dog
0.0109	0.8358	nest	0.4558	can	hummingbird
1.0	0.9151	to fly in rain	0.4558	manage	insect
0.3697	0.8586	milk	0.4558	be different from	yoghurt
0.0007	0.8951	are	0.4558	can	tree
0.0209	0.9002	wild	0.4558	has_property	cow
0.0026	0.9018	white	0.4558	turn	prune
0.0001	0.8642	work	0.4558	can	brainstorm
0.2513	0.8468	sun	0.4558	lie in	dog
0.8779	0.7685	artificial selection	0.4558	be used in	natural selection
0.0002	0.8987	yellow	0.4558	has_color	composite number
0.0017	0.8953	wrong	0.4558	has_property	composite number
0.5167	0.8618	theory of evolution	0.4558	contribute to	fossil
0.2535	0.7974	females	0.4558	attract	male
0.1124	0.7628	crusty	0.4558	get	eye
1.0	0.9098	javascript	0.4558	be needed in	function
0.0179	0.8701	yellow	0.4558	look	bruise
0.4674	0.8426	varnish	0.4558	has_property	polyurethane
1.0	0.8804	ethiopian	0.4558	be in	grandma
0.838	0.8674	manitoba	0.4558	be the father of	riel
1.0	0.7642	themselves north south	0.4558	align	cow
0.2732	0.8046	sand	0.4558	burrow in	wasp
1.0	0.763	sites from the deep web	0.4558	can find	search engine
0.021	0.9243	baseball	0.4558	be in	interference
0.3963	0.8358	population	0.4558	arise in	variation
0.0346	0.7951	threatened	0.4558	has_property	giant panda
0.0186	0.8861	alcohol	0.4558	drink	teen
0.0207	0.8974	baby	0.4558	have	chandler
0.0009	0.8738	go	0.4558	has_property	oxidization
0.0015	0.7847	squared	0.4558	has_property	professor
0.005	0.8389	autistic	0.4558	has_property	professor
0.0008	0.9414	black	0.4558	has_color	chair
0.042	0.9047	japan	0.4558	be important in	tea
0.0279	0.6535	molt	0.4558	can	crab
1.0	0.8296	garden	0.4558	be welcome in	lady beetle
0.2107	0.8803	cat	0.4558	have	roommate
0.0835	0.8245	teeth	0.4558	use	herbivore
1.0	0.7668	to the bible	0.4558	compare	greek mythology
0.0022	0.9159	orange	0.4558	has_color	watermelon
0.0058	0.9823	in the wild	0.4558	survive	poodle
0.1444	0.9409	man	0.4558	be in	bruce lee
0.0569	0.9535	atlanta	0.4558	be in	crime
0.5339	0.857	useful in a business	0.4558	be	computer
0.0004	0.9583	uk	0.4558	has_property	seaweed
0.6075	0.7818	all the time	0.4558	shake	chihuahua
0.0027	0.9571	german	0.4558	be in	solenoid
0.0052	0.8848	up	0.4558	go	rpm
0.0007	0.8866	is	0.4558	has_property	reform
0.0263	0.8831	al	0.4558	has_property	uranus
0.0011	0.8855	go	0.4558	can	celebrate
1.0	0.9399	work in	0.4558	find	magic
1.0	0.8197	out of a team	0.4558	walk	coach
1.0	0.8105	from the store	0.4558	keep getting removed	mount
1.0	0.7505	canada	0.4557	pay tuition in	student
0.001	0.8442	happen	0.4557	can	hematoma
0.0013	0.9611	the best	0.4557	has_property	snicker
0.0024	0.9308	eggs	0.4557	lay	swan
1.0	0.8959	in the arctic	0.4557	be difficult	travel
0.0013	0.8636	up	0.4557	can	moonshiner
0.0262	0.9766	desert	0.4557	adapt to	roadrunner
1.0	0.8938	brain damage	0.4557	avoid	woodpecker
0.0002	0.9469	good	0.4557	has_trait	seaweed
0.0009	0.9055	text	0.4557	has_property	massage
0.6056	0.8804	hawaii	0.4557	come	humpback whale
1.0	0.8233	target cells	0.4557	travel to	hormone
0.0012	0.8812	yellow	0.4557	turn	cocktail
1.0	0.747	new twist what was taught in the bible	0.4557	make up	human
0.5489	0.8835	china	0.4557	be hard in	bed
1.0	0.7866	winter	0.4557	explode in	pipe
1.0	0.817	toilet	0.4557	come back into	poop
0.0087	0.8779	cert	0.4557	has_property	igneous rock
0.0078	0.9074	business	0.4557	affect	unemployment
1.0	0.8155	changes in weather	0.4557	cause	front
1.0	0.7547	red	0.4557	work	reducer
0.1032	0.8928	room temperature	0.4557	be liquid at	compound
1.0	0.7391	important when operating a diary system issues	0.4557	have	security
1.0	0.8185	cow	0.4557	become	heifer
0.0878	0.9135	cat	0.4557	kill	curiousity
0.3132	0.9561	oxygen	0.4557	be for	chemical formula
1.0	0.7633	change	0.4557	threaten	climate change
1.0	0.7401	at the front of airliners	0.4557	be bigger	window
0.0899	0.8183	pump	0.4557	can	fuel
0.0019	0.9442	box	0.4557	has_property	sky
0.0024	0.9018	black	0.4557	turn	foil
0.4041	0.6866	mohawks	0.4557	have	mohawk
0.0339	0.8276	yarn	0.4557	can	sock
0.001	0.901	vs	0.4557	has_property	playing
0.871	0.8511	cells	0.4557	interact with	hormone
0.0007	0.8469	die	0.4557	can	cackle
1.0	0.8737	back	0.4557	have zippers in	wetsuit
0.0755	0.8366	oil	0.4556	produce	saudi arabia
0.4225	0.8693	new zeal	0.4556	work in	school year
0.3676	0.8435	just as important as liberty	0.4556	has_property	justice
0.0054	0.8361	kin	0.4556	has_property	fast food restaurant
0.0153	0.8504	react	0.4556	can	halogen
0.0234	0.8686	nature	0.4556	occur in	spiral
1.0	0.859	on the internet	0.4556	move	packet
0.011	0.9109	plants	0.4556	affect	auxin
0.0877	0.8175	canada	0.4556	be as cold as	england
0.0006	0.9412	red	0.4556	has_color	fishing line
0.6347	0.7558	reactive towards other dogs	0.4556	has_property	dog
0.2045	0.8887	shape	0.4556	be out of	baseball player
0.329	0.8692	to eat all the time	0.4556	want	lab
0.0002	0.9344	bad	0.4556	has_property	passion
1.0	0.7624	people	0.4556	be pointed towards	racism
0.1134	0.9303	guitar	0.4556	be on	dot
0.1159	0.8874	fees	0.4556	have	ebay
1.0	0.8597	hair extensions	0.4556	be in	clip
1.0	0.6527	the ideas of failure	0.4556	present	society
1.0	0.7533	triplet	0.4556	be in	oxygen
0.7204	0.8921	a factor of six	0.4556	has_property	two
1.0	0.6938	the ideas of ambition	0.4556	present	society
0.0006	0.8541	quiet	0.4556	has_trait	chic
1.0	0.844	relationship	0.4556	be ready for	guy
0.0317	0.8994	white	0.4556	get	canker sore
1.0	0.7364	on telephone	0.4556	sit	bird
0.0141	0.8287	noisy	0.4556	has_property	chicken
0.1892	0.8799	big wheels	0.4556	have	bicycle
0.003	0.8932	it	0.4556	has_property	milvus
0.7103	0.7943	flying	0.4556	affect	jet stream
0.0007	0.8469	die	0.4556	can	fudge
1.0	0.7263	to molecular formula	0.4556	related	empirical formula
1.0	0.7778	extradited	0.4556	get	criminal
0.0033	0.935	soluble in water	0.4556	has_property	potassium carbonate
0.0154	0.684	lin	0.4556	has_property	vitellus
0.0008	0.9271	famous	0.4556	has_property	achilles
0.0036	0.8722	unhealthy	0.4555	has_trait	bacon
0.0006	0.9412	red	0.4555	has_color	barrel
1.0	0.7704	by solar process	0.4555	can not be prepared	potassium carbonate
0.877	0.7433	low salaries	0.4555	have	teacher
0.0957	0.8801	good career	0.4555	has_property	therapy
0.0012	0.9107	paid	0.4555	get	proprietor
0.0693	0.8166	by	0.4555	have	new york
0.0056	0.8361	flower	0.4555	can	dogwood
0.6879	0.763	prejudice	0.4555	relate to	discrimination
0.1856	0.9069	in poems	0.4555	has_property	imagery
0.0001	0.8642	work	0.4555	can	isoflurane
0.0017	0.8898	smart	0.4555	has_property	mammal
1.0	0.8474	different from cpu	0.4555	has_property	cpu
0.1902	0.8758	movie	0.4555	be better than	final cut
0.0204	0.8567	quarterback	0.4555	can	trojan
0.0072	0.7817	abandoned	0.4555	has_property	salton sea
0.009	0.9033	download	0.4555	has_property	church bell
0.1982	0.9154	in the middle ages	0.4555	be made	coin
1.0	0.817	on a page	0.4555	stay	ink
0.5198	0.8877	bottom	0.4555	be placed at	heating element
0.0028	0.8399	fcc	0.4555	has_property	blood clotting
0.3802	0.8784	toward the sun	0.4555	turn	plant
1.0	0.8553	can preserved in amber	0.4555	CAN	insect
0.0012	0.8861	yellow	0.4555	can	berberis
0.0024	0.9243	gas	0.4555	has_property	muscle
0.0039	0.8501	hs code	0.4555	has_property	great horned owl
0.0822	0.8582	to the deciduous forest	0.4555	adapt	moss
0.003	0.9412	dark	0.4555	has_property	inside
0.8986	0.9042	can cured naturally	0.4555	CAN	cancer
0.7197	0.8777	soft water	0.4555	be different from	hard water
0.0704	0.7213	embarrassing	0.4555	has_property	farting
0.0995	0.7667	cups	0.4555	wear	baseball player
0.0874	0.915	cigarettes	0.4555	be used in	carbon monoxide
0.0275	0.8674	credit score	0.4555	affect	tax lien
0.532	0.829	different from database	0.4555	has_property	dbms
0.5479	0.8507	different from the other kingdoms	0.4555	be	protist
0.0468	0.922	baby	0.4555	can	tot
0.0669	0.8004	snow	0.4555	love	samoyed
1.0	0.8248	a big sport around the world like soccer	0.4555	be	softball
1.0	0.8201	sirens	0.4555	listen to	odysseus
1.0	0.7874	sink	0.4555	work	plunger
0.0006	0.9412	red	0.4555	has_color	steel
0.0014	0.8888	legal	0.4555	has_property	cookie
0.3214	0.8357	beaks	0.4555	keep	crow
0.1634	0.8266	rate of weathering	0.4555	affect	slope
0.0136	1.0	nelda	0.4555	has_property	ruler
0.0014	0.8943	do	0.4555	has_property	animalia
0.0164	0.9306	science	0.4554	be important in	biochemistry
0.0277	0.8731	bubbles	0.4554	have	foam
0.0021	0.9264	ice	0.4554	has_property	dog
0.0445	0.805	delivered	0.4554	get	newspaper
0.0004	0.9111	vegan	0.4554	has_diet	anti-inflammatory
0.819	0.8134	testing	0.4554	do	scientist
0.0852	0.8997	church	0.4554	be used in	latin
0.0015	0.9204	man	0.4554	has_property	image
0.1376	0.8419	exist	0.4554	has_property	chicken
0.0148	0.8871	holes	0.4554	dig	deer
0.0109	0.8703	blue	0.4554	look	iceberg
0.8086	0.9317	as a subject	0.4554	has_property	philosophy
1.0	0.7911	texas	0.4554	fly in	flag
0.0016	0.8872	help	0.4554	can	plant
0.0012	0.8812	yellow	0.4554	turn	mug
0.0058	0.9283	in water	0.4554	dissolve	bleaching powder
0.0012	0.8812	yellow	0.4554	turn	doodle
0.5151	0.9105	into the body	0.4554	get absorbed	carbohydrate
0.1899	0.8742	nutrients from the soil	0.4554	absorb	bryophyte
1.0	0.7855	replicate independently of the chromosome	0.4554	can	plasmid
0.1961	0.8702	different from ocean water	0.4554	has_property	sea water
0.3053	0.7575	discipline	0.4554	can	god
0.0013	0.8728	smell	0.4554	can	formaldehyde
0.1107	0.7648	stretch	0.4554	has_movement	jean
1.0	0.7345	string theory	0.4554	vibrate in	string
0.0023	0.918	dog	0.4554	can	bogey
1.0	0.8644	short brown fur	0.4554	have	desert fox
0.3013	0.8439	in a church	0.4554	get married	melon
0.1696	0.8574	air	0.4554	jump in	whale
0.033	0.7388	navigate	0.4554	can	pigeon
0.1469	0.8624	os important	0.4554	has_property	hydrogen bond
0.0045	0.8784	wu	0.4554	has_property	kobo
0.0084	0.8505	mud	0.4554	has_property	kobo
0.4842	0.8266	urgently	0.4554	has_property	kobo
0.0048	0.8476	pvc	0.4554	has_property	kobo
0.0155	0.7745	effectively	0.4554	has_property	kobo
0.0939	1.0	ds2	0.4554	has_property	kobo
0.0335	0.736	enabled	0.4554	has_property	kobo
0.0024	0.8136	went	0.4554	has_property	kobo
0.0058	0.8565	epic	0.4554	has_property	kobo
0.5791	0.8146	ps3	0.4554	has_property	kobo
1.0	0.867	heat	0.4554	move in	most animals
0.2497	0.9459	mean	0.4554	be in	phone
1.0	0.8602	longitude	0.4554	be called	meridian
0.236	0.8883	summer	0.4554	be humid in	house
0.3331	0.8036	saltwater	0.4554	has_property	angelfish
1.0	0.7064	duties along with rights	0.4554	have	citizen
0.0066	0.9072	oath	0.4554	has_property	match
0.0346	0.8654	bathroom	0.4554	be in	ant
0.1583	0.6746	blackberry	0.4554	use	government officials
0.002	0.868	aggressive	0.4554	has_trait	angelfish
0.0004	0.9583	uk	0.4554	has_property	speed limit
1.0	0.7945	number of chromosomes	0.4554	halve	meiosis
1.0	0.7311	nappies	0.4554	be called	diaper
0.5725	0.8264	different from reverse osmosis water	0.4554	has_property	distilled water
1.0	0.7957	from the anterior pituitary	0.4554	be released	hormone
1.0	0.7104	the spine	0.4554	exit	spinal nerve
0.0033	0.9495	english	0.4554	be in	chamber
0.0046	0.898	white	0.4554	can	harness
0.8579	0.8623	on the moon umbrella	0.4553	has_property	luther
1.0	0.8727	move through the body	0.4553	has_property	hormone
0.001	0.8411	form	0.4553	can	spermatocele
0.0005	0.9048	illegal	0.4553	has_property	meth
0.4041	0.8885	dog food	0.4553	be different from	cat food
0.0035	0.857	pet	0.4553	can	blanket
1.0	0.7499	clippers	0.4553	sharpen	barber
1.0	0.7548	in the cove first	0.4553	be closed off	dolphin
0.8816	0.8089	dying language	0.4553	has_property	gaelic
0.0036	0.88	green	0.4553	turn	tooth
0.0002	0.9469	good	0.4553	has_trait	deflation
0.0908	0.9339	friends	0.4553	be in	rachel
0.2125	0.8176	sufficient	0.4553	has_property	transport
0.0576	0.8936	still	0.4553	be used	fax machine
0.175	0.8716	kinetic energy	0.4553	be related to	mechanical energy
0.319	0.8471	into the oil	0.4553	get	gas
0.5718	0.8847	boys	0.4553	be better than	girl
0.0423	0.8295	calories	0.4553	burn	muscle
0.0016	0.9582	italian	0.4553	be in	basin
0.0009	0.9415	blue	0.4553	has_color	crate
1.0	0.7755	a problem with the name macedonia	0.4553	have	greek
0.0103	0.8027	disappear	0.4553	can	pu
0.0008	0.9414	black	0.4553	has_color	flake
0.5497	0.7645	tail rotors	0.4553	have enclosed	some helicopters
0.2384	0.9281	in steam	0.4553	has_property	mallard
0.0009	0.9591	on	0.4553	has_place	bitter
0.0007	0.9192	do	0.4553	can	diode
0.9131	0.7689	to ex pass	0.4553	go	hank
0.6529	0.9287	present in brain	0.4553	has_property	lymphatic system
0.049	0.9735	canada	0.4553	be important in	province
0.0004	0.942	expensive	0.4553	has_property	battery
0.1932	0.6825	chessboard	0.4553	move on	knight
0.0346	0.909	on the left	0.4553	drive	jamaican
0.3417	0.8075	hemophilia	0.4553	known as	genetic disorder
0.5633	0.8027	disconnected	0.4553	say	outlook
0.0006	0.9376	white	0.4553	has_color	psychiatric hospital
0.0366	0.8835	venice	0.4553	be in	many pigeons
0.0022	0.9159	orange	0.4553	has_color	ancient greek pottery
0.1682	0.9531	water	0.4553	lose in	diamond
0.1354	0.8592	math	0.4553	work in	reflection
0.0031	0.9001	today	0.4553	has_time	motorcycle
0.7904	0.7768	articles	0.4553	write	author
0.2861	0.7551	in cars	0.4553	fit	clown
1.0	0.6578	red	0.4553	target	bull
1.0	0.8032	for the earth	0.4553	be obtained	rock
0.7921	0.8286	bacteria	0.4553	eat	white blood cell
0.0002	0.9389	made	0.4553	has_property	pyrex
0.0101	0.9568	italy	0.4553	has_property	tree
0.9486	0.7809	tails	0.4553	have curled	husky
0.0862	0.8438	nashville	0.4553	be in	hippy
0.0287	0.8519	recycled	0.4553	get	beer bottle
0.6999	0.8194	on the nervous system	0.4553	act	psychoactive drug
0.5922	0.7937	hep b vaccine	0.4553	be given	baby
0.2361	0.8334	soap	0.4553	make	lye
1.0	0.9032	carthage in the punic war	0.4552	be fighting	rome
0.0007	0.8866	is	0.4552	has_property	mod
0.0089	0.8359	bus	0.4552	has_property	dog
0.0009	0.8477	old	0.4552	has_time	box
0.0001	0.8642	work	0.4552	can	centrifugation
0.0021	0.9311	celebrated	0.4552	has_property	thanksgiving day
0.1343	0.9014	good pet	0.4552	make	wolf
0.0027	0.9571	german	0.4552	be in	black sheep
0.0002	0.9344	bad	0.4552	has_property	beaver
0.9135	0.9196	acetic acid	0.4552	be for	formula
0.0035	0.8877	weird	0.4552	has_property	baby
0.2831	0.8721	tuesdays	0.4552	closed on	place
0.0483	0.7973	unpopular	0.4552	has_property	potato chip
0.0171	0.8365	turn	0.4552	can	turbine
0.0283	0.907	wet	0.4552	get	chinchilla
0.6942	0.8974	in a hospital	0.4552	be used	oxygen
1.0	0.7884	the colon	0.4552	affect	crohn's disease
0.0221	0.8876	human body	0.4552	affect	lead
0.0006	0.8541	quiet	0.4552	has_trait	shtickl
0.0092	0.7737	nocturnal	0.4552	has_property	crawdad
1.0	0.8694	rights of minorities	0.4552	protect	constitution
0.267	0.8052	punjabi	0.4552	be in	eucalyptus
0.0003	0.9561	spanish	0.4552	be in	brake pad
0.0042	0.9074	classified	0.4552	has_property	sedimentary rock
0.0003	0.9561	spanish	0.4552	be in	meter
0.0066	0.906	cooking	0.4552	be used in	thyme
0.0258	0.8012	wood	0.4552	eat	cow
0.0071	0.8804	again	0.4552	has_property	pagrus
0.0002	0.8987	yellow	0.4552	has_color	lx
1.0	0.826	to take the test	0.4552	need	applicant
1.0	0.8331	move	0.4552	do	lizard
1.0	0.8272	more like hockey players	0.4552	can be	baseball player
0.4038	0.8938	during the middle ages	0.4552	be built	castle
0.0329	0.9546	in israel	0.4552	has_property	checkpoint
0.0149	0.9256	good for the body	0.4552	has_property	detox
1.0	0.7829	3 nuts	0.4552	have	peanut
1.0	0.8643	game of thrones	0.4552	be born in	dragon
1.0	0.875	under the skin	0.4552	has_property	pimple
0.0931	0.8535	product	0.4552	has_property	consumer
1.0	0.7938	to know a man's intentions	0.4552	want	everybody
0.5642	0.8587	everest	0.4552	be removed from	dead body
