subject	predicate	object	plausibility	neighborhood_sigma	local_sigma
bike	has_property	edinburgh	0.0639	0.923	0.006
bike	has_property	fyshwick	0.0639	1.0	0.0028
bike	has_property	gmbh	0.0639	0.7348	0.0008
bike	has_property	lucia	0.0639	0.853	0.0222
bike	has_property	ljubljana	0.0639	1.0	0.0004
bike	has_property	ibm	0.0639	0.9122	0.0003
bike	has_property	sd-4	0.0639	1.0	0.2928
bike	has_property	mambo	0.0639	0.8601	0.2553
ion channel	can	gated	0.0639	0.8314	1.0
carpenter	bid	jobs	0.0639	0.7142	0.2853
real estate broker	has_property	non	0.0639	0.9004	0.0009
real estate broker	has_property	sol	0.0639	0.9631	0.0003
end	has_property	separated	0.0639	0.8827	0.0012
thread	has_property	ignored	0.0639	0.9179	0.0001
lipstick	has_property	men	0.0639	0.9407	0.0021
school bus	have stop	signs	0.0639	0.8872	0.2356
algorithm	has_property	for random	0.0639	0.9492	0.6719
architect	has_property	dent	0.0639	0.8585	0.2187
mourning dove	has_diet	vegetarian	0.0639	0.9103	0.0003
architect	has_property	lucas	0.0639	0.8255	0.0026
development	can	happen	0.0639	0.8823	0.0001
black spot	has_property	cut	0.0639	0.9181	0.0002
measles	be outbreak in	europe	0.0639	0.806	1.0
tide	has_property	related to navigation	0.0639	0.8417	0.5054
pigment	be	classified	0.0639	0.9443	0.0006
tick	has_property	ff xiv	0.0639	0.9577	0.0003
tick	has_property	sir lana	0.0639	0.9297	0.0002
failure	has_property	speech	0.0639	0.9503	0.0353
crude oil	get made in	nature	0.0639	0.8914	1.0
print	has_property	sum	0.0639	0.8949	0.0003
coffin	has_property	dam	0.0639	0.954	0.0012
coffin	has_property	symbolic	0.0639	0.8104	0.0014
hot spot	has_property	cheap	0.0639	0.9409	0.0004
hot spot	has_property	oyster	0.0639	0.9602	0.0002
hot spot	has_property	oxidation	0.0639	0.9082	0.0012
hot spot	has_property	ottawa	0.0639	0.8875	0.0005
hot spot	has_property	oshawa	0.0639	1.0	0.0246
hot spot	has_property	toque	0.0639	0.951	0.0001
hot spot	has_property	ojibwa	0.0639	1.0	0.0132
hot spot	has_property	oily	0.0639	0.8701	0.0003
hot spot	has_property	ohio	0.0639	0.9652	0.0002
hot spot	has_property	idle	0.0639	0.8249	0.0002
hot spot	has_property	iud	0.0639	1.0	0.0002
hot spot	has_property	irritated	0.0639	0.8276	0.0007
hot spot	has_property	iphone	0.0639	0.9413	0.0006
hot spot	has_property	illegal	0.0639	0.9492	0.0001
hot spot	has_property	uk	0.0639	0.9583	0.0001
hot spot	has_property	iii	0.0639	0.9133	0.0005
hot spot	has_property	herb	0.0639	0.8522	0.0009
hot spot	has_property	egg	0.0639	0.9096	0.0003
hot spot	has_property	belts	0.0639	0.9536	0.0002
hot spot	has_property	ibiza	0.0639	0.8238	0.0005
hot spot	has_property	bye	0.0639	0.8791	0.0015
hot spot	has_property	fed	0.0639	0.9283	0.0006
hot spot	has_property	fqdn	0.0639	1.0	0.0002
hot spot	has_property	fps	0.0639	0.9637	0.0002
hot spot	has_property	faq	0.0639	0.7959	0.0042
hot spot	has_property	fh3	0.0639	1.0	0.0142
hot spot	has_property	fm	0.0639	0.9428	0.0002
hot spot	has_property	fda	0.0639	0.8562	0.0005
hot spot	has_property	fbi	0.0639	0.878	0.0002
hot spot	has_property	faster	0.0639	0.9214	0.0022
hot spot	has_property	czech	0.0639	0.9181	0.0001
hot spot	has_property	cycling	0.0639	0.9128	0.0005
hot spot	has_property	cpu	0.0639	0.964	0.0002
hot spot	has_property	cheap	0.0639	0.9409	0.0004
hot spot	has_property	cut	0.0639	0.9181	0.0002
hot spot	has_property	cctv	0.0639	0.9278	0.0004
hot spot	has_time	older	0.0639	0.8873	0.0012
exothermic reaction	has_property	more favorable	0.0639	0.8965	1.0
bunco	has_property	aquatic	0.0639	0.874	0.0001
bunco	has_property	ok	0.0639	0.9197	0.0003
north	has_property	dwellings	0.0639	0.8406	0.1011
deficit	has_property	pop	0.0639	0.9423	0.0003
deficit	has_property	pet	0.0639	0.9399	0.0007
atom	can	neutral	0.0639	0.8845	0.2097
shoulder	get	sunburn	0.0639	0.8615	0.0096
pakistani	has_property	iq	0.0639	0.8815	0.0007
pakistani	has_property	ii	0.0639	0.9133	0.0016
pakistani	has_property	av	0.0639	0.9257	0.0058
control	has_property	gb	0.0639	0.9593	0.0002
blast furnace	work	all year	0.0639	0.8415	1.0
squat	has_property	sd	0.0639	0.9311	0.0003
squat	has_property	ll	0.0639	0.8499	0.0006
squat	has_property	aerobic	0.0639	0.8851	0.0011
rocky	say	adrian	0.0639	0.8478	1.0
natural process	has_property	zero	0.0639	0.9429	0.0001
cinnamon roll	fall	after baking	0.0639	0.9186	0.1023
headphone	can	71	0.0639	0.9294	1.0
ruler	has_property	banned	0.0639	0.9589	0.0004
expectation	has_property	phd	0.0639	0.927	0.0002
tub	has_property	eco friendly	0.0639	0.9376	0.0017
pilot	prefer	to fly through stratosphere	0.0639	0.8526	1.0
north	has_property	pub	0.0639	0.9517	0.001
search engine	be quick	ix	0.0639	0.8885	0.3656
endometriosis	increase	woman 's risk of infertility	0.0639	0.7411	1.0
shake	have	good food bbc	0.0639	0.9559	0.0054
propane	has_property	available	0.0639	0.928	0.0002
cole	have	green scar	0.0639	0.8648	1.0
split	has_property	mrs	0.0639	0.926	0.001
split	has_property	ruth	0.0639	0.9112	0.0007
armenia	has_property	separated	0.0639	0.8827	0.0012
annotation	has_movement	zip	0.0639	0.9029	0.0006
annotation	has_property	singleton	0.0639	0.6119	0.2941
annotation	has_property	jp	0.0639	0.8855	0.0004
annotation	has_movement	slow	0.0639	0.917	0.0001
annotation	has_property	snap	0.0639	0.9272	0.001
annotation	has_property	squared	0.0639	0.8551	0.0002
annotation	has_property	avg	0.0639	0.908	0.0002
annotation	has_property	jdbc	0.0639	0.8609	0.0404
annotation	has_property	frame	0.0639	0.843	0.0034
annotation	has_property	query	0.0639	0.8471	0.001
annotation	has_property	jet	0.0639	0.8835	0.0014
annotation	has_property	speed	0.0639	0.9439	0.0003
annotation	has_property	successful	0.0639	0.8973	0.0004
annotation	has_property	twice	0.0639	0.9126	0.0003
annotation	has_property	tuning	0.0639	0.8492	0.0038
annotation	has_property	tquk	0.0639	1.0	0.0004
american marten	protect	themselves	0.0639	0.9234	0.0003
iphone	drain fast	battery	0.0639	0.9066	0.3245
rim	has_property	big	0.0639	0.9399	0.0002
indonesia	has_property	to live	0.0639	0.9487	0.0047
bread	has_property	sons	0.0639	0.8809	0.0082
metal	has_property	better conductors of heat than glass	0.0639	0.8586	1.0
brown	has_time	new	0.0639	0.9277	0.0003
hike	has_property	went	0.0639	0.8425	0.0003
freshener	has_color	white	0.0639	0.9376	0.0001
strep	affect	heart	0.0639	0.9734	0.0011
geothermal energy	can	improved	0.0639	0.9551	0.0035
cold weather	affect	global warming	0.0639	0.8884	0.0035
pluto	has_property	the smallest planet in the solar system	0.0639	0.9559	0.0629
communism	has_property	two	0.0639	0.9539	0.0005
bill gates	have	growth mindset	0.0639	0.7611	0.1026
brick	can	work	0.0639	0.9072	0.0
laser	has_trait	sweet	0.0639	0.9345	0.0002
laser	has_property	djibouti	0.0639	1.0	0.0225
laser	has_property	cssd	0.0639	1.0	0.0022
laser	has_property	cpu	0.0639	0.964	0.0002
laser	has_property	cnn	0.0639	0.9073	0.0002
laser	has_property	cemented	0.0639	0.7751	0.0113
laser	has_property	ayahuasca	0.0639	0.8698	0.0011
laser	has_property	acidic	0.0639	0.927	0.0004
laser	has_property	mud	0.0639	0.8875	0.0012
laser	has_property	tlumaczenie	0.0639	1.0	0.0007
laser	has_property	svelte	0.0639	0.6929	0.0582
laser	has_property	squeezed	0.0639	0.8247	0.0011
laser	has_property	rfd	0.0639	1.0	0.0098
laser	has_property	np	0.0639	0.9116	0.0006
laser	has_property	icu	0.0639	0.8973	0.0006
laser	has_property	gmbh	0.0639	0.7348	0.0008
laser	has_trait	sweet	0.0639	0.9345	0.0002
laser	has_property	ayahuasca	0.0639	0.8698	0.0011
laser	has_property	acidic	0.0639	0.927	0.0004
buckingham palace	has_property	tourist attraction	0.0639	0.9335	0.0143
managing director	can	salary	0.0639	0.8599	0.1981
dubai	has_property	cheap	0.0639	0.9409	0.0004
steel	can	explode	0.0639	0.8403	0.0006
carrier	has_property	oath taking	0.0639	0.9414	0.0072
achievement	has_property	mr	0.0639	0.9501	0.0002
achievement	has_property	synonym	0.0639	0.8398	0.0004
technique	has_property	hg	0.0639	0.7931	0.0005
technique	has_property	vat	0.0639	0.8985	0.0028
technique	has_property	upc	0.0639	0.8448	0.0016
technique	has_property	nba	0.0639	0.963	0.0004
technique	has_property	mri	0.0639	0.9024	0.0002
technique	has_trait	attractive	0.0639	0.9393	0.0003
chat	be gray on	snap chat	0.0639	0.9067	0.2121
nara	has_property	star	0.0639	0.9394	0.0023
kroto	can	grow	0.0639	0.9109	0.0001
kroto	can	jump	0.0639	0.8827	0.0001
kroto	can	help	0.0639	0.9088	0.0002
kroto	can	grow	0.0639	0.9109	0.0001
omaha	has_property	elite	0.0639	0.8744	0.0062
statistic	has_property	book	0.0639	0.9384	0.0005
kernel	be held	together in a metal	0.0639	0.8367	0.0548
redshift	can	greater than 1	0.0639	0.9104	0.1504
material	has_property	put	0.0639	0.891	0.0003
equity	get	diluted	0.0639	0.8844	0.0448
wine cooler	has_property	recyclable	0.0639	0.839	0.0014
alpha particle	be important	hz	0.0639	0.8309	0.0052
apologetics	relate to	evangelism	0.0639	0.7104	1.0
plant disease	has_property	kosher	0.0639	0.92	0.0005
plant disease	has_property	organically	0.0639	0.7808	0.3173
haircut	be had	habit	0.0639	0.9063	0.0089
tractor	has_temperature	hot	0.0639	0.8995	0.0002
victor	obsessed	with the secret of life	0.0639	0.7692	1.0
north	has_property	cut	0.0639	0.9181	0.0002
split	has_property	rio	0.0639	0.8037	0.0129
split	has_trait	nice	0.0639	0.9464	0.0005
bi	has_property	email	0.0639	0.9496	0.0008
mart	has_property	we	0.0639	0.9436	0.0003
solar energy	has_property	used widely	0.0639	0.9358	0.2002
smartphone	has_property	sum	0.0639	0.8949	0.0003
cold cuts	has_property	squeeze	0.0639	0.7951	0.0066
cold cuts	has_property	sick	0.0639	0.9407	0.0008
cold cuts	has_property	hwy	0.0639	0.8577	0.0017
cold cuts	has_property	sd	0.0639	0.9311	0.0003
cold cuts	has_property	sgt	0.0639	0.9419	0.0004
cold cuts	has_property	hurt	0.0639	0.9062	0.0019
cold cuts	has_property	synthetic	0.0639	0.8366	0.0013
cold cuts	has_property	avg	0.0639	0.908	0.0002
cold cuts	has_property	sst	0.0639	0.8462	0.0011
cold cuts	has_property	jp	0.0639	0.8855	0.0004
cold cuts	has_property	creamy	0.0639	0.8075	0.0077
cold cuts	has_property	cbc	0.0639	0.7997	0.0002
cold cuts	has_property	cap	0.0639	0.887	0.0014
cold cuts	has_property	cnn	0.0639	0.9073	0.0002
cold cuts	has_property	cns	0.0639	0.8909	0.0003
cold cuts	has_property	cilantro	0.0639	0.8356	0.0104
cold cuts	has_property	cfo	0.0639	0.8489	0.0006
cold cuts	has_property	dvd	0.0639	0.9348	0.0002
cold cuts	has_property	etc	0.0639	0.8684	0.0004
cold cuts	has_property	dna	0.0639	0.9504	0.0004
cold cuts	has_property	dip	0.0639	0.8951	0.0008
cold cuts	has_property	died	0.0639	0.863	0.0007
cold cuts	has_property	ddt	0.0639	1.0	0.0028
cold cuts	has_property	czech	0.0639	0.9181	0.0001
cold cuts	has_property	cycling	0.0639	0.9128	0.0005
cold cuts	has_property	creamy	0.0639	0.8075	0.0077
cold cuts	has_property	cbc	0.0639	0.7997	0.0002
cold cuts	has_property	cap	0.0639	0.887	0.0014
cold cuts	has_property	cnn	0.0639	0.9073	0.0002
cold cuts	has_property	cns	0.0639	0.8909	0.0003
cold cuts	has_property	cilantro	0.0639	0.8356	0.0104
cold cuts	has_property	cfo	0.0639	0.8489	0.0006
cold cuts	has_property	celebrated	0.0639	0.9464	0.0003
cold cuts	has_property	boiled	0.0639	0.8901	0.0082
cold cuts	has_property	both	0.0639	0.8503	0.0056
cold cuts	has_property	bjj	0.0639	0.9392	0.0004
cold cuts	has_property	bigger	0.0639	0.9444	0.0013
cold cuts	has_property	both	0.0639	0.8503	0.0056
cold cuts	has_property	bjj	0.0639	0.9392	0.0004
cold cuts	has_weather	dry	0.0639	0.9344	0.0005
cold cuts	has_property	cnn	0.0639	0.9073	0.0002
cold cuts	has_property	cns	0.0639	0.8909	0.0003
cold cuts	has_property	cilantro	0.0639	0.8356	0.0104
today	has_property	few	0.0639	0.8765	0.0058
demonstration	has_property	important in sport	0.0639	0.9115	0.0024
pin curl	can	jump	0.0639	0.8827	0.0001
gas	can change	volume apex	0.0639	0.7602	1.0
shoulder	has_property	axial	0.0639	0.8122	0.0008
bike	has_property	rio	0.0639	0.8037	0.0129
canada	has_property	mexico	0.0639	0.9625	0.007
toddler	has_property	cut	0.0639	0.9181	0.0002
management	has_property	europe	0.0639	0.9578	0.0005
dog tag	has_property	pop	0.0639	0.9423	0.0003
dog tag	has_property	fee	0.0639	0.8949	0.0004
excretion	be necessary for	living organisms	0.0639	0.9254	0.0942
kate	know	ted worked for the cartel	0.0639	0.6752	1.0
cohn	can	ray	0.0639	0.8342	0.0015
cohn	can	ray	0.0639	0.8342	0.0015
cohn	can	optical	0.0639	0.835	1.0
disney	has_property	channel	0.0639	0.8778	0.0332
palsy	affect	physical development	0.0639	0.8688	0.0224
architect	has_property	wu	0.0639	0.8784	0.0006
architect	has_property	dhaka	0.0639	0.8722	0.0039
architect	has_property	seattle	0.0639	0.9598	0.0125
architect	has_property	sic	0.0639	0.8751	0.0007
architect	has_property	ubuntu	0.0639	0.9615	0.0005
architect	has_property	utility	0.0639	0.8817	0.0013
cloud	be important to	earth	0.0639	0.9796	0.0044
cephalitis	can	form	0.0639	0.866	0.0001
failure	has_property	oil	0.0639	0.9473	0.0002
interest	be on	savings	0.0639	0.9254	0.0577
stirrer	have	holes	0.0639	0.927	0.0011
maple syrup urine disease	has_property	bed	0.0639	0.9428	0.0057
maple syrup urine disease	has_property	azerbaijan	0.0639	1.0	0.0008
maple syrup urine disease	has_property	aquarius	0.0639	1.0	0.0003
maple syrup urine disease	has_property	applied	0.0639	0.8738	0.0017
maple syrup urine disease	has_property	air	0.0639	0.9405	0.0003
maple syrup urine disease	has_property	snap	0.0639	0.9272	0.001
maple syrup urine disease	has_property	url	0.0639	0.9212	0.0007
maple syrup urine disease	has_property	rat	0.0639	0.8515	0.0012
maple syrup urine disease	has_property	reba	0.0639	1.0	0.0018
maple syrup urine disease	has_property	pay	0.0639	0.9188	0.0004
maple syrup urine disease	has_property	planted	0.0639	0.8786	0.0067
maple syrup urine disease	has_property	pkt	0.0639	0.8935	0.0046
maple syrup urine disease	has_property	obstructive	0.0639	0.8064	0.0238
maple syrup urine disease	has_property	nyc	0.0639	0.9525	0.0003
maple syrup urine disease	has_property	np	0.0639	0.9116	0.0006
maple syrup urine disease	has_property	ml	0.0639	0.9585	0.0026
maple syrup urine disease	has_property	lvn	0.0639	1.0	0.0021
maple syrup urine disease	has_property	listed	0.0639	0.9408	0.0056
maple syrup urine disease	has_property	watch	0.0639	0.9442	0.0002
maple syrup urine disease	has_property	hst	0.0639	0.8145	0.0044
maple syrup urine disease	has_property	gynecological	0.0639	0.7337	0.0365
maple syrup urine disease	has_property	gnome	0.0639	0.872	0.0005
maple syrup urine disease	has_property	gmt	0.0639	0.9424	0.0004
maple syrup urine disease	has_property	gained	0.0639	0.8603	0.0082
maple syrup urine disease	has_property	fjallraven	0.0639	1.0	0.0006
maple syrup urine disease	has_property	air	0.0639	0.9405	0.0003
maple syrup urine disease	has_property	aug	0.0639	0.7635	0.0182
maple syrup urine disease	has_property	aah	0.0639	0.9261	0.0079
maple syrup urine disease	has_property	twice	0.0639	0.9126	0.0003
maple syrup urine disease	has_property	try	0.0639	0.8299	0.002
maple syrup urine disease	has_property	tko	0.0639	0.723	0.0008
maple syrup urine disease	has_property	squid	0.0639	0.8988	0.003
maple syrup urine disease	has_property	url	0.0639	0.9212	0.0007
maple syrup urine disease	has_property	rat	0.0639	0.8515	0.0012
maple syrup urine disease	has_property	reba	0.0639	1.0	0.0018
maple syrup urine disease	has_property	pay	0.0639	0.9188	0.0004
maple syrup urine disease	has_property	planted	0.0639	0.8786	0.0067
maple syrup urine disease	has_property	pkt	0.0639	0.8935	0.0046
maple syrup urine disease	has_property	obstructive	0.0639	0.8064	0.0238
maple syrup urine disease	has_property	nyc	0.0639	0.9525	0.0003
maple syrup urine disease	has_property	np	0.0639	0.9116	0.0006
maple syrup urine disease	has_property	ml	0.0639	0.9585	0.0026
maple syrup urine disease	has_property	lvn	0.0639	1.0	0.0021
maple syrup urine disease	has_property	listed	0.0639	0.9408	0.0056
barium	has_property	more reactive than strontium	0.0639	0.8551	0.6228
greatest common factor	has_property	fbi	0.0639	0.878	0.0002
neighborhood	be on	apple music	0.0639	0.9388	0.0014
import	be better than	american cars	0.0639	0.9167	0.4407
steven	has_property	uses	0.0639	0.8343	0.0008
acorus	has_property	ft	0.0639	0.9474	0.0002
acorus	has_property	dot	0.0639	0.8893	0.0004
acorus	has_property	hit	0.0639	0.8342	0.0007
acorus	has_property	led	0.0639	0.9218	0.0003
banner	has_property	few	0.0639	0.8765	0.0058
girl	have	more body flexibility than boys	0.0639	0.7932	1.0
football	be on	fox today	0.0639	0.9485	0.3013
asmera	can	quiet	0.0639	0.7707	0.0004
asmera	can	uk	0.0639	0.897	0.003
asmera	can	tripoli	0.0639	0.8071	1.0
tap water	can conduct	electricity	0.0639	0.9287	0.0035
problem	has_property	use	0.0639	0.9446	0.0001
split	has_property	scared	0.0639	0.896	0.0017
split	has_property	rpm	0.0639	0.9206	0.0004
bike	has_property	choc	0.0639	0.9312	0.5184
materiel	can	net	0.0639	0.8148	0.0027
basel	has_property	fm	0.0639	0.9428	0.0002
basel	has_temperature	hot	0.0639	0.8995	0.0002
arrow	has_property	small	0.0639	0.8728	0.0002
gain	has_property	closed	0.0639	0.9493	0.0003
gain	has_time	older	0.0639	0.8873	0.0012
cow	has_property	larger than mice	0.0639	0.8773	0.678
technique	has_property	dpm-3	0.0639	1.0	1.0
technique	has_property	nyse	0.0639	0.8401	0.0014
technique	has_property	vygotsky	0.0639	1.0	0.0092
technique	has_property	vhdl	0.0639	1.0	0.0048
technique	has_property	quid	0.0639	0.925	0.0006
technique	has_property	ft	0.0639	0.9474	0.0002
technique	has_property	ubuntu	0.0639	0.9615	0.0005
technique	has_property	sx7	0.0639	1.0	0.4988
technique	has_property	sir	0.0639	0.9278	0.0003
technique	has_property	pvc	0.0639	0.9112	0.0007
technique	has_property	qwerty	0.0639	0.9149	0.0023
technique	has_property	aol	0.0639	0.8777	0.001
technique	has_property	qjs	0.0639	1.0	0.0155
technique	has_property	phd	0.0639	0.927	0.0002
technique	has_property	fcc	0.0639	0.9214	0.0004
technique	has_property	ejected	0.0639	0.883	0.0003
technique	has_property	dpm-3	0.0639	1.0	1.0
technique	has_property	czech	0.0639	0.9181	0.0001
technique	has_property	bsa	0.0639	1.0	0.0003
technique	has_property	vygotsky	0.0639	1.0	0.0092
technique	has_property	vhdl	0.0639	1.0	0.0048
technique	has_property	quid	0.0639	0.925	0.0006
technique	has_property	ft	0.0639	0.9474	0.0002
technique	has_property	ubuntu	0.0639	0.9615	0.0005
technique	has_property	sx7	0.0639	1.0	0.4988
technique	has_property	sir	0.0639	0.9278	0.0003
technique	has_property	pvc	0.0639	0.9112	0.0007
technique	has_property	qwerty	0.0639	0.9149	0.0023
technique	has_property	aol	0.0639	0.8777	0.001
technique	has_property	qjs	0.0639	1.0	0.0155
technique	has_property	phd	0.0639	0.927	0.0002
technique	has_property	qatar	0.0639	0.9064	0.0026
technique	has_property	python	0.0639	0.9585	0.0003
technique	has_property	oxford	0.0639	0.9311	0.0002
technique	has_property	lgbt	0.0639	0.9399	0.0003
technique	has_property	ivy	0.0639	0.9162	0.0003
technique	has_property	iud	0.0639	1.0	0.0002
technique	has_property	ignored	0.0639	0.9179	0.0001
technique	has_property	belts	0.0639	0.9536	0.0002
technique	has_property	iasd	0.0639	1.0	0.0005
technique	has_property	hsbc	0.0639	0.8914	0.0012
technique	has_property	gpa	0.0639	0.9281	0.0003
technique	has_property	gmt	0.0639	0.9424	0.0004
technique	has_property	fyi	0.0639	0.7633	0.0026
technique	has_property	fqdn	0.0639	1.0	0.0002
technique	has_property	fps	0.0639	0.9637	0.0002
technique	has_property	fnac	0.0639	1.0	0.0015
technique	has_property	fcc	0.0639	0.9214	0.0004
technique	has_property	ejected	0.0639	0.883	0.0003
technique	has_property	dpm-3	0.0639	1.0	1.0
technique	has_property	czech	0.0639	0.9181	0.0001
technique	has_property	cnn	0.0639	0.9073	0.0002
dishwasher	has_property	big	0.0639	0.9399	0.0002
furniture	has_property	important in interior design	0.0639	0.9257	0.0457
material	has_property	book	0.0639	0.9384	0.0005
oxidation	relate to	photosynthesis	0.0639	0.8777	0.019
sang	can	quota	0.0639	0.845	0.0038
fermentation	be a source of	metabolic energy	0.0639	0.8217	0.5768
pit	has_property	gap	0.0639	0.8925	0.0007
spain	has_property	ir	0.0639	0.8868	0.0077
rock	has_property	harder to identify then minerals	0.0639	0.7724	1.0
molle	has_property	cbc	0.0639	0.7997	0.0002
molle	has_property	bad	0.0639	0.9451	0.0
pronghorn	can	jump	0.0639	0.8827	0.0001
gardener	has_property	dark	0.0639	0.9412	0.0004
napoleon	be seen	as a villain historically	0.0639	0.8314	1.0
decease	has_property	separated	0.0639	0.8827	0.0012
oboe	has_property	to learn	0.0639	0.8652	0.1179
bike	has_trait	sweet	0.0639	0.9345	0.0002
spanish	has_property	sum	0.0639	0.8949	0.0003
material	has_property	wear	0.0639	0.8927	0.0017
monday	has_property	bbc	0.0639	0.9544	0.0001
c major scale	can	end	0.0639	0.847	0.0002
price	has_property	but	0.0639	0.9327	0.0002
rom	affect	computer performance	0.0639	0.8728	0.0648
psycho	can	vegan	0.0639	0.9202	0.0164
psycho	can	pm	0.0639	0.8283	0.492
database	be vital part of	health care industry	0.0639	0.8905	1.0
binge	eat	bad	0.0639	0.8337	0.4121
india	has_movement	ahead	0.0639	0.8973	0.0001
tombstone	has_trait	open	0.0639	0.9491	0.0001
hrt	improve	mood	0.0639	0.7938	0.0196
world	has_property	aids	0.0639	0.9027	0.0729
humanity	has_property	am important	0.0639	0.8618	0.4017
house sparrow	can	quit	0.0639	0.8937	0.0001
sweating	can	rap	0.0639	0.8297	0.0016
beer can	has_property	mri	0.0639	0.9024	0.0002
beer can	has_property	mph	0.0639	0.9628	0.0003
beer can	has_property	mvp	0.0639	0.8754	0.0003
beer can	has_property	mtv	0.0639	0.9393	0.0002
beer can	has_property	matt	0.0639	0.897	0.0003
beer can	has_property	mpg	0.0639	0.9433	0.0005
beer can	has_property	mnemonic	0.0639	0.9152	0.0002
beer can	has_property	mk	0.0639	0.8449	0.0014
beer can	has_property	mnemonic	0.0639	0.9152	0.0002
beer can	has_property	mk	0.0639	0.8449	0.0014
chick	move	around	0.0639	0.8668	0.0019
reactionary	has_property	different from conservative	0.0639	0.8988	0.1421
split	has_property	tlc	0.0639	0.9135	0.0001
split	has_property	mph	0.0639	0.9628	0.0003
frat	have	paddles	0.0639	0.888	0.0374
chili	has_property	fbi	0.0639	0.878	0.0002
jones	play game with	mc	0.0639	0.798	1.0
baby bird	has_property	bigger than parents	0.0639	0.8919	0.312
red meat	have	more iron than chicken	0.0639	0.866	1.0
love	has_property	too good to be true	0.0639	0.8911	0.7344
ethical code	has_property	effective	0.0639	0.9045	0.0001
chloroplast	be similar to	prokaryotic cells	0.0639	0.9328	0.4021
fart	has_time	often	0.0639	0.8892	0.0036
tennis player	change	ends	0.0639	0.7269	0.3453
addict	have	swollen hands	0.0639	0.8491	0.3755
hedge	has_property	wwi	0.0639	1.0	0.0003
bolzano	can	quit	0.0639	0.8937	0.0001
balloon	shrink	when put into liquid nitrogen	0.0639	0.7787	1.0
ink cartridge	has_property	free	0.0639	0.9514	0.0001
radioactive decay	used	determining	0.0639	0.7935	1.0
guard	has_color	ruby	0.0639	0.9461	0.0007
fisherman	has_trait	quiet	0.0639	0.8833	0.0001
steering	has_property	idle	0.0639	0.8249	0.0002
icicle plant	can	occur	0.0639	0.8906	0.0001
chemical reaction	be essential for	living things	0.0639	0.9394	0.1321
nintendo	has_property	au	0.0639	0.8988	0.004
girl	complete	suicide	0.0639	0.7553	0.741
beagle	has_trait	quiet	0.0639	0.8833	0.0001
beagle	has_property	zero	0.0639	0.9429	0.0001
slot	has_property	pd	0.0639	0.9647	0.0001
muscle	have	important but	0.0639	0.9486	0.1794
cow	have	4 digestive system	0.0639	0.9377	1.0
sang	has_property	use	0.0639	0.9446	0.0001
brain cell	have	important diet	0.0639	0.922	0.1248
sed	has_property	necessary	0.0639	0.9168	0.0002
soda	hold	more carbonation at lower temp	0.0639	0.6985	1.0
focal length	affect	telescope	0.0639	0.8057	1.0
brain wave	has_diet	vegan	0.0639	0.9111	0.0001
