local_sigma	neighborhood_sigma	object	plausibility	predicate	subject
0.4863	0.778	in the customs union	0.9463	has_property	gibraltar
0.8703	0.858	tails	0.9463	get	bass
0.1606	1.0	yyyymmdd	0.9463	has_property	ang
0.0071	0.8841	one	0.9463	has_property	vitamin
0.006	0.8414	american	0.9463	has_property	internet
0.0183	0.8895	pd	0.9463	be free	andrew
0.0054	0.7882	act	0.9463	can	alcoholism
0.3972	0.8251	amie	0.9463	has_property	amazona
0.0065	0.803	average	0.9463	has_property	amazona
0.0136	0.7907	shop	0.9463	has_property	amazona
0.5161	0.7541	rum	0.9463	has_property	amazona
0.1033	0.8338	roman	0.9463	has_property	amazona
0.0267	0.7526	rhino	0.9463	has_property	amazona
0.0421	0.6186	rbi	0.9463	has_property	amazona
0.0184	0.8188	broken	0.9463	has_property	amazona
0.006	0.8776	needed	0.9463	has_property	amazona
0.0225	0.8249	morph	0.9463	has_property	amazona
0.3972	0.8251	amie	0.9463	has_property	amazona
0.0371	0.8455	festival	0.9463	has_property	amazona
1.0	0.7816	into a hurricane	0.9463	change	thunderstorm
0.0185	0.8105	bus	0.9463	has_property	cold
0.007	0.8377	plan	0.9463	has_property	iphone
0.1811	1.0	fgv	0.9463	has_property	pad
0.0287	0.6894	fanatic	0.9463	has_property	pad
0.0269	0.8058	occurred	0.9463	has_property	steam
0.0468	0.875	blood pressure	0.9463	raise	birth control pill
0.0554	0.8524	value	0.9463	have	iota
0.0031	0.8199	avg	0.9463	has_property	flat
0.0057	0.8178	dec	0.9463	has_property	fin
0.3277	0.8144	ham	0.9463	be burn	bod
0.0125	0.948	right now	0.9463	has_property	sound
0.0167	0.7405	via	0.9463	has_property	dea
0.205	0.6919	wallet	0.9463	has_property	steam
0.9694	1.0	wjo4zo4	0.9463	has_property	steam
0.0125	0.7976	squad	0.9463	has_property	steam
0.0027	0.7917	cbc	0.9463	has_property	steam
0.0018	0.9084	bbc	0.9463	has_property	steam
0.0113	0.8506	email	0.9463	has_property	io
0.0048	0.8482	gym	0.9463	has_property	wei
0.0085	0.7667	ww2	0.9463	has_property	connection
1.0	0.6958	piano tiles 2	0.9463	work on	sound
1.0	0.6661	captain	0.9463	lark	dylan
0.0038	0.8731	python	0.9463	has_property	io
0.0281	0.9746	in the world	0.9463	has_property	starvation
0.0033	0.8148	sweet	0.9463	has_trait	green
0.0051	0.8377	cns	0.9463	has_property	io
1.0	1.0	uccido	0.9463	has_property	io
1.0	1.0	wdcx	0.9463	has_property	connection
0.0019	0.809	old	0.9463	has_time	chicago
0.029	1.0	sdi	0.9463	has_property	io
0.0095	0.7241	quid	0.9463	has_property	io
0.042	1.0	ue4	0.9463	has_property	io
0.8809	1.0	rbac	0.9463	has_property	io
0.4699	1.0	oauth2	0.9463	has_property	io
0.9699	1.0	iqkeyboardmanager	0.9463	has_property	io
0.0018	0.8575	ignored	0.9463	has_property	io
0.1166	0.6372	gyroscope	0.9463	has_property	io
0.0026	0.9191	fps	0.9463	has_property	io
0.021	0.757	dhcp	0.9463	has_property	io
0.9191	1.0	cyclades	0.9463	has_property	io
0.0676	0.7166	yuri	0.9463	has_property	io
0.0187	0.8259	sync	0.9463	has_property	io
0.0698	0.8217	objective	0.9463	has_trait	io
0.0188	0.8113	dynamic	0.9463	has_trait	io
0.0189	0.8067	amber	0.9463	has_color	io
1.0	0.7939	the triangle	0.9463	be called	north carolina
0.0483	0.8797	wood	0.9463	has_property	chicago
0.0063	0.9271	tonight	0.9463	be on	fresh eggs
0.001	0.8705	illegal	0.9463	has_property	tor
1.0	0.7611	class 8	0.9463	corrode	metal
0.8595	0.6184	crossover	0.9463	has_property	marvel
0.0085	0.7667	ww2	0.9463	has_property	air conditioning
0.1238	1.0	wfbm	0.9463	has_property	air conditioning
0.0072	0.8877	weird	0.9463	has_property	air conditioning
0.0756	1.0	mw3	0.9463	has_property	air conditioning
0.0465	0.7972	mst	0.9463	has_property	air conditioning
0.015	0.8745	mc	0.9463	has_property	air conditioning
0.0258	1.0	cambrian	0.9463	has_property	air conditioning
0.0022	0.913	cpu	0.9463	has_property	air conditioning
0.0035	0.8854	pc	0.9463	has_property	air conditioning
0.0219	1.0	ck2	0.9463	has_property	air conditioning
0.0036	0.9106	fm	0.9463	has_property	air conditioning
0.0101	0.8474	pcs	0.9463	has_property	print
0.3163	0.8433	symphony	0.9463	has_property	bittersweet
0.0423	0.8189	object	0.9463	has_property	console
0.1467	1.0	oyun	0.9463	has_property	console
0.0536	0.7627	occasion	0.9463	has_property	console
0.9066	0.7102	nets	0.9463	has_property	loading
0.0068	0.8202	oggi	0.9463	has_property	heartland
0.0031	0.8068	oxford	0.9463	has_property	heartland
0.0041	0.8081	mvp	0.9463	has_property	phone number
0.0038	0.8731	python	0.9463	has_property	shipping
0.0039	0.8903	sd	0.9463	has_property	samsung
0.023	0.8002	mp4	0.9463	has_property	polaroid
0.0043	0.8553	written	0.9463	has_property	polaroid
0.022	0.8076	ups	0.9463	has_place	steam
0.0054	0.8362	dr	0.9463	has_property	eye
0.0141	0.7726	dui	0.9463	has_property	showing
0.3108	1.0	fs1	0.9463	has_property	showing
0.2476	1.0	yugoslavia	0.9463	has_property	showing
0.9427	1.0	xmltype	0.9463	has_property	showing
0.1623	1.0	oaxaca	0.9463	has_property	showing
1.0	1.0	yekaterinburg	0.9463	has_property	showing
0.0028	0.7933	fbi	0.9463	has_property	open
0.0067	0.8965	sea	0.9463	has_property	story
0.0036	0.9106	fm	0.9463	has_property	click
0.0023	1.0	wjec	0.9463	has_property	click
0.071	0.8757	environment	0.9463	be harmful to	plastic
1.0	1.0	o'que	0.9463	has_property	video
0.0758	0.6261	archived	0.9463	has_property	video
0.0167	0.8099	breed	0.9463	can	canary
0.0018	0.9084	bbc	0.9463	has_property	smoking
1.0	1.0	o'jays	0.9463	has_property	reunion
0.0022	0.7721	toque	0.9463	has_property	reunion
0.1088	0.9248	afghanistan	0.9463	has_property	helping
0.0536	0.7627	occasion	0.9463	has_property	reunion
1.0	0.8522	against the wind	0.9463	can sail	ship
1.0	0.8396	ice	0.9463	get stuck to	tongue
0.4959	0.6857	syndication	0.9463	be nine in	deep space
0.1267	0.7689	aerobics	0.9463	has_property	water
0.0306	0.8176	fatal	0.9463	has_property	video
0.3629	1.0	kvepalai	0.9463	has_property	dare
0.0438	0.8871	role	0.9463	has_property	dare
0.0046	0.9613	ireland	0.9463	has_property	olympics
1.0	0.7218	enough fire	0.9463	consume	us
0.9377	0.6762	aka min	0.9463	has_property	taking
0.0156	0.7928	tom	0.9463	has_property	batman
0.0041	0.9407	la	0.9463	has_property	sewing machine
0.0107	0.78	irritated	0.9463	has_property	water
0.0018	0.9084	bbc	0.9463	has_property	water
0.0017	0.8048	tlc	0.9463	has_property	water
0.2602	0.7026	effluent	0.9463	has_property	water
0.1658	0.7198	yearly	0.9463	has_time	water
0.0002	0.8516	work	0.9463	can	bolzano
0.0124	0.8123	error	0.9463	has_property	water
0.0027	0.8293	cnn	0.9463	has_property	water
0.0664	0.8334	jain	0.9463	has_property	water
0.0518	1.0	oqy	0.9463	has_property	water
0.0254	1.0	ekşi	0.9463	has_property	water
0.1571	1.0	dq8	0.9463	has_property	water
0.3372	0.8823	very low	0.9463	has_property	sound
0.4008	0.8212	jersey shore	0.9463	be on	mike
0.4968	0.7459	boom	0.9463	has_property	water
0.02	0.8553	psychology	0.9463	has_property	belly
0.0029	0.9198	gb	0.9463	has_property	belly
0.0224	0.7939	feb	0.9463	has_property	belly
0.0036	0.9106	fm	0.9463	has_property	belly
0.0016	0.8472	safe	0.9463	has_property	chat
0.0045	0.854	twitter	0.9463	has_property	ireland
0.017	0.6384	oiled	0.9463	has_property	ireland
0.965	1.0	ohmmeter	0.9463	has_property	ireland
0.0236	0.816	obsessed	0.9463	has_property	ireland
0.0074	0.8283	nfc	0.9463	has_property	ireland
0.0295	0.6888	curd	0.9463	has_property	ireland
0.0094	0.7758	iced	0.9463	has_property	ireland
0.01	0.8287	web	0.9463	has_property	sire
0.6651	0.7414	mugs	0.9463	has_property	helping
0.0835	0.8732	apps	0.9463	has_property	helping
0.9104	1.0	tcha	0.9463	has_property	go
0.0202	0.9039	lap	0.9463	has_property	messenger
0.017	0.6384	oiled	0.9463	has_property	usa
0.0068	0.9006	year	0.9463	has_property	yan
0.1797	0.8124	marin	0.9463	has_property	heart
0.1603	0.8167	failed	0.9463	has_property	vaccine
0.0231	0.8158	cd oil	0.9463	has_property	takin
1.0	0.733	at the hartford crossing	0.9463	has_property	queue
0.0041	0.9407	la	0.9463	has_property	white
0.2003	0.7137	demo	0.9463	has_property	batman
1.0	0.7692	monsters parents	0.9463	have	monster
0.0127	0.8142	yes	0.9463	has_property	water
0.0198	0.8777	tx	0.9463	has_property	orange
0.0313	1.0	gmat	0.9463	has_property	shari
0.0096	0.849	enemy	0.9463	has_property	state
0.0172	0.8633	aired	0.9463	has_property	hulk
0.0124	0.8346	taken	0.9463	has_property	batman
0.0028	0.9134	day	0.9463	has_property	wee
0.0022	0.9338	use	0.9463	has_property	rock
0.0836	0.821	underground	0.9463	has_property	nh
0.018	0.8462	pink	0.9463	turn	mushroom
0.0934	0.8375	rig	0.9463	has_property	showing
0.0048	0.8036	met	0.9463	has_property	fit
0.3205	0.847	pregnancy	0.9463	be sign of	urination
0.0209	0.8668	ever	0.9463	has_time	daw
0.0193	1.0	yugo	0.9463	has_property	mill
0.9624	1.0	kvinneundertrykkelsen	0.9463	has_property	mill
0.0027	0.8419	belts	0.9463	has_property	orange
1.0	0.8245	nu yens	0.9463	has_property	laurens
0.0112	0.718	tko	0.9463	has_property	orange
0.2402	1.0	oyonnax	0.9463	has_property	orange
0.0048	0.8341	ikea	0.9463	has_property	orange
0.2337	1.0	justine	0.9463	has_property	orange
0.0505	0.8575	yellow	0.9463	get	leaf
1.0	0.7977	other dogs eyes	0.9463	lick	dog
0.0249	0.8794	amazon prime	0.9463	has_property	laptop
0.895	1.0	illegalargumentexception	0.9463	has_property	throe
0.0036	0.9106	fm	0.9463	has_property	throe
0.1473	0.8498	downloaded	0.9463	has_property	throe
0.1021	0.8113	jul	0.9463	has_property	throe
0.895	1.0	illegalargumentexception	0.9463	has_property	throe
0.0079	0.9032	hbo	0.9463	has_property	throe
0.0075	0.9055	cbs	0.9463	has_property	throe
0.0333	0.8536	bop	0.9463	has_property	throe
0.0428	0.8135	axes	0.9463	has_property	throe
0.0053	0.778	owned	0.9463	has_property	chicago
0.0344	0.8404	center	0.9463	has_property	stoma
0.221	1.0	tyre	0.9463	has_property	flat
0.022	0.8046	rap	0.9463	has_property	sire
0.1264	0.8189	rhymes	0.9463	has_property	sire
1.0	0.7488	on a bird similar to the hair on a mammal	0.9463	be	feather
0.0046	0.882	had	0.9463	has_property	hard work
0.0045	0.854	twitter	0.9463	has_property	laurens
0.0035	0.8614	ozone	0.9463	has_property	laurens
0.8748	0.7875	pele	0.9463	has_property	laurens
0.0463	0.7968	obituaries	0.9463	has_property	laurens
0.0536	0.8613	often	0.9463	has_time	laurens
0.0782	0.8583	rigs	0.9463	has_property	bet
0.2606	0.7363	dome	0.9463	has_property	alar
0.0101	0.8745	awards	0.9463	has_property	hr
0.5962	0.8887	wheel drive	0.9463	has_property	front
0.0018	0.8718	text	0.9463	has_property	handmaid
0.0102	0.7763	twin	0.9463	has_property	handmaid
0.0715	0.7622	trailer	0.9463	has_property	handmaid
0.0056	1.0	tquk	0.9463	has_property	handmaid
0.0032	0.8769	ft	0.9463	has_property	handmaid
0.0974	0.7483	synopsis	0.9463	has_property	handmaid
0.1577	0.7594	speedy	0.9463	has_movement	handmaid
0.2974	0.7326	soundtrack	0.9463	has_property	handmaid
0.0036	0.8417	smart	0.9463	has_property	handmaid
0.0148	0.8324	significant	0.9463	has_property	handmaid
0.0054	0.6505	sgt	0.9463	has_property	handmaid
0.0073	0.6919	scripted	0.9463	has_property	handmaid
0.1934	0.6914	sayings	0.9463	has_property	handmaid
0.2618	0.7753	sequence	0.9463	has_property	handmaid
0.0774	0.8889	olympic	0.9463	has_property	handmaid
0.0561	0.8282	odyssey	0.9463	has_property	handmaid
0.0038	0.8884	awesome	0.9463	has_property	handmaid
0.4858	0.7581	ashes	0.9463	has_property	handmaid
0.1734	0.7978	adventure	0.9463	has_property	handmaid
0.1161	0.7453	obsessive	0.9463	has_trait	handmaid
0.2075	0.8452	pennsylvania	0.9463	be in	liberty bell
0.0053	0.913	hair	0.9463	has_body_part	bristle
0.0139	0.7607	equipment	0.9463	has_property	mak
0.0002	0.8516	work	0.9463	can	tko
1.0	0.8382	pc	0.9463	be safe	poi
0.0066	0.865	good	0.9463	feel	affair
0.0935	0.6307	var	0.9463	has_property	load
0.4122	0.9135	michigan	0.9463	be high in	insurance
0.0036	0.9106	fm	0.9463	has_property	hr
0.0198	0.7607	axiom	0.9463	has_property	hr
0.3845	0.7375	dribble	0.9463	can	cat
0.007	0.8377	plan	0.9463	has_property	camera
0.7724	0.7878	hydrogen	0.9463	lack	planet
0.0596	0.7159	extra	0.9463	has_property	orange
0.0019	0.809	old	0.9463	has_time	chat
0.0027	0.8293	cnn	0.9463	has_property	stoma
0.0038	0.8135	cpi	0.9463	has_property	stoma
0.0057	0.827	cctv	0.9463	has_property	stoma
0.0356	0.9495	english	0.9463	has_property	laying
0.0056	0.7744	iconic	0.9463	has_property	dragon
0.2511	0.745	wa	0.9463	has_property	online banking
0.1022	0.8123	rectangle	0.9463	has_property	table
0.0073	0.7962	last	0.9463	can	empire
0.0164	0.7947	numbered	0.9463	has_property	nato
1.0	1.0	nfiu	0.9463	has_property	nato
1.0	1.0	nbwf	0.9463	has_property	nato
0.0832	1.0	ijmuiden	0.9463	has_property	europe
0.007	1.0	iasd	0.9463	has_property	europe
0.0018	0.865	go	0.9463	has_property	connecting
0.1011	0.8323	turned	0.9463	has_movement	olympics
0.0105	0.8622	sleep	0.9463	has_property	fortnight
0.0955	0.7961	ed	0.9463	has_property	fortnight
0.0052	0.8896	egg	0.9463	has_property	fortnight
0.0381	0.8055	disabled	0.9463	has_property	fortnight
0.0045	0.8783	celebrated	0.9463	has_property	fortnight
1.0	0.8895	twice 2019	0.9463	has_property	flu
1.0	0.8026	amphibians	0.9463	belong to	frog
0.0073	0.9279	can	0.9463	has_property	dancing
1.0	0.8198	with the military	0.9463	do	trump
0.0054	0.8362	dr	0.9463	has_property	gecko
0.0229	0.806	image	0.9463	has_property	toda
0.0851	0.6882	minded	0.9463	has_property	tattoo
1.0	0.6773	webs	0.9463	face down in	spider
1.0	0.8336	in certain parts of the world	0.9463	grow	some trees
0.0013	0.8652	mp3	0.9463	has_property	sire
0.0763	0.8084	mile	0.9463	has_property	sire
0.1574	0.8204	each	0.9463	has_property	gop
0.0068	0.8202	oggi	0.9463	has_property	mem
1.0	1.0	vbhxh	0.9463	has_property	mem
0.2171	1.0	iletişim	0.9463	has_property	mem
0.0027	0.8937	oil	0.9463	has_property	messenger
0.0019	0.865	slow	0.9463	has_movement	tinder
0.0011	0.9279	be	0.9463	can	tsunami
0.0022	0.8786	go	0.9463	can	scat
0.0028	0.8815	fly	0.9463	can	dove
0.3994	0.8571	smart phone	0.9463	has_property	heating
0.0202	0.918	iphone	0.9463	work on	datum
0.1938	1.0	wloclawek	0.9463	has_property	oke
0.0073	0.6919	scripted	0.9463	has_property	oke
0.0457	0.8146	amsterdam	0.9463	has_property	oke
0.7216	1.0	ainu	0.9463	has_property	oke
1.0	0.8831	yd yo	0.9463	has_property	abbe
0.6442	0.7871	schools	0.9463	work with	social service
0.1669	0.8845	itunes	0.9463	show up on	phone
0.0729	0.9241	sale	0.9463	has_property	steam
0.331	0.8565	essen	0.9463	has_property	gop
0.0257	0.8501	nutrition	0.9463	has_property	tomato
1.0	0.7792	stocks	0.9463	become	stock
0.0206	0.899	in the wild	0.9463	live	black panther
0.0057	0.8202	t shirts	0.9463	has_property	football player
0.158	0.7975	dd tank	0.9463	has_property	game
0.0113	0.8506	email	0.9463	has_property	chat
0.0038	0.8731	python	0.9463	has_property	belly
0.051	0.8887	tickets	0.9463	has_property	olympics
0.6354	1.0	szolgáltatás	0.9463	has_property	streaming
0.0031	0.8199	avg	0.9463	has_property	streaming
0.0031	0.8199	avg	0.9463	has_property	streaming
0.0082	0.8087	np	0.9463	has_property	bank card
0.0066	0.8293	etc	0.9463	has_property	bank card
0.0043	0.8553	written	0.9463	has_property	bank card
0.0093	0.8784	wu	0.9463	has_property	bank card
0.0183	0.8895	pd	0.9463	be free	antony
0.0019	0.809	old	0.9463	has_time	console
0.1602	0.7903	twist	0.9463	has_movement	flat
1.0	0.7878	tails in the vicinity of the sun	0.9463	have	comet
0.0046	0.9405	air	0.9463	has_property	tonight
0.8645	0.791	baggage	0.9463	has_property	add
0.9647	1.0	ljudkänslig	0.9463	has_property	add
0.597	0.8437	keller	0.9463	has_property	hel
0.0066	0.8405	equal	0.9463	has_property	vitharr
0.0071	0.8617	essential	0.9463	has_property	vitharr
0.0696	0.7209	enabled	0.9463	has_property	vitharr
0.0026	0.8946	mr	0.9463	has_property	phone
0.0274	0.9726	the body	0.9463	affect	creatine
0.3696	0.8915	better than home school	0.9463	has_property	school
0.0013	0.8652	mp3	0.9463	has_property	heart
0.0109	0.7106	ruby	0.9463	has_color	day
0.0277	0.7877	near	0.9463	has_place	mart
0.0141	0.8351	typing	0.9463	has_property	heart
0.0078	0.7112	wasn	0.9463	has_property	day
0.5724	0.7223	martin	0.9463	has_property	doc
0.1216	0.6504	nova	0.9463	has_property	tyan
1.0	0.8751	the most popular sport in canada	0.9463	has_property	hockey
0.0039	0.8364	real	0.9463	has_property	ut
0.8779	1.0	ymha	0.9463	has_property	abbe
0.0774	0.8889	olympic	0.9463	has_property	hawaii
0.0216	0.6614	irresistible	0.9463	has_property	hawaii
0.0383	0.8259	ion	0.9463	has_property	hawaii
0.0048	0.8341	ikea	0.9463	has_property	hawaii
0.0018	0.8575	ignored	0.9463	has_property	hawaii
0.0287	0.6894	fanatic	0.9463	has_property	hawaii
0.0036	1.0	mfa	0.9463	has_property	hawaii
0.1611	0.6525	mgr	0.9463	has_property	heart
0.0164	0.8428	nhl	0.9463	has_property	day
0.2336	0.8283	grades	0.9463	has_property	mem
0.0018	0.9084	bbc	0.9463	has_property	day
0.0077	0.6316	oars	0.9463	has_property	sire
0.0045	0.8045	occupied	0.9463	has_property	sire
0.0037	0.7893	hhs	0.9463	has_property	sire
0.0056	0.7744	iconic	0.9463	has_property	sire
0.0044	0.7869	ibm	0.9463	has_property	sire
0.0359	0.826	ivan	0.9463	has_property	sire
0.0045	0.854	twitter	0.9463	has_property	sire
0.3014	0.7972	tricks	0.9463	has_property	sire
0.116	0.685	atm	0.9463	has_property	sire
1.0	1.0	taklidi	0.9463	has_property	sire
0.1823	0.7934	hdmi	0.9463	has_property	sire
0.0234	0.791	ethics	0.9463	has_property	day
0.1015	1.0	ozarks	0.9463	has_property	day
0.0088	1.0	mbti	0.9463	has_property	day
0.7644	1.0	ljubuski	0.9463	has_property	day
0.8771	1.0	hlabelela	0.9463	has_property	day
0.0889	1.0	moviesnet	0.9463	has_property	day
0.8698	1.0	ez2dj	0.9463	has_property	day
0.0254	1.0	ekşi	0.9463	has_property	day
0.0621	1.0	dtla	0.9463	has_property	day
0.0042	1.0	ao3	0.9463	has_property	day
0.0035	0.8854	pc	0.9463	has_property	day
0.881	0.7707	eng sub	0.9463	has_property	kor
0.0124	0.8346	taken	0.9463	has_property	vaccine
0.0099	0.9399	pet	0.9463	has_property	shipping
1.0	0.7689	night	0.9463	transpire at	plant
0.0136	0.8241	global	0.9463	has_property	day
0.4707	0.8191	web store	0.9463	has_property	chrome
0.0254	0.8821	games	0.9463	has_property	daw
0.0022	0.913	cpu	0.9463	has_property	control
0.2883	0.8366	oxygen	0.9463	breathe	football player
1.0	0.7388	valleys	0.9463	be placed in	radio telescope
0.0004	0.9291	bad	0.9463	has_property	friend
0.1328	0.758	den	0.9463	has_property	roc
0.0865	0.913	cpu good	0.9463	has_property	ig
1.0	1.0	ktql	0.9463	has_property	tl
0.1741	0.8233	cz	0.9463	has_property	tl
0.0744	0.8538	care	0.9463	has_property	stoma
0.0025	0.9083	dvd	0.9463	has_property	ip
0.0027	0.8661	tnt	0.9463	has_property	stream
0.0101	0.8643	cycle	0.9463	has_property	reid
0.0068	0.8335	online	0.9463	has_property	score
0.0105	0.8622	sleep	0.9463	has_property	recoding
0.0061	0.7038	synonym	0.9463	has_property	recoding
0.0514	0.8082	skills	0.9463	has_property	recoding
0.8471	0.6929	session	0.9463	has_property	recoding
0.7232	0.7885	marathi	0.9463	has_property	recoding
0.0335	0.8523	form	0.9463	has_property	rondo
0.0198	0.8129	effects	0.9463	has_property	clot
0.0582	0.6977	lawful	0.9463	has_property	hel
0.1615	1.0	rfcs	0.9463	has_property	hel
0.9699	1.0	rheinschiene	0.9463	has_property	hel
0.4451	0.7645	ovate	0.9463	has_property	hel
0.9662	1.0	izdebka	0.9463	has_property	hel
0.0758	0.6261	archived	0.9463	has_property	hel
0.0039	0.843	types	0.9463	has_property	rock n roll
0.2591	1.0	tdcj	0.9463	has_property	plane
0.0045	0.9144	accurate	0.9463	has_property	idol
0.0027	0.858	available	0.9463	has_property	idol
0.0112	0.8166	enough	0.9463	has_property	day
0.0313	0.7046	avis	0.9463	has_property	te
0.1178	0.8405	hyde	0.9463	has_property	mari
0.1237	0.699	inn	0.9463	has_property	day
0.3483	0.8476	a solution	0.9463	has_property	blood
0.055	1.0	rca	0.9463	has_property	te
0.3332	0.7814	mic	0.9463	has_property	command
1.0	0.6982	pleura	0.9463	has_property	te
0.0153	0.7786	established	0.9463	has_property	internet
0.2961	0.5962	enema	0.9463	has_property	te
0.0287	0.6803	fattening	0.9463	has_property	rice
1.0	1.0	extrañaré	0.9463	has_property	te
1.0	1.0	nsorflow	0.9463	has_property	te
0.001	1.0	to	0.9463	has_property	researcher
0.0127	0.8317	rhyme	0.9463	has_property	phone
0.0224	0.7939	feb	0.9463	has_property	control
0.3231	0.8376	com	0.9463	be important	communication
1.0	0.8519	wild park	0.9463	has_property	coo
0.3313	0.8654	netflix	0.9463	be upgraded on	hel
0.1424	1.0	ozee	0.9463	has_property	idol
0.0327	0.7968	oops	0.9463	has_property	idol
0.4105	0.8384	blogs	0.9463	has_property	nb
