subject	predicate	object	plausibility	neighborhood_sigma	local_sigma
astronaut	eat food in	space	1.0	0.873	1.0
fish	has_body_part	scales	1.0	0.8429	0.0331
seed	need	light	1.0	0.8419	0.0734
church	have	crosses	1.0	0.7389	0.2087
lawyer	make	money	1.0	0.91	0.0014
asteroid	hit	earth	1.0	0.7417	0.1906
white chocolate	has_property	chocolate	1.0	0.884	0.0831
desert	get	rain	1.0	0.8765	0.1807
mechanic	get	paid	1.0	0.9029	0.0027
graffiti	has_property	art	1.0	0.9013	0.0031
shoe	has_body_part	heel	1.0	0.7109	0.2886
human	has_body_part	eye	1.0	0.8632	0.006
radio station	play	music	1.0	0.8584	0.0419
animal	has_body_part	fur	1.0	0.8927	0.0145
ladybug	have	spots	1.0	0.8624	0.0238
dog	stop	eating	1.0	0.7639	0.0588
fish	survive in	water	1.0	0.8968	0.0572
moth	be called	peppered moth	1.0	0.6704	1.0
pepper	turn	red	1.0	0.8661	0.0069
plant	make	food	1.0	0.8302	0.0716
human	eat	meat	1.0	0.9271	0.0167
thanksgiving	has_property	on a thursday	1.0	0.8945	0.2962
truck driver	get	paid	1.0	0.9029	0.0027
star	be in	sky	1.0	0.9467	0.0294
musician	make	music	1.0	0.8137	0.0553
animal	live in	water	1.0	0.922	0.0159
twin	have	same dna	1.0	0.9044	0.2285
truck	stop at	weigh stations	1.0	0.6899	0.4052
baby	has_body_part	hair	1.0	0.913	0.0056
train	run on	track	1.0	0.788	1.0
student	drop out of	school	1.0	0.753	0.2772
cell	have	organelles	1.0	0.8057	0.1444
mountain	get	snow	1.0	0.8755	0.0935
spider	get caught in	web	1.0	0.8106	1.0
player	play	football	1.0	0.8224	0.0821
doctor	get	paid	1.0	0.9029	0.0027
company	pay	dividends	1.0	0.759	0.0659
camel	survive in	desert	1.0	0.9835	0.0171
chicken	make	egg	1.0	0.8565	0.3324
ant	has_body_part	wings	1.0	0.8383	0.0174
dolphin	live in	water	1.0	0.922	0.0159
magnet	attract	metal	1.0	0.708	1.0
metamorphic rock	become	rock	1.0	0.8024	0.1351
smoker	get	lung cancer	1.0	0.8603	0.8371
boiled egg	has_manner	hard	1.0	0.8795	0.0017
rock	dissolve in	water	1.0	0.9283	0.0127
plant	need	soil	1.0	0.8464	0.1315
candidate	be for	president	1.0	0.9373	0.5044
chinese	eat	rice	1.0	0.8432	0.0836
wedding ring	go on	finger	1.0	0.8226	0.4547
tomato	has_color	green	1.0	0.8901	0.002
dog	has_body_part	tongue	1.0	0.8493	0.0513
police officer	make	money	1.0	0.91	0.0014
parasite	kill	host	1.0	0.7988	0.437
ion	have	charge	1.0	0.8361	0.0413
bear	eat	salmon	1.0	0.8633	0.3143
shark	live in	water	1.0	0.922	0.0159
footballer	get	paid	1.0	0.9029	0.0027
physical change	differ from	change	1.0	0.9091	0.5008
adult	get	acne	1.0	0.8945	0.0938
element	have	isotopes	1.0	0.803	0.4654
ultimate frisbee	has_property	sport	1.0	0.9145	0.0118
noble gas	form	bond	1.0	0.8185	0.3655
baby	drink	milk	1.0	0.8867	0.0458
hurricane	hit	coast	1.0	0.7166	1.0
volcano	occur at	plate boundaries	1.0	0.8839	0.5083
keyboard	be in	alphabetical order	1.0	0.7427	0.1129
manager	get	paid	1.0	0.9029	0.0027
beer	be in	bottle	1.0	0.8931	0.0862
midsummer night	have	dream	1.0	0.8415	0.5079
plant	has_body_part	stomach	1.0	0.8563	0.0869
wave	erode	coast	1.0	0.6926	1.0
jupiter	have	moon	1.0	0.8892	0.0806
hamster	have	tails	1.0	0.9136	0.009
hermit crab	have	shell	1.0	0.8279	0.0798
plant	have	chloroplast	1.0	0.7884	0.2066
number	come up as	unknown	1.0	0.7594	0.286
egg	give	diarrhea	1.0	0.9004	0.0178
egg	float in	water	1.0	0.9379	0.0227
fruit bat	eat	fruit	1.0	0.8443	0.1158
photo	be on	cloud	1.0	0.9332	0.1726
mold	grow on	bread	1.0	0.7813	0.2633
solid	conduct	electricity	1.0	0.905	0.0123
text	has_color	blue	1.0	0.9415	0.0019
plane	has_body_part	wing	1.0	0.7757	0.0523
french fry	be called	fry	1.0	0.7828	1.0
cat	clean	themselves	1.0	0.7499	0.0347
living thing	become	fossil	1.0	0.8527	0.5489
plant	absorb	water	1.0	0.8378	0.0194
nitrogen	be in	air	1.0	0.9405	0.0404
fund	pay	dividends	1.0	0.7762	0.0659
japanese	has_body_part	hair	1.0	0.913	0.0056
virus	infect	cell	1.0	0.839	0.4658
orange	has_body_part	skin	1.0	0.8794	0.0072
pig	has_body_part	hair	1.0	0.913	0.0056
seahorse	give	birth	1.0	0.8589	0.007
school	have	lockers	1.0	0.6359	0.2243
insect	help in	pollination	1.0	0.7708	0.6055
halley	have	comet	1.0	0.7372	0.9154
hiroshima	has_property	radioactive	1.0	0.8608	0.0288
frog	eat	frogs	1.0	0.824	0.2686
social worker	get	paid	1.0	0.9029	0.0027
plant	go	yellow	1.0	0.8575	0.0122
substance	conduct	electricity	1.0	0.905	0.0123
animal	has_trait	cute	1.0	0.8499	0.0103
brake light	has_place	on	1.0	0.9591	0.002
hamster	make	noise	1.0	0.8829	0.0046
religion	celebrate	christmas	1.0	0.8894	0.0081
plant cell	have	cell wall	1.0	0.855	0.1382
school	teach	cursive	1.0	0.6847	0.5879
cloud	look	white	1.0	0.8917	0.0375
lou gehrig	have	disease	1.0	0.8816	0.0844
accountant	make	money	1.0	0.91	0.0014
teacher	get	paid more	1.0	0.9029	0.0378
twin	look	identical	1.0	0.7581	0.1912
plane	have	windows	1.0	0.8875	0.0245
wedding dress	has_color	white	1.0	0.9376	0.0013
planet	have	magnetic field	1.0	0.8818	0.0986
cat	has_body_part	ear	1.0	0.8449	0.0459
metal	react with	water	1.0	0.8876	0.0335
muscle	have	striations	1.0	0.6775	0.2363
black hole	be in	space	1.0	0.9066	0.0203
engineer	make	money	1.0	0.91	0.0014
star	move in	sky	1.0	0.8993	0.3204
eraser	has_property	made	1.0	0.9234	0.0004
moon	be in	sky	1.0	0.9467	0.0294
photo	upload	cloud	1.0	0.7284	1.0
soldier	wear	mask	1.0	0.9036	0.0615
man	love	woman	1.0	0.7684	0.6523
father	get	custody	1.0	0.8438	0.1503
whale	have	barnacles	1.0	0.7882	0.129
dog	get	sick	1.0	0.8564	0.0195
astronaut	walk on	moon	1.0	0.8155	1.0
bike	have	gears	1.0	0.7959	0.0842
car	have	bumpers	1.0	0.6728	1.0
leaf	turn	red	1.0	0.8661	0.0069
plant	can grow in	water	1.0	0.9197	0.509
giant panda	live in	china	1.0	0.8204	0.2185
pink	has_property	color	1.0	0.8944	0.0109
author	write	books	1.0	0.833	0.4494
politician	make	money	1.0	0.91	0.0014
car	use	gas	1.0	0.8173	0.0998
plant	grow in	desert	1.0	0.8298	0.188
prime number	has_trait	odd	1.0	0.8465	0.0039
baby	has_body_part	skin	1.0	0.8794	0.0072
bobcat	have	tails	1.0	0.9136	0.009
comet	have	tails	1.0	0.9136	0.009
plane	fly	low	1.0	0.8026	0.1935
star	be in	space	1.0	0.9066	0.0203
dishwasher	can	work	1.0	0.8516	0.0002
album	be on	specify	1.0	0.9255	0.0046
elephant	live in	africa	1.0	0.8595	0.0425
snake	has_body_part	scales	1.0	0.8429	0.0331
political science	has_property	science	1.0	0.9056	0.0216
bee	have	stinger	1.0	0.7298	0.4216
bear	have	tails	1.0	0.9136	0.009
flower	have	petals	1.0	0.7259	0.3296
relation	has_property	function	1.0	0.8375	0.0292
lab rat	be on	netflix	1.0	0.9426	0.0011
rhombus	has_property	square	1.0	0.8716	0.0052
orange	have	vitamin c	1.0	0.9329	0.1406
mountain	look	blue	1.0	0.8703	0.024
vegetarian	eat	eggs	1.0	0.9147	0.0451
apple	has_property	tv	1.0	0.9281	0.004
black widow	have	hourglass	1.0	0.5176	0.5
plane	has_movement	fly	1.0	0.8685	0.0168
human	eat	food	1.0	0.8961	0.0126
restaurant	have	pepsi	1.0	0.7489	1.0
front	affect	weather	1.0	0.7975	0.0267
basset hound	have	long ears	1.0	0.8997	0.0944
car	need	oil	1.0	0.8756	0.0875
car	use	diesel	1.0	0.813	0.1127
moose	have	antlers	1.0	0.8334	0.1155
cell	have	flagella	1.0	0.6986	0.2455
leaf	go	yellow	1.0	0.8575	0.0122
water vapor	be in	air	1.0	0.9405	0.0404
parent	pay for	college	1.0	0.7891	0.1798
feces	has_color	brown	1.0	0.8407	0.0058
american flag	has_color	white	1.0	0.9376	0.0013
guy	have	adam 's apple	1.0	0.7681	0.3654
leaf	look	green	1.0	0.7968	0.0314
pigeon	can	fly	1.0	0.8815	0.003
hurricane	hit	hawaii	1.0	0.7461	1.0
car	have	cigarette lighters	1.0	0.7468	1.0
friend	show up on	facebook	1.0	0.9264	0.0495
bmw	has_property	car	1.0	0.9416	0.0055
beach	have	waves	1.0	0.8785	0.0735
cloud	produce	rain	1.0	0.8376	0.4036
photo	upload to	cloud	1.0	0.7284	0.4819
bride	wear	dress	1.0	0.8963	0.4473
dog	drink	water	1.0	0.9022	0.0088
house	have	sump pump	1.0	0.7332	1.0
text	has_color	green	1.0	0.8901	0.002
case	go to	trial	1.0	0.7545	0.5068
cell	grow	large	1.0	0.8181	0.8966
hen	sit on	eggs	1.0	0.7828	0.2134
giraffe	has_body_part	teeth	1.0	0.8827	0.0088
beer	has_diet	vegan	1.0	0.8682	0.001
wave	be in	ocean	1.0	0.9461	0.0258
mammal	have bellied	buttons	1.0	0.7942	0.1382
black	has_property	color	1.0	0.8944	0.0109
sweet potato	has_color	orange	1.0	0.8768	0.0048
sky	appear	blue	1.0	0.8748	0.0412
earthquake	happen in	place	1.0	0.8344	0.5
police car	have	red lights	1.0	0.8785	0.1393
flower	bloom in	spring	1.0	0.8105	0.2019
igneous rock	contain	fossils	1.0	0.8168	0.1803
alcohol	has_diet	vegan	1.0	0.8682	0.001
singer	write	songs	1.0	0.8379	0.153
alcoholic	get	sick	1.0	0.871	0.0195
fat cell	have	mitochondria	1.0	0.9176	0.0463
white pages	has_property	free	1.0	0.9046	0.0022
blood clot	be in	leg	1.0	0.8467	0.501
metal	stick to	magnets	1.0	0.7819	0.1883
insect	has_body_part	blood	1.0	0.8799	0.02
cell	make	protein	1.0	0.8865	0.1723
soldier	get	paid	1.0	0.9029	0.0027
plant	need	sunlight	1.0	0.8168	0.0857
variation	be in	species	1.0	0.9548	0.8534
catalyst	speed up	reaction	1.0	0.7955	0.3326
animal	drink	water	1.0	0.9009	0.0088
pig	have	tusks	1.0	0.8169	0.0705
ship	float in	water	1.0	0.9379	0.0227
insecticide	kill	insects	1.0	0.8605	0.2447
gas	have	shape	1.0	0.8691	0.0399
doctor	get	sick	1.0	0.8564	0.0195
deer	have	antler	1.0	0.8178	1.0
butterfly	has_property	insect	1.0	0.8496	0.0518
ship	float on	water	1.0	0.9379	0.0175
orange juice	have	vitamin c	1.0	0.9385	0.1406
ant	walk in	line	1.0	0.8677	0.1854
vegetarian	eat	fish	1.0	0.8908	0.0263
mosquito	lay eggs in	water	1.0	0.8754	0.1449
metal	react with	metals	1.0	0.754	0.3428
vampire bat	attack	humans	1.0	0.7507	0.0346
cranberry	be in	water	1.0	0.9403	0.0093
mosquito	need	blood	1.0	0.8625	0.0798
earthquake	occur in	california	1.0	0.8594	0.182
egg	has_property	refrigerated	1.0	0.918	0.0195
cheese	have	holes	1.0	0.8932	0.0171
human	grow	hair	1.0	0.8811	0.0436
plane	have	engines	1.0	0.8545	0.2202
representation	be in	house of representatives	1.0	0.866	0.2545
orange	has_color	red	1.0	0.9175	0.0012
dog	has_body_part	fur	1.0	0.8927	0.0145
mechanic	wear	gloves	1.0	0.8818	0.0155
star	has_movement	light	1.0	0.8609	0.0141
car	have	cd players	1.0	0.8488	0.5111
bird	drink	water	1.0	0.905	0.0088
ice	has_temperature	cold	1.0	0.8837	0.0045
cat	see	in the dark	1.0	0.9343	0.0464
banana	have	seeds	1.0	0.8966	0.0235
cut	get	infected	1.0	0.8349	0.0179
car	have	gear	1.0	0.8725	1.0
cell	have	cell walls	1.0	0.9002	0.2027
vampire	drink	blood	1.0	0.827	0.0939
atom	have	overall charge	1.0	0.8305	1.0
sled dog	get	tired	1.0	0.8435	0.0491
lake	have	waves	1.0	0.8785	0.0735
cell	undergo	mitosis	1.0	0.8111	0.0902
shark	come close to	shore	1.0	0.8314	0.2682
boxer	wear	headgear	1.0	0.876	0.4104
cow	make	milk	1.0	0.8396	0.1215
chef	wear	gloves	1.0	0.881	0.0155
pigeon	live in	city	1.0	0.8589	0.1908
cytokinesis	occur in	animal cell	1.0	0.8769	0.6962
guy	get	jealous	1.0	0.8449	0.0764
plant	look	green	1.0	0.7968	0.0314
crab	has_body_part	blood	1.0	0.8799	0.02
chicken	lay	egg	1.0	0.8966	0.1443
ocean	has_color	blue	1.0	0.9415	0.0019
valentine	have	day	1.0	0.8211	0.0669
guy	wear	underwear	1.0	0.889	0.0556
sheep	has_body_part	teeth	1.0	0.8827	0.0088
force	affect	object	1.0	0.8462	0.4265
toilet	have	lid	1.0	0.6977	0.7295
firefighter	get	paid	1.0	0.9029	0.0027
refugee	leave	country	1.0	0.7948	0.4661
acid	dissolve in	water	1.0	0.9283	0.0127
guy	fall in	love	1.0	0.8987	0.0199
dog	has_body_part	lips	1.0	0.8358	0.0806
cloud	stay in	sky	1.0	0.8239	0.1621
penguin	live	in the arctic	1.0	0.8829	0.0786
man	want	woman	1.0	0.7866	1.0
plant	take in	water	1.0	0.8576	0.0674
plant	have	root	1.0	0.8406	0.7339
house	have	flat roofs	1.0	0.8704	0.1564
ship	pump out	water	1.0	0.7918	0.4953
salt	has_trait	good	1.0	0.935	0.0003
hotel	have	13th floor	1.0	0.8197	0.0634
car	have	number plates	1.0	0.7807	0.4682
maggot	eat	flesh	1.0	0.7995	0.4356
geologist	classify	rock	1.0	0.7081	0.5001
meniere	have	disease	1.0	0.8816	0.0844
dog	have	puppies	1.0	0.8438	0.2824
composer	write	music	1.0	0.8379	0.1653
student	wear	uniform	1.0	0.9021	0.0645
metal detector	detect	metal	1.0	0.7679	1.0
submarine	have	windows	1.0	0.8875	0.0245
anion	have	charge	1.0	0.8361	0.0413
sedimentary rock	have	layers	1.0	0.8539	0.0983
predator	eat	prey	1.0	0.7754	0.0607
police officer	get	paid	1.0	0.9029	0.0027
chicken	have	meat	1.0	0.8841	0.2955
artist	write	songs	1.0	0.8379	0.153
pulmonary vein	carry	blood	1.0	0.834	0.2451
redhead	has_body_part	hair	1.0	0.913	0.0056
mammal	lay	eggs	1.0	0.9188	0.0053
leaf	appear	green	1.0	0.7764	0.0634
object	float in	water	1.0	0.9379	0.0227
white blood cell	have	nucleus	1.0	0.8723	0.0516
guy	make	first move	1.0	0.7532	0.3274
dog	eat	dog poop	1.0	0.9147	0.3258
planet	have	orbit	1.0	0.8928	0.1518
mosquito	drink	blood	1.0	0.8418	0.0939
kidney stone	cause	pain	1.0	0.9216	0.0372
astronaut	go to	space	1.0	0.8473	0.1421
delaware	has_property	state	1.0	0.8901	0.01
guy	has_trait	mean	1.0	0.86	0.0096
blood cell	has_property	small	1.0	0.8638	0.003
animal	have	vacuoles	1.0	0.7553	0.2501
sperm whale	eat	squid	1.0	0.8452	0.2541
key	be on	keyboard	1.0	0.9079	0.2068
scientist	make	money	1.0	0.91	0.0014
bride	wear	veil	1.0	0.8257	0.2469
animal	have	periods	1.0	0.8483	0.064
root	help	plant	1.0	0.8729	0.0795
molecule	conduct	electricity	1.0	0.905	0.0123
object	float on	water	1.0	0.9379	0.0175
egg	have	yolk	1.0	0.8023	1.0
formula	be for	volume	1.0	0.8299	0.7632
tornado	occur in	america	1.0	0.8249	0.5362
football player	wear	cups	1.0	0.7667	0.2185
lawyer	get	paid	1.0	0.9029	0.0027
frog	drink	water	1.0	0.905	0.0088
clock	lose	time	1.0	0.8104	0.2192
solid	dissolve in	water	1.0	0.9283	0.0127
tornado	hit	cities	1.0	0.7013	0.698
molecule	dissolve in	water	1.0	0.9156	0.0127
plant	turn	green	1.0	0.8487	0.008
platypus	live in	australia	1.0	0.8657	0.0617
egg	have	salmonella	1.0	0.9225	0.1598
wish	come	true	1.0	0.7702	0.2249
antibiotic	kill	cells	1.0	0.877	0.1277
cloud	stay	in the sky	1.0	0.8535	0.1266
bear	can	hibernate	1.0	0.8471	0.0081
bean	has_diet	vegan	1.0	0.8682	0.001
penguin	can	swim	1.0	0.911	0.0063
penguin	has_trait	cute	1.0	0.8499	0.0103
baseball player	step on	line	1.0	0.7341	1.0
wave	flow towards	shore	1.0	0.694	1.0
cow	give	milk	1.0	0.8395	0.2444
disease	cause	extinction	1.0	0.7674	0.3913
sweet potato	be better than	potato	1.0	0.8675	0.4586
rainbow	have	color	1.0	0.8667	0.0332
bubble	be in	water	1.0	0.9403	0.0093
cat	watch	tv	1.0	0.8443	0.1484
baseball player	shake	hands	1.0	0.7914	0.06
ice maker	make	ice	1.0	0.8499	0.0998
potato	turn	green	1.0	0.8635	0.008
house	have	lightning rods	1.0	0.7802	0.2035
plant	obtain	water	1.0	0.7762	0.1043
doctor	accept	medicare	1.0	0.7461	0.2677
voltage	affect	current	1.0	0.8897	0.1343
pilot	wear	sunglasses	1.0	0.8538	0.0285
faith	be in	god	1.0	0.9462	0.1656
doctor	prescribe	pills	1.0	0.7844	1.0
grape	have	seeds	1.0	0.8966	0.0235
plasma membrane	be called	permeable membrane	1.0	0.8535	0.503
cake	can	rise	1.0	0.7978	0.0101
lung	can	collapse	1.0	0.7119	0.049
baby animals	has_trait	cute	1.0	0.8499	0.0103
cat	make	noise	1.0	0.8829	0.0046
hot dog	come in	packs	1.0	0.8463	0.5318
wine	has_diet	vegan	1.0	0.866	0.001
easter egg	say	easter	1.0	0.8017	1.0
employer	hire	workers	1.0	0.7987	0.4421
grass	turn	yellow	1.0	0.8661	0.0027
molecule	form	hydrogen bonds	1.0	0.809	0.1974
nun	wear	black	1.0	0.9433	0.0129
identical twin	have	dna	1.0	0.8945	0.0625
sunflower	face	sun	1.0	0.7868	0.1529
moth	be called	moths	1.0	0.7909	1.0
human	speak	language	1.0	0.8024	0.2859
marsupial	live in	australia	1.0	0.8657	0.0617
kite	can	fly	1.0	0.8815	0.003
planet	be in	solar system	1.0	0.9031	0.56
pig	grow	tusks	1.0	0.8169	0.5926
color	has_color	blue	1.0	0.9415	0.0019
lemur	live in	madagascar	1.0	0.8986	0.4356
dolphin	can	swim	1.0	0.911	0.0063
hair	turn	white	1.0	0.9018	0.0058
fingerprint	can	used	1.0	0.91	0.0051
moss	grow on	north side of tree	1.0	0.834	1.0
human	has_body_part	skin	1.0	0.8794	0.0072
ice cube	has_color	white	1.0	0.9376	0.0013
living thing	need	oxygen	1.0	0.8716	0.027
orange	have	seeds	1.0	0.8966	0.0235
element	be in	group	1.0	0.9277	0.0552
winter	has_temperature	cold	1.0	0.8816	0.0045
teacher	hit	students	1.0	0.6901	1.0
school	have	uniform	1.0	0.8513	0.813
company	pay	tax	1.0	0.9265	0.0265
alice	be in	wonderland	1.0	0.7212	0.3479
animal	see	black	1.0	0.8667	0.2287
sediment	become	rock	1.0	0.8198	0.1351
cricket	be on	tv	1.0	0.9307	0.009
soldier	wear	uniform	1.0	0.9021	0.0645
baby	has_weight	fat	1.0	0.8726	0.0093
scientist	consider	virus	1.0	0.8261	1.0
cell	have	chloroplast	1.0	0.7884	0.2066
cat	has_color	black	1.0	0.9414	0.0018
bridge	has_property	made	1.0	0.9234	0.0004
china	celebrate	christmas	1.0	0.8894	0.0081
guy	get	attached	1.0	0.7966	0.6933
olive	has_color	green	1.0	0.8901	0.002
hurricane	hit	america	1.0	0.8041	1.0
plant	have	vacuoles	1.0	0.7611	0.2501
actor	be in	movies	1.0	0.9462	0.0334
photon	have	energy	1.0	0.8672	0.0332
crocodile	has_body_part	teeth	1.0	0.8827	0.0088
leopard	have	spots	1.0	0.8624	0.0238
electron	be in	atom	1.0	0.9003	0.1972
flower	has_color	green	1.0	0.8901	0.002
man	be afraid of	woman	1.0	0.8242	1.0
movie	be on	netflix	1.0	0.9426	0.0011
star wars	be in	4k	1.0	0.8112	0.0921
police officer	carry	guns	1.0	0.8312	0.0716
home	have	basements	1.0	0.7451	0.0788
plate	get in	microwave	1.0	0.8834	0.2098
plant	produce	seeds	1.0	0.8177	0.1241
lichen	grow on	rock	1.0	0.7404	1.0
plant	need	system	1.0	0.8098	0.0811
pant	have	pockets	1.0	0.8153	0.0838
sunglass	can	work	1.0	0.8516	0.0002
chromosome	come in	pairs	1.0	0.8381	0.0554
black hole	have	field	1.0	0.829	0.0926
pluto	has_property	planet	1.0	0.899	0.0349
termite	eat	wood	1.0	0.8012	0.0566
odd numbers	has_trait	odd	1.0	0.8465	0.0039
duck	has_color	yellow	1.0	0.893	0.0005
animal	get	sick	1.0	0.8564	0.0195
plane	fly over	ocean	1.0	0.8174	0.5862
cow	have	horns	1.0	0.8489	0.0231
pool	be in	florida	1.0	0.9652	0.0126
mineral	occur in	rocks	1.0	0.8067	0.9435
mammal	has_body_part	fur	1.0	0.8927	0.0145
mammal	live in	water	1.0	0.922	0.0159
hummingbird	can	hum	1.0	0.7332	0.1072
fruit	have	seeds	1.0	0.8966	0.0235
bee	can	sting	1.0	0.7176	0.047
restaurant	use	straws	1.0	0.7438	0.3259
cow	drink	milk	1.0	0.9066	0.0458
hammerhead shark	have	hammerhead	1.0	0.6247	1.0
vein	carry	blood	1.0	0.8301	0.2451
stock	pay	dividends	1.0	0.7644	0.0659
hen	eat	eggs	1.0	0.9147	0.0451
easter	has_property	holiday	1.0	0.8775	0.0197
hermit crab	live in	shell	1.0	0.7887	0.501
toilet	use	water	1.0	0.8359	0.0285
speaker	make	sound	1.0	0.8649	0.0085
man	look at	woman	1.0	0.753	1.0
clothes	turn	yellow	1.0	0.8661	0.0027
guy	ask	questions	1.0	0.8822	0.0463
blood clot	be in	brain	1.0	0.8978	0.1217
world war 1	be called	war	1.0	0.8841	0.2982
hockey player	wear	cages	1.0	0.7157	0.5138
komodo dragon	live in	indonesia	1.0	0.8018	0.5671
purple	has_property	color	1.0	0.8944	0.0109
compound	dissolve in	water	1.0	0.9156	0.0127
vulture	eat	animals	1.0	0.8817	0.0934
wasp	has_color	black	1.0	0.9414	0.0018
radiator	get	hot	1.0	0.8577	0.0075
nevada	has_property	state	1.0	0.8901	0.01
zero	has_property	number	1.0	0.8663	0.0053
artist	create	art	1.0	0.7619	0.1794
planet	have	moon	1.0	0.8892	0.0806
snake	give	birth	1.0	0.8589	0.007
retriever	has_property	dog	1.0	0.9146	0.0058
dolphin	can	sleep	1.0	0.895	0.0024
human	has_body_part	teeth	1.0	0.8827	0.0088
february	have	29 days	1.0	0.8825	0.536
animal	depend on	animals	1.0	0.8086	0.3551
jehovah	have	witness	1.0	0.6893	0.6738
metal	conduct	heat	1.0	0.7169	0.1094
drug	has_property	addictive	1.0	0.8587	0.0049
light	has_property	wave	1.0	0.8249	0.0406
animal	has_body_part	eye	1.0	0.8632	0.006
water pipe	burst in	winter	1.0	0.7614	0.5001
animal	have	cell	1.0	0.8934	0.2825
monkey	live in	trees	1.0	0.8386	0.0408
zodiac	has_property	sign	1.0	0.8318	0.036
amphibian	lay eggs in	water	1.0	0.8754	0.1449
plant	use	water	1.0	0.845	0.0285
adult	get	ear infection	1.0	0.794	0.2568
astronaut	float in	space	1.0	0.759	0.1298
honda	has_property	car	1.0	0.9416	0.0055
teacher	can support	students	1.0	0.8212	0.9256
doctor	prescribe	antibiotics	1.0	0.7953	0.5076
prisoner	has_movement	rights	1.0	0.8027	0.0577
nerd	wear	glasses	1.0	0.8564	0.0308
elephant	get	cancer	1.0	0.8753	0.0294
plant cell	burst in	water	1.0	0.7576	0.2519
