subject	predicate	object	plausibility	neighborhood_sigma	local_sigma
shingle	look on	skin	0.1222	0.8813	0.1715
oedipus	has_property	guilty	0.1222	0.8383	0.0022
hornet	can	go	0.1222	0.9115	0.0003
joan of arc	be convicted	of heresy	0.1222	0.7795	0.614
patio	has_property	killed	0.1222	0.9318	0.0006
peregrine	can	twitter	0.1222	0.854	0.0006
nottingham forest fans	be called	scabs	0.1222	0.8325	0.6893
nodule	affect	voice	0.1222	0.742	0.0524
date	has_property	go	0.1222	0.9387	0.0002
adjective	improve	writing	0.1222	0.8611	0.0698
hyaena	has_time	now	0.1222	0.9371	0.0004
citrate	be added to	blood	0.1222	0.8863	0.4571
sibling	can have	different ancestry	0.1222	0.7829	1.0
processor	has_property	same size	0.1222	0.9071	0.0178
napoleon	be forced out of	power	0.1222	0.778	1.0
gargoyle	can	mutates	0.1222	0.8137	1.0
sage	keep	crashing	0.1222	0.8609	0.002
new england	be the head of	the snake	0.1222	0.8138	0.502
wiccan	say	goodbye	0.1222	0.8329	0.0105
footballer	spit	always	0.1222	0.826	0.0839
usa	be isolated	at the beginning of world war 2	0.1222	0.8936	1.0
ball	get	firm	0.1222	0.7609	0.6506
metal	can be charged	by friction	0.1222	0.861	0.3922
side	can	gas	0.1222	0.8745	0.0003
noodle	can	types	0.1222	0.8369	0.0004
cauldron	work in	mine craft	0.1222	0.9579	0.0077
support payment	can box	one	0.1222	0.9453	0.0308
tiger mosquito	has_property	invasive	0.1222	0.8541	0.002
teamwork	be important in	drama	0.1222	0.882	0.0123
eat	can	ban	0.1222	0.9042	0.0027
starbucks	use	straws	0.1222	0.903	0.0398
fact	has_property	but	0.1222	0.9149	0.0004
peba	has_trait	good	0.1222	0.9469	0.0
jaguarundi	has_property	endangered	0.1222	0.9512	0.0003
story	be like	feet worksheet answers key	0.1222	0.8139	1.0
stripe	be on	us flag	0.1222	0.9225	0.6034
clod	has_property	was	0.1222	0.8976	0.0002
writer	use language	persuade	0.1222	0.8233	1.0
accountant	has_property	do	0.1222	0.9213	0.0004
leg	be supposed	to look	0.1222	0.8606	0.026
us	have	biggest economy	0.1222	0.8225	1.0
clone	die	early	0.1222	0.8639	0.0212
squatting	can	bop	0.1222	0.8536	0.0027
diffusion	occur	on a particle level	0.1222	0.8015	1.0
movement	influence policy in	india	0.1222	0.8279	1.0
calculator	can	switch	0.1222	0.8655	0.0018
nail	go	transparent	0.1222	0.8252	0.4568
company	merge	together	0.1222	0.8279	0.5657
car	be mainly bought through	loans	0.1222	0.7923	1.0
handle	be on	pots made of wood	0.1222	0.8744	1.0
hypodermis	can	do	0.1222	0.9192	0.0002
multiculturalism	be important to	canada	0.1222	0.9735	0.0026
fossil	help	support the they of continental drift	0.1222	0.8705	1.0
fibroid	can	up	0.1222	0.8924	0.0003
rooter	can	twitter	0.1222	0.854	0.0006
bladder	has_property	emptying	0.1222	0.701	0.1872
collar	slip	on	0.1222	0.8277	0.0346
gland	can	irritated	0.1222	0.7896	0.0541
peruvian	eat	mac	0.1222	0.7957	1.0
glomerulus	has_property	high pressure capillary bed	0.1222	0.7291	1.0
newborn	can look in	mirror	0.1222	0.9364	0.1458
witch	cast	a spell audibly	0.1222	0.736	1.0
bee	be similar to	humans	0.1222	0.8774	0.0146
central bank	has_color	gold	0.1222	0.9394	0.0046
bluster	can	cycling	0.1222	0.8222	0.0046
bluster	can	sneeze	0.1222	0.8727	0.0013
hydrogen	occur in	nature	0.1222	0.8803	0.0063
cavalier	can	squat	0.1222	0.8139	0.0016
cavalier	can	swim	0.1222	0.911	0.0008
forseti	have	work	0.1222	0.8601	0.007
cell	can	fold	0.1222	0.7598	0.0213
coin	has_property	important archaeological sources	0.1222	0.8023	1.0
nurse shark	has_property	harmless	0.1222	0.7378	0.0317
orca	adapt to	cold	0.1222	0.972	0.0552
vent	can	was	0.1222	0.8692	0.0003
aluminium	be used in	everyday life	0.1222	0.9658	0.0027
repentance	has_property	a gift from god	0.1222	0.8637	0.1495
heat	give	hives	0.1222	0.8911	0.0952
solar panel	has_property	cheaper	0.1222	0.9236	0.0015
dock	can	empty	0.1222	0.8017	0.0023
beaver	can	help	0.1222	0.905	0.0004
steroid	be soluble in	water	0.1222	0.9563	0.0009
actor	can	date	0.1222	0.8705	0.009
mineral	be called	building blocks of rock	0.1222	0.9042	1.0
stadium	change from	hockey to basketball	0.1222	0.7829	1.0
mother	dislike	daughters	0.1222	0.8064	1.0
elvis presley	has_property	king	0.1222	0.9489	0.0014
antibiotic	can fight	viruses	0.1222	0.931	1.0
victorian	has_property	garden	0.1222	0.9163	0.0065
alien	reproduce	movie	0.1222	0.7932	1.0
meteorologist	predict	weather virtual lab	0.1222	0.7707	1.0
groundhog	can	lyrics	0.1222	0.8772	0.0003
sunlight	can reach	inside of leaf	0.1222	0.7854	1.0
freelance	can	know	0.1222	0.9079	0.0004
depreciation	affect	income	0.1222	0.9027	0.0437
research	be conducted for	pr	0.1222	0.7737	1.0
dock	can	fly	0.1222	0.9121	0.0004
habitat	has_property	emerging	0.1222	0.8413	0.0149
alligator	has_property	interesting	0.1222	0.8508	0.0016
seatbelt	work in	terms of forces	0.1222	0.7454	1.0
viking	win for	honor	0.1222	0.766	1.0
bank	conduct	nyc	0.1222	0.7689	1.0
gravity	has_property	the weakest of the 4 fundamental forces	0.1222	0.8084	1.0
waiver	work	fantasy basketball	0.1222	0.8677	1.0
computer mouse	has_movement	lights	0.1222	0.8607	0.004
guy	ask for	cool	0.1222	0.7961	1.0
school	ban	card games	0.1222	0.7617	1.0
human	feel	the need to humanize deity	0.1222	0.693	1.0
sloth	run from	predators	0.1222	0.8191	1.0
mm	has_property	sol	0.1222	0.9631	0.0005
disciple	be different	student	0.1222	0.8371	1.0
electron	have	more of effect on chemical properties of element than protons	0.1222	0.7451	1.0
azalea	can	am	0.1222	0.8117	0.0021
good luck charm	be in	fortunate	0.1222	0.9494	0.0026
nitrate	get into	soil	0.1222	0.8927	0.0219
clump	can	was	0.1222	0.8692	0.0003
camel	has_trait	good	0.1222	0.9469	0.0
red light	has_property	ohio	0.1222	0.9652	0.0003
pollen	can	use	0.1222	0.8979	0.0002
actor	talk funny	in old movies	0.1222	0.8026	1.0
scar	has_property	h bar	0.1222	0.8603	1.0
donut	affect	blood sugar	0.1222	0.8754	0.0045
tilefish	has_property	high in mercury	0.1222	0.9202	0.0459
server	has_property	box	0.1222	0.9442	0.0005
uniform	can	gas	0.1222	0.8745	0.0003
company	hire	independent auditors	0.1222	0.7613	1.0
loafer	can	sweat	0.1222	0.8549	0.001
sleeper	can	trees	0.1222	0.8946	0.0235
sleeper	can	squat	0.1222	0.8139	0.0016
pronoun	change in	reported speech	0.1222	0.6935	0.4493
baltimore	has_property	independent city	0.1222	0.8388	1.0
human	need	physical touch	0.1222	0.7544	1.0
polymer	has_property	squeezed	0.1222	0.8247	0.0021
polymer	has_property	jain	0.1222	0.8376	0.0086
polymer	has_property	jaipur	0.1222	0.9111	0.0126
polymer	has_property	lucas	0.1222	0.8004	0.0049
polymer	has_property	svenska	0.1222	1.0	0.0008
polymer	has_property	rich	0.1222	0.8969	0.0008
polymer	has_property	pwllheli	0.1222	1.0	0.0018
polymer	has_property	pptd	0.1222	1.0	0.0044
polymer	has_property	nyse	0.1222	0.8215	0.0028
polymer	has_property	mumbai	0.1222	0.9606	0.0075
polymer	has_property	wwi	0.1222	1.0	0.0007
polymer	has_property	isolated	0.1222	0.7987	0.0066
polymer	has_property	irrigated	0.1222	0.8526	0.0214
polymer	has_property	ionized	0.1222	0.812	0.0041
polymer	has_property	insoluble	0.1222	0.8641	0.0076
polymer	has_property	hg	0.1222	0.7931	0.001
polymer	has_property	vac	0.1222	0.8939	0.0007
polymer	has_property	guaranteed	0.1222	0.8578	0.0026
polymer	has_property	gmbh	0.1222	0.7348	0.0016
polymer	has_property	ghaziabad	0.1222	1.0	0.0579
polymer	has_property	fcc	0.1222	0.8692	0.0008
polymer	has_property	fda	0.1222	0.8562	0.001
polymer	has_property	europe	0.1222	0.9578	0.001
polymer	has_property	epilepsy	0.1222	0.8424	0.0064
polymer	has_property	ejemplos	0.1222	1.0	0.0053
polymer	has_property	dyed	0.1222	0.8975	0.0062
polymer	has_property	cnn	0.1222	0.8883	0.0004
polymer	has_property	cited	0.1222	0.8567	0.003
polymer	has_movement	agile	0.1222	0.8838	0.0015
polymer	has_property	aerobic	0.1222	0.8798	0.0021
polymer	has_effect	itchy	0.1222	0.868	0.0004
booster	has_property	fit	0.1222	0.8996	0.0017
protein	interact with	membranes	0.1222	0.7991	1.0
sock	has_property	ignoring	0.1222	0.8575	0.0012
alibi	has_property	different from a motive	0.1222	0.7379	1.0
bear	protect	themselves from the cold	0.1222	0.8881	0.0968
yolk	can	images	0.1222	0.8733	0.0022
researcher	measure	wealth	0.1222	0.6934	1.0
iron fist	has_property	available for download	0.1222	0.9078	0.1024
hydrocarbon	has_property	either	0.1222	0.8985	0.003
technology	be seen as	blessing using	0.1222	0.7956	1.0
habitat	has_property	ignoring	0.1222	0.8575	0.0012
habitat	has_movement	falling	0.1222	0.8204	0.0059
screw	can	function	0.1222	0.8689	0.002
chic	have	blossom blood	0.1222	0.7932	0.3884
meteorite	has_property	egyptian	0.1222	0.9248	0.007
brecht	be important to	theater	0.1222	0.9333	0.1362
much	be	2 gb	0.1222	0.9216	0.8171
haemoglobin	can	erupt	0.1222	0.8518	0.0045
haemoglobin	can	illustrated	0.1222	0.7886	0.0036
astronaut	has_property	very fit before going into space	0.1222	0.8045	1.0
viosterol	can	work	0.1222	0.8801	0.0
fish	can	twirl	0.1222	0.7542	0.2075
good	get	hawaii	0.1222	0.8839	0.264
salvadoran	say	turkey	0.1222	0.8117	0.1091
suntan	can	use	0.1222	0.8979	0.0002
finisher	get	paid	0.1222	0.9433	0.0003
carbohydrate	can	utilized	0.1222	0.8596	0.1013
hummingbird	move	always	0.1222	0.781	0.0515
fish	can	squeal	0.1222	0.8318	0.0056
baby	has_property	at	0.1222	0.9281	0.0009
gdp	increase	standard of living	0.1222	0.8448	1.0
indigo	be introduced	to the carolina colony	0.1222	0.8056	1.0
fluid	has_property	human	0.1222	0.9405	0.0045
rosary	be said in	october	0.1222	0.9058	1.0
manila	has_property	global city	0.1222	0.871	0.0599
letter	be in	india	0.1222	0.9579	0.0012
today	has_property	band	0.1222	0.8637	0.0062
bridge loan	get	paid	0.1222	0.9433	0.0003
kid	be treated	in the concentration camps	0.1222	0.875	0.2884
pirate	has_property	hat	0.1222	0.8971	0.0072
nettle	can	types	0.1222	0.8369	0.0004
thumb	can	knuckles	0.1222	0.8619	0.2502
calcification	be in	pancreatitis	0.1222	0.9206	0.0699
german shepherd	show	affection	0.1222	0.8337	0.0056
cheek	can	do	0.1222	0.9192	0.0002
raccoon	has_property	ignoring	0.1222	0.8575	0.0012
flexor	can	twitch	0.1222	0.8372	0.0003
wheel	can	bridge	0.1222	0.8535	0.0019
nucleic acid	has_property	ads	0.1222	0.957	0.0005
bp	be higher on	arm	0.1222	0.9186	0.8275
organism	be classified	short answer	0.1222	0.7571	1.0
hard drive	need	power	0.1222	0.8761	0.0152
trade	affect	civilization	0.1222	0.7794	0.8365
picture	can	types	0.1222	0.8369	0.0004
singer	wear earphones	performing	0.1222	0.8786	1.0
stockfish	be called	stock fish	0.1222	0.8406	1.0
thomas	made	a saint	0.1222	0.7948	1.0
air bubble	be bad in	canning	0.1222	0.8349	1.0
chimp	make	tools	0.1222	0.7856	0.0856
beta particle	has_color	yellow	0.1222	0.9335	0.0001
racon	can	quit	0.1222	0.8569	0.0002
racon	can	occur	0.1222	0.8596	0.0002
app	can	lag	0.1222	0.853	0.0124
mosquito	be bad after	hurricane	0.1222	0.908	1.0
bread	make	it tough	0.1222	0.8249	0.6834
28	come in	7 tables	0.1222	0.7664	1.0
boxing day	has_property	sale	0.1222	0.9466	0.0094
arethusa	has_property	real	0.1222	0.8973	0.0005
python	has_property	object oriented	0.1222	0.8362	0.309
jumper cable	has_property	sol	0.1222	0.9631	0.0005
coal	be useful to	us	0.1222	0.9694	0.0029
chigger	has_property	bruising	0.1222	0.7497	1.0
chigger	has_property	drown	0.1222	0.8501	0.5724
animal	find	place die	0.1222	0.8639	1.0
diam	be of	significant	0.1222	0.8705	0.011
puking	has_property	horrible	0.1222	0.9541	0.0304
manga	read left	to right	0.1222	0.8386	0.558
currency	can	depreciates	0.1222	0.7914	1.0
leafy vegetable	has_property	cal	0.1222	0.9037	0.0012
foraminifera	obtain	food	0.1222	0.9073	0.0018
hairdresser	has_property	dr	0.1222	0.9153	0.0007
app	can	reload	0.1222	0.7907	0.1196
keeping	has_manner	hard	0.1222	0.9359	0.0002
house	have	carbon monoxide detectors	0.1222	0.8455	1.0
ant	can help	humans	0.1222	0.9144	0.0346
muskrat	has_property	falls over budget	0.1222	0.7802	0.6192
winter	be colder in	northern hemisphere	0.1222	0.889	1.0
essential oil	has_property	volatile	0.1222	0.9128	0.0066
hedgehog	smell	bad	0.1222	0.9261	0.0009
act	has_property	in all 4 positions	0.1222	0.8277	1.0
rainforest	has_property	flora	0.1222	0.8249	0.0594
card	has_property	gb	0.1222	0.9272	0.0004
lightning	look	red	0.1222	0.8703	0.006
carbohydrate	can	rid	0.1222	0.9248	0.0625
belt	has_time	old	0.1222	0.9313	0.0002
knife	has_property	monitor	0.1222	0.9059	0.0225
knife	has_property	aesthetic	0.1222	0.8792	0.0006
clod	can	irritate	0.1222	0.8392	0.0024
atomic number	can be used	to find the numbers of neutrons	0.1222	0.8031	1.0
toilet tank	has_property	empty	0.1222	0.9015	0.0009
islam	be built off of	christianity	0.1222	0.802	1.0
double	has_property	letters	0.1222	0.8866	0.0227
hatter	have	tea	0.1222	0.8927	0.1499
microwave	help	frozen food	0.1222	0.7753	1.0
smoke	has_property	gas	0.1222	0.9479	0.0007
spironolactone	belong	to	0.1222	0.8579	0.0311
racket	can	eye	0.1222	0.8294	0.0014
social worker	can help	elderly	0.1222	0.9036	0.1753
actor	get	jobs	0.1222	0.9062	0.0091
mountain range	has_property	fbi	0.1222	0.878	0.0004
employee	can demonstrate	dependability to employers	0.1222	0.678	1.0
bed bug	travel from	one place	0.1222	0.8123	0.1462
press	need	to be honest	0.1222	0.8999	1.0
attitude	can	sums	0.1222	0.8453	0.0154
hickory tree	adapt	to the georgia	0.1222	0.7426	1.0
rub	can	grooming	0.1222	0.6864	0.3262
work	has_property	it	0.1222	0.9152	0.0008
hotel room	has_property	scarborough	0.1222	0.9172	0.1156
technician	can	get	0.1222	0.9429	0.0005
eagle	can	smell	0.1222	0.8857	0.0003
scott	can	die	0.1222	0.8663	0.0002
air pressure	relate	weather	0.1221	0.7997	0.0683
blood plasma	has_property	water	0.1221	0.9403	0.0014
gum	be bad for	teeth	0.1221	0.9096	0.0538
pollutant	has_property	tax	0.1221	0.9137	0.0014
doctor	wear	vests	0.1221	0.9138	0.0166
alaska	get	dividend	0.1221	0.8275	1.0
passenger	pay	user	0.1221	0.7986	0.2134
footballer	have	numbers on shirts	0.1221	0.8634	0.1491
factory	make	gummy bears	0.1221	0.8762	1.0
red light	has_property	avg	0.1221	0.908	0.0004
red light	has_property	square	0.1221	0.9199	0.0006
red light	has_property	oyster	0.1221	0.9562	0.0003
red light	has_property	oxidation	0.1221	0.8992	0.0024
red light	has_property	matt	0.1221	0.8932	0.0005
red light	has_property	fps	0.1221	0.9337	0.0003
red light	has_property	fnaf	0.1221	1.0	0.0008
red light	has_property	australia	0.1221	0.9638	0.0008
red light	has_time	future	0.1221	0.9644	0.0271
red light	has_property	addictive	0.1221	0.9266	0.0006
red light	has_property	ubuntu	0.1221	0.8858	0.001
sore	hurt at	night	0.1221	0.9261	0.0043
drone	has_trait	helpful	0.1221	0.9148	0.0008
bracket	has_property	american	0.1221	0.9447	0.0008
lb	abbreviate	pounds	0.1221	0.6955	1.0
breathing	has_property	beneficial	0.1221	0.9172	0.001
fluoxetine	make	u feel	0.1221	0.8096	0.0178
animal	use in	antarctica	0.1221	0.723	1.0
sand	fly	away	0.1221	0.8616	0.0111
sikhism	has_property	a blend of islam	0.1221	0.8479	1.0
employee	be affected by	acquisitions	0.1221	0.788	1.0
straw	be banned in	san francisco	0.1221	0.8256	0.2394
stoke	be called	potters	0.1221	0.8135	1.0
motorbike	be outlawed in	myanmar	0.1221	0.845	1.0
tank	has_property	limited to 2ml	0.1221	0.8635	1.0
weather	make	arthritis worse	0.1221	0.8191	0.1313
disabled	has_property	bypass	0.1221	0.8022	0.0354
brazil	has_body_part	eye	0.1221	0.9429	0.0007
buff	work in	brave frontier	0.1221	0.7213	0.611
sponger	has_property	eat	0.1221	0.8826	0.0027
layer	work in	ketchup	0.1221	0.8484	0.2915
ross	get	merchandise	0.1221	0.8504	0.0507
alcoholic beverage	compare to	other foods	0.1221	0.7542	0.6725
repayment	be calculated	in a buy	0.1221	0.8492	1.0
titanium	be on	moon	0.1221	0.9799	0.0125
scissors	has_property	addictive	0.1221	0.9266	0.0006
scissors	has_property	axial	0.1221	0.7272	0.0015
scissors	has_property	available	0.1221	0.9121	0.0003
scissors	has_property	authentic	0.1221	0.6927	0.0034
scissors	has_property	available	0.1221	0.9121	0.0003
scissors	has_property	authentic	0.1221	0.6927	0.0034
word	start	with x	0.1221	0.7741	0.6462
contraction	can	met	0.1221	0.797	0.0003
cow	die	eating	0.1221	0.7957	0.1454
photographer	take	pictures of milky way	0.1221	0.766	0.3743
student	can take action on	climate change	0.1221	0.8225	1.0
eagle	can	talk	0.1221	0.8836	0.0012
subordinating conjunction	has_effect	harmful	0.1221	0.9403	0.0005
army	can	gas	0.1221	0.8745	0.0003
flash	has_property	awesome	0.1221	0.8884	0.0005
domestic dog	has_color	yellow	0.1221	0.9335	0.0001
genetic disease	be carried by	genes	0.1221	0.8484	1.0
chameleon	shake	when they walk	0.1221	0.8037	1.0
dis	can	words	0.1221	0.8745	0.0251
crawfish	can	down	0.1221	0.8893	0.0048
crawfish	can	lay	0.1221	0.8444	0.0152
tcl	compare to	samsung	0.1221	0.7791	0.5823
fox	has_property	win	0.1221	0.869	0.0024
soldier	sleep in	field	0.1221	0.8302	1.0
sita	be born	in the ramayana story	0.1221	0.8619	1.0
goat	get	can	0.1221	0.9429	1.0
kink	can	twitter	0.1221	0.854	0.0006
hot-water bag	has_property	was	0.1221	0.8976	0.0002
donut	has_property	bbq	0.1221	0.8978	0.0009
pitt	can	fit	0.1221	0.8772	0.0008
freelancer	register	for get	0.1221	0.8553	1.0
insurance broker	earn	money	0.1221	0.9114	0.0014
accident	occur at	home	0.1221	0.8363	1.0
heat sink	has_color	yellow	0.1221	0.9335	0.0001
distilled water	has_property	good control	0.1221	0.8594	1.0
vertigo	can go	away	0.1221	0.8994	0.0083
inhibitor	affect	reaction rate	0.1221	0.9079	0.0152
medication	has_property	prescribed	0.1221	0.877	0.01
magnolia	can	squat	0.1221	0.8139	0.0016
width	can	was	0.1221	0.8692	0.0003
water	has_property	tonic	0.1221	0.8544	0.0488
group	has_property	the most reactive	0.1221	0.9106	0.136
balsam	has_property	fir	0.1221	0.8221	0.074
flower	have	shape pollen grains	0.1221	0.8151	1.0
lymphocyte	be specific to	one antigen	0.1221	0.7913	1.0
bay	have	high tides	0.1221	0.903	1.0
builder	work	fallout 4	0.1221	0.9592	0.0438
brewer	can	do	0.1221	0.9192	0.0002
carbon dioxide	be used in	body	0.1221	0.9832	0.0071
probability	has_property	accurate	0.1221	0.9144	0.0006
content	can	are	0.1221	0.8951	0.0002
stomach	has_property	art	0.1221	0.9415	0.0004
manure	be needed for	soil	0.1221	0.9179	0.2856
hermit crab	has_property	zero	0.1221	0.9194	0.0001
river otter	use	webbed feet to walk	0.1221	0.8383	1.0
goblin	can	tips	0.1221	0.866	0.0128
lamarck	explain	the diversity of organisms	0.1221	0.8265	0.1165
investment banker	add	value	0.1221	0.9067	0.0169
pesticide	regulate	growth work	0.1221	0.8257	1.0
cow	have	purple tongues	0.1221	0.9269	0.0959
etf	take	fees	0.1221	0.8318	0.1077
bed bug	has_property	seed	0.1221	0.9238	0.0063
human	can breathe in	water	0.1221	0.9493	0.0927
camel	raise	young	0.1221	0.8059	0.0049
thor	can	go	0.1221	0.9115	0.0003
subaru	be expensive to	service	0.1221	0.8678	1.0
plant	go	moldy	0.1221	0.889	0.0069
periwinkle	has_property	color	0.1221	0.946	0.0013
principle	can	best used in genetics	0.1221	0.8524	1.0
18	be written in	hindi	0.1221	0.9005	0.1416
break	can	twitter	0.1221	0.854	0.0006
iron man	have in	avengers 2	0.1221	0.9129	1.0
transporter	has_property	van	0.1221	0.8696	0.0015
gambling	be in	most places	0.1221	0.8803	0.2676
gardenia	has_property	mar	0.1221	0.8928	0.0161
neuroglial cell	help	neurons	0.1221	0.9134	0.104
zoo	has_property	phoenix	0.1221	0.9563	0.0423
zoo	has_property	gcse	0.1221	1.0	0.0005
alcohol	absorb very quickly	by the blood	0.1221	0.8267	1.0
razor	have	multiple blades	0.1221	0.8977	0.2966
draft	work on	cockatrice	0.1221	0.915	1.0
george	can	die	0.1221	0.8663	0.0002
ceiling	be in	houses white	0.1221	0.9141	1.0
onion	can	met	0.1221	0.797	0.0003
demographic	has_time	old	0.1221	0.9313	0.0002
girl	come	in groups of 7	0.1221	0.8518	1.0
ram	play in	mexico city	0.1221	0.9194	0.0553
simon	think	the beast is a man	0.1221	0.8402	1.0
lawn	get	thatch	0.1221	0.6222	1.0
opal	can	pay	0.1221	0.8799	0.0014
semi	pass	each other	0.1221	0.8815	0.1504
lock	get	jammed	0.1221	0.8472	0.0928
mad cow disease	be diagnosed in	humans	0.1221	0.8446	0.1701
plumber	detect	leaks	0.1221	0.7703	0.5706
right eye	keep	twitching	0.1221	0.7854	0.0428
interest group	represent businesses among	successful lobbying groups	0.1221	0.6901	1.0
fiscal policy	stabilize	economy	0.1221	0.7841	0.2514
mushroom	has_property	art	0.1221	0.9415	0.0004
cat	jump on	walls	0.1221	0.821	1.0
gutenberg	can	work	0.1221	0.8801	0.0
phenol	affect	body	0.1221	0.9726	0.0005
whale	can	have	0.1221	0.883	0.0014
thanksgiving	be on	specific date	0.1221	0.9046	1.0
teammate	be in	nascar	0.1221	0.8749	0.0118
pathogen	trigger	some neurodegenerative diseases	0.1221	0.8503	1.0
infant	has_property	cross-eyed	0.1221	1.0	0.1394
bluefin tuna	has_property	particularly at risk	0.1221	0.9251	1.0
musical	can	rest	0.1221	0.8271	0.0031
leaf	can	mud	0.1221	0.8589	0.0017
credit card	has_property	bills	0.1221	0.8813	0.2825
arch	has_property	arena	0.1221	0.9028	0.0071
old	has_property	nba young boy	0.1221	0.7689	1.0
athlete	can become	deficient	0.1221	0.7668	1.0
child	learn fast and easily	languages	0.1221	0.8226	1.0
toddler	has_property	epiglottis	0.1221	0.7286	1.0
vic	die in	nba 2k16	0.1221	0.8138	1.0
corn	can	am	0.1221	0.8117	0.0021
question	be in	instagram	0.1221	0.9585	0.1473
forest	has_property	under threat	0.1221	0.8737	0.0101
youth	can make	difference	0.1221	0.9119	0.0365
eukaryote	can be	more complex	0.1221	0.8783	1.0
cell membrane	has_property	cd	0.1221	0.9474	0.0002
eclipse	has_property	inauspicious	0.1221	0.8272	0.4134
tea	be healthier than	coffee	0.1221	0.8975	0.3751
mandrill	attract	mates	0.1221	0.8976	0.0124
johnny	die	in night of the living dead	0.1221	0.8853	1.0
paint	go	moldy	0.1221	0.889	0.0069
voice	travel through	phones	0.1221	0.7366	0.955
plant	be considered	monophyletic group	0.1221	0.8244	0.5286
male pattern baldness	can	cured	0.1221	0.961	0.0028
hydration	be important in	dance	0.1221	0.8797	0.011
factory	make	nail polish	0.1221	0.9034	1.0
eagle	can	iron	0.1221	0.9082	0.0009
colon	get	swollen	0.1221	0.8669	0.0055
zoo	has_property	ebay	0.1221	0.9402	0.0006
zoo	has_property	ontario	0.1221	0.9492	0.0075
zoo	has_property	ipa	0.1221	0.7771	0.0011
zoo	has_property	hwy	0.1221	0.8577	0.0033
brick	be to	max	0.1221	0.9422	0.0011
camera angle	help	film	0.1221	0.7657	1.0
xbox	sign out	always	0.1221	0.7909	0.5374
ethnic	has_property	ignore	0.1221	0.8135	0.0065
license tax	has_property	payment	0.1221	0.8991	0.0103
assent	can	snow	0.1221	0.9054	0.0006
assent	can	snow	0.1221	0.9054	0.0006
parent	sign in	on box one	0.1221	0.8364	1.0
congratulation	pop ups on	phone	0.1221	0.8	1.0
trunk	have	blue hair in dragon ball super	0.1221	0.7878	1.0
anthropology	affect	consumer behavior	0.1221	0.8566	0.0754
two	be	a thousand five dollars wrote out in number form	0.1221	0.79	1.0
skink	can	cut	0.1221	0.877	0.0003
doctor	check	cbc	0.1221	0.7464	1.0
distortion	can	squat	0.1221	0.8139	0.0016
distortion	can	irrigate	0.1221	0.7872	0.0028
zoologist	can	snap	0.1221	0.8593	0.0006
eagle	can	regenerate	0.1221	0.88	0.0059
god	have	long white beard	0.1221	0.8691	1.0
amitriptyline	can	buy	0.1221	0.9067	0.0026
amitriptyline	can	twitching	0.1221	0.8117	0.0285
amitriptyline	can	dj	0.1221	0.8749	0.003
factory	make	distressed jeans	0.1221	0.8492	1.0
blood	go	thick	0.1221	0.8519	0.156
researcher	measure	income inequality	0.1221	0.847	0.4489
