subject	predicate	object	plausibility	neighborhood_sigma	local_sigma
alcohol	make	tinnitus worse	0.0555	0.807	0.0307
pirate	booty go	out of stock	0.0555	0.7556	1.0
holy grail	be removed	specify	0.0555	0.8874	0.5477
thing	go	with the new x-men lines	0.0555	0.8111	1.0
religion	need	money	0.0555	0.9131	0.0063
euthanasia	affect	religion	0.0555	0.8024	0.0197
pathos	help	argument	0.0555	0.8573	0.1603
foolery	can	work	0.0555	0.9421	0.0
chop	has_property	fed	0.0555	0.9283	0.0006
probiotic	CAN	can shelf stable	0.0555	0.7744	1.0
prison	be on	tonight channel 4	0.0555	0.9167	0.3875
healthcare	has_movement	right	0.0555	0.9608	0.0006
stop	has_property	belts	0.0555	0.9536	0.0002
reflexology	relieve back	pain	0.0555	0.942	0.0656
water	make	eczema worse	0.0555	0.8464	0.0474
reason	affect	ethics	0.0555	0.801	0.1924
futurama	have	10 seasons	0.0555	0.9298	1.0
company	need	capital	0.0555	0.8722	0.0662
pup	get	part	0.0555	0.8785	0.0194
life expectancy	can	misleading	0.0555	0.8679	0.0142
sandstone	become	gneiss	0.0555	0.8241	0.1646
window	be	8 better than windows 7	0.0555	0.8441	1.0
jem	be worried in	chapter 15	0.0555	0.8527	1.0
brazil nut	has_property	goodies	0.0555	0.7854	0.0729
shingle	CAN	can treated	0.0555	0.9547	0.0033
apple	have	important son	0.0555	0.857	0.0779
congress	feel about	wall	0.0555	0.9801	0.0659
tea ball	become	more popular	0.0555	0.9059	0.021
cell	die	db	0.0555	0.7341	1.0
bleach	has_property	being	0.0555	0.8873	0.0323
language	be broken into	families	0.0555	0.8242	1.0
submarine	has_property	ff xiv	0.0555	0.9577	0.0002
insulin	can	taken orally	0.0555	0.9054	0.5008
doctor	check	testicles	0.0555	0.7791	0.2084
nitrostat	can	work	0.0555	0.9421	0.0
snake	be in	same class	0.0555	0.9356	0.3465
reagent	has_property	sensitive to water	0.0555	0.8285	0.0627
price	get booed at	darts	0.0555	0.8497	1.0
biodiversity	can	originate	0.0555	0.8234	0.0006
stop	has_property	ozone	0.0555	0.9642	0.0002
rick	has_property	pig	0.0555	0.916	0.0002
osteopathy	can	do	0.0555	0.9192	0.0001
oculomotor nerve	can	tested	0.0555	0.8273	0.0164
window	have failing	updates	0.0555	0.8229	1.0
sportsmanship	has_property	working	0.0555	0.9281	0.0001
price	has_property	pan	0.0555	0.9497	0.0003
mahan	has_property	phd	0.0555	0.927	0.0002
mahan	has_property	phd	0.0555	0.927	0.0002
white out	has_time	yet	0.0555	0.9117	0.0002
nun	has_property	vac important	0.0555	0.9321	0.0069
gamine	has_property	pm	0.0555	0.9404	0.0002
gamine	has_property	bbc	0.0555	0.9544	0.0001
stop	has_property	etc	0.0555	0.8684	0.0004
glass	explode by	itself	0.0555	0.7304	1.0
christmas	get	less exciting	0.0555	0.7894	1.0
doe	get	pregnant	0.0555	0.9194	0.0009
nursery rhyme	be used in	horror films	0.0555	0.9131	0.0869
potassium	get into	body	0.0555	0.9804	0.0102
pig	have	5 gpa	0.0555	0.942	0.0033
agriculture	affect	japan	0.0555	0.8579	0.0135
iron	be important	bbc	0.0555	0.8932	0.0279
globalization	affect	gender inequality	0.0555	0.8761	0.4198
nafta	affect	the unites states	0.0555	0.8532	1.0
investment	cause	economic growth	0.0555	0.8646	0.2598
reader	have	important bc	0.0555	0.9219	1.0
dog	lay down	eating	0.0555	0.8217	1.0
prince	have	trust help businesses	0.0555	0.8026	1.0
flagyl	affect	period	0.0555	0.8938	0.0124
water filter	has_property	samba	0.0555	0.961	0.1148
vaccinium	has_diet	vegan	0.0555	0.9111	0.0001
hook	has_property	text	0.0555	0.9462	0.0001
catapult	has_property	xenoblade	0.0555	1.0	0.0012
scut	has_property	tulsa	0.0555	0.938	0.0191
scut	has_property	futebol	0.0555	0.7346	1.0
scut	has_property	fbp5500	0.0555	1.0	1.0
scut	has_property	application	0.0555	0.8276	0.0034
paper	have	important arms	0.0555	0.8453	0.0126
welt	can	itch	0.0555	0.8698	0.0001
limb	has_property	girdle	0.0555	0.7269	0.5589
ironworker	wear	wedge boots	0.0555	0.8596	1.0
graph	have	important cns	0.0555	0.9293	0.0052
confidentiality	can	maintained in health care	0.0555	0.889	1.0
participant	be in	economy interdependent	0.0555	0.844	1.0
wax crayon	can	painted	0.0555	0.8149	1.0
thing	can be	fucking simple	0.0555	0.8675	1.0
derivative	has_property	security	0.0555	0.8822	0.0111
everyone	speak	english in infinity war	0.0555	0.7467	1.0
gill	can	look	0.0555	0.9308	0.0004
nitrospan	can	work	0.0555	0.9421	0.0
popsicle	has_property	softer than ice	0.0555	0.8616	0.234
grape	has_property	poisonous to hamsters	0.0555	0.8012	0.6385
urban area	have	more crime	0.0555	0.9051	0.4735
employer	avoid	hiring job seekers	0.0555	0.7085	1.0
girl	pick	the nice guy	0.0555	0.7837	1.0
fire	has_property	sir lana	0.0555	0.9297	0.0002
salmon	gain quickly	weight	0.0555	0.8947	0.1648
well	has_property	do	0.0555	0.9348	0.0002
monk	make	terrible cakes	0.0555	0.7552	1.0
little girl	has_property	scared	0.0555	0.896	0.0015
stop	has_property	ohio	0.0555	0.9652	0.0002
circle	has_property	upside down	0.0555	0.942	0.0008
fiber	affect	body	0.0555	0.9726	0.0002
business	positively influence	society	0.0555	0.8915	1.0
stranger	has_property	amazing	0.0555	0.9389	0.0009
sun	has_property	anton	0.0555	0.8766	0.0366
turtle	has_trait	best	0.0555	0.9611	0.0008
most people	live in	sydney australia	0.0555	0.9077	1.0
pollinator	has_property	decreasing	0.0555	0.8902	0.0115
epiphany	be celebrated in	mexico	0.0555	0.8693	0.0084
syphilis	affect	society	0.0555	0.9572	0.0006
election	be important in	modern democracy	0.0555	0.9414	0.3696
blackfish	can	die	0.0555	0.9049	0.0001
sweet potato	has_property	fed	0.0555	0.9283	0.0006
fluorine	can	act	0.0555	0.8646	0.0003
artist	have	many names	0.0555	0.9244	0.0377
laparoscopy	has_property	a better technique of surgery	0.0555	0.8493	1.0
sun	has_property	tickets	0.0555	0.9188	0.003
mumps	start	out	0.0555	0.8603	0.0143
bar chart	has_property	vertical	0.0555	0.9328	0.007
blood cell	be different from	other cells	0.0555	0.9733	0.0055
performing	be important to	society	0.0555	0.9675	0.0015
nylon	be made in	factories	0.0555	0.921	0.0055
space	become	place	0.0555	0.7898	1.0
comedian	use	wired mics	0.0555	0.8359	1.0
scope	have approved	fda	0.0555	0.9443	0.001
certificate	have	expiration date	0.0555	0.9366	0.0014
marl	can	clothes	0.0555	0.8866	0.0242
stop	has_place	ups	0.0555	0.8723	0.0013
turban	has_property	worn	0.0555	0.8896	0.0029
gilgamesh	take	enkidu	0.0555	0.8863	1.0
petrol tankers	have	metal chains	0.0555	0.8311	0.3995
thing	have	good bbc	0.0555	0.9369	0.0017
deer	kill	human	0.0555	0.8685	0.0095
dna	absorb at	260	0.0555	0.8656	0.3845
live	has_property	adjective	0.0555	0.8634	0.0152
hank	want	to arrest walt	0.0555	0.7431	1.0
vascular plant	has_property	human	0.0555	0.9405	0.002
electron	has_property	oppositely charged	0.0555	0.8423	1.0
yogurt	affect	blood sugar	0.0555	0.9086	0.002
computer	has_property	at 100 disk	0.0555	0.9325	0.622
ear	suddenly become	hot	0.0555	0.9054	1.0
chicken	has_property	sir lana	0.0555	0.9297	0.0002
philosopher	study	logic	0.0555	0.7439	1.0
carob	has_movement	quicker	0.0555	0.9052	0.0023
alexander hamilton	be involved in	war	0.0555	0.9232	0.0393
orzo	can	taste	0.0555	0.8866	0.0004
hegel	understand	civil society	0.0555	0.7693	1.0
processor	be called	brain of computer	0.0555	0.9101	0.0494
hair salon	closed	on tuesdays	0.0555	0.9358	0.0345
thumb	can	mean	0.0555	0.8744	0.0001
strategic arms limitation talks	has_property	related	0.0555	0.961	0.0001
fun	has_movement	ahead	0.0555	0.9362	0.0001
poop	can	digest	0.0555	0.8534	0.0025
nitrate	has_property	ppm	0.0555	0.9661	0.0033
beer bottle	has_property	x made	0.0555	0.8633	0.0132
mission	has_property	impossible in 3d	0.0555	0.8446	0.621
god	send	rain	0.0555	0.8242	0.4468
ginger	have	orange teeth	0.0555	0.8862	0.0148
ramen	have	milk	0.0555	0.9078	0.0051
utilitarianism	affect	health care decision making	0.0555	0.8779	1.0
fish	can	breach	0.0555	0.8266	0.0245
canada	be ranked	number 5 best country	0.0555	0.8197	1.0
sun	has_property	tag	0.0555	0.913	0.0004
turkey	come out	dry	0.0555	0.8977	0.0521
chop	has_property	fddb	0.0555	1.0	0.0343
chop	has_property	fwd	0.0555	0.8629	0.0003
chop	has_property	fps	0.0555	0.9637	0.0002
chop	has_property	azerbaijan	0.0555	1.0	0.0007
chop	has_property	bbc	0.0555	0.9544	0.0001
chop	has_property	bsa	0.0555	1.0	0.0003
chop	has_property	bjj	0.0555	0.9393	0.0003
chop	has_property	fbi	0.0555	0.878	0.0002
chop	has_property	fddb	0.0555	1.0	0.0343
chop	has_property	fnaf	0.0555	1.0	0.0004
chop	has_property	fps	0.0555	0.9637	0.0002
beowulf	offer	help	0.0555	0.8273	0.3034
flag	look like	amateur clip art	0.0555	0.7904	1.0
comment	can	included within program	0.0555	0.7592	1.0
update	has_property	pm	0.0555	0.9404	0.0002
phrase	has_property	important in communication	0.0555	0.933	0.0033
time	has_property	ok	0.0555	0.9197	0.0003
zero	has_property	important for einsteins theory of relativity	0.0555	0.8411	0.798
ocelot	help	big boss	0.0555	0.7733	1.0
cab	can	booking	0.0555	0.7246	0.0938
alkali metal	have	one outer energy level electron	0.0555	0.8264	1.0
stop	has_property	mr	0.0555	0.9501	0.0002
protozoon	has_trait	helpful	0.0555	0.9148	0.0004
sony tv	has_property	more expensive	0.0555	0.9605	0.0007
blemish	quit	work	0.0555	0.9005	0.0048
salome	be	at the cross of jesus	0.0555	0.902	1.0
clock	has_property	ff xiv	0.0555	0.9577	0.0002
half life	affect	drug action	0.0555	0.8284	0.3007
kenya	struggle	to accumulate capital	0.0555	0.6573	1.0
guillotine	has_property	rated	0.0555	0.9312	0.0003
stop	has_property	nyc	0.0555	0.9525	0.0003
menopause	affect	joints	0.0555	0.9761	0.0088
antarctic	can	work	0.0555	0.9421	0.0
ibuprofen	contain	lactose	0.0555	0.8106	0.0359
rubber band	powered	car work	0.0555	0.9032	0.1938
bubble	come	from the return sprayer in above ground pool	0.0555	0.7815	1.0
stop	has_property	oklahoma	0.0555	0.9468	0.001
polyunsaturated fat	has_property	veto friendly	0.0555	0.876	0.0042
sleeping pill	have approved	fda	0.0555	0.9443	0.001
optimism	affect	overall health	0.0555	0.9107	0.4398
everything	add	23	0.0555	0.8608	1.0
agility	affect stealth in	fallout 4	0.0555	0.7946	1.0
spandex	feel	good	0.0555	0.9543	0.0004
drama	can	work	0.0555	0.9421	0.0
sun	has_property	tlc	0.0555	0.9135	0.0001
sun	has_property	tquk	0.0555	1.0	0.0003
cell theory	has_property	significant	0.0555	0.886	0.0009
lock	be at	panama canal	0.0555	0.8435	1.0
stop	has_property	enemy	0.0555	0.9528	0.0006
pilot	can	zimbabwe	0.0555	0.8238	0.0193
square one	has_trait	good	0.0555	0.9469	0.0
mama	feel about	walter 's business deal	0.0555	0.7448	1.0
stop	has_property	oyster	0.0555	0.9602	0.0001
sun	has_property	aired	0.0555	0.8633	0.001
denim	has_property	bad	0.0555	0.9451	0.0
cress	has_trait	good	0.0555	0.9469	0.0
stop	has_property	ruth	0.0555	0.9112	0.0006
lithium	impact	environment	0.0555	0.9703	0.0144
store	ban	nike	0.0555	0.7238	0.2543
stop	has_property	ncaa	0.0555	0.9221	0.0012
headband	has_trait	quiet	0.0555	0.8833	0.0001
goodwill	earn	money	0.0555	0.9114	0.0006
scandinavian	has_property	sir lana	0.0555	0.9297	0.0002
segway	be called	hover boards	0.0555	0.7543	0.7488
snail	be active at	night	0.0555	0.94	0.0058
law	take down	died	0.0555	0.7487	1.0
stop	has_property	nba	0.0555	0.963	0.0003
fact	have	5 gpa	0.0555	0.942	0.0033
salt water	has_property	more dense than fresh sugar water	0.0555	0.8839	1.0
sun	has_property	thee	0.0555	0.7666	0.0222
thing	catch because of	electricity	0.0555	0.7856	1.0
stop	has_property	wac	0.0555	0.8679	0.0008
actor	has_property	dog	0.0555	0.9505	0.0003
freezing	can	end	0.0555	0.847	0.0001
fake	can	canal	0.0555	0.8423	0.0027
seagull	be bigger than	others	0.0555	0.9572	0.0055
stop	has_property	yum	0.0555	0.845	0.0042
stop	has_property	yield	0.0555	0.898	0.0008
romeo	can	look	0.0555	0.9308	0.0004
roman gods	has_property	gay	0.0555	0.9211	0.0012
rat snake	has_trait	quiet	0.0555	0.8833	0.0001
stop	has_property	vat	0.0555	0.8985	0.0024
stop	has_property	mba	0.0555	0.9422	0.0003
stop	has_property	nadia	0.0555	1.0	0.0004
stop	has_property	mtg	0.0555	0.8795	0.0003
stop	has_property	mba	0.0555	0.9422	0.0003
stop	has_property	ethical	0.0555	0.9112	0.0004
volcano	erupt	quietly	0.0555	0.7885	1.0
poor	be on	netflix	0.0555	0.9639	0.0001
fruit	have	good axiom	0.0555	0.8335	1.0
fruit	have	good bbc	0.0555	0.9369	0.0017
stop	has_property	sdi	0.0555	1.0	0.0017
stop	has_property	ucla	0.0555	0.842	0.0007
stop	has_property	ola	0.0555	0.7151	0.0407
stop	has_property	nyse	0.0555	0.8401	0.0013
stop	has_property	axiom	0.0555	0.9135	0.0012
stop	has_property	hg	0.0555	0.7931	0.0004
stop	has_property	html	0.0555	0.9613	0.0003
stop	has_property	fps	0.0555	0.9637	0.0002
stop	has_property	ekg	0.0555	1.0	0.0016
hyperventilation	affect	alveolar ventilation	0.0555	0.8714	0.5308
hyperventilation	affect	nervous system	0.0555	0.9498	0.0014
nuclear submarine	has_property	better than diesel	0.0555	0.9329	0.0289
stop	has_property	tzatziki	0.0555	0.799	0.0006
stop	has_property	yyz	0.0555	1.0	0.0034
stop	has_property	yql	0.0555	1.0	0.0027
stop	has_property	wzzy	0.0555	1.0	0.0024
stop	has_property	wqh	0.0555	1.0	0.0031
stop	has_property	vila	0.0555	0.8574	0.0088
stop	has_property	tqm	0.0555	1.0	0.0006
stop	has_property	rdr2	0.0555	1.0	0.0008
stop	has_property	rcmp	0.0555	0.8771	0.0016
stop	has_property	toque	0.0555	0.951	0.0001
stop	has_property	nrc	0.0555	1.0	0.0063
stop	has_property	nkjv	0.0555	1.0	0.0004
stop	has_property	hhs	0.0555	0.851	0.0002
stop	has_property	molnar	0.0555	1.0	0.0003
stop	has_property	kwh	0.0555	0.9041	0.0016
stop	has_property	natl	0.0555	0.7618	0.0006
stop	has_property	ljmu	0.0555	1.0	0.0008
stop	has_property	lgbt	0.0555	0.9399	0.0002
stop	has_property	huh	0.0555	0.8826	0.0007
stop	has_property	gzsz	0.0555	1.0	0.0003
stop	has_property	tzatziki	0.0555	0.799	0.0006
stop	has_property	vila	0.0555	0.8574	0.0088
stop	has_property	wqh	0.0555	1.0	0.0031
stop	has_property	wzzy	0.0555	1.0	0.0024
stop	has_property	yql	0.0555	1.0	0.0027
stop	has_property	yyz	0.0555	1.0	0.0034
stop	has_property	molnar	0.0555	1.0	0.0003
stop	has_property	einreichen	0.0555	1.0	1.0
stop	has_property	slr	0.0555	0.8528	0.0031
cloud	has_movement	slow	0.0555	0.917	0.0001
dodger	has_property	t-shirt	0.0555	1.0	0.0007
dodger	has_property	ww2	0.0555	0.9159	0.0005
dodger	has_property	wjec	0.0555	1.0	0.0001
dodger	has_property	twitter	0.0555	0.9413	0.0003
dodger	has_property	tlc	0.0555	0.9135	0.0001
dodger	has_property	tnt	0.0555	0.8881	0.0002
dodger	has_property	overseas	0.0555	0.8539	0.0018
dodger	has_property	toque	0.0555	0.951	0.0001
dodger	has_property	ok	0.0555	0.9197	0.0003
dodger	has_property	occupied	0.0555	0.8155	0.0003
dodger	has_property	oxford	0.0555	0.9477	0.0002
dodger	has_property	ajax	0.0555	0.894	0.0003
dodger	has_property	airplane	0.0555	0.8868	0.0024
dodger	has_property	aggregates	0.0555	0.8303	0.0135
dodger	has_property	address	0.0555	0.9485	0.0023
assistant	has_property	pay	0.0555	0.9217	0.0003
ilama	has_property	vertebrates	0.0555	0.9079	0.0049
ilama	has_property	mexicans	0.0555	0.8676	0.0468
shetland islands	has_diet	vegan	0.0555	0.9111	0.0001
brazil	want	amazon	0.0555	0.8485	0.0758
charlotte	has_property	prince	0.0555	0.9407	0.0062
ies	has_property	verb	0.0555	0.8761	0.0098
tie	has_property	ff xiv	0.0555	0.9577	0.0002
human	find	rain soothing	0.0555	0.7245	1.0
blue ribbon	has_time	yet	0.0555	0.9117	0.0002
porsche	have	rear seats	0.0555	0.9239	0.1962
carbohydrate	have	high free energy	0.0555	0.8515	1.0
price	has_property	lcd	0.0555	0.946	0.0005
detroit	has_property	the worst city in america	0.0555	0.8648	1.0
skull	has_property	juice	0.0555	0.8933	0.0007
terrorism	affect	nigeria	0.0555	0.8906	0.0784
california	can	recycle	0.0555	0.8928	0.003
jewish gravestones	has_property	flat	0.0555	0.9184	0.0008
oig	can	investigate	0.0555	0.797	0.0475
surfactant	has_property	biodegradable	0.0555	0.9181	0.0027
tail	be had	habit	0.0555	0.9063	0.0077
korea	use	metal chopsticks	0.0555	0.8776	0.1131
hamlet	has_property	was	0.0555	0.9496	0.0001
browser	stored	passwords	0.0555	0.8333	0.3987
mask	be	magic	0.0555	0.8776	0.0144
eyeliner	can	work	0.0555	0.9421	0.0
paris	come	visit	0.0555	0.8581	0.0687
motivation	affect	organizational commitment	0.0555	0.8155	0.2757
lymphedema	be treated in	dogs	0.0555	0.9432	0.0123
tablet	has_property	more expensive than capsules	0.0555	0.8819	0.6375
fortification	be used in	food	0.0555	0.9555	0.0012
brush	has_property	upside down	0.0555	0.942	0.0008
protium	have	no neutron	0.0555	0.8262	0.1677
sun	has_property	trash	0.0555	0.8994	0.0248
wart	can	zinc	0.0555	0.9086	0.0031
cataract surgery	has_property	pa	0.0555	0.9447	0.0001
enzyme	be needed	to chop up large molecules	0.0555	0.8515	1.0
cartilage	has_property	important in breathing	0.0555	0.8985	0.089
rip current	has_property	risk	0.0555	0.9226	0.0078
fish	has_property	prepared for cooking	0.0555	0.8919	0.5908
curved tv	be better than	flat	0.0555	0.885	1.0
cyanide	affect	nervous system	0.0555	0.9498	0.0014
joel	describe	day of lord	0.0555	0.7624	1.0
rhyme	make	reader feel	0.0555	0.8016	0.0929
violin	has_property	more expensive than pianos	0.0555	0.8776	0.6387
corruption	weaken	roman empire	0.0555	0.777	1.0
cuddle	has_place	up	0.0555	0.9414	0.0001
asteroid	have approved	fda	0.0555	0.9443	0.001
unit investment trust	has_property	beneficial	0.0555	0.9172	0.0004
diffusion	affect	kinetic energy	0.0555	0.8712	0.0085
time	be different around	world	0.0555	0.9859	0.0373
holocaust	relate	conflict	0.0555	0.7918	0.3843
blood	be bad for	brain	0.0555	0.9458	0.0936
newborn	has_property	gagging	0.0555	0.6634	0.411
fondant	go	hard	0.0555	0.8581	0.0091
metatarsal	quit	work	0.0555	0.9005	0.0048
loss	have	important psychology	0.0555	0.923	0.0028
lemon tree	quit	smoking	0.0555	0.9344	0.0007
kangaroo rat	died	drinking	0.0555	0.7478	1.0
gas heater	quit	smoking	0.0555	0.9344	0.0007
cartilage	can	disappear	0.0555	0.9415	0.0013
mba	has_property	gym	0.0555	0.9481	0.0003
mba	has_property	lbs	0.0555	0.9543	0.0003
mba	has_property	eon	0.0555	0.8367	0.002
flashback	help	story	0.0555	0.9035	0.0513
praying mantis	kill	bird	0.0555	0.9084	1.0
store	need in	malls	0.0555	0.8557	1.0
prime minister	CAN	can removed in canada	0.0555	0.8496	0.4126
safety	improve	productivity	0.0555	0.9329	0.032
geyser	has_property	zimbabwe	0.0555	0.9374	0.0017
mole	can	swell	0.0555	0.8074	0.0007
sand	can	multiply	0.0555	0.8389	0.0016
bull	can continue	building for future	0.0555	0.8189	1.0
credit card	have	16 digit number	0.0555	0.8271	1.0
sugar	produce	carbon dioxide	0.0555	0.9477	0.006
squealer	try	to undermine snowball	0.0555	0.705	1.0
ice skate	has_property	yourself	0.0555	0.883	0.003
chicken	has_property	selectively bred	0.0555	0.8322	0.0845
pub	has_property	oh good	0.0555	0.8673	0.0021
many humans	need	glasses	0.0555	0.9065	0.0092
cohabitation	affect	families	0.0555	0.8667	0.0091
hawaii	has_property	a chain of islands with inactive volcanoes	0.0555	0.7861	1.0
eosinopenia	can	help	0.0555	0.9088	0.0002
coccidia	can	spread	0.0555	0.9563	0.0003
fruit	has_property	uncountable	0.0555	0.7866	0.0147
nordic	has_property	diet	0.0555	0.9366	0.0024
inflation	be related to	interest rates	0.0555	0.8806	0.4111
stop	has_property	ll	0.0555	0.8499	0.0006
primate	be social in	short term	0.0555	0.8747	1.0
enlightenment	be important for	development of sociology	0.0555	0.8933	1.0
cornflower	can	reproduce	0.0555	0.9114	0.0002
inhalant	can	abused	0.0555	0.8101	0.0511
link	has_property	square space	0.0555	0.8788	0.0055
american	be perceived	in the media in egypt	0.0555	0.8249	1.0
sunstroke	can	effect	0.0555	0.8342	0.0006
scrooge	can	speak	0.0555	0.8731	0.0011
cigarette	be important part in	outsiders	0.0555	0.9516	1.0
teen	use	crack cocaine	0.0555	0.7536	1.0
human	practice	religion	0.0555	0.9055	0.0392
jupiter	generate	internal heat	0.0555	0.8932	1.0
yeast	be forbidden	in the bible	0.0555	0.8699	0.068
coin	has_property	invented	0.0555	0.9047	0.0006
mutualism	be like	commensalism	0.0555	0.954	1.0
case	turn off	ipad	0.0555	0.8405	1.0
stop	has_property	oasis	0.0555	0.8642	0.0008
female	be born	in roughly equal number	0.0555	0.8682	1.0
hp	be revealed	not working	0.0555	0.8284	1.0
stop	has_property	mango	0.0555	0.9065	0.0013
danny	get back	fist	0.0555	0.7943	1.0
stop	has_movement	left	0.0555	0.9237	0.0007
gravestone	can	sink	0.0555	0.9189	0.0005
orb	has_property	box	0.0555	0.9442	0.0002
malnourishment	affect	skin	0.0555	0.9743	0.0033
momentum	explain	recoil	0.0555	0.7896	0.4598
potential divider	be used in	sensor circuits	0.0555	0.8698	1.0
sprint	has_property	in lost angels	0.0555	0.9205	0.0137
tomcat	have	big heads	0.0555	0.8943	0.0067
iago	obtain to	lieutenant	0.0555	0.7111	1.0
variation	has_property	beneficial for the species	0.0555	0.9024	1.0
basil	turn	light green	0.0555	0.9077	0.034
band	has_property	speed	0.0555	0.9439	0.0003
native	has_property	offensive	0.0555	0.8973	0.0033
turkey	turn	brown	0.0555	0.9427	0.0003
window	has_property	defender	0.0555	0.7932	0.1328
salami	can	taste	0.0555	0.8866	0.0004
kat	has_property	pay	0.0555	0.9217	0.0003
bobby	leave	supernatural	0.0555	0.7909	1.0
stop	has_property	case	0.0555	0.9355	0.0004
fortnite mobile	have	bad graphics	0.0555	0.8946	0.0598
heart	feel	it stops	0.0555	0.7933	1.0
arrow	have	important cns	0.0555	0.9293	0.0052
wage	can	garnished	0.0555	0.8472	1.0
metabolism	create	heat	0.0555	0.8501	0.0085
malnutrition	affect	nervous system	0.0555	0.9498	0.0014
stay	can	quiet	0.0555	0.7707	0.0003
person	get	cysts	0.0555	0.8945	0.0224
gang	has_property	zuni	0.0555	1.0	0.0281
dystrophy	affect	social development	0.0555	0.9067	0.0259
earth	have	uranium	0.0555	0.9262	0.44
meditation	get	harder	0.0555	0.8799	0.0312
union	exist in	federal sector	0.0555	0.7951	1.0
warfarin	can	act	0.0555	0.8646	0.0003
co2	melt at	low temperature	0.0555	0.9312	1.0
lab	can	talk	0.0555	0.9019	0.0005
renter	need	bank statements	0.0555	0.8908	0.0092
autogamy	can	occur	0.0555	0.8906	0.0001
grizzly bear	adapt to	habitat	0.0555	0.8459	0.0062
skin	has_weight	thin	0.0555	0.9009	0.0014
livelihood	be affected	by the 4 phases of the moon	0.0555	0.904	1.0
