local_sigma	neighborhood_sigma	object	plausibility	predicate	subject
0.0026	0.8559	name	0.1494	can	toffee
1.0	0.7937	unhealthy behaviors	0.1494	influence	peer
0.3707	0.8381	atmosphere	0.1494	need co2 from	organism
1.0	0.8404	on the sidewalk after rain	0.1494	has_property	earthworm
0.4991	0.681	attachment	0.1494	explain	freud
0.2133	0.8672	counterclockwise	0.1494	has_property	quadrant
0.4884	0.8538	algae	0.1494	help	sea slug
0.0263	0.9585	2019	0.1494	be in	iraq
0.2647	0.8955	cold water	0.1494	float in	egg
0.0644	0.9382	money	0.1494	can print	government
0.4252	0.7735	baby talk	0.1494	use	couple
0.0005	0.8369	types	0.1494	can	lane
0.0012	0.9505	treated	0.1494	has_property	prostate cancer
0.009	0.895	skin	0.1494	affect	antioxidant
0.3647	0.8057	night	0.1494	get gassy at	baby
0.4186	0.878	composition of matter	0.1494	affect	change
1.0	0.7413	human-environment interaction	0.1494	study	geographer
0.0757	0.8574	airplanes	0.1494	be turned off on	electronics
0.4156	0.8771	lacrosse	0.1494	be better than	baseball
1.0	0.7631	pillows	0.1494	wash	hotel
0.0005	0.9272	better	0.1494	has_manner	oatmeal
0.0037	0.8985	either	0.1494	has_property	bollywood
1.0	0.9294	to evolution answers.com	0.1494	lead	natural selection
1.0	0.7956	tasmania	0.1494	be brought to	convict
1.0	0.7981	next to a waterway a good place	0.1494	has_property	land
1.0	0.6899	post	0.1494	promote	entrepreneur
1.0	0.8073	hooked inc	0.1494	be in	seagull
0.485	0.6576	godspeed	0.1494	say	nasa
0.1999	0.9277	zwitterion	0.1494	can	scid
1.0	0.8773	teeth	0.1494	be done on	filling
0.0763	0.9532	white skin	0.1494	have	killer whale
1.0	0.8148	to a bird	0.1494	be compared	hope
0.0001	0.9469	good	0.1494	has_trait	pet name
0.0246	0.9017	organic	0.1494	can be	grape
0.0005	0.905	help	0.1494	can	adrenaline
0.0093	0.9636	canada	0.1494	has_property	nanaimo
1.0	0.7682	before racing during the 1/4 race	0.1494	burn out	car
0.0001	0.9469	good	0.1494	has_trait	vacation spot
1.0	0.8136	in the prologue of romeo	0.1494	be used	dramatic irony
0.0005	0.9409	man	0.1494	has_property	passing
0.1524	0.8906	attractive	0.1494	be considered	nose
0.0161	0.8896	egg	0.1494	have	lipoid
1.0	0.7197	sympathies with terrorists	0.1494	try to	government
1.0	0.8489	opposite side	0.1494	turn to	wheel
0.0955	0.9028	drinking	0.1494	stop	dog
0.6016	0.852	backs	0.1494	have sloping	hyena
0.0073	0.8876	human body	0.1494	affect	polio
0.0233	0.767	reader	0.1494	help	diagram
0.1245	0.9198	chess	0.1494	play	boxer
0.0981	0.8414	teachers	0.1494	help	assessment
1.0	0.9107	field hockey	0.1494	be in	passing
0.002	0.8313	azure	0.1494	can	house
0.0091	0.9032	babies	0.1494	eat	axolotl
0.0004	0.8248	end	0.1494	can	epilog
0.0053	0.9391	form	0.1494	has_property	stanza
0.1825	0.7833	amended	0.1494	can	us constitution
0.3172	0.8274	human beings	0.1494	be transported in	oxygen
0.0005	0.8517	belts	0.1494	can	curve
0.0006	0.8544	pig	0.1494	can	curve
1.0	0.8677	twice called once	0.1494	has_property	fan
0.8178	0.9205	chickens heads	0.1494	eat	fox
0.834	0.9232	on the run in emmerdale	0.1494	has_property	adam
0.3802	0.7952	cars	0.1494	run towards	kangaroo
0.0418	0.7918	themselves	0.1494	express	student
0.0012	0.8605	pet	0.1494	can	waxing
0.0795	0.9126	others	0.1494	be worse than	pm
1.0	0.7449	frat parties	0.1494	can get into	guy
0.0004	0.9121	available	0.1494	has_property	skirt
1.0	0.7128	when lady is killed	0.1494	wake up	bran
1.0	0.7458	$60 to the national debt	0.1494	can donate	american
0.2543	0.8881	everything	0.1494	be scared of	dog
1.0	0.7324	free	0.1494	give android for	google
0.0052	0.9535	known as	0.1494	has_property	numerology
1.0	0.8085	penicillin	0.1494	resist	bacterium
0.5409	0.785	variation	0.1494	relate to	mutation
1.0	0.8312	sprints	0.1494	can	wind
1.0	0.8833	gluten-free diet	0.1494	be against	doctor
0.001	0.9552	usa	0.1494	has_property	unicef
1.0	0.8957	the red planet	0.1494	be is called	mar
0.0	0.8716	work	0.1494	can	photometry
0.0001	0.9335	yellow	0.1494	has_color	banding
0.0755	0.7867	subtraction	0.1494	be closed under	whole number
0.015	0.7473	nadir	0.1494	has_property	retardant
1.0	0.9511	digestive system work	0.1494	be in	organ
0.0081	0.9034	protein	0.1494	need	plant
0.0071	0.8713	pa	0.1494	have	winston churchill
0.0002	0.8951	are	0.1494	can	pineapple
0.003	0.8504	nocturnal	0.1494	has_property	crab
0.9353	0.7889	information	0.1494	retrieve	search engine
1.0	0.8499	acids	0.1494	provide	nucleotide
0.2674	0.9313	cats	0.1494	be transmitted in	herpes
0.0079	0.9834	playoffs	0.1494	can make	penguin
1.0	0.8238	as king billy	0.1494	be known	william of orange
1.0	0.9434	dotson	0.1494	be called	dachshund
0.0001	0.9335	yellow	0.1494	has_color	hryvnia
1.0	0.6898	to maintain bone function	0.1494	communicate	osteocyte
0.0004	0.8831	up	0.1494	can	chord
0.0029	0.9387	pd	0.1494	be free	seat belt
0.0981	0.8012	imperial system	0.1494	use	america
0.1032	0.9422	early childhood education	0.1494	be important in	involvement
1.0	0.7382	cause-effect connections	0.1494	study	historian
0.0024	0.9139	bigger	0.1494	get	snowflake
0.0002	0.8951	are	0.1494	can	task
0.0201	0.8517	deaf	0.1494	has_property	white dogs
1.0	0.8881	other students in the classroom	0.1494	affect	adhd
0.1408	0.9373	beans	0.1494	can eat	diabetic
0.031	0.9363	b12	0.1494	get	gorilla
0.8292	0.7768	to lead the expedition	0.1494	be chosen	meriwether lewis
0.1539	0.9179	therapeutic	0.1494	can be	board game
1.0	0.8945	epileptic	0.1494	have	baby
1.0	0.9078	in the treatment of contaminated water	0.1494	be used	catalyst
0.001	0.8703	unique	0.1494	has_property	bloomsbury
0.001	0.8703	unique	0.1494	has_property	bloomsbury
1.0	0.913	developing country	0.1494	be called	mexico
1.0	0.8406	greater range of temperatures	0.1494	have	mercury
1.0	0.7182	data to develop promotional strategies	0.1494	use	marketer
1.0	0.7039	environmental balance in marathi	0.1494	contribute to	butterfly
0.001	0.8625	by	0.1494	has_property	ice cube
0.0313	0.8904	water	0.1494	move through	bottlenose dolphin
1.0	0.8506	bad all of sudden	0.1494	has_property	straw
0.0005	0.8524	alike	0.1494	be	ladybug
0.0041	0.9786	important to the body	0.1494	has_property	gelatin
0.1617	0.7805	arms	0.1494	flap	toddler
1.0	0.8866	other esters	0.1494	form hydrogen bonds with	ester
0.0233	0.8248	ending	0.1494	can	heartbeat
0.2309	0.9002	two	0.1494	die in	alpha
0.0001	0.9335	yellow	0.1494	has_color	machinery
0.0703	0.853	sons of anarchy	0.1494	die in	juice
0.2032	0.8161	uterus	0.1494	affect	hormone
0.0013	0.9585	environment	0.1494	help	river
0.4466	0.8849	georgia	0.1494	be low in	minimum wage
0.5281	0.8403	safest state	0.1494	has_property	maine
0.0195	0.9053	carbon cycle	0.1494	affect	combustion
0.2447	0.9147	on the rise uk	0.1494	has_property	cancer
1.0	0.891	sun	0.1494	gather energy from	plant
1.0	0.7598	flat when poured over ice	0.1494	go	soda
0.4977	0.8441	eye pressure	0.1494	measure	eye doctor
0.2297	0.8603	others	0.1494	be fatter than	baby
1.0	0.8865	selective barriers	0.1494	act as	membrane
0.0352	0.8895	got	0.1494	can	enzyme
1.0	0.8611	tell	0.1494	have to	guy
0.0211	0.7604	elderly	0.1494	affect	fall
0.1249	0.844	fries	0.1494	have	taco bell
0.0036	0.816	flying	0.1494	has_movement	squirrel
0.0002	1.0	to	0.1494	has_property	calx
0.2328	0.7368	competition	0.1494	avoid	organism
1.0	0.7467	in star wars on the dakota system	0.1494	cut off	luke
0.2892	0.9499	wings for	0.1494	use	bird
0.0001	0.9561	spanish	0.1494	be in	scallion
0.006	0.9553	free	0.1494	be gluten	corned beef
0.0391	0.9027	mental health	0.1494	help	singing
0.0076	0.8572	add	0.1494	has_property	spam
0.0493	0.8053	in magic mike xxl	0.1494	has_property	dallas
0.9626	0.8762	drought	0.1494	get	australia
0.9046	0.9017	more beneficial	0.1494	has_property	slow-twitch muscles
0.6685	0.7704	scared of us sanctions	0.1494	has_property	country
1.0	0.6507	incompleteness of evidence of past	0.1494	restore	historian
0.1197	0.8421	up	0.1494	pile	bee
0.0056	0.9511	good for the economy	0.1494	has_property	employment
0.0643	0.6121	iota	0.1494	has_property	nucleon
0.1752	0.8246	lyrics	0.1494	work	ghost
0.0005	0.8524	alike	0.1494	be	isotope
0.0017	0.9177	sos	0.1494	has_property	robot
0.0371	0.8868	chronological order	0.1494	be in	doctrine
1.0	0.9151	weight	0.1494	can gain fast	female
0.0818	0.8092	impacted	0.1494	get	earwax
1.0	0.7335	developing	0.1494	stop if	embryo
0.0274	0.8704	pictures	0.1494	have	wikipedia
0.2571	0.8571	parkinson's	0.1494	treat	neurologist
0.0007	0.9274	dead	0.1494	has_property	hangman
0.0003	0.8777	away	0.1494	has_place	phosphate
0.0662	0.948	arkansas	0.1494	be in	poll
0.0008	0.8957	per	0.1494	has_property	stamp
0.0007	0.8178	pop	0.1494	can	curve
1.0	0.7831	instant pot	0.1494	start on	delay
0.0132	0.9138	friction	0.1494	reduce	oil
1.0	0.7819	keratin	0.1494	be in	formaldehyde
0.0658	0.9419	north america	0.1494	be in	texas
0.0003	0.9515	french	0.1494	be in	roommate
0.4743	0.7754	fees	0.1494	work out	architect
0.0027	0.8379	off	0.1494	can	sound
1.0	0.8149	wetter than the coast	0.1494	has_property	mountain
0.0004	0.9512	in a sentence	0.1494	be used	keepsake
1.0	0.8399	counties	0.1494	be divided into	jamaica
0.0005	0.8796	get	0.1494	has_property	invention
0.0	0.8716	work	0.1494	can	ocean
0.2917	1.0	delaney	0.1494	has_property	meatball
0.0004	0.8249	idle	0.1494	has_property	meatball
0.0008	1.0	wwi	0.1494	has_property	meatball
0.0007	0.9136	ivy	0.1494	has_property	meatball
0.0004	1.0	iud	0.1494	has_property	meatball
0.0024	0.8796	iodine	0.1494	has_property	meatball
0.0007	0.9136	ivy	0.1494	has_property	meatball
0.0004	1.0	iud	0.1494	has_property	meatball
0.0024	0.8796	iodine	0.1494	has_property	meatball
0.0002	0.9492	illegal	0.1494	has_property	meatball
0.0562	0.8378	aims	0.1494	has_property	meatball
0.001	0.8947	identical	0.1494	has_property	meatball
0.0015	0.8128	iced	0.1494	has_property	meatball
0.0031	0.8798	dwayne	0.1494	has_property	meatball
0.0065	0.8936	dense	0.1494	has_property	meatball
0.0098	0.8891	dad	0.1494	has_property	meatball
0.1544	0.8944	moist environment	0.1494	require	amphibian reproduction
0.5072	0.8477	trade in value	0.1494	figure	car dealer
0.4546	0.8769	antarctica	0.1494	can go to	civilian
0.0992	0.8816	everyone	0.1494	be important to	human right
0.1944	0.9127	human waste	0.1494	dispose of	airplane
0.002	0.8472	gap	0.1494	can	axolotl
0.0082	0.8553	to each other	0.1494	talk	killer whale
0.1401	0.8572	beans	0.1494	can	cook
0.217	0.8333	the way we live	0.1494	influence	geography
1.0	0.8427	stars	0.1494	determine	hotel
0.2845	0.7505	united way	0.1494	push	corporation
1.0	0.7516	crumple zones	0.1494	need	car
0.0026	0.9139	sustainable	0.1494	has_property	biodiesel
0.1212	0.9422	animal farm	0.1494	be used in	satire
0.6189	0.7287	unique among visible creation	0.1494	has_property	human being
0.2674	0.7836	own weather	0.1494	create	fire
0.0003	0.8664	cut	0.1494	can	hedge
0.73	0.8493	transport	0.1494	be important to	friction
0.0139	0.941	kenya	0.1494	be in	terrorism
1.0	0.772	on stomach	0.1494	from sleeping	baby
1.0	0.6517	rotational effects of forces	0.1494	transmit	gear
0.0184	0.952	good during pregnancy	0.1494	has_property	orange
1.0	0.8254	night	0.1494	change direction at	wind
0.0004	0.8915	belts	0.1494	has_property	article
0.108	0.8947	big shoulders	0.1494	have	sprinter
1.0	0.8597	good solidifying agent	0.1494	has_property	agar
1.0	0.8008	race	0.1494	can pod	human
0.0392	0.947	humans	0.1494	has_property	social scientist
0.138	0.773	victims	0.1494	pick	killer
0.0002	0.8833	quiet	0.1494	has_trait	curd
0.0008	0.9096	egg	0.1494	has_property	corn snake
0.0918	0.9213	carbon dioxide	0.1494	give off	organism
1.0	0.7268	nodes	0.1494	cross	electron
0.0169	0.9191	alphabetical order	0.1494	be in	dictionary
1.0	0.8141	negative for the country of origin	0.1494	has_property	brain drain
1.0	0.827	social change	0.1494	can inspire	music
1.0	0.7271	darkness	0.1494	kill	sam
0.1604	0.867	important to american literature	0.1494	has_property	nathaniel hawthorne
1.0	0.7723	easily worn away	0.1494	has_property	rock
0.008	0.9049	science	0.1494	be related to	video game
0.3722	0.8544	pneumonia	0.1494	be different from	bronchitis
0.0002	0.9455	ma	0.1494	has_property	knuckle
1.0	0.8756	to be very strong	0.1494	need	gas
0.0246	0.8531	hard	0.1494	go	pasta
0.1608	0.7746	speeches	0.1494	start	politician
0.0004	0.8959	hurt	0.1494	can	cold
0.9487	0.7812	sanctions	0.1494	survive	iran
1.0	0.7167	soldier 's burial	0.1494	get	hamlet
0.0457	0.8217	claws	0.1494	use	parrot
0.9667	0.8062	choice	0.1494	can	nuclear energy
0.1172	0.9403	stars	0.1494	be in	temperature
0.0475	0.9001	close to the ground	0.1494	grow	creeper
0.0654	0.8892	countries	0.1494	be illegal in	marijuana
0.043	0.9025	jobs	0.1494	use math in	veterinarian
0.0003	0.9591	on	0.1494	has_place	belief
0.1129	0.7701	involuntary	0.1494	has_property	reflex response
1.0	0.9016	rain forest	0.1494	affect plants in	deforestation
0.0552	0.8524	twice	0.1494	send	messenger
0.4997	0.9386	ecosystems	0.1494	can affect	human
0.0648	0.8774	buzzing sound	0.1494	make	wasp
0.0073	0.8793	where to go	0.1494	know	electricity
0.0212	0.8776	paint	0.1494	has_property	countertop
1.0	0.8149	l minus	0.1494	say	astronaut
0.0296	0.8882	big teeth	0.1494	have	walrus
0.0014	0.9448	as pets	0.1494	has_property	boston terrier
0.1319	0.7442	themselves	0.1494	fund	government
1.0	0.7238	the doctrine of god	0.1494	shape	eschatology
0.0011	0.9495	english	0.1494	be in	puma
1.0	0.7451	toronto	0.1494	settle in	immigrant
0.0002	0.9192	do	0.1494	can	lover
1.0	0.7633	the amygdala	0.1494	affect	meditation
0.0009	0.8417	spread	0.1494	can	emphysema
0.0268	0.8702	mice	0.1494	kill	lab
1.0	0.5753	boot	0.1494	run chads on	window
0.0386	0.8597	muscles	0.1494	affect	genetics
0.0086	0.8831	al	0.1494	has_property	maine
0.0006	0.9429	get	0.1494	can	puncture
0.0097	0.9017	java	0.1494	be used in	function
0.0	0.8716	work	0.1494	can	pulverization
1.0	0.7295	in a fire situation	0.1494	work	free radical
0.2476	0.8613	beef	0.1494	be cheaper than	chicken
0.5329	0.8943	summer	0.1494	have fur in	rabbit
0.0019	0.8927	heal	0.1494	can	clog
0.0009	0.9638	australia	0.1494	has_property	conjoined twin
1.0	0.7393	to have small quantities of a particular enzyme	0.1494	need	organism
0.0003	0.8692	was	0.1494	can	celt
0.6253	0.8116	presidents for 4 years	0.1494	has_property	president
0.0007	0.8528	man	0.1494	can	bronchitis
1.0	0.8446	night	0.1494	be applied at	deodorant
0.0003	0.8664	cut	0.1494	can	acne
1.0	0.7442	sweden open outwards	0.1494	be in	door
0.584	0.8532	mud	0.1494	dig in	duck
1.0	0.8735	marine life	0.1494	hurt	straw
1.0	0.9189	blood clots	0.1494	treat	hospital
0.0105	0.9055	laps	0.1494	can	news
1.0	0.7894	red man syndrome	0.1494	cause	vancomycin
1.0	0.7842	sediments	0.1494	modify	organism
0.3761	0.8967	early	0.1494	be released	prisoner
0.0001	0.9428	bad	0.1494	has_property	overdraft
0.2486	0.9053	surgery	0.1494	have	alcoholic
0.2526	0.7745	god	0.1493	represent	priest
1.0	0.968	history of israelite	0.1493	be important in	moses
1.0	0.7924	energy answer key	0.1493	use	organism
0.0032	0.7912	gnocchi	0.1493	has_property	pancake
1.0	0.8059	common apex	0.1493	have in	prokaryote
1.0	0.8796	the saponification	0.1493	undergo	mineral oil
1.0	0.7423	coolers	0.1493	has_property	wine
0.0714	0.9083	fridge	0.1493	get in	gnat
0.1122	0.9218	freezer	0.1493	get in	gnat
0.0009	0.8756	oil	0.1493	can	jellyfish
0.0431	0.854	to the holocaust	0.1493	relate	patriotism
1.0	0.721	in the crossed cannizzaro reactions	0.1493	be oxidized	formaldehyde
1.0	0.8305	trailer doors open	0.1493	leave	truck driver
0.0141	0.9505	milk	0.1493	be in	protein
1.0	0.9491	mgs4	0.1493	have horn in	bos
0.005	0.9626	the body	0.1493	benefit	magnesium
1.0	0.7597	android	0.1493	can send videos to	iphone
0.0004	0.9056	similar	0.1493	has_property	most languages
0.0002	0.8571	die	0.1493	can	bane
1.0	0.8566	higher vertebrate	0.1493	be classified as	mammal
0.0005	0.8369	types	0.1493	can	clown
0.0044	0.8286	approach	0.1493	has_property	odonata
0.0014	0.7701	typical	0.1493	has_property	odonata
0.0069	0.8006	left	0.1493	can	nap
0.0019	0.9367	used for	0.1493	has_property	solar energy
0.0047	0.9003	names	0.1493	get	muscle
0.0786	0.924	important in child development	0.1493	has_property	creativity
0.3851	0.703	victims	0.1493	control	abuser
1.0	0.8175	good candidate	0.1493	be considered	protein
1.0	0.6716	shoulder	0.1493	stabilize	cuff
1.0	0.7484	3 of the king killer	0.1493	have the king killer of	book
0.0181	0.8381	dusty	0.1493	get	wall
0.002	0.8001	bus	0.1493	can	bar
0.0217	0.8466	humans	0.1493	occur in	sexual reproduction
0.0046	0.9006	today	0.1493	be used	check
0.0011	0.8631	cycling	0.1493	has_property	carob
0.0003	0.9402	bbc	0.1493	has_property	carob
0.0013	0.7766	ipa	0.1493	has_property	carob
0.0021	0.8693	shop	0.1493	has_property	carob
0.0013	0.8392	ideal	0.1493	has_property	carob
0.001	0.874	gwen	0.1493	has_property	carob
0.032	0.8783	fermentation	0.1493	has_property	carob
0.3952	0.721	erythritol	0.1493	has_property	carob
0.0019	0.8775	epic	0.1493	has_property	carob
0.0031	0.8967	effects	0.1493	has_property	carob
0.0922	0.8371	celery	0.1493	has_property	carob
0.0005	0.868	itchy	0.1493	has_effect	carob
0.0011	0.8974	funny	0.1493	has_trait	carob
0.0003	0.9415	blue	0.1493	has_color	carob
1.0	0.6618	legal aid	0.1493	claim	solicitor
0.0109	0.9694	community	0.1493	affect	avalanche
0.2769	0.6709	gloom haven	0.1493	work in	element
1.0	0.7611	gas leaks	0.1493	detect	plumber
0.0018	0.9089	place	0.1493	take	endothermic reaction
0.3107	0.8874	toilet waste	0.1493	dispose of	train
1.0	0.7053	remove social evils	0.1493	can help	law
1.0	0.7151	economics	0.1493	grow	firm
0.0004	0.9348	dvd	0.1493	has_property	gamma ray
0.0029	0.9261	metal	0.1493	has_property	fridge
1.0	0.8829	usa	0.1493	can get to	somebody
1.0	0.8496	top of beach	0.1493	be found at	pebble
0.1988	0.7763	rehabilitated	0.1493	can	pond
1.0	0.8152	fur	0.1493	be bad	cat
0.0002	0.945	money	0.1493	make	wholesale
0.0631	0.858	ontario	0.1493	be important to	hamilton
0.0001	0.9469	good	0.1493	has_trait	night shift
0.0015	0.9499	iron	0.1493	has_property	light
1.0	0.8099	adipose tissue brown	0.1493	has_property	brown
1.0	0.7269	valleys	0.1493	carve	glacier
0.0048	0.94	power	0.1493	has_property	energy
0.0005	0.8524	alike	0.1493	has_property	commercial bank
1.0	0.7689	tax refunds	0.1493	steal	thief
0.0008	0.8653	out	0.1493	can	dehydration
1.0	0.7682	a dog's broken tail	0.1493	fix	vet
0.6557	0.9229	in the blood stream	0.1493	be carried	oxygen
0.049	0.8363	life expectancy	0.1493	affect	obesity
1.0	0.7551	probability of extinction	0.1493	affect	inbreeding
0.113	0.88	them	0.1493	have lines in	nail
0.0	0.8716	work	0.1493	can	junior
0.0485	0.9295	heart attacks	0.1493	cause	stimulant
0.1711	0.9314	others	0.1493	be slower than	link
1.0	0.8684	kidneys	0.1493	work in	stent
0.4119	0.8491	always	0.1493	crash	helicopter
0.7428	0.6514	intentions	0.1493	has_property	hi
1.0	0.8911	marble	0.1493	have	soda
0.0008	0.8685	did	0.1493	has_property	fridge
1.0	0.8888	silver	0.1493	get	lab
1.0	0.8239	people 's feelings	0.1493	hurt	capricorn
0.0143	0.8807	time	0.1493	spend	leader
0.0004	0.8754	speed	0.1493	can	referee
0.0009	0.8364	act	0.1493	can	object
0.0199	0.8841	cost	0.1493	has_property	soft
0.0307	0.902	each other	0.1493	know	jacob
1.0	0.8922	google maps	0.1493	disappear on	road
0.0054	0.8867	differ	0.1493	can	campaign
0.0054	0.9001	jewelry	0.1493	has_property	brooch
1.0	0.6883	valleys	0.1493	weather	glacier
0.0839	0.872	foreign aid	0.1493	give	donor
0.0006	0.8721	smoke	0.1493	can	student
1.0	0.8782	minnesota	0.1493	be produced in	turkey
1.0	0.918	bible	0.1493	be much in	money
0.7104	0.8483	pa	0.1493	be expensive in	milk
0.0039	0.9418	calories	0.1493	have	seltzer
0.0003	0.9271	famous	0.1493	has_property	blackpool
0.0014	0.9443	classified	0.1493	has_property	protozoon
1.0	0.7326	dairy	0.1493	justify	vegetarian
0.0017	0.9636	in canada	0.1493	has_property	public transport
0.0094	0.962	important for a business	0.1493	has_property	reputation
0.0543	0.7522	wall	0.1493	face	rabbit
1.0	0.8571	jawline	0.1493	get	model
1.0	0.8843	lots of sand	0.1493	have	desert
0.1225	0.8304	migraines	0.1493	treat	beta blocker
1.0	0.7319	on occupied	0.1493	reply	nobody
1.0	0.8533	sound	0.1493	can recognize	dog
0.0255	0.9101	clean water	0.1493	have	flint
0.1931	0.9379	india	0.1493	elected in	prime minister
0.0818	0.867	frankenstein	0.1493	relate to	doppelganger
0.0007	0.8697	fail	0.1493	can	septic
1.0	0.7343	fresh sawdust	0.1493	be attracted to	bee
0.004	0.8926	oxygen	0.1493	get	hospital
1.0	0.8727	efficiency	0.1493	can improve	business
0.0003	0.8993	grow	0.1493	can	chickenpox
0.0074	0.9496	cigarettes	0.1493	be in	arsenic
0.0008	0.8603	oyster	0.1493	can	student
0.0567	0.9116	veto	0.1493	be allowed on	legume
1.0	0.7416	meal deals	0.1493	make money from	supermarket
0.0014	0.9277		0.1493	can	mask
0.2572	0.8894	others	0.1493	be denser than	liquid
0.0001	0.9389	made	0.1493	has_property	spaghetti
0.0458	0.8458	immune system	0.1493	evade	parasite
0.5476	0.7762	lungs	0.1493	oxygenated in	blood
0.7776	0.8125	cactus	0.1493	be different from	opuntia
0.2026	0.8186	society	0.1493	occur in	socialization
0.5915	0.8765	government	0.1493	can help	datum
1.0	0.8338	endgame	0.1493	be release of	re
0.0054	0.8861	hard	0.1493	get	uterus
0.0343	0.8892	plants	0.1493	need	aphid
0.0004	0.8613	age	0.1493	can	prom
0.0521	0.8464	money	0.1493	use	consumer
1.0	0.675	masked figure	0.1493	be disgusted by	guest
0.0152	0.9483	black spots	0.1493	have	sunfish
1.0	0.7943	a finite lifespan when the universe is infinite	0.1493	have	human
1.0	0.8473	samsung	0.1493	be black on	background
1.0	0.7497	bureaucracy	0.1493	be frustrated with	president
1.0	0.8601	wonderland end	0.1493	be in	alice
0.0001	0.9335	yellow	0.1493	has_color	firewood
0.2496	0.8649	love bites	0.1493	give	animal
0.1107	0.7582	inflation	0.1493	protect against	bond
0.0091	0.8334	abused	0.1493	has_property	marlin
0.088	0.8887	plastic	0.1493	have	romaine lettuce
0.1564	0.9341	out day	0.1493	be in	hedgehog
1.0	0.8173	evidence	0.1493	be cited as	court case
1.0	0.7437	salary history	0.1493	can verify	employer
0.2086	0.8088	commission	0.1493	make	realtor
1.0	0.7395	primarily agricultural belt	0.1493	has_property	plain
0.0007	0.9277	new	0.1493	has_time	chinchillidae
0.1679	0.8125	secede	0.1493	can	california
0.0008	0.8685	did	0.1493	has_property	dandelion
0.0287	0.9794	important to the cell	0.1493	has_property	active transport
0.0015	0.8782	award	0.1493	can	aquatic
0.0016	0.9439	environment	0.1493	adapt to	orca
