subject	predicate	object	plausibility	neighborhood_sigma	local_sigma
deviant	has_property	aesthetic	0.031	0.8792	0.0001
deviant	has_trait	aggressive	0.031	0.9077	0.0001
deviant	has_property	ayahuasca	0.031	0.8912	0.0005
girl	be	vampires	0.031	0.8668	0.0244
alchemist	turn metal into	gold	0.031	0.8269	1.0
war	has_property	sou	0.031	0.8427	0.0015
weather	be associated	with low pressure systems	0.031	0.9412	1.0
cruise	has_property	abandoned	0.031	0.8796	0.0005
cruise	has_property	twitter	0.031	0.9413	0.0001
online banking	has_trait	helpful	0.031	0.9148	0.0002
culture	affect	management	0.031	0.8803	0.071
pro	use	dead silence in re spawn game types	0.031	0.6822	1.0
wifi	has_property	useful	0.031	0.9452	0.0001
bad luck	has_property	gi	0.031	0.9409	0.0006
vasoconstriction	has_property	da	0.031	0.8994	0.0002
vasoconstriction	has_property	did	0.031	0.881	0.0002
vasoconstriction	has_property	dna	0.031	0.9504	0.0002
vasoconstriction	has_property	did	0.031	0.881	0.0002
vasoconstriction	has_property	da	0.031	0.8994	0.0002
brace	has_property	fitted	0.031	0.8555	0.0078
moses	has_property	european living in africa	0.031	0.8682	0.6855
stair	has_property	mine	0.031	0.944	0.0083
haj	has_property	two	0.031	0.9539	0.0003
espresso	has_property	sustainable	0.031	0.9139	0.0005
espresso	has_property	quit	0.031	0.8602	0.0004
espresso	has_trait	sweet	0.031	0.9429	0.0001
german	be bad	in general	0.031	0.8921	0.6195
weekend	has_property	texas	0.031	0.9583	0.0012
spitting cobra	has_property	zombies	0.031	0.9533	0.0012
lauder	has_property	famous	0.031	0.9582	0.0001
petrol	has_property	price cycle	0.031	0.8393	0.4771
web page	has_property	numbering	0.031	0.7779	0.0307
web page	has_property	nkjv	0.031	1.0	0.0002
web page	has_property	necessary	0.031	0.9411	0.0001
web page	has_property	nashorg	0.031	1.0	0.0297
saturday	has_time	yet	0.031	0.9117	0.0001
meed	has_property	help	0.031	0.905	0.0045
engagement ring	has_property	xenon	0.031	0.8914	0.0032
townhouse	be cheaper than	condos	0.031	0.8777	0.3582
cnidarian	be involved in	formation of coral reefs	0.031	0.9089	1.0
dev	refuse	to acknowledge centurion	0.031	0.6577	1.0
continental glacier	has_property	harvested	0.031	0.9101	0.001
continental glacier	has_property	named	0.031	0.9364	0.0001
dig	has_property	through time	0.031	0.867	0.4296
bill clinton	can go	scuba diving	0.031	0.959	1.0
check	has_property	crossed	0.031	0.8814	0.0054
draft beer	has_property	xavier	0.031	0.8718	0.0021
power	can become	an issue when communicating sensitive information to others	0.031	0.7434	1.0
answer	be closed for	edits on wiki answers	0.031	0.8168	1.0
isomer	be relevant to	biology	0.031	0.8472	0.35
warren	has_property	blonde	0.031	0.9044	0.0031
polymer	be used in	automobile industry	0.031	0.93	0.5214
buoyancy	related	to specific gravity	0.031	0.9055	1.0
hamstring	has_property	air	0.031	0.9405	0.0002
watch fire	has_property	vip	0.031	0.8564	0.0045
watch fire	has_time	today	0.031	0.9304	0.0002
watch fire	has_property	custom	0.031	0.9338	0.003
watch fire	has_property	rolex	0.031	0.9211	0.513
dossier	has_property	pronounce	0.031	0.8872	0.0002
chronic obstructive pulmonary disease	has_property	ulcer	0.031	0.8784	0.0064
chronic obstructive pulmonary disease	has_property	qc	0.031	0.7733	0.0015
chronic obstructive pulmonary disease	has_property	fed	0.031	0.9283	0.0003
wall panel	has_property	required	0.031	0.9316	0.0009
wall panel	has_property	done	0.031	0.934	0.0001
american football	has_property	club	0.031	0.9425	0.0012
floater	be worse in	bright light	0.031	0.8829	0.3616
siddhartha	see	business	0.031	0.7953	1.0
gypsy	has_property	men	0.031	0.9407	0.001
football player	has_property	czech	0.031	0.9181	0.0001
acidophil	has_property	veto	0.031	0.9493	0.0001
acidophil	has_property	definition	0.031	0.9044	0.0005
usher	has_property	uniform	0.031	0.9501	0.0057
jackass	has_property	2 not on netflix	0.031	0.9667	0.0948
coffee	be bad for	if	0.031	0.948	0.3107
morse	has_property	dr	0.031	0.9308	0.0002
anhydride	has_property	high	0.031	0.9409	0.0001
lupus	be physically passed	to person	0.031	0.8841	1.0
orthodontic treatment	has_trait	good	0.031	0.9469	0.0
last	has_property	orders	0.031	0.9417	0.0177
revolution	has_property	won	0.031	0.946	0.0004
dandruff shampoo	has_trait	good	0.031	0.9469	0.0
ear	be important for	sport	0.031	0.9624	0.217
college student	easily can get	food stamps	0.031	0.8667	1.0
ergonomics	has_property	natural	0.031	0.8818	0.0003
belly	has_property	swollen	0.031	0.9027	0.0003
midi	be used	today	0.031	0.9538	0.0009
remainder	has_property	related	0.031	0.961	0.0001
diuretic	be bad for	kidneys	0.031	0.9528	0.0078
entitlement	has_property	australia	0.031	0.9638	0.0002
entitlement	has_property	amount	0.031	0.8614	0.0039
tsunami	affect	living things	0.031	0.9448	0.0029
fibrin	has_property	grow	0.031	0.8787	0.0016
tendonitis	has_time	last	0.031	0.899	0.0009
holy	pally are	in pop right now	0.031	0.7873	1.0
archpriest	has_property	made	0.031	0.9403	0.0
stage direction	aside indicate in	play	0.031	0.7022	1.0
brian	make	arrow in hatchet	0.031	0.7558	1.0
lily	divorce cane on	young	0.031	0.6885	1.0
glial cell	has_property	justified	0.031	0.8834	0.0002
islam	impact	middle eastern politics	0.031	0.7241	1.0
committee member	has_property	selected	0.031	0.9086	0.0035
erosion	has_property	accumulation	0.031	0.7066	0.2286
shigellosis	has_property	wiki	0.031	0.9344	0.0005
shigellosis	has_property	zen	0.031	0.8828	0.001
shigellosis	has_property	hereditary	0.031	0.9191	0.0006
bedouin	related	to asian deserts	0.031	0.8167	0.3104
god	send	death	0.031	0.7594	1.0
oman	has_property	2006 rated r	0.031	0.9336	1.0
marshal	has_property	abandoned	0.031	0.8796	0.0005
troll	get	all the power in ranked games	0.031	0.8051	1.0
scotch whiskey	has_trait	quiet	0.031	0.8862	0.0
undivided interest	apply to	joint ownership of real estate	0.031	0.7349	1.0
sector	has_property	37d surgeon	0.031	0.8377	1.0
cranium	have	sutures	0.031	0.7668	0.1055
liquidity	has_property	auction	0.031	0.8942	0.0076
baby	be likes	hinges	0.031	0.7998	1.0
copper sulfate	has_property	in cat food	0.031	0.9394	0.0117
suntan	has_property	after	0.031	0.9045	0.0013
lactic acid	has_effect	harmful	0.031	0.9664	0.0001
girl	be better behaved than	boys	0.031	0.8552	0.3246
massager	has_property	flip kart	0.031	0.9278	0.0247
massager	has_property	fy 2019	0.031	0.8487	1.0
ti	has_property	sam	0.031	0.9185	0.0003
loan	has_property	sold	0.031	0.9433	0.0014
chrome	has_property	hits	0.031	0.8226	0.0631
choke	has_property	awash	0.031	0.724	0.0146
choke	has_property	urban	0.031	0.8778	0.0003
choke	has_property	umbauen	0.031	1.0	1.0
choke	has_property	afc	0.031	0.9173	0.0003
choke	has_property	wwi	0.031	1.0	0.0002
choke	has_property	impact	0.031	0.8652	0.0002
choke	has_property	asoka	0.031	1.0	0.0688
choke	has_property	xerox	0.031	0.8629	0.0106
transylvania	has_property	pronounce	0.031	0.8872	0.0002
chromatography	has_property	available	0.031	0.9405	0.0001
continent	has_property	belts	0.031	0.9536	0.0001
scorpion	has_property	mk	0.031	0.8449	0.0007
methanol	be easier than	methane	0.031	0.8272	1.0
great salt lake	has_property	oyster	0.031	0.9602	0.0001
great salt lake	has_property	nfl	0.031	0.9702	0.0001
great salt lake	has_property	fm	0.031	0.9587	0.0001
great salt lake	has_property	fbi	0.031	0.878	0.0001
great salt lake	has_property	dhaka	0.031	0.8722	0.0019
great salt lake	has_property	cbc	0.031	0.8358	0.0001
water	be in	uk treated	0.031	0.9859	1.0
court	has_property	order	0.031	0.9344	0.0009
bougainvillea	has_property	young living	0.031	0.8783	0.0249
silicon valley	can fix	online harassment	0.031	0.7089	1.0
methane	be used for	energy	0.031	0.9478	0.0053
chigger	has_property	treated	0.031	0.9505	0.0002
gonorrhea	has_property	accurate	0.031	0.9151	0.0001
pasto	has_property	ending	0.031	0.8513	0.0013
weeping	has_property	mad	0.031	0.9083	0.0007
dress	has_property	up important for toddlers	0.031	0.9404	0.6551
linguistics	has_property	important essay	0.031	0.97	0.0019
domain name	be preferred over	over addresses	0.031	0.7926	1.0
goop	has_trait	good	0.031	0.9469	0.0
0	be called	love	0.031	0.948	0.0583
scalp	has_property	day	0.031	0.9618	0.0001
cyst	has_trait	aggressive	0.031	0.9077	0.0001
chevrolet	has_trait	crude	0.031	0.9226	0.1829
splash	has_body_part	eye	0.031	0.9429	0.0002
pearl	related	to mr. krabs	0.031	0.9262	1.0
throwing	has_property	either	0.031	0.8985	0.0008
number 1	live on	moon umbrella academy	0.031	0.7936	0.6771
public transport	has_property	better than driving	0.031	0.8848	1.0
sea breeze	affect	temperatures on c caribbean islands	0.031	0.7456	1.0
seminal fluid	has_property	necessary	0.031	0.9411	0.0001
cystocele	has_color	yellow	0.031	0.9462	0.0
cystocele	has_property	juvenal	0.031	1.0	0.2996
citrulline	has_trait	narrow	0.031	0.8102	0.004
citrulline	has_property	zoloft	0.031	0.8663	0.0058
observatory	has_property	small	0.031	0.8733	0.0001
hoover	be	slow to respond to the economic crisis	0.031	0.8302	1.0
contemporary	has_property	drama	0.031	0.9507	0.0005
puppy	has_property	under $500	0.031	0.8554	0.4895
sense	has_property	zoomed	0.031	0.9485	0.0003
hypnos	has_property	symbol	0.031	0.9586	0.0011
hypnos	has_trait	sweet	0.031	0.9429	0.0001
hypnos	has_property	uk	0.031	0.9583	0.0
allocation	has_trait	helpful	0.031	0.9148	0.0002
liver	has_body_part	eyes	0.031	0.9212	0.0002
ground	has_property	positive	0.031	0.9258	0.0005
sunroom	has_property	jacksonville	0.031	0.9222	0.0118
fear	has_property	important emotion	0.031	0.8807	0.3902
caligula	be	successful leader	0.031	0.8503	0.3969
vegetation	speed up	process of erosion	0.031	0.7982	1.0
springboard	has_property	made	0.031	0.9403	0.0
wild horse	has_property	x factor	0.031	0.955	0.0013
fretwork	has_property	made	0.031	0.9403	0.0
social security number	has_property	mid	0.031	0.8631	0.0001
social security number	has_property	invalid	0.031	0.8206	0.0099
social security number	has_time	today	0.031	0.9304	0.0002
andrenid	has_property	bad	0.031	0.9451	0.0
victoria	be phobic	secret trans	0.031	0.8894	1.0
limb-girdle	has_property	muscular dystrophy passed down	0.031	0.8496	1.0
proof	has_property	address	0.031	0.9485	0.0013
chylomicron	has_property	water soluble	0.031	0.975	0.2229
aesculapius	has_property	pronounce	0.031	0.8872	0.0002
new york stock exchange	has_property	dr	0.031	0.9308	0.0002
association	has_property	between fungi and algae	0.031	0.8547	1.0
polypropylene	has_property	acidic	0.031	0.9328	0.0002
polypropylene	has_property	quid	0.031	0.9606	0.0003
polypropylene	has_property	ucla	0.031	0.842	0.0004
polypropylene	has_property	axial	0.031	0.8271	0.0004
polypropylene	has_property	awareness	0.031	0.8549	0.0005
polypropylene	has_property	aquatic	0.031	0.946	0.0001
polypropylene	has_property	alkaline	0.031	0.9095	0.0013
polypropylene	has_property	aggregate	0.031	0.8372	0.0012
polypropylene	has_property	absorbed	0.031	0.9112	0.0012
trojan horse	has_property	lyrics	0.031	0.8983	0.0001
danu	has_property	virtual	0.031	0.8956	0.0103
quad	has_color	yellow	0.031	0.9462	0.0
pluto	take much longer	orbit	0.031	0.9524	1.0
alex	be injured why	in 13 reasons	0.031	0.8213	1.0
laughing	can	exist	0.031	0.9302	0.0001
smirker	has_property	gone	0.031	0.9217	0.0005
oregon	has_property	qb	0.031	0.9296	0.0017
oregon	has_property	jerseys	0.031	0.9266	0.0882
mycenae	has_property	pronounce	0.031	0.8872	0.0002
titanium	has_trait	inert	0.031	0.8974	0.0038
drosophila	explain	basic aspects of pattern formation axis formation	0.031	0.7572	1.0
plantagenet	has_property	pronounce	0.031	0.8872	0.0002
motion	has_property	presented	0.031	0.9367	0.0194
wolf	be near	extinction	0.031	0.9188	0.0894
fingernail	has_property	healing	0.031	0.9191	0.0038
bat	approach	extinction	0.031	0.8067	1.0
animal breeder	be important to	society	0.031	0.9796	0.0008
jill	has_property	on mom fat	0.031	0.8101	0.6633
phrygia	has_property	pronounce	0.031	0.8872	0.0002
chinese cabbage	has_property	made	0.031	0.9403	0.0
toronto	has_property	aquarium	0.031	0.9562	0.0003
toronto	has_property	czech	0.031	0.9181	0.0001
toronto	has_property	australia	0.031	0.9638	0.0002
toronto	has_property	ajax	0.031	0.9415	0.0001
toronto	has_property	twitter	0.031	0.9413	0.0001
toronto	has_property	shirt	0.031	0.9046	0.0012
toronto	has_property	afc	0.031	0.9173	0.0003
toronto	has_property	dot	0.031	0.9433	0.0002
toronto	has_property	sweater	0.031	0.9546	0.0226
toronto	has_property	slang	0.031	0.8912	0.0014
toronto	has_property	czech	0.031	0.9181	0.0001
wash	has_property	world	0.031	0.9592	0.0009
preferred stock	be considered	debt	0.031	0.8876	0.4817
hollandaise	has_diet	vegetarian	0.031	0.9103	0.0001
animal	adapt in	seasonal change	0.031	0.8528	1.0
team	has_property	different from skype	0.031	0.8215	0.2173
lenticel	has_property	formed	0.031	0.9373	0.0001
trichinosis	has_property	natural	0.031	0.8818	0.0003
rhythm	be important in	horse riding	0.031	0.8539	0.3458
tornado	affect	ecosystem	0.031	0.9788	0.0009
organic soil	has_property	made	0.031	0.9403	0.0
hippocampus	has_trait	good	0.031	0.9469	0.0
hanukkah	has_place	about	0.031	0.8807	0.0004
spotted eagle ray	has_trait	quiet	0.031	0.8862	0.0
cold	go into	chest	0.031	0.8227	1.0
research	used with	management	0.031	0.741	1.0
msb	has_property	different from lab	0.031	0.8294	0.6411
rye bread	has_movement	left	0.031	0.9348	0.0004
rye bread	has_property	crumbs	0.031	0.9066	1.0
calaba	has_trait	open	0.031	0.9491	0.0001
jenny	want	free as bird	0.031	0.8362	1.0
corrie	has_time	young	0.031	0.8954	0.0002
player	has_property	nfl	0.031	0.9702	0.0001
bee	without employing	professional services	0.031	0.6515	1.0
box spring	has_manner	better	0.031	0.9379	0.0001
iodine	be brought into	aqueous solution	0.031	0.9026	1.0
car manufacturer	can sell directly to	consumers	0.031	0.9461	0.211
portion	be small at	fancy restaurants	0.031	0.8243	1.0
vegetable	have	good for environment soaps	0.031	0.7793	1.0
kiev	has_property	now kyiv	0.031	0.9371	1.0
ghee	has_property	pale	0.031	0.9507	0.0006
silicon dioxide	has_property	a solid at room temp	0.031	0.8654	1.0
rapport	has_property	da	0.031	0.8994	0.0002
preposition	has_property	approach	0.031	0.8445	0.0009
drama	reflect	bong adana	0.031	0.7894	1.0
pressure	has_property	mac	0.031	0.9547	0.0002
marriage	celebrate	god	0.031	0.7641	0.1343
caduceus	represent	medicine	0.031	0.778	0.1269
matrix	has_property	management	0.031	0.9358	0.0047
accountant	listen to	loud music	0.031	0.9045	0.3615
seashore	has_property	sandy	0.031	0.8857	0.0063
nostril	has_time	old	0.031	0.9345	0.0001
scrooge	be	most afraid of the future ghost	0.031	0.8583	1.0
parrot	adapt to	life	0.031	0.841	0.0167
struggler	has_property	made	0.031	0.9403	0.0
hemophiliac	has_property	watch	0.031	0.9442	0.0001
hemophiliac	has_property	iud	0.031	1.0	0.0001
hemophiliac	has_property	irritated	0.031	0.8276	0.0003
hemophiliac	has_property	ipa	0.031	0.851	0.0003
hemophiliac	has_property	ionic	0.031	0.9283	0.0002
hemophiliac	has_property	ill	0.031	0.9514	0.0001
hemophiliac	has_property	uk	0.031	0.9583	0.0
hemophiliac	has_property	iii	0.031	0.9133	0.0003
hemophiliac	has_property	homed	0.031	0.7328	0.0033
hemophiliac	has_property	identical	0.031	0.8947	0.0002
hemophiliac	has_property	cd	0.031	0.9474	0.0
hemophiliac	has_property	iud	0.031	1.0	0.0001
hemophiliac	has_property	irritated	0.031	0.8276	0.0003
hemophiliac	has_property	ipa	0.031	0.851	0.0003
mole	has_property	treated	0.031	0.9505	0.0002
live steam	has_property	uk	0.031	0.9583	0.0
frog	have	internal testes	0.031	0.8404	0.1108
rusting	has_property	cut	0.031	0.9258	0.0001
rusting	has_property	mac	0.031	0.9547	0.0002
biceps	has_property	supinator	0.031	1.0	1.0
rosa	has_property	parks	0.031	0.896	0.1368
henry vii	has_time	young	0.031	0.8954	0.0002
tropic	be called	cancer	0.031	0.9046	0.0215
black pepper	has_property	sauce	0.031	0.9202	0.0038
metro	has_property	effective	0.031	0.9393	0.0001
grand canyon	has_property	aqua	0.031	0.9388	0.0004
grand canyon	has_property	watch	0.031	0.9442	0.0001
grail	has_property	legit	0.031	0.8551	0.0002
artist	do	thumb thing	0.031	0.8276	0.1889
quad	has_property	espresso	0.031	0.9548	0.0082
polyester	has_property	given	0.031	0.9343	0.0004
polyester	has_property	justified	0.031	0.8834	0.0002
polyester	has_movement	zipped	0.031	0.8404	0.0004
polyester	has_property	treated	0.031	0.9505	0.0002
polyester	has_property	kept	0.031	0.9032	0.0006
polyester	has_property	given	0.031	0.9343	0.0004
unit investment trust	has_property	governed	0.031	0.8888	0.0072
cattle	eat	pine needles	0.031	0.7988	1.0
sea shells	get	sound of ocean	0.031	0.9094	1.0
helium	has_property	mods	0.031	0.9556	0.0004
goosebump	has_property	effective	0.031	0.9393	0.0001
girl	be	bullies	0.031	0.8588	0.0157
gigahertz	has_property	quito	0.031	1.0	0.0104
gigahertz	has_property	andy	0.031	0.9279	0.1243
gigahertz	has_property	valid	0.031	0.9071	0.0002
holy spirit	be at	work	0.031	0.9414	0.0092
expanse	has_property	zero rated	0.031	0.8533	0.0005
baby animals	has_property	cuter than baby humans	0.031	0.8716	0.703
girl	have	"better "" handwriting than boys"	0.031	0.78	1.0
dogshit	has_property	known for	0.031	0.9268	0.0007
scientist	show	composition of compounds	0.031	0.7498	1.0
hyperglycaemia	has_weight	fat	0.031	0.9486	0.0003
primer	has_property	junta	0.031	0.9635	0.0143
aluminium	be used	to make pots	0.031	0.9227	0.1448
frankenstein	want	create	0.031	0.883	0.1402
southerner	be	at the constitutional convention fearful of government control of trade	0.031	0.8303	1.0
mascot	has_property	dwarf	0.031	0.9475	0.0001
regulatory gene	be important	understanding	0.031	0.8994	0.0161
reservoir	has_property	killed	0.031	0.9533	0.0001
one leg	be smaller than	other	0.031	0.9613	0.0298
union member	has_property	dtac	0.031	0.7854	0.0088
union member	has_property	din	0.031	0.8387	0.0239
union member	has_property	mango	0.031	0.953	0.0007
union member	has_property	dad	0.031	0.8891	0.002
union member	has_property	dip	0.031	0.8951	0.0004
union member	has_effect	dangerous	0.031	0.9489	0.0
union member	has_property	dvd	0.031	0.9348	0.0001
hydraulic press	can smash faster	things	0.031	0.7906	1.0
ablution	has_property	safe	0.031	0.9126	0.0001
dielectric	has_property	cell	0.031	0.9554	0.0013
youth	be compared to	flower	0.031	0.8315	0.6829
plumeria	has_property	dan	0.031	0.9508	0.0001
plumeria	has_property	mtg	0.031	0.946	0.0002
plumeria	has_property	ming	0.031	0.737	0.0032
plumeria	has_property	ft	0.031	0.9474	0.0001
plumeria	has_property	metal	0.031	0.9482	0.0006
plumeria	has_property	dzieci	0.031	1.0	0.0177
plumeria	has_property	dwarf	0.031	0.9475	0.0001
plumeria	has_property	dvd	0.031	0.9348	0.0001
plumeria	has_property	dusty	0.031	0.8381	0.0017
plumeria	has_property	dust	0.031	0.9531	0.0047
plumeria	has_effect	dangerous	0.031	0.9489	0.0
plumeria	has_trait	difficult	0.031	0.9217	0.0002
solar system	has_property	unique	0.031	0.9297	0.0002
depreciator	has_property	work	0.031	0.934	0.0001
isotope	be used	to keep food from spoiling	0.031	0.918	1.0
blue point	has_manner	quickly	0.031	0.8355	0.0004
employee	has_property	ten	0.031	0.9069	0.0009
asian	can be	friends with black people	0.031	0.8605	1.0
school	has_property	holiday today	0.031	0.9302	1.0
stephen	has_property	a smith not on first take	0.031	0.8564	1.0
quantum chromodynamics	has_property	connected	0.031	0.9141	0.0006
cambodia	has_property	watch	0.031	0.9442	0.0001
cambodia	has_property	illegal	0.031	0.9502	0.0
playing tennis	has_time	today	0.031	0.9304	0.0002
surveillance	has_property	ibm	0.031	0.9122	0.0001
enema	has_property	x-ray	0.031	1.0	0.0006
compass	has_property	azimuth	0.031	0.5662	0.0013
structuralism	has_property	different from functionalism	0.031	0.8667	0.6241
cathode ray	be from	samples of gases identical	0.031	0.8054	1.0
megabucks	has_property	free	0.031	0.9514	0.0001
circus	has_property	play	0.031	0.9471	0.0009
axolotl	has_property	adapted	0.031	0.9178	0.0034
excerpt	has_property	violin	0.031	0.9275	0.0075
binful	has_property	obtained	0.031	0.9375	0.0005
abradant	has_property	formed	0.031	0.9373	0.0001
flatulency	has_property	excessive	0.031	0.7744	0.164
laura	has_property	on catfish	0.031	0.9413	0.1233
wall street	has_property	jp	0.031	0.8855	0.0002
doctor	has_property	are overworked	0.031	0.812	1.0
syringe	has_trait	good	0.031	0.9469	0.0
throwing	has_property	qb	0.031	0.9296	0.0017
union flag	has_property	tab	0.031	0.8454	0.0008
union flag	has_property	text	0.031	0.9462	0.0001
union flag	has_property	t-shirt	0.031	1.0	0.0004
union flag	has_property	tquk	0.031	1.0	0.0002
union flag	has_property	tax	0.031	0.9172	0.0003
union flag	has_property	tlc	0.031	0.9135	0.0001
union flag	has_property	ski	0.031	0.8795	0.0004
union flag	has_property	tested	0.031	0.9472	0.0007
union flag	has_property	tnt	0.031	0.8881	0.0001
union flag	has_property	taxed	0.031	0.962	0.0002
union flag	has_trait	transparent	0.031	0.9416	0.0005
sarajevo	has_time	today	0.031	0.9304	0.0002
