subject	predicate	object	plausibility	neighborhood_sigma	local_sigma
player	be selected	to play in the all-star game	0.8997	0.8743	1.0
fire	become	blue	0.8997	0.8598	0.158
judgement day	has_property	2019	0.8997	1.0	0.0183
beverage	have	ingredients	0.8997	0.7736	0.3144
salmon	has_property	a keystone species	0.8996	0.8581	0.0304
lysimachia quadrifolia	has_property	worth	0.8996	0.8661	0.0029
helicteres	has_property	alive	0.8996	0.8784	0.0012
idiopathic hemochromatosis	has_property	surgery	0.8996	0.8662	0.0268
machiavellian	has_property	alive	0.8996	0.8784	0.0012
department store	push	credit cards	0.8996	0.8643	0.315
enteric fever	has_effect	dangerous	0.8996	0.9068	0.0009
realtor	call	back	0.8996	0.7814	0.0696
child	has_property	quit	0.8996	0.852	0.0117
stock	rise after	hours	0.8996	0.7345	1.0
ant	has_property	good for the garden	0.8996	0.851	0.0838
bruegel	has_property	alive	0.8996	0.8784	0.0012
turkey	roll	around in the dirt	0.8996	0.8917	0.2595
wood pulp	has_property	fiction	0.8996	0.8078	0.2311
tiger	play	golf	0.8996	0.806	0.1499
cesium hydroxide	has_trait	good	0.8996	0.9394	0.0003
survivor	can	report	0.8996	0.7447	0.1902
elector	has_property	to the electoral college chosen	0.8996	0.8115	1.0
bitis gabonica	has_property	alive	0.8996	0.8784	0.0012
tail	help	animals	0.8996	0.8576	0.0518
madrigal	can	die	0.8996	0.8388	0.0014
american turkey oak	has_property	island	0.8996	0.8918	0.0137
iago	be angry with	othello	0.8996	0.9193	0.5397
husky	has_property	restricted breed	0.8996	0.8232	0.614
girl	be from	goggle box on celebs go dating	0.8996	0.733	1.0
smut	be on	netflix	0.8996	0.9433	0.001
stalker	has_property	male	0.8996	0.9037	0.0275
comoro islands	has_trait	open	0.8996	0.8924	0.0017
kb	be on	wkly	0.8996	0.8081	1.0
plane	leave in	sky	0.8996	0.8711	0.34
genus spondias	has_property	safe	0.8996	0.8472	0.0015
morrigan	has_property	alive	0.8996	0.8784	0.0012
water	go	up when i drink	0.8996	0.795	1.0
boat race	has_property	2019	0.8996	1.0	0.0183
burro deer	has_property	alive	0.8996	0.8784	0.0012
wildlife	be in	africa	0.8996	0.9579	0.0129
volleyball net	has_property	worth	0.8996	0.8661	0.0029
waterlessness	can	happen	0.8996	0.8191	0.002
thoreau	has_property	real	0.8996	0.8364	0.0037
government revenue	has_property	taxed	0.8996	0.882	0.0048
year	has_property	2019	0.8996	1.0	0.0183
cephalotus	has_property	alive	0.8996	0.8784	0.0012
sherry	has_property	kosher	0.8996	0.8579	0.0065
phone call	has_property	quality	0.8996	0.8388	0.0052
petal	help	plant	0.8996	0.8729	0.0715
jinrikisha	has_property	dead	0.8996	0.8629	0.0045
thorn	help	the plants in the desert	0.8996	0.803	1.0
play	download	apps	0.8996	0.8124	0.8487
stopover	be on	netflix	0.8996	0.9433	0.001
samuel adams	has_property	alive	0.8996	0.8784	0.0012
daycare	list	prices	0.8996	0.7512	0.2006
cottage pie	has_diet	vegan	0.8996	0.8682	0.0009
power	be on	star tonight	0.8996	0.8737	1.0
centripetal force	keep planets in	orbit	0.8996	0.8646	0.2984
clomid	do	not	0.8996	0.9098	0.0683
stonehenge	be wonder of	world	0.8996	0.836	0.1426
benjamin	has_property	miss	0.8996	0.8103	0.3397
infection	spread	rapidly	0.8996	0.7211	0.9102
everyone	be	a herbivore	0.8996	0.7248	1.0
stretch mark	has_trait	good	0.8996	0.9394	0.0003
lisp	has_property	more popular	0.8996	0.8687	0.0209
alectoris	has_property	alive	0.8996	0.8784	0.0012
ragamuffin	can	happen	0.8996	0.8191	0.002
demon	has_property	more powerful than the devil	0.8996	0.8189	1.0
december 8	has_property	2019	0.8996	1.0	0.0183
sediment	accumulate	everywhere	0.8996	0.6819	1.0
socrates	describe	himself as a gadfly	0.8996	0.7342	1.0
kelvin scale	be called	absolute scale	0.8996	0.7955	1.0
oil	has_property	soluble	0.8996	0.8726	0.0386
oppressor	can	work	0.8996	0.8516	0.0002
nipple	can	vote	0.8996	0.8228	0.0028
flagellation	can	happen	0.8996	0.8191	0.002
gray flounder	be on	netflix	0.8996	0.9433	0.001
fandom	has_property	working	0.8996	0.8742	0.0009
pitcher	get	win in baseball	0.8996	0.7901	1.0
bacterium	has_property	a part of recycling	0.8996	0.7694	1.0
senate	has_property	upper house	0.8996	0.7972	0.968
pneumonia	can	spread	0.8996	0.8094	0.0054
albedo	has_property	free	0.8996	0.9046	0.002
movie	use	wilhelm scream	0.8996	0.8025	0.4928
fingerprint	be used	to identify a suspect	0.8996	0.8102	1.0
liberty	statue of is	america	0.8996	0.6737	1.0
cold weather	affect	car battery	0.8996	0.8029	1.0
android	has_trait	strong	0.8996	0.8251	0.0068
saving	has_manner	hard	0.8996	0.881	0.0016
platyhelminthes	has_property	alive	0.8995	0.8784	0.0012
dithered color	has_property	coded	0.8995	0.7506	0.0141
bottom	get	hard	0.8995	0.8861	0.0324
headhunter	call	back	0.8995	0.7814	0.0696
sister	has_property	killed	0.8995	0.8974	0.0041
apple	has_property	uk expensive	0.8995	0.8941	0.885
prostitution	be in	thailand	0.8995	0.8567	0.0817
microwave	cook	evenly	0.8995	0.7129	1.0
tour	can	dates	0.8995	0.8061	0.5263
boxing	has_property	tv	0.8995	0.931	0.0036
fossil	be used as	evidence	0.8995	0.8895	0.1313
aphid	produce	honeydew	0.8995	0.678	1.0
french	has_property	the language of diplomacy	0.8995	0.7816	1.0
lydia	be on	real housewives	0.8995	0.8399	0.2188
microwave radar	has_property	safe	0.8995	0.8472	0.0015
repertory company	has_trait	open	0.8995	0.8924	0.0017
fire truck	go on	ambulance calls	0.8995	0.7528	0.8725
confederate army	has_trait	open	0.8995	0.8924	0.0017
frivolousness	can	happen	0.8995	0.8191	0.002
poll tax	has_property	refund	0.8995	0.7333	0.8464
whale	has_property	query	0.8995	0.8085	0.0138
empire	exist	anymore	0.8995	0.8385	0.2791
glycerin jelly	has_property	made	0.8995	0.9267	0.0004
genus vanessa	has_property	pregnant	0.8995	0.8387	0.0174
reit	has_property	investment	0.8995	0.8579	0.059
porsches	can	depreciate	0.8995	0.7559	0.1047
delicatessen food	has_property	safe	0.8995	0.8472	0.0015
writer	use	direct characterization in a story	0.8995	0.6868	1.0
rainbow	has_property	in the shape of an arch	0.8995	0.7919	1.0
cam 's sister	be in	jail	0.8995	0.9144	0.0159
falco columbarius	has_property	dead	0.8995	0.8629	0.0045
laser trabecular surgery	has_property	done	0.8995	0.9051	0.0031
vietnamese monetary unit	has_property	legal	0.8995	0.877	0.0027
uranus	has_property	re spawning	0.8995	0.7859	0.9656
dog	taste	food	0.8995	0.8306	0.1725
negative charge	attract	each other	0.8995	0.7675	0.1078
sugar spoon	has_property	alive	0.8995	0.8784	0.0012
vodka	has_diet	vegan	0.8995	0.8682	0.0009
movie	be	popular during the depression	0.8995	0.7953	1.0
cat	have bellied	buttons	0.8995	0.7942	0.1243
possession	be divided	in a divorce	0.8995	0.882	0.2236
arctic fox	survive	in the cold	0.8995	0.9202	0.0366
carbon	has_trait	versatile	0.8995	0.7176	0.2681
orange	has_property	new black season 6 on netflix	0.8995	0.8474	1.0
chuck	be on	2k	0.8995	0.7261	0.8202
foot	wash not	a sacrament	0.8995	0.7768	1.0
neonatal hyperbilirubinemia	has_property	contagious	0.8995	0.8044	0.0056
shroud	has_property	streaming	0.8995	0.8192	0.0616
dogfish	has_property	alive	0.8995	0.8784	0.0012
rancidity	has_property	bad	0.8995	0.9314	0.0004
belgian sheepdog	has_property	safe	0.8995	0.8472	0.0015
company	call back after	interview	0.8995	0.7765	0.5026
speaker	has_color	black	0.8995	0.9414	0.0016
sailing boat	can sail	into a head wind	0.8995	0.8932	1.0
bass	has_manner	hard	0.8995	0.881	0.0016
jupiter	have	moons orbit jupiter	0.8995	0.8509	1.0
fish	has_property	underwater	0.8995	0.8444	0.0944
mtg arena	be on	mac	0.8995	0.9363	0.0657
loaf sugar	has_property	free	0.8995	0.9046	0.002
shell	end up on	beach	0.8995	0.834	0.134
ladybug	can	be	0.8995	0.9339	0.001
virginia deer	has_property	alive	0.8995	0.8784	0.0012
ken	be in	toy story	0.8995	0.8218	0.7856
metaphosphoric acid	has_property	bad	0.8995	0.9314	0.0004
prince philip	has_property	tubers	0.8995	0.683	0.3265
widow woman	has_property	alive	0.8995	0.8784	0.0012
eastern chimpanzee	has_property	alive	0.8995	0.8784	0.0012
corpuscle	can	happen	0.8995	0.8191	0.002
fire	skip	houses	0.8995	0.7305	1.0
fortunella japonica	has_property	alive	0.8995	0.8784	0.0012
garbage truck	catch on	fire	0.8995	0.936	0.0315
nazarene	can	dance	0.8995	0.8027	0.018
redbrick university	has_trait	open	0.8995	0.8924	0.0017
acid	be formed	in the atmosphere	0.8995	0.8839	0.1789
starling	can	crash	0.8995	0.8054	0.0251
argon	has_trait	inert	0.8995	0.7817	0.1107
barbados	has_property	on the map	0.8995	0.908	0.0776
orphanage	exist	anymore	0.8995	0.8385	0.2791
embolectomy	has_property	safe	0.8995	0.8472	0.0015
flowering ash	has_property	alive	0.8995	0.8784	0.0012
western united states	has_trait	open	0.8995	0.8924	0.0017
varix	has_trait	good	0.8995	0.9394	0.0003
original	be on	netflix canada	0.8995	0.915	0.1466
muscle	has_property	organ	0.8995	0.845	0.0453
jefferson davis	be	the president of the confederacy	0.8995	0.7511	1.0
duck	can float on	water	0.8995	0.9255	0.0909
menopause	can	start	0.8995	0.8401	0.0063
ovulation	can	is	0.8995	0.8692	0.0009
chris sale	start	game 5	0.8995	0.7845	1.0
dirty old man	has_property	alive	0.8995	0.8784	0.0012
greenhouse gas	warm	the atmosphere	0.8995	0.796	0.3992
carbon dioxide	be in	drinks	0.8995	0.867	0.1699
ultrasonography	has_property	done	0.8995	0.9051	0.0031
deer	shed	antlers	0.8995	0.7886	0.1885
lymph	has_color	red	0.8995	0.9175	0.0011
june 21	be hottest day of	year	0.8994	0.823	0.1991
heat energy	has_trait	good	0.8994	0.9394	0.0003
london	has_property	important city	0.8994	0.8445	0.1028
bee	interact	with the environment	0.8994	0.8448	0.0721
vulture	protect	themselves	0.8994	0.8444	0.0037
hillary	be	even in the running	0.8994	0.8572	1.0
brooke	be in	first	0.8994	0.9372	0.8612
coprolite	be on	netflix	0.8994	0.9433	0.001
cubital joint	has_property	painful	0.8994	0.8112	0.0041
human elbow	has_property	painful	0.8994	0.8112	0.0041
cowry	has_property	alive	0.8994	0.8784	0.0012
aran islands	has_trait	open	0.8994	0.8924	0.0017
komodo dragon	protect	themselves	0.8994	0.8444	0.0037
united states navy	has_color	blue	0.8994	0.9415	0.0017
polyethylene	has_color	blue	0.8994	0.9415	0.0017
typhoid bacteriophage	has_effect	dangerous	0.8994	0.9068	0.0009
bobby pin	has_property	worth	0.8994	0.8661	0.0029
sulfate	has_property	is	0.8994	0.8775	0.0014
death angel	be on	netflix	0.8994	0.9433	0.001
seed	has_property	real	0.8994	0.8364	0.0037
river lethe	has_property	alive	0.8994	0.8784	0.0012
cloud	reflect	a lot of sunlight	0.8994	0.7556	1.0
nit	can	drown	0.8994	0.7475	0.0433
travel allowance	has_property	taxable	0.8994	0.7708	0.0142
round	has_property	is	0.8994	0.8775	0.0014
vanilla ice cream	has_property	the best	0.8994	0.9611	0.0025
fry bread	has_property	made	0.8994	0.9267	0.0004
brompton stock	has_property	market	0.8994	0.8596	0.043
death duty	has_property	free	0.8994	0.9046	0.002
berberis thunbergii	has_trait	good	0.8994	0.9394	0.0003
aztec	be called	aztecs	0.8994	0.9137	1.0
butter	has_trait	healthy	0.8994	0.8734	0.0013
winchester college	has_trait	open	0.8994	0.8924	0.0017
crossing	beep	anymore	0.8994	0.7112	1.0
actinozoan	can	work	0.8994	0.8516	0.0002
laparocele	can	happen	0.8994	0.8191	0.002
quaalude	exist	anymore	0.8994	0.8385	0.279
oenophile	can	work	0.8994	0.8516	0.0002
bibliopole	can	work	0.8994	0.8516	0.0002
hoenir	can	work	0.8994	0.8516	0.0002
western islands	has_property	safe	0.8994	0.8472	0.0015
seed	has_property	zero	0.8994	0.8695	0.0011
seed	has_property	valid	0.8994	0.7954	0.006
seed	has_property	quotient	0.8994	0.5878	0.1801
white blood cell	be in	urine	0.8994	0.9171	0.0335
ice	melt	work to melt ice	0.8994	0.8249	1.0
guinea worm	has_property	alive	0.8994	0.8784	0.0012
hoagy carmichael	has_property	worth	0.8994	0.8661	0.0029
pipe	be on	back of fridge	0.8994	0.8493	1.0
challenge	be on	tonight	0.8994	0.9271	0.006
mechanical engineer	get	paid	0.8994	0.9052	0.0024
ant	take away	dead ants	0.8994	0.7215	1.0
seasonal worker	has_property	comp	0.8994	0.7155	0.3023
catholic	has_property	christian	0.8994	0.8518	0.1426
taco	be called	tacos	0.8994	0.8008	0.9885
witch elm	be on	netflix	0.8994	0.9433	0.001
spider man	be on	box one	0.8994	0.9435	0.3801
gopher	has_property	state	0.8994	0.892	0.009
pollen	can	carried from flower to flower	0.8994	0.8885	1.0
tin	has_property	star	0.8994	0.8586	0.0322
unilateral paralysis	has_property	contagious	0.8994	0.8044	0.0056
pelvic girdle	has_property	painful	0.8994	0.8112	0.0041
nsaid	cause	hyperkalemia	0.8994	0.8197	0.1599
macromolecule	has_place	on	0.8994	0.9591	0.0018
heathenism	has_property	alive	0.8994	0.8784	0.0012
judas iscariot	has_property	alive	0.8994	0.8784	0.0012
picture	can	is	0.8994	0.8692	0.0009
hull	be called	kingston	0.8994	0.8613	1.0
signage	has_property	important on a construction site	0.8994	0.8348	0.4927
smell	has_property	an	0.8994	0.8493	0.0016
gp	has_property	zoomed	0.8994	0.9485	0.0091
latent schizophrenia	has_property	related	0.8994	0.8937	0.0023
rottweiler	has_property	as a pet	0.8994	0.9399	0.1342
hungarian sauce	has_property	made	0.8994	0.9267	0.0004
improvement	has_property	as a player discouraged	0.8994	0.7885	1.0
fucoid algae	has_property	made	0.8994	0.9267	0.0004
torreya taxifolia	has_property	safe	0.8994	0.8472	0.0015
telstra	has_property	working	0.8994	0.8742	0.0009
animal	go	quiet during an eclipse	0.8994	0.7414	0.8323
egg noodle	be	made	0.8994	0.9267	0.0004
thomas	be at	reunion	0.8994	0.7387	0.2894
possessive pronoun	have	apostrophes	0.8994	0.7649	0.3162
sodium benzoate	be used in	food	0.8994	0.8915	0.0193
sandwich islands	has_trait	open	0.8994	0.8924	0.0017
man	has_property	wrong	0.8994	0.8333	0.0033
glider	get	up in the air	0.8994	0.9203	1.0
fourth lateran council	has_property	tax	0.8994	0.8883	0.01
spider	build webs at	night	0.8994	0.6516	1.0
http	has_color	green	0.8994	0.8959	0.0018
pine tree	survive	in the winter	0.8994	0.9703	0.0152
quebec city	be on	tv	0.8994	0.9472	0.0081
tick	die in	winter	0.8994	0.8374	0.0843
sense	can	work	0.8994	0.8516	0.0002
bond	do	in a recession	0.8994	0.8681	0.1446
insect	can	decompose	0.8994	0.81	0.0361
nurse	monitor	respiratory rates of patients	0.8993	0.6723	1.0
hand	can	tremble	0.8993	0.7029	0.1406
nuclear plants	use	thorium	0.8993	0.6313	0.4754
ship	float	density	0.8993	0.7277	0.4637
lehigh river	has_time	today	0.8993	0.9001	0.006
castor canadensis	has_property	safe	0.8993	0.8472	0.0015
evolution	contribute to	diversity	0.8993	0.7719	0.4844
google	has_property	talking	0.8993	0.8423	0.0506
plant	grow	better	0.8993	0.8394	0.347
orinasal phone	has_property	number	0.8993	0.8663	0.0048
ra	be god of	sun	0.8993	0.8448	0.6709
straw	can	recycle	0.8993	0.8163	0.0485
spin	be by	mac miller on itunes	0.8993	0.8362	1.0
cardboard box	has_color	brown	0.8993	0.8502	0.0052
pumpkin	turn	yellow	0.8993	0.8661	0.0024
hybrid	has_property	species	0.8993	0.907	0.0299
community college	offer	bachelor 's degrees	0.8993	0.7241	1.0
leaf	smell	in the fall	0.8993	0.8206	1.0
cell	has_property	immortal	0.8993	0.7615	0.0454
kidney stone	get	stuck	0.8993	0.8494	0.0287
alcoholic drink	have	nutrition facts	0.8993	0.7478	0.1155
foghorn	has_property	legit	0.8993	0.787	0.0071
georg simon ohm	has_property	law	0.8993	0.8743	0.0073
diabetic retinopathy	has_property	contagious	0.8993	0.8044	0.0056
hadith	has_property	married	0.8993	0.8448	0.0118
pawn	move in	chess game	0.8993	0.8593	1.0
celeriac	has_trait	healthy	0.8993	0.8734	0.0013
polyphosphoric acid	has_property	bad	0.8993	0.9314	0.0004
cheddar	has_property	protected	0.8993	0.9089	0.0177
exit poll	has_property	2019	0.8993	1.0	0.0183
accident	happen in	workplace	0.8993	0.8329	0.8741
message	deliver on	facebook	0.8993	0.8062	1.0
alliteration	be used	in the raven	0.8993	0.781	0.1741
davalliaceae	has_property	alive	0.8993	0.8784	0.0012
barn swallow	fly in	circles	0.8993	0.8077	0.0408
roman numeral	have	zero	0.8993	0.8623	0.5273
grant	has_property	to	0.8993	1.0	0.0009
rat snake	be called	rat snakes	0.8993	0.8404	1.0
guinea pig	has_property	hairless	0.8993	0.6998	0.1343
nigella damascena	has_trait	good	0.8993	0.9394	0.0003
charger	charge	slow	0.8993	0.7236	0.5544
sodium monoxide	has_property	poisoning	0.8993	0.7824	0.1798
man	has_trait	weak	0.8993	0.825	0.0093
fatty acid	has_property	insoluble in water	0.8993	0.8641	0.0257
white	has_trait	popular	0.8993	0.9257	0.0015
rotator cuff	has_property	painful	0.8993	0.8112	0.0041
trust corporation	has_property	taxed	0.8993	0.882	0.0048
division	be by	zero infinity	0.8993	0.781	0.4862
straight line	has_property	depreciation	0.8993	0.6678	0.4806
zinc sulfate	has_property	free	0.8993	0.9046	0.002
motion	be on	specify	0.8993	0.928	0.0042
sister	has_property	is	0.8993	0.8775	0.0014
cutaneous leishmaniasis	has_property	surgery	0.8993	0.8662	0.0268
sequoia	has_property	in california	0.8993	0.9241	0.0157
stun gun	has_property	worth	0.8993	0.8661	0.0029
clippers	move to	anaheim	0.8993	0.7038	1.0
recycling	be on	campus	0.8993	0.7465	0.9878
bathos	has_property	alive	0.8993	0.8784	0.0012
transmission	has_property	working	0.8993	0.8742	0.0009
animal	effect	a humans habitat	0.8993	0.7427	1.0
mother goose	be on	netflix	0.8993	0.9433	0.001
waslaw nijinsky	has_property	married	0.8993	0.8448	0.0118
african bush elephant	has_property	alive	0.8993	0.8784	0.0012
rabbit	be on	masked singer	0.8993	0.7499	0.4519
magnesium	has_property	important in the body	0.8993	0.9742	0.0396
thyroid gland	has_property	produced	0.8993	0.8399	0.0065
hotel	have	metal detectors	0.8993	0.7529	0.1574
sydney silky	has_body_part	skin	0.8993	0.8794	0.0065
protein	be made	in the cell	0.8993	0.8869	0.3458
larissa	has_property	is deported	0.8993	0.7669	0.8546
sour	has_trait	good	0.8993	0.9394	0.0003
happy	has_property	valentine day	0.8993	0.7884	0.6127
office	has_property	365 working	0.8993	0.8742	1.0
sweeney todd	be on	netflix	0.8993	0.9433	0.001
media	earn	money	0.8993	0.8256	0.0103
agammaglobulinemia	has_property	alive	0.8993	0.8784	0.0012
router	has_movement	slow	0.8993	0.871	0.0018
joseph rudyard kipling	has_place	about	0.8993	0.8225	0.0117
sulphur dioxide	be used on	grapes	0.8993	0.7934	1.0
order lycoperdales	has_trait	open	0.8993	0.8924	0.0017
passiflora	has_property	incarnated	0.8993	0.6312	1.0
ship	can float in	sea	0.8993	0.8494	1.0
anglesey island	has_trait	open	0.8993	0.8924	0.0017
density	has_property	a property of gas	0.8993	0.8549	1.0
hiv	be prevalent in	africa	0.8993	0.8752	0.2903
capital punishment	be used	by the romans	0.8993	0.835	1.0
microsoft	have	to	0.8993	0.8634	0.023
drosophilidae	can	die	0.8993	0.8388	0.0014
methanol	be used as	solvent	0.8993	0.848	0.0905
second stomach	has_property	pain	0.8993	0.8442	0.0198
killer whale	kill	trainers	0.8993	0.7066	0.8956
beef jerky	has_trait	unhealthy	0.8993	0.8218	0.0071
outlook	has_property	syncing	0.8992	0.7238	0.01
baccarat	has_trait	open	0.8992	0.8924	0.0017
lipid	mix with	water	0.8992	0.7692	0.1466
spice islands	has_trait	open	0.8992	0.8924	0.0017
grandma	be in	italian	0.8992	0.9582	0.0032
learner	learn	to read	0.8992	0.8122	0.1545
interpellation	can	happen	0.8992	0.8191	0.002
selling	has_property	ma	0.8992	0.8596	0.0014
paint roller	has_property	blind	0.8992	0.8333	0.0307
air	has_property	heated in the atmosphere	0.8992	0.8918	1.0
mycotoxin	can	happen	0.8992	0.8191	0.002
extracapsular surgery	has_property	necessary	0.8992	0.8434	0.0023
intracapsular surgery	has_property	done	0.8992	0.9051	0.0031
aspartame	can	cause	0.8992	0.8513	0.0399
root hair	be in	zone	0.8992	0.9524	0.9642
plane	go	other way	0.8992	0.7909	0.9947
use	know	what drill bit size to use when drilling a hole for a bolt	0.8992	0.7192	1.0
antarctica	be known	as the continent of science	0.8992	0.8499	1.0
termite	can	fly	0.8992	0.8815	0.0027
welsh rarebit	has_property	available	0.8992	0.8635	0.0026
loss ratio	has_property	calculated	0.8992	0.8508	0.004
tris	die	in the movie	0.8992	0.8513	0.1073
crystalline lens	has_trait	good	0.8992	0.9394	0.0003
civil war	has_color	yellow	0.8992	0.893	0.0005
ruby	be on	specify	0.8992	0.928	0.0042
radiance	has_property	a3	0.8992	0.6421	0.8589
civil war	has_property	zero	0.8992	0.8695	0.0011
cartoon	has_property	cartoon network	0.8992	0.7366	1.0
roofer	call	back	0.8992	0.7814	0.0696
flour	be used in	pasta	0.8992	0.8514	0.6166
cardiac tamponade	has_property	done	0.8992	0.9051	0.0031
kin	has_movement	west	0.8992	0.947	0.0399
comedy ballet	be on	netflix	0.8992	0.9433	0.001
wallpaper	has_property	free	0.8992	0.9046	0.002
pink elephants	has_property	alive	0.8992	0.8784	0.0012
secret	has_color	yellow	0.8992	0.893	0.0005
secret	has_property	queen	0.8992	0.8739	0.0072
grape	get	to the supermarket	0.8992	0.8111	0.112
use	know	what drill bit size to use when drilling a hole for a screw	0.8992	0.7099	1.0
organism	reproduce	exponentially	0.8992	0.7256	1.0
palm beach	has_property	florida	0.8992	0.9652	0.024
secret	has_property	zoned	0.8992	0.737	0.0056
gap	have	sales	0.8992	0.824	0.1103
orchid family	has_trait	friendly	0.8992	0.8059	0.01
carnation	smell	anymore	0.8992	0.8485	0.3642
physostigma	has_property	worth	0.8992	0.8661	0.0029
ruse	has_property	and	0.8992	1.0	0.0007
one direction	has_property	together	0.8992	0.8721	0.031
coyol palm	has_property	sunday	0.8992	0.9277	0.078
grugru nut	has_property	free	0.8992	0.9046	0.002
acetaminophen	has_manner	better	0.8992	0.9182	0.0029
chef	be on	netflix	0.8992	0.9433	0.001
prunus japonica	has_trait	good	0.8992	0.9394	0.0003
gestational age	has_property	calculated	0.8992	0.8508	0.004
pruritus	has_property	alive	0.8992	0.8784	0.0012
scottish	can	are	0.8992	0.8314	0.0014
chambermaid	be on	netflix	0.8992	0.9433	0.001
superman	become	superman prime	0.8992	0.6878	1.0
interstate	be called	interstates	0.8992	0.725	0.9098
baton rouge bridge	has_property	closed	0.8992	0.8879	0.0038
newness	be on	netflix	0.8992	0.9433	0.001
gizmo	has_property	evil	0.8992	0.8802	0.0064
torture	be regarded in	1984	0.8992	0.8583	1.0
bat	fly in	day	0.8992	0.8418	1.0
prenanthes purpurea	has_property	acidic	0.8992	0.8734	0.0063
pregnancy	be counted from	conception	0.8992	0.7379	1.0
spotted flycatcher	has_property	dead	0.8992	0.8629	0.0045
everyone	be bender in	avatar	0.8992	0.8125	1.0
family gomphotheriidae	has_property	alive	0.8992	0.8784	0.0012
petroleum jelly	has_trait	good	0.8992	0.9394	0.0003
myth	has_property	streaming	0.8992	0.8192	0.0616
unicorn	has_color	white	0.8992	0.9376	0.0011
penny dreadful	be on	netflix	0.8992	0.9433	0.001
20	has_property	square number	0.8992	0.8675	0.195
int	be stored in	memory	0.8992	0.8243	0.1391
sacred college	has_trait	open	0.8992	0.8924	0.0017
hockey	begin	game	0.8992	0.7207	1.0
leopard	has_property	zero	0.8992	0.8695	0.0011
outlook	has_property	addresses	0.8992	0.848	0.6621
swimmer	have	good grades	0.8992	0.8003	1.0
imo	has_property	rated	0.8992	0.8543	0.0044
radical	can	rearrange	0.8992	0.7282	0.6364
zip gun	has_property	safe	0.8992	0.8472	0.0015
cockroach	has_property	an	0.8992	0.8493	0.0016
kabbalism	has_trait	good	0.8992	0.9394	0.0003
pyramid	has_property	bc	0.8991	0.8906	0.0052
pencil	change	color	0.8991	0.8707	0.0097
military base	be in	antarctica	0.8991	0.8617	0.0497
dress	be rendered as	female	0.8991	0.7958	1.0
sum total	be in	excel	0.8991	0.9026	0.022
chihuahua	run in	snow	0.8991	0.8677	0.4754
math	contribute	to the world	0.8991	0.7773	0.5038
hatchback door	has_trait	open	0.8991	0.8924	0.0017
homeless	go to	jail	0.8991	0.8533	0.0381
amelia earhart	has_property	alive	0.8991	0.8784	0.0012
wifi	has_property	everywhere	0.8991	0.8726	0.0143
county council	has_property	taxed	0.8991	0.882	0.0048
pond	can	overflow	0.8991	0.819	0.1099
baroness	has_property	alive	0.8991	0.8784	0.0012
act	work on	hull	0.8991	0.8689	0.111
animal	eat	mushrooms	0.8991	0.828	0.1423
scallop	get	shells	0.8991	0.8514	0.1434
car	be made	in the movie cars	0.8991	0.8403	1.0
amerigo vespucci	has_property	alive	0.8991	0.8784	0.0012
population	grow	indefinitely	0.8991	0.7466	0.4329
bye	can	play	0.8991	0.8734	0.0052
pasta	has_trait	popular	0.8991	0.9257	0.0015
pig	eat	hannibal	0.8991	0.8763	0.509
index	be in	book	0.8991	0.9372	0.3994
audible	has_temperature	hot	0.8991	0.8733	0.0035
evelyn waugh	has_property	dead	0.8991	0.8629	0.0045
octopus	can	breathe	0.8991	0.8672	0.0081
