local_sigma	neighborhood_sigma	object	plausibility	predicate	subject
0.0017	0.8358	formed	0.9702	has_property	plateau
0.0006	0.9561	spanish	0.9702	be in	congratulation
0.001	0.9068	dangerous	0.9702	has_effect	respiratory tract infection
1.0	0.7846	on the bottom of the vary	0.9702	stay	bird
0.0003	0.9372	good	0.9702	has_trait	alcohol
0.0009	0.8682	vegan	0.9702	has_diet	flour
0.0019	0.8775	was	0.9702	has_property	dancing
0.0168	0.8624	plant growth	0.9701	affect	pest
1.0	0.8852	to the beach	0.9701	can go	dog
0.0039	0.8895	get	0.9701	can	wet
0.0281	0.8308	vector	0.9701	has_property	position
1.0	0.6147	fetal movement	0.9701	count as	hiccup
0.592	0.7623	jewelry	0.9701	buy	drug dealer
1.0	0.9168	in the 1500s	0.9701	be made	clothes
0.0064	0.8625	by	0.9701	has_property	israeli
1.0	0.8405	skinny tires	0.9701	have	bike
0.0122	0.9378	different colors	0.9701	has_property	apple
0.007	0.852	kosher	0.9701	has_property	salt
0.0237	0.8916	behavior	0.9701	affect	neuron
0.0028	0.808	wet	0.9701	can	ans
1.0	0.7298	pendulum swing	0.9701	be converted as	energy
0.1766	0.7861	title	0.9701	can	animalia
1.0	0.7197	inventories included	0.9701	be in	change
0.001	0.8649	working	0.9701	has_property	flow
1.0	0.9387	important to the global ecosystem	0.9701	has_property	rain forest
0.0155	0.8811	bs	0.9701	have	homer
0.0127	0.9652	life	0.9701	be important in	meaning
0.9626	0.5896	tangent	0.9701	has_property	line
0.0022	0.8772	lyrics	0.9701	can	vagus
0.0029	0.8815	fly	0.9701	can	vagus
0.938	0.701	direct	0.9701	install	game
0.0834	0.8281	magnets	0.9701	use	vacuum cleaner
0.0183	0.8811	bs	0.9701	has_property	hawaii
0.0448	0.9181	early	0.9701	has_time	master
0.2217	0.8457	lighter	0.9701	has_movement	pill
0.0008	1.0	and	0.9701	has_property	hammer
1.0	0.7544	user interface	0.9701	need	computer
0.7154	0.8001	when flower	0.9701	know to	plant
1.0	0.8257	other than plants important to the earth	0.9701	be	living thing
1.0	0.8405	like a living organism	0.9701	be	earth
0.0559	0.8184	angry	0.9701	get	bee
0.0563	0.7968	crying	0.9701	has_property	girl
1.0	0.7356	false fronts	0.9701	have	building
0.3302	0.7774	salary	0.9701	list	company
0.2751	0.8458	paper	0.9701	be made of	paper money
0.3268	0.7361	in a solid	0.9701	behave	sound wave
0.4653	0.8677	speed of object	0.9701	affect	force
0.6614	0.8817	important in a care home	0.9701	has_property	written communication
0.2326	0.7434	bubbles	0.9701	blow	snail
0.7055	0.8108	writing	0.9701	hate	student
0.2398	0.7159	gangs	0.9701	join	kid
0.0019	0.9591	on	0.9701	has_place	game
0.304	0.8598	important in the kitchen	0.9701	has_property	sanitation
0.0333	0.8338	example	0.9701	has_property	by-line
1.0	0.9108	b bbc	0.9701	has_property	hepatitis
1.0	0.8526	necessary to the individual	0.9701	has_property	right
0.001	1.0	to	0.9701	has_property	scottish
0.0045	0.8821	had	0.9701	can	anil
0.0056	0.8029	rat	0.9701	can	anil
1.0	0.7837	the death of jesus	0.9701	view	christianity
0.0136	0.9384	us	0.9701	be in	infant mortality
0.0061	0.8013	contagious	0.9701	has_property	angiosarcoma
0.0055	0.913	hair	0.9701	has_body_part	raspberry
0.0076	0.9255	game	0.9701	has_property	college
0.0162	0.8919	care	0.9701	take	parrot
0.0013	0.8596	occur	0.9701	can	so
1.0	0.838	back from the moon	0.9701	come	astronaut
0.0003	0.9372	good	0.9701	has_trait	disobedience
1.0	0.7914	diesel in uk	0.9701	be same price as	petrol
1.0	0.6855	a crow billy	0.9701	had	uncle
0.0093	0.8222	talk	0.9701	can	be
0.0065	0.9271	tonight	0.9701	be on	blacklist
0.2273	0.7562	cross	0.9701	wear	nurse
0.1346	0.9252	season 5	0.9701	be in	gina
0.0039	0.8075	pig	0.9701	can	are
0.1923	0.8069	in the air	0.9701	float	bubble
0.0047	0.8768	orange	0.9701	has_color	life jacket
1.0	0.6348	sockets	0.9701	have	hotel
0.0023	0.9059	eat	0.9701	can	husky
0.0028	0.808	wet	0.9701	can	so
0.01	0.825	weak	0.9701	has_trait	wifi
0.8575	0.8255	ground	0.9701	live under	groundhog
0.2545	0.7885	shell	0.9701	need	atom
1.0	0.813	conditions	0.9701	survive in	microorganism
0.0105	0.8707	color	0.9701	change	orchid
0.0153	0.9074	china	0.9701	be in	alligator
1.0	0.7816	trail	0.9701	make	ant
1.0	0.7369	as a team	0.9701	communicate	organ
0.0814	0.7591	voted	0.9701	has_property	everything
0.0045	0.8821	had	0.9701	can	stare
0.166	0.825	bitter	0.9701	get	cucumber
1.0	0.7196	boxes	0.9701	love much	cat
0.0252	0.8388	rising	0.9701	has_movement	price
0.4425	0.7914	american idol	0.9701	be on	simon
0.0017	0.8461	an	0.9701	has_property	activating
1.0	0.7795	as a collaborative art form	0.9701	be described	dance
0.2508	0.819	better than farmer	0.9701	has_property	teacher
0.2484	0.8184	monkeys	0.9701	eat	ape
1.0	0.8426	white	0.9701	be portrayed as	jesus
1.0	0.7802	foot	0.9701	be by	fruit
0.0472	0.9435	season	0.9701	has_property	chico
1.0	0.8247	trees	0.9701	build in	squirrel
0.0055	0.7882	act	0.9701	can	animalia
0.1024	0.7109	crew	0.9701	can	animalia
0.008	0.8491	valuable	0.9701	has_property	stock
0.0019	0.8775	was	0.9701	has_property	safar
0.0015	0.8775	is	0.9701	has_property	tissue
0.0038	0.836	we	0.9701	has_property	mobile
0.0019	0.8901	green	0.9701	has_color	puppy
0.463	0.7452	flying foxes	0.9701	be called	fruit bat
0.0259	0.8048	link	0.9701	be to	uber
0.5077	0.8535	man	0.9701	be boxed	sky
0.2685	0.8111	sacrament	0.9701	has_property	marriage
0.0022	0.9447	pa	0.9701	has_property	raster
0.6526	0.8768	group 7	0.9701	be in	element
0.002	0.9515	french	0.9701	be in	lot
0.0004	0.9254	made	0.9701	has_property	hoisin sauce
1.0	0.7485	as the suffering servant	0.9701	be known	jesus
1.0	0.8407	gray on the top	0.9701	has_property	cloud
0.0018	0.9415	blue	0.9701	has_color	blue macaws
0.1085	0.8854	in the body	0.9701	be broken down	fat
0.1744	0.7323	armed	0.9701	has_property	container ship
0.0735	0.8604	chemical	0.9701	has_property	combustion
0.1041	0.8119	toy	0.9701	has_property	misfit
1.0	0.6986	songs	0.9701	skip on	song
0.4924	0.8044	brain	0.9701	eat	bear
1.0	0.8115	to the island of elba	0.9701	be exiled	napoleon bonaparte
0.1574	0.7383	post	0.9701	can	aunt
1.0	0.7654	into the storm	0.9701	fly	eagle
0.0026	0.8187	gas	0.9701	can	pro
0.8391	0.8208	energy of future	0.9701	be called	solar energy
1.0	0.8907	mud	0.9701	need	pig
0.0018	0.8924	open	0.9701	has_trait	spanish restaurant
1.0	0.7391	education	0.9701	benefit from	student
0.0106	0.9004	time	0.9701	has_property	tone
0.1475	0.8448	walking	0.9701	has_movement	woman
0.0918	0.7916	farm	0.9701	can	dairy
0.059	0.7853	each other	0.9701	eat	crocodile
0.2554	0.7813	bread	0.9701	grow on	fungi
0.628	0.8397	to the power of zero 1	0.9701	has_property	10
0.0014	0.7932	quit	0.9701	can	brahmin
0.2301	0.7852	arms	0.9701	be called	arm
0.0025	0.8359	fee	0.97	can	are
0.0008	1.0	and	0.97	has_property	jamaican
1.0	0.7715	natural rights	0.97	be related to	natural law
0.9221	0.8375	g code	0.97	has_property	mm
1.0	0.7402	shape to the parts of an organism	0.97	give	dna
0.0092	0.8954	over	0.97	has_place	family
0.9154	0.6972	smelt	0.97	has_property	antarctic
0.0045	0.8821	had	0.97	can	sung
0.4727	0.8512	baseball	0.97	be bad at	orphan
1.0	0.8134	a before	0.97	have	london
0.6721	0.7994	chest	0.97	has_body_part	dachshund
0.6299	0.6341	family feud	0.97	return on	family
0.0181	0.8575	long	0.97	take	trade
0.0019	0.809	old	0.97	has_time	family
1.0	0.8549	disney plus	0.97	be marvel movies on	all
0.0098	0.7936	dot	0.97	can	catha
0.0694	0.8771	smuggles	0.97	can	catha
0.0683	0.9055	laps	0.97	can	catha
0.0058	0.8249	idle	0.97	can	catha
0.0923	0.781	force	0.97	can	catha
0.0055	0.7794	fine	0.97	can	catha
0.0093	0.7768	echo	0.97	can	catha
0.0053	0.8067	migrate	0.97	can	crow
0.1315	0.7981	protective	0.97	has_trait	boyfriend
0.0051	0.9018	black	0.97	turn	silver spoon
1.0	0.8024	other disorders	0.97	differ from	personality disorder
0.519	0.8881	eyes	0.97	can move	owl
0.0025	0.8248	end	0.97	can	io
1.0	0.7893	as a pharmacological treatment of good	0.97	be used	antacid
0.1965	0.9001	side of road	0.97	drive on	european
0.9702	0.7252	pungent	0.97	has_property	onion
0.0041	0.8841	closed	0.97	has_property	closed shop
0.002	0.7832	cut	0.97	can	are
0.9509	0.9445	water	0.97	get in to	oxygen
0.0017	0.8461	an	0.97	has_property	teething
0.0163	0.9703	in the winter	0.97	survive	some plants
0.0781	0.7808	competitive	0.97	has_trait	overwatch
0.5126	0.791	induced	0.97	can	voltage
0.0003	0.9372	good	0.97	has_trait	peach bell
0.0601	0.8419	electrocuted	0.97	get	possum
0.4313	0.8098	girlfriend	0.97	has_property	hi
0.4924	0.7953	antibiotics	0.97	prescribe	doctor
1.0	0.6339	scouts	0.97	venture	boy scout
0.8587	0.9263	a king	0.97	be not	england
0.0131	0.9557	america	0.97	be in	liberal
0.1035	0.7893	press	0.97	has_property	leg
0.1436	0.8339	netflix	0.97	leave	supernatural
1.0	0.8207	in a competitive market	0.97	be set	price
0.0095	0.8212	fight	0.97	can	soldier
0.0077	0.8162	unhealthy	0.97	has_trait	fruit juice
0.0015	0.8775	is	0.97	has_property	carrot
0.026	0.9204	hats	0.97	wear	bishop
1.0	0.7484	on a and end c	0.97	start	piano
0.001	0.8185	jump	0.97	can	owl
1.0	0.8033	humans	0.97	let	dog
0.2917	0.8139	hdmi	0.97	have	monitor
1.0	0.7886	wanderers	0.97	be known as	planet
1.0	0.849	dependent on the uk	0.97	be	poland
1.0	0.8124	important to the speaker	0.97	has_property	africa
0.0058	0.7699	sic	0.97	can	lin
0.0156	0.7735	bleed	0.97	can	moth
0.398	0.8437	obligation	0.97	be day of	ash wednesday
0.0231	0.7823	ugly	0.97	has_property	witch
0.0288	0.8368	sizes	0.97	can	lin
1.0	0.8622	good for the sea	0.97	has_property	starfish
0.9901	0.7061	falls from great heights	0.97	survive	cat
0.4924	0.7524	speed	0.97	fall at	everything
0.9706	0.787	roofs	0.97	be used for	slate
0.0067	0.8661	red	0.97	turn	potato
0.0653	0.7992	support	0.97	has_property	child
0.0017	0.8791	famous	0.97	has_property	herman melville
1.0	0.7835	the second largest planet well as the lowest in density	0.97	can be	saturn
0.0081	0.8247	danger	0.97	be in	lynx
0.002	0.8692	was	0.97	can	biro
0.0833	0.855	crunchy	0.97	has_property	carrot
1.0	0.7891	on the use	0.97	list	company
1.0	0.7047	polling places	0.97	be used as	church
1.0	0.7983	differ from a woman	0.97	think	man
0.0012	0.9376	white	0.97	has_color	wall
1.0	0.774	t wins	0.97	has_property	ice
0.3326	0.7911	like a drug	0.97	feel	being in love
1.0	0.8017	to all the subjects	0.97	be related	music
0.0877	0.8576	in infinity war	0.97	has_property	wonder woman
0.0041	0.8821	closed	0.97	has_property	state highway
0.0025	0.8359	fee	0.97	can	electrum
0.0285	0.8101	ignored	0.97	can	electrum
0.0664	0.8136	isolate	0.97	can	electrum
0.4058	0.8856	easter	0.97	be given at	easter egg
0.1362	0.758	den	0.97	has_property	printer
0.0233	0.8473	ski	0.97	can	lin
0.0031	0.9182	better	0.97	has_manner	sleep
0.0017	0.8358	formed	0.97	has_property	sea
0.0132	0.8313	azure	0.97	can	button
0.1172	0.727	awning	0.97	has_property	metal
0.1695	0.6918	overpopulated	0.97	has_property	world
0.4978	0.836	tomorrow	0.97	be for	forecast
1.0	0.8173	as a symbol of the holy spirit	0.97	be used	fire
0.0614	0.8964	sea	0.97	live in	starfish
0.0152	0.8307	gone	0.97	has_property	airdrop
0.0098	0.9485	zoomed	0.97	has_property	airdrop
0.0051	0.8125	visible	0.97	has_property	airdrop
0.0169	0.8888	removed	0.97	has_property	airdrop
0.007	0.8017	empty	0.97	has_property	airdrop
0.0025	0.8243	hurt	0.97	can	elbow
0.0065	0.9271	tonight	0.97	be on	animal kingdom
1.0	0.6799	gambit	0.97	play	taylor kitsch
0.7308	0.8077	a vein	0.97	be not	blood pressure
0.0307	0.7799	vi	0.97	has_property	west nile virus
0.0099	0.8782	award	0.97	can	player
0.112	0.8334	antlers	0.97	have	horse
0.0176	0.7876	single	0.97	has_property	family
0.7369	0.8309	other	0.97	go to	email
0.4925	0.9247	negative positive	0.97	be by	negative
0.0017	0.8358	formed	0.97	has_property	river
0.3053	0.8216	liver	0.97	eat	cat
1.0	0.8142	to be friends after a breakup	0.97	want	girl
0.1265	0.7435	reluctant	0.97	has_property	teacher
0.4338	0.7501	food	0.97	wash	crow
0.4834	0.814	fermentation	0.9699	perform	cell
0.0998	0.6805	cultured	0.9699	has_trait	stem cell
0.1027	0.903	part of china	0.9699	has_property	taiwan
0.0688	0.8914	disease	0.9699	cause	microbe
0.0003	0.9372	good	0.9699	has_trait	spring mattress
0.3224	0.7904	rounded	0.9699	become	ice cube
0.131	0.6478	stall	0.9699	can	diesel
0.1668	0.8392	apple tv	0.9699	be on	amazon
0.0068	0.8622	good	0.9699	feel	nap
0.4991	0.8922	pokemon	0.9699	be a type in	grass
0.8631	0.6757	higher entropy	0.9699	have	molecule
0.3266	0.8518	on deck	0.9699	be on	bobby
0.0019	0.9591	on	0.9699	has_place	ev
0.5238	0.9279	into a house	0.9699	can get	rat
1.0	0.6489	jennie	0.9699	warn	george
1.0	0.6587	routine police calls	0.9699	answer	swat team
0.0097	0.892	state	0.9699	has_property	american samoa
0.0048	0.9405	air	0.9699	has_property	egg
0.0022	0.9447	pa	0.9699	has_property	plastic
0.5315	0.8214	during a recession	0.9699	fall	price
0.2004	0.8851	cells	0.9699	infect	hiv
0.511	0.9528	eu reedit	0.9699	be in	switzerland
0.0445	0.8461	wild	0.9699	has_property	wild animals
0.0023	0.894	out	0.9699	has_place	pow
0.0003	0.9372	good	0.9699	has_trait	methyl phenol
0.6817	0.8873	in the playoffs	0.9699	has_property	buffalo
0.0003	0.9372	good	0.9699	has_trait	sunblock
0.0168	0.876	angry	0.9699	has_trait	arab
0.0111	0.8506	all	0.9699	has_property	visa
1.0	0.8229	jp on ipad	0.9699	show as	photo
0.9052	0.7834	gospel of john	0.9699	be in	transfiguration
0.0061	0.8013	contagious	0.9699	has_property	lymphadenitis
0.5091	0.7801	part of the soil	0.9699	become	carbon
0.0005	0.893	yellow	0.9699	has_color	by-line
0.1382	0.7755	a business	0.9699	influence	manager
1.0	0.6281	the duran	0.9699	recite	muslim
1.0	0.8273	on the roof	0.9699	hang out	cat
0.0002	0.8516	work	0.9699	can	exterminator
0.001	1.0	to	0.9699	has_property	dialect
0.1072	0.8269	fins	0.9699	have	heat sink
0.0018	0.8924	open	0.9699	has_trait	delaware memorial bridge
0.0603	0.8017	hazardous	0.9699	has_property	chemical
1.0	0.8494	the same in a parallel circuit	0.9699	has_property	potential difference
0.4927	0.8907	lucifer	0.9699	be in	jesus
0.5007	0.9254	the us	0.9699	can help	refugee
0.0685	0.8895	middle	0.9699	be in	stair
0.0318	0.8625	men	0.9699	has_property	family
0.6136	0.8124	downward	0.9699	grow	root
0.004	0.843	types	0.9699	has_property	tone
0.054	0.8496	transmitted	0.9699	can	herpes
0.0066	0.9	banned	0.9699	has_property	commelinaceae
0.02	0.7981	loading	0.9699	has_property	snap
0.2632	0.7846	interconnected	0.9699	be	everything
0.0069	0.9258	bad	0.9699	smell	cantaloupe
0.0367	0.8764	heart rate	0.9699	affect	age
1.0	0.7374	to a community	0.9699	related	population
0.9606	0.6539	sound barrier	0.9699	break anymore	plane
0.0768	0.86	means	0.9699	has_property	family
0.0054	0.9384	us	0.9699	has_property	country
0.1561	0.8964	important to the church	0.9699	be	martin luther king
1.0	0.8067	more common in the left breast	0.9699	has_property	breast cancer
1.0	0.8365	lantern fish	0.9699	eat	human
1.0	0.6743	air fryers	0.9699	use	restaurant
0.0008	1.0	and	0.9699	has_property	engine
1.0	0.8188	the month of marriage	0.9699	has_property	june
1.0	0.7759	through a synapse	0.9699	pass	information
1.0	0.7868	areas	0.9699	form over	hurricane
0.0055	0.7707	quiet	0.9699	can	belt
0.0024	0.8838	down	0.9699	has_place	alarm
0.0008	0.942	expensive	0.9699	has_property	stag beetle
0.0019	0.865	go	0.9699	has_property	black
0.0026	0.8436	itch	0.9699	can	conjunctivitis
0.811	0.7829	underarms	0.9699	shave	guy
0.1641	0.7543	to a story	0.9699	contribute	imagery
0.0299	0.8988	america	0.9699	be popular in	rugby
0.027	0.7406	lagging	0.9699	has_property	legend
0.4758	0.7493	sponges	0.9699	be called	poriferan
0.877	0.8119	bahamas	0.9699	live in	tennis player
0.0073	0.798	missing	0.9699	has_property	legend
1.0	0.7718	different breeds of dog	0.9699	recognize	dog
0.0894	0.8482	oscillate	0.9699	has_property	legend
0.3352	0.6526	subscribe	0.9699	has_property	legend
0.031	0.8539	overseas	0.9699	has_property	legend
1.0	0.7747	apart in china	0.9699	fall	everything
0.0136	0.9384	in us	0.9699	has_property	doppelganger
0.0316	0.8423	insurance	0.9699	be covered by	albuterol
0.7444	0.765	in creams	0.9699	has_property	urea
1.0	0.7673	x hunter on netflix	0.9699	all of is	hunter
0.3694	0.8404	in the olympics	0.9699	participate	country
0.1526	0.9111	sneakers	0.9699	wear	cop
1.0	0.8711	in the	0.9699	grow	hemp
1.0	0.6777	wife	0.9699	detect	laptop
0.0093	0.86	mean	0.9699	has_trait	chef
1.0	0.8704	plant	0.9699	grow	photosynthesis
0.0033	0.9175	environment	0.9699	affect	pig
0.3328	0.9122	important in the church	0.9699	has_property	prayer
0.4531	0.9328	yesterday	0.9699	be in	coke
0.9786	0.7368	survive	0.9699	turtle	hawksbill
0.1873	0.9458	rabies	0.9699	can get	reptile
0.007	0.8794	skin	0.9698	has_body_part	brown
1.0	0.8298	up good for the stomach	0.9698	has_property	seven
0.0048	0.882	had	0.9698	has_property	family
0.2208	0.8577	game of thrones	0.9698	die in	dragon
0.0008	1.0	and	0.9698	has_property	climate
0.0068	0.8385	set	0.9698	has_property	family
