subject	predicate	object	plausibility	neighborhood_sigma	local_sigma
peroxide	heat	up	0.0991	0.8768	0.0113
heteromeles	has_color	black	0.0991	0.9414	0.0002
script	can	game	0.0991	0.9238	0.0014
wipe	can	work	0.0991	0.9072	0.0
magnet	can improve	blood circulation	0.0991	0.8524	1.0
tag	can	cut	0.0991	0.877	0.0002
blue law	has_property	xenoverse 2	0.0991	0.9613	0.0093
druid	work	auto chess	0.0991	0.8241	1.0
bone	has_property	nourished	0.0991	0.6844	0.1862
spandex	can	burn	0.0991	0.8534	0.0006
orcinus	can	work	0.0991	0.9072	0.0
shopping	has_manner	hard	0.0991	0.9359	0.0002
hiccough	can	met	0.0991	0.797	0.0003
hiccough	can	get	0.0991	0.9429	0.0004
hiccough	can	fail	0.0991	0.8715	0.0004
mussel	can	place	0.0991	0.8321	0.0052
cheque	can	cycle	0.0991	0.881	0.0005
composure	can	mix	0.0991	0.8425	0.0022
polymer	has_property	bad	0.0991	0.9451	0.0
dow-jones industrial average	has_property	lac	0.0991	0.7836	0.0035
criminal	use	blackberry	0.0991	0.6797	0.0344
daisy	be described	in the great gatsby book	0.0991	0.932	1.0
inheritance	influence	the working of destruct	0.0991	0.7102	1.0
drug user	have	coloring books	0.0991	0.7956	0.5009
frigate bird	get	food	0.0991	0.9443	0.0006
killer kane	refer to	himself	0.0991	0.8816	0.0376
information system	apply to	competitive strategies for business	0.0991	0.7652	1.0
truck driver	has_color	yellow	0.0991	0.9387	0.0001
graveyard	can	iron	0.0991	0.9082	0.0007
rodentia	has_trait	quiet	0.0991	0.8833	0.0001
lemon juice	be classed as	corrosive	0.0991	0.8288	1.0
donkey	differ from	donkeys in spain	0.0991	0.7592	1.0
cv	can	pay	0.0991	0.8799	0.0011
automaker	test	long-term durability	0.0991	0.6834	1.0
north	has_property	south carolina	0.0991	0.9621	0.5209
gator	can	use	0.0991	0.8979	0.0001
lear	can	culture	0.0991	0.8557	0.0053
debt	can	negative	0.0991	0.954	0.0104
jumping	be to	max	0.0991	0.9422	0.0009
tennis player	recover after	match	0.0991	0.9048	0.2051
dumping	has_color	yellow	0.0991	0.9387	0.0001
cautious	can	work	0.0991	0.9072	0.0
cusp	can	names	0.0991	0.8559	0.0031
radiator	has_property	when heating is off	0.0991	0.8184	1.0
magnesium	turn	into a white powder	0.0991	0.798	1.0
deciduous tree	lose briefly	leaves	0.0991	0.8741	1.0
stem cell	work for	arthritis	0.0991	0.8612	1.0
tuna	has_property	good for cats	0.0991	0.9404	0.0284
putter	can	speed	0.0991	0.8754	0.0003
putter	can	squeak	0.0991	0.8329	0.0003
putter	can	smell	0.0991	0.8868	0.0003
putter	can	sap	0.0991	0.8538	0.0082
putter	can	alter	0.0991	0.8415	0.0208
strip	can	up	0.0991	0.8924	0.0003
catbird	can	nest	0.0991	0.8586	0.0024
high blood pressure	has_property	ma	0.0991	0.9455	0.0002
clay	has_property	idaho	0.0991	0.9309	0.0026
fay	can	green	0.0991	0.9039	0.0094
trojan	can	govern	0.0991	0.8114	0.0021
trojan	can	adapt	0.0991	0.8863	0.0028
llama	can	celebrate	0.0991	0.8786	0.0015
lobster	can	open	0.0991	0.8639	0.0007
perch	can	order	0.0991	0.8092	0.0017
car	can	net	0.0991	0.8148	0.0043
barley	can	used in cooking	0.0991	0.9501	0.0411
cancer cell	have	short elodeas	0.0991	0.8441	1.0
witnesser	has_property	ignoring	0.0991	0.8575	0.001
journal	can	sic	0.0991	0.7898	0.0006
journal	can	utilize	0.0991	0.8484	0.0013
journal	can	hurt	0.0991	0.8988	0.0003
journal	can	evolve	0.0991	0.8839	0.0006
journal	can	delay	0.0991	0.8025	0.0448
guitarist	make	solos	0.0991	0.807	1.0
diesel engine	need	exhaust fluid	0.0991	0.8363	0.3378
emphysema	can	drop	0.0991	0.8215	0.0035
emphysema	can	identify	0.0991	0.8533	0.0004
emphysema	can	ice	0.0991	0.884	0.0004
emphysema	can	hurt	0.0991	0.8988	0.0003
emphysema	can	dying	0.0991	0.7829	0.0012
emphysema	can	defect	0.0991	0.8516	0.1583
emphysema	can	pan	0.0991	0.8189	0.0007
emphysema	can	hurt	0.0991	0.8988	0.0003
emphysema	can	dying	0.0991	0.7829	0.0012
emphysema	can	drop	0.0991	0.8215	0.0035
emphysema	can	defect	0.0991	0.8516	0.1583
education	be helpful in	development	0.0991	0.8616	1.0
ascii	use	8 bits	0.0991	0.8421	1.0
arch	can	jump	0.0991	0.8827	0.0001
limit	work	calculus	0.0991	0.8201	0.1925
customer	pay	vat	0.0991	0.8105	0.0143
alliance	work in	ark	0.0991	0.9609	0.0113
animal	get water in	desert	0.0991	0.9296	0.0294
hypothyroidism	can give	rise to hyperprolactinemia	0.0991	0.7876	1.0
drop	can	thin	0.0991	0.8909	0.043
respecter	can	die	0.0991	0.8816	0.0002
investor	can	snap	0.0991	0.8655	0.0005
electric fire	can be put out	in the household	0.0991	0.861	1.0
kenya	has_property	on rhea	0.0991	0.8846	0.6846
aneurin	can	had	0.0991	0.8821	0.0005
dumpling	can	land	0.0991	0.855	0.0048
dumpling	can	hydrate	0.0991	0.8746	0.0026
toaster	can	help	0.0991	0.9062	0.0003
kentucky	make	bourbon	0.0991	0.8183	1.0
bundle	can	issue	0.0991	0.8352	0.0069
dental procedure	has_property	kontestimore	0.0991	1.0	0.1437
motion	can	fee	0.0991	0.8555	0.0003
lick	can	cut	0.0991	0.877	0.0002
plaster	can	air	0.0991	0.8536	0.0004
plaster	can	age	0.0991	0.8665	0.0003
parade	has_property	oggi	0.0991	0.8453	0.0007
parade	has_property	oxford	0.0991	0.8823	0.0003
parade	has_property	estrogen	0.0991	0.9279	0.0025
parade	has_property	occur	0.0991	0.8977	0.0006
parade	has_trait	odd	0.0991	0.8706	0.0004
condition	has_property	by	0.099	0.8636	0.0007
comedian	snap	chat	0.099	0.926	0.0058
bodybuilder	use	digestive enzymes	0.099	0.859	1.0
bodybuilder	use	ice baths	0.099	0.912	0.1845
diabetic	get	upi infections	0.099	0.8623	0.0756
superstar	can	work	0.099	0.9072	0.0
buffer	can	have	0.099	0.8959	0.0012
prostitute	be called	hookers	0.099	0.7158	0.1882
corset	can	quiet	0.099	0.7707	0.0006
fondler	can	work	0.099	0.9072	0.0
creditor	report	late payments	0.099	0.7254	1.0
constituent	hold	legislators accountable	0.099	0.8276	1.0
memory	can	identify	0.099	0.8533	0.0004
runoff	affect	water cycle	0.099	0.8707	0.0057
globalization	affect	transmission of diseases	0.099	0.8023	1.0
chemist	bother with	empirical formulas	0.099	0.7756	1.0
virologist	consider	viruses to be nonliving	0.099	0.8437	0.0785
butterfly	interact with	gymnosperms	0.099	0.8458	1.0
plumber	can	ride	0.099	0.8684	0.007
plumber	can	pet	0.099	0.8855	0.0008
plumber	can	chuck	0.099	0.7905	0.0672
counsellor	can	rat	0.099	0.8029	0.0006
organism	compete for	space	0.099	0.765	0.1013
chime	has_property	killed	0.099	0.9479	0.0005
defendant	can	aim	0.099	0.8419	0.0013
grot	has_property	upside down	0.099	0.942	0.0014
mazda	can	rim	0.099	0.8488	0.0115
bank	make money with	belle	0.099	0.729	1.0
snoring	can	fix	0.099	0.8079	0.003
passage	be example of	inductive reasoning apex	0.099	0.6881	1.0
address	be in	uk work	0.099	0.9336	0.0466
eggnog	can	grip	0.099	0.8243	0.001
exemption	can	order	0.099	0.8092	0.0017
rat	like	to eat cheese	0.099	0.9478	1.0
circuit	can	order	0.099	0.8092	0.0017
seatbelt	work in	terms of momentum	0.099	0.8003	0.3016
firm	advertise	products	0.099	0.7653	0.0578
heel	dry	out	0.099	0.8977	0.0158
callee	has_property	what	0.099	0.9064	0.0224
tac	can	sleep	0.099	0.9066	0.0002
appetizer	slide	share	0.099	0.9136	0.0062
manga	can	snow	0.099	0.9054	0.0005
ra 's al full	be in	arrow	0.099	0.9505	0.0596
cold	has_property	pressed olive oil better	0.099	0.8484	0.8671
shirt	ride	up	0.099	0.8755	0.0722
company	move to	cloud	0.099	0.8651	0.1241
canine	show	affection	0.099	0.8337	0.0045
glycerol	can	burn	0.099	0.8534	0.0006
girl	hate boys in	speeds	0.099	0.7661	1.0
fast food restaurant	blame	for obesity	0.099	0.7545	0.2354
caffeine	affect cell in	general	0.099	0.8814	1.0
disc	get	nutrients	0.099	0.8849	0.0032
borax	kill	insects	0.099	0.8752	0.0242
bath	can	fine	0.099	0.7794	0.0006
grandma	can	types	0.099	0.8369	0.0003
screwdriver	can	lyrics	0.099	0.8772	0.0002
souse	can	smoke	0.099	0.8721	0.0004
fingernail	has_property	dam	0.099	0.954	0.0019
mug	can	age	0.099	0.8665	0.0003
tc	do	khan	0.099	0.8294	0.3278
rectifier	can	quit	0.099	0.8569	0.0001
rectifier	can	jobs	0.099	0.8957	0.0007
testimonial	can	identify	0.099	0.8533	0.0004
testimonial	can	itch	0.099	0.8698	0.0003
testimonial	can	belts	0.099	0.8517	0.0003
breakout	can	pop	0.099	0.8303	0.0005
proper noun	has_trait	good	0.099	0.9469	0.0
proper noun	has_property	fee	0.099	0.8949	0.0006
iphone	start	glitching	0.099	0.6986	1.0
memory	can	noted	0.099	0.8501	0.0039
astrologer	can	meet	0.099	0.8636	0.0054
flutter	can	freeze	0.099	0.8525	0.0008
flutter	can	cut	0.099	0.877	0.0002
flutter	can	fine	0.099	0.7794	0.0006
flutter	can	hollow	0.099	0.8045	0.2048
flutter	can	ghost	0.099	0.8246	0.0004
flutter	can	fit	0.099	0.8772	0.0006
flutter	can	types	0.099	0.8369	0.0003
flutter	can	migrate	0.099	0.8702	0.0005
flutter	can	inks	0.099	0.8701	0.0118
flutter	can	ignore	0.099	0.8392	0.0008
flutter	can	identify	0.099	0.8533	0.0004
flutter	can	ice	0.099	0.884	0.0004
husky	have	sensitive stomachs	0.099	0.8562	0.1712
exoskeleton	be adaptive advantage to	crayfish	0.099	0.7068	1.0
agate	has_property	formed	0.099	0.9142	0.0002
explosion	can	form	0.099	0.866	0.0002
succulent	grow in	wild	0.099	0.9782	0.015
palestine	has_property	land briefly	0.099	0.8255	1.0
earphone	has_property	gaming	0.099	0.8368	0.0452
ruck	can	arc	0.099	0.8695	0.0038
ruck	can	scratch	0.099	0.8817	0.0039
ruck	can	evolve	0.099	0.8839	0.0006
ruck	can	hurt	0.099	0.8988	0.0003
ruck	can	images	0.099	0.8733	0.0018
ruck	can	lyrics	0.099	0.8772	0.0002
ruck	can	saying	0.099	0.7986	0.0612
glove	can	did	0.099	0.881	0.0027
foot	has_property	was	0.099	0.9409	0.0002
joint	can	gum	0.099	0.8143	0.0086
taiwanese	can	egg	0.099	0.8765	0.0008
flash	has_property	available	0.099	0.928	0.0003
scarce	turn	black	0.099	0.9018	0.0005
rowing	has_property	addictive	0.099	0.9266	0.0005
hummus	can	cycle	0.099	0.881	0.0005
hallucinogen	affect	neurotransmitters	0.099	0.8552	0.028
human	release	acid rain into the environment	0.099	0.8118	1.0
lymph node	has_property	clustered	0.099	0.7761	0.2496
bobcat	can	adapt	0.099	0.8863	0.0028
mine	can	quiet	0.099	0.7707	0.0006
chunk	can	cut	0.099	0.877	0.0002
smell	can	fit	0.099	0.8772	0.0006
splint	can	avoid	0.099	0.8639	0.0052
chiton	can	move	0.099	0.9024	0.0003
truck	has_manner	hard	0.099	0.9359	0.0002
dialogue	has_property	important in life	0.099	0.9652	0.0013
baldness	has_property	more common among men than in women	0.099	0.9328	1.0
proton	has_trait	unstable	0.099	0.863	0.0039
distribution	has_property	increasing	0.099	0.8902	0.0027
lion	head	look like lion	0.099	0.7841	1.0
magpie	attack	sparrows	0.099	0.8102	1.0
chiropractor	cause	strokes	0.099	0.8688	0.2027
rapper	put up	4 fingers	0.099	0.8605	1.0
rook	be more powerful than	bishop	0.099	0.8043	1.0
microwave	be used	to cook food	0.099	0.8974	0.5612
percy	have	grey streaks	0.099	0.84	1.0
inert gas	has_property	bad	0.099	0.9451	0.0
mine	can	zoom	0.099	0.8638	0.0003
lead	can	occur	0.099	0.8679	0.0001
neo	can	award	0.099	0.8782	0.001
bactericide	can	work	0.099	0.9072	0.0
tumbler	be made with	clothes	0.099	0.8514	1.0
krill	can	types	0.099	0.8369	0.0003
pvc	has_property	go	0.099	0.9387	0.0002
terrier	have	bad breath	0.099	0.9012	0.0103
japanese	hide	tattoos	0.099	0.8031	1.0
food bank	has_property	quebec	0.099	0.919	0.0049
cosmetic	can	fine	0.099	0.7794	0.0006
due date	has_time	old	0.099	0.9313	0.0002
whiplash	can	types	0.099	0.8369	0.0003
bracelet	can	fine	0.099	0.7794	0.0006
jar	has_property	go	0.099	0.9387	0.0002
warfarin	affect	pt	0.099	0.739	0.3497
aphid	has_trait	helpful	0.099	0.9148	0.0007
ron	be dennis	in a wheelchair	0.099	0.8387	1.0
caffeine	has_property	soluble in dichloromethane	0.099	0.927	0.1273
feline	can	am	0.099	0.8117	0.0017
taro	can	bus	0.099	0.8001	0.0014
journal	can	rat	0.099	0.8029	0.0006
retriever	can	bus	0.099	0.8001	0.0014
smell	can	equal	0.099	0.8238	0.0021
flying	can	star	0.099	0.8615	0.0106
acronym	has_property	sea	0.099	0.9451	0.0007
old	can	rhyme	0.099	0.8554	0.0003
cation	can	size	0.099	0.8746	0.0006
train	get	stuck	0.099	0.9028	0.0032
hypocalcemia	can	tops	0.099	0.8118	0.0516
hypocalcemia	can	belts	0.099	0.8517	0.0003
hypocalcemia	can	originate	0.099	0.8234	0.001
hypocalcemia	can	cow	0.099	0.8567	0.016
hypocalcemia	can	saw	0.099	0.8247	0.0021
hypocalcemia	can	add	0.099	0.8512	0.0042
parade	has_trait	open	0.099	0.9332	0.0002
siberian	can	live	0.099	0.9055	0.0004
sulphonic acid	has_property	uses	0.099	0.8343	0.0012
venom	be more popular than	carnage	0.099	0.8615	0.7847
bd	can	twitch	0.099	0.8372	0.0002
bd	can	banking	0.099	0.8036	0.0678
bd	can	banned	0.099	0.8545	0.0096
bd	can	assures	0.099	0.7539	0.2834
surge	can	smoke	0.099	0.8721	0.0004
electrical outlet	has_property	luxury	0.099	0.853	0.0205
electrical outlet	has_property	guatemala	0.099	1.0	0.0492
electrical outlet	has_property	gdansk	0.099	1.0	0.0127
rent	can	work	0.099	0.9072	0.0
thea	can	ftp	0.099	0.858	0.0016
prisoner	get	parole	0.099	0.7395	0.1015
upton sinclair	have	darjeeling	0.099	0.9043	1.0
conversation	has_property	t-shirt	0.099	1.0	0.0012
gram	can	work	0.099	0.9072	0.0
chiropractor	can	rest	0.099	0.8271	0.0025
plastic	be used in	health care industry	0.099	0.917	1.0
teacher	hate	talking	0.099	0.836	1.0
gecko	can	end	0.099	0.8317	0.0003
rule	can	wear	0.099	0.9107	0.0042
fistula	can	own	0.099	0.8218	0.0015
blessing	can	ghost	0.099	0.8246	0.0004
blessing	can	yield	0.099	0.8852	0.0006
blessing	can	yawning	0.099	0.8163	0.0102
blessing	can	wet	0.099	0.9025	0.0003
blessing	can	twitch	0.099	0.8372	0.0002
blessing	can	speed	0.099	0.8754	0.0003
blessing	can	squeeze	0.099	0.887	0.0004
blessing	can	snap	0.099	0.8655	0.0005
blessing	can	sink	0.099	0.8755	0.0009
blessing	can	oyster	0.099	0.8603	0.0006
blessing	can	mute	0.099	0.7969	0.0028
blessing	can	itch	0.099	0.8698	0.0003
