local_sigma	neighborhood_sigma	object	plausibility	predicate	subject
0.0902	0.9355	used in classroom	0.3887	can	phone
0.0059	0.8918	island	0.3887	has_property	bermuda
0.291	0.9043	star dew valley	0.3887	be in	fishing work
0.0921	0.8901	happy	0.3887	can	married couple
0.9108	0.887	engine	0.3887	have	motorcycle
0.0009	0.8861	go	0.3887	can	kid
0.0631	0.9069	boiling points	0.3887	have	alkali metal
0.4562	0.8664	gates	0.3887	has_property	petunia
0.0021	1.0	gzsz	0.3887	has_property	petunia
0.002	0.8136	went	0.3887	has_property	petunia
0.007	0.8151	guilty	0.3887	has_property	petunia
0.0082	0.7823	gnocchi	0.3887	has_property	petunia
0.0033	0.8282	mel	0.3887	has_property	petunia
0.0005	0.8842	mp3	0.3887	has_property	petunia
0.0013	0.8536	mnemonic	0.3887	has_property	petunia
0.0011	0.8979	mm	0.3887	has_property	petunia
0.0013	0.8803	ft	0.3887	has_property	petunia
0.0021	1.0	gzsz	0.3887	has_property	petunia
0.002	0.8136	went	0.3887	has_property	petunia
0.007	0.8151	guilty	0.3887	has_property	petunia
0.0082	0.7823	gnocchi	0.3887	has_property	petunia
0.0718	1.0	ghent	0.3887	has_property	petunia
0.0098	0.8942	gun	0.3887	has_property	petunia
0.0015	1.0	gcse	0.3887	has_property	petunia
0.0012	0.9198	gb	0.3887	has_property	petunia
0.4562	0.8664	gates	0.3887	has_property	petunia
0.0081	0.8781	dwayne	0.3887	has_property	petunia
0.001	0.9348	dvd	0.3887	has_property	petunia
0.0014	0.8841	sweet	0.3887	has_trait	petunia
0.0085	0.7505	symbolic	0.3887	has_property	petunia
0.0024	1.0	svenska	0.3887	has_property	petunia
0.0013	0.7974	squared	0.3887	has_property	petunia
0.0085	0.7505	symbolic	0.3887	has_property	petunia
0.0024	1.0	svenska	0.3887	has_property	petunia
0.0013	0.7974	squared	0.3887	has_property	petunia
0.0061	0.959	snow	0.3887	has_property	petunia
1.0	0.7008	sculptures	0.3887	did make	henry moore
0.8383	0.8206	a bad form of government	0.3887	has_property	democracy
1.0	0.6085	on brooms' math	0.3887	ride	witch
0.3339	0.8649	particular	0.3887	be in	canada
0.0023	0.9024	food	0.3887	get	moss
0.0033	0.8623	sam	0.3887	has_property	crowing
1.0	0.7096	claudius killed king hamlet	0.3887	learn	hamlet
0.3216	0.8044	legs	0.3887	occur in	varicose vein
1.0	0.7608	god as a masculine force	0.3886	view	most people
1.0	0.7048	the kings servants	0.3886	kill	macbeth
0.0086	0.9568	italy	0.3886	has_property	refuge
0.3912	0.765	race	0.3886	bend over after	runner
0.008	0.8299	bloom	0.3886	can	zinnia
0.0124	0.8942	love	0.3886	can	vampire
0.0067	0.9326	greek	0.3886	be in	defibrillator
0.0077	0.8106	feed	0.3886	can	scallop
0.0245	0.8988	au	0.3886	has_property	ipo
0.7524	0.8756	prokaryote	0.3886	has_property	bacterium
0.025	0.8704	ready	0.3886	has_property	gherkin
0.0095	1.0	mhgu	0.3886	has_property	seed
0.0014	0.9133	mtv	0.3886	has_property	seed
0.01	0.9242	expiration date	0.3886	have	battery
0.0022	0.8892	survive	0.3886	can	eagle
1.0	0.612	apart a post colonial novel	0.3886	fall	thing
0.013	0.9163	cars	0.3886	be used in	wet cell
0.0123	0.9061	popular in japan	0.3886	has_property	green tea
1.0	0.7279	important in punjab	0.3886	grow	wheat
1.0	0.8974	winter	0.3886	go north in	whale
1.0	0.6872	water	0.3886	retreat to	crocodile
0.1957	0.8336	same	0.3886	be bears	panda bear
0.0095	0.9265	taxes	0.3886	pay	immigrant
0.002	0.8912	thing	0.3886	has_property	daylight saving
0.8462	0.684	airs	0.3886	can	aircraft
0.0129	0.9212	on earth	0.3886	has_property	mosquito
0.0017	0.9075	bad	0.3886	go	vision
0.1626	0.8533	major city	0.3886	has_property	london
0.0541	0.8913	vitamins	0.3886	need	human
0.0017	0.8397	oily	0.3886	has_property	albuca
0.0018	0.8155	occupied	0.3886	has_property	albuca
0.0073	0.8873	older	0.3886	has_time	albuca
1.0	0.8881	warm water	0.3886	breathe more in	fish
1.0	0.7924	in a landscape mosaic important	0.3886	has_property	patch
0.032	0.6915	mus	0.3886	has_property	organicism
0.4352	0.7299	mountain cur	0.3886	be vs	cur
0.0775	0.9277	on a sunday	0.3886	has_property	game
1.0	0.8825	cd8 cells	0.3886	activate	cd4 cell
0.0088	0.8462	purple	0.3886	turn	burn
0.0268	0.8119	dark	0.3886	turn	storm cloud
0.0958	0.9098	to the sun	0.3886	related	petrol
0.002	0.8136	went	0.3886	has_property	seed
0.0001	0.9469	good	0.3886	has_trait	greyhound racing
0.0002	0.9066	yellow	0.3886	has_color	landscape
0.5009	0.8882	harmful to living organisms	0.3886	has_property	toxin
0.0079	0.8117	face	0.3886	can	eating
0.1503	0.8842	america	0.3886	be different in	home
0.181	0.9277	cross	0.3886	be on	size
0.0001	0.9469	good	0.3886	has_trait	heterotroph
0.0006	0.9278	popular	0.3886	has_trait	hookah
1.0	0.9031	free energy	0.3886	be source of	co2
0.7957	0.7609	when drinking	0.3886	occur	hiccup
0.0079	0.8117	face	0.3886	can	funny
0.0019	0.8091	pop	0.3886	can	sing
0.0008	0.9515	french	0.3886	be in	alexander
0.1982	0.8965	water supply	0.3886	affect	earthquake
0.0087	0.968	history	0.3886	be important in	patrick henry
0.0004	0.8653	jump	0.3886	can	cichlidae
0.0178	0.8449	ear	0.3886	has_body_part	ground
0.0199	0.8474	photo	0.3886	has_property	deposer
0.5905	1.0	emmerdale	0.3886	has_property	dy
0.0001	0.8642	work	0.3886	can	photophore
0.0003	0.9561	spanish	0.3886	be in	mononucleosis
0.0149	0.7671	ukulele	0.3886	has_property	dy
0.0026	1.0	ljubljana	0.3886	has_property	dy
0.0181	0.8709	blue	0.3886	can	toronto
0.033	0.9407	mountains	0.3886	live in	chipmunk
1.0	0.7403	mineral	0.3886	consider ice as	scientist
0.7755	0.7926	meiosis	0.3886	carry out	cell
0.9148	0.833	national debt	0.3886	be related to	sleep deprivation
1.0	0.8476	referred to as backbone	0.3886	has_property	sugar
0.0007	0.9415	blue	0.3886	has_color	tooth
0.0004	0.8692	is	0.3886	can	acinus
0.0017	0.8584	fail	0.3886	can	esop
0.2178	0.7978	concentration	0.3886	be related to	absorbance
0.383	0.9104	when heated when cooled	0.3885	expand	substance
0.0193	0.86	hands	0.3885	has_body_part	washing
1.0	0.7942	limestone	0.3885	be substance of	calcium carbonate
1.0	0.7892	genes of interest	0.3885	can carry	bacterium
0.0268	0.8401	invisible	0.3885	has_trait	dark matter
0.0156	0.902	ad	0.3885	has_property	phone
0.6969	0.7625	10 percent	0.3885	ask for	church
0.5431	0.7262	assault	0.3885	can	statute
0.0001	0.8642	work	0.3885	can	bandage
0.0091	0.8882	element	0.3885	has_property	carbon dioxide
1.0	0.857	a problem for the body	0.3885	has_property	cancer
0.0115	0.8549	red	0.3885	go	chinese
0.0123	0.9061	popular in japan	0.3885	has_property	cremation
0.0005	0.9376	white	0.3885	has_color	throne
1.0	0.828	united states of america	0.3885	became in	territory
0.0015	0.9726	body	0.3885	affect	corticosteroid
1.0	0.7328	in rivers	0.3885	deposited	sediment
0.1577	0.7371	food	0.3885	detect	seagull
0.2958	0.922	in plants	0.3885	can be used	energy
1.0	0.9085	lower in the us	0.3885	has_property	life expectancy
0.0012	0.9512	in a sentence	0.3885	be used	nucleus
0.0168	0.7838	lsd	0.3885	has_property	hallucination
0.0424	0.9261	more at night	0.3885	hurt	sore throat
0.7804	0.8832	happy	0.3885	can stay	dog
0.1764	0.8854	in indonesia	0.3885	has_property	curriculum
1.0	0.7735	econometric	0.3885	be used in	log
0.0192	0.8703	red	0.3885	look	some roads
0.0681	0.834	tank	0.3885	can	developing
0.0026	0.9412	dark	0.3885	has_property	halogen
1.0	0.8512	hawaii	0.3885	be elevated in	house
0.0005	0.9384	be	0.3885	can	labrador
0.0019	0.8091	pop	0.3885	can	wrist
0.1189	0.8883	night	0.3885	wake up at	toddler
0.0114	0.8062	near	0.3885	has_place	helium balloon
0.0224	0.8795	big eyes	0.3885	have	giant squid
0.0065	0.9679	to the bathroom	0.3885	go	sherlock holmes
1.0	0.7146	in a monogram	0.3885	be placed	initial
0.0019	0.9525	nyc	0.3885	has_property	fish
1.0	0.7517	static cling	0.3885	have	clothes
0.0105	0.8513	nutrition	0.3885	has_property	fish
0.0008	0.8692	was	0.3885	can	pen
0.0157	0.9098	important in research	0.3885	has_property	aim
0.3682	0.8772	fit	0.3885	need	police officer
0.0004	0.914	working	0.3885	has_property	seatbelt
0.0072	0.9239	bacteria	0.3885	kill	ethanol
0.0022	0.9048	dr	0.3885	has_property	like
1.0	0.8314	atmospheres	0.3885	be in	terrestrial planet
0.6037	0.814	2019	0.3885	close	retail store
0.005	0.939	life	0.3885	be used in	complex number
0.0213	0.9188	in the past	0.3885	be used	thermal energy
0.4275	0.7157	trays	0.3885	carry	waiter
1.0	0.769	each other all the time	0.3885	cuddle	girl
1.0	0.7215	who to pull over	0.3885	decide	cop
0.0219	0.8458	dark	0.3885	get	labia
0.0003	0.9561	spanish	0.3885	be in	neutrophil
0.002	0.8686	snow	0.3885	can	crossroad
0.5769	0.8157	when to mate	0.3885	know	horse
0.0035	0.8583	round	0.3885	has_property	butt
0.745	0.874	touch	0.3885	want	guy
0.0535	0.877	surgery	0.3885	be used in	drain
1.0	0.7879	at the slipper room	0.3884	be	show
0.0087	0.872	pie	0.3884	has_property	tebet
0.0017	0.8805	sol	0.3884	has_property	tebet
0.0016	0.8821	types	0.3884	has_property	tebet
1.0	0.8159	in see considered a good policy	0.3884	has_property	privatisation
1.0	0.8304	for drug delivery in the body	0.3884	be used	fullerene
0.001	0.8943	not	0.3884	has_property	forest
0.0312	0.8333	polish	0.3884	be in	potato pancake
0.4143	0.8849	arkansas	0.3884	be illegal in	brass knuckles
0.0004	0.9068	dangerous	0.3884	has_effect	nuclear fission
0.0001	0.9469	good	0.3884	has_trait	holiday
1.0	0.8887	na	0.3884	be than	bigger
0.0013	0.9109	us	0.3884	help	helicopter
0.0026	0.9051	fun	0.3884	has_property	baseball game
0.0077	0.9583	in texas	0.3884	has_property	johnson space center
0.5051	0.8708	body	0.3884	move around	hormone
0.0033	0.8985	or	0.3884	has_property	praying
1.0	0.7715	wires	0.3884	go through	electricity
0.0003	0.9561	spanish	0.3884	be in	shit
0.164	0.9585	beowulf	0.3884	be in	dragon
0.0314	0.8464	soil	0.3884	help	ash
0.0014	0.8385	zero	0.3884	can	dandelion
0.858	0.798	stones	0.3884	pick up	crow
0.0012	0.8662	small	0.3884	has_property	sperm cell
0.005	0.8366	about	0.3884	has_place	rhus
0.0001	0.8642	work	0.3884	can	phototherapy
0.0313	0.8674	architecture	0.3884	be used in	parabola
0.169	0.8114	chopsticks	0.3884	eat with	asian
0.0001	0.8642	work	0.3884	can	magnetisation
0.308	0.7974	cleaning	0.3884	can	broom
0.0008	0.8775	was	0.3884	has_property	trench
1.0	0.734	a masters	0.3884	need	librarian
0.0397	0.9435	fall	0.3884	has_movement	many gnats
0.6357	0.8297	in delhi	0.3884	occur	lichen
0.0006	0.9192	do	0.3884	can	amendment
1.0	0.7653	on a mirror	0.3884	be lined	cocaine
1.0	0.8274	constructive material	0.3884	be used as	mud
1.0	0.7646	irregular heartbeats	0.3884	have	dog
1.0	0.7962	of silicon	0.3884	made	cell wall
0.0011	0.9149	but	0.3884	has_property	millettia
0.003	0.8974	rid	0.3884	get	olive oil
1.0	0.7775	dark	0.3884	navigate in	bat
0.9306	0.8399	brewing	0.3884	be used for	yeast
0.0015	0.9726	body	0.3884	affect	shigellosis
0.0761	0.8501	up	0.3884	pop	tile
1.0	0.8064	the world is flat	0.3884	can believe	muslim
0.0023	0.8274	spread	0.3884	can	melanoma
0.0049	0.9169	zoo	0.3884	has_property	wild animals
1.0	0.9159	in the united states	0.3884	be reported	crime
0.5926	0.7969	compatible with other fish	0.3884	has_property	goldfish
0.0118	0.9462	in the body	0.3884	be produced	yeast
0.0001	0.8642	work	0.3884	can	trombiculiasis
1.0	0.7927	suitable for use in a chemical analysis	0.3884	has_property	sea water
0.2015	0.8866	good buffer	0.3884	has_property	sodium acetate
1.0	0.8288	important to the subcontinent 's development	0.3884	has_property	monsoon
0.1334	0.7904	slowing	0.3884	has_movement	novel
0.0102	0.8651	switching	0.3884	has_body_part	novel
1.0	0.734	the jews	0.3884	protect	christian
0.6146	0.8314	important in breastfeeding	0.3884	has_property	oxytocin
0.8432	0.9158	in the military	0.3884	be determined	seniority
1.0	0.8162	later than high school	0.3884	start	elementary school
1.0	0.6883	out of a wardrobe in sub eta	0.3884	be moved	item
0.035	0.8592	rock	0.3883	can	eire
0.019	0.8161	canal	0.3883	can	seiurus
0.0063	0.8843	airport	0.3883	has_property	shanghai
0.0416	0.8405	seed	0.3883	go to	herb
0.2896	0.7686	car	0.3883	engage in	organization
0.0099	0.8151	glow	0.3883	can	radium
0.0004	0.8692	is	0.3883	can	genesis
0.0059	0.8071	bridge	0.3883	can	hour
0.0066	0.8899	over time	0.3883	change	meander
0.0001	0.8642	work	0.3883	can	immunoassay
0.0289	0.8617	oxygen	0.3883	use	lung
1.0	0.8798	to a successful business	0.3883	contribute	diversity
0.5999	0.7958	tummy time	0.3883	need	baby
1.0	0.8149	hero	0.3883	go to	beowulf
0.0003	0.9561	spanish	0.3883	be in	easter egg
1.0	0.7648	computer	0.3883	exist on	virus
1.0	0.8287	mint	0.3883	differ from	peppermint
1.0	0.7012	large variety of forests	0.3883	have	india
0.0012	0.8951	legal	0.3883	has_property	checkpoint
0.0001	0.8642	work	0.3883	can	dopamine
0.016	0.8818	water quality	0.3883	affect	pollution
0.0004	0.9111	vegan	0.3883	has_diet	applesauce
1.0	0.8144	about the environment	0.3883	care	christian
0.0011	0.9026	reproduce	0.3883	can	rhizopus
0.0178	0.8501	sk	0.3883	has_property	moving
0.192	0.8776	in deserts	0.3883	live	lion
0.018	0.9028	questions	0.3883	ask	job application
1.0	0.7075	after watering	0.3883	straighten up	plant
0.0029	0.8828	hot	0.3883	get	tub
0.0002	0.9414	bad	0.3883	has_property	luna bars
0.6997	0.7304	target for attackers	0.3883	become	device
0.28	0.6581	eaves	0.3883	have	roof
0.0019	0.918	dog	0.3883	can	element
0.0063	0.8486	gas	0.3883	give	apricot
0.7063	0.873	green to red	0.3883	turn from	pepper
1.0	0.8515	end of summer	0.3883	form at	hurricane
0.5714	0.7836	different from tax credits	0.3883	has_property	tax deduction
0.0094	0.9509	ss	0.3883	have	henry clay
0.7358	0.8812	red	0.3883	be healthier than	meat
1.0	0.6779	mime	0.3883	did become	marcel marceau
0.0021	0.8896	egg	0.3883	has_property	dy
0.0157	0.9165	higher	0.3883	has_property	body temperature
1.0	0.7528	the adidas brand	0.3883	like	communist
0.0071	0.7813	aid	0.3883	can	rite
0.0198	0.8797	wood	0.3883	has_property	mango
0.0132	0.9243	harmful	0.3883	can be	tornado
0.0068	0.8477	curved	0.3883	has_property	knife
0.4365	0.914	a symbol for love	0.3883	has_property	diamond
0.8586	0.8409	computing	0.3883	be to	turing
1.0	0.8605	an important role in the world	0.3883	have	living thing
0.4367	0.905	brown hair	0.3883	have	elf
1.0	0.8042	activation energy of reaction	0.3883	affect	enzyme
0.3816	0.8336	world	0.3883	changed	world wide web
0.0712	0.8648	cross	0.3883	have	hospital
0.0376	0.8624	red	0.3883	use	communist
1.0	0.83	soft water	0.3883	produce	water softener
1.0	0.7989	multidimensional process	0.3883	has_property	development
0.008	0.8005	clear	0.3883	has_weather	glass
0.4981	0.9323	surgery	0.3883	be after	swelling
1.0	0.8051	from the articles of confederation to the constitution	0.3883	be changed	sovereignty
0.1253	0.8611	thongs	0.3883	wear	volleyball player
0.0075	0.9831	environment	0.3883	be bad for	free trade
0.0008	0.9515	french	0.3883	be in	clap
0.0059	0.8918	island	0.3883	has_property	maldives
0.5954	0.7938	accurate in predictions	0.3883	has_property	public opinion poll
1.0	0.7427	gills	0.3883	breathe	reptile
0.1376	0.7254	organized	0.3883	stay	top executive
0.0001	0.8642	work	0.3883	can	cyclotron
1.0	0.891	in the declaration of independence	0.3883	be involved	thomas jefferson
1.0	0.8691	electron transport chain	0.3883	be produced in	atp
0.0305	0.9019	nature	0.3883	be important in	hydrogen bond
0.0759	0.816	water	0.3883	behave in	base
0.0001	0.9469	good	0.3883	has_trait	hazelnut
0.0054	0.9068	upside down	0.3883	has_property	cross
1.0	0.6616	mechanical stress	0.3883	interact	bone
0.0005	0.9048	alive	0.3883	has_property	davy jones
0.0338	0.8143	gum	0.3883	can	canker
0.0024	0.8756	oil	0.3883	can	canker
0.0029	0.8438	open	0.3883	can	canker
0.0011	0.8831	up	0.3883	can	canker
0.0006	0.914	ma	0.3883	has_property	testicle
0.7586	0.8655	corn	0.3883	be called	maize
1.0	0.8662	3 numbers	0.3883	have	license plate
0.0033	0.8896	purple	0.3883	has_color	scar
0.0043	0.9305	time	0.3883	has_property	bell
0.0795	0.7627	inflated	0.3883	has_property	price
1.0	0.8619	spanish	0.3882	end in	verb
1.0	0.7794	as an phonetic language	0.3882	be described	english
0.0386	0.8312	bored	0.3882	get	couple
0.0784	0.8135	sandwich	0.3882	has_property	ham
0.7059	0.8142	allele frequency	0.3882	affect	natural selection
0.2983	0.7948	cubs	0.3882	reject	bear
1.0	0.7509	32 oz	0.3882	can have mass of formula of	baby
0.0051	0.8725	mods	0.3882	has_property	tooth
1.0	0.8424	different dates	0.3882	be released on	movie
0.0045	0.9509	ss	0.3882	has_property	boat
0.0207	0.8575	yellow	0.3882	get	cheese
0.0044	0.826	times	0.3882	has_property	pto
0.1588	0.8884	railroad tracks	0.3882	stop on	car
0.0704	0.8	teeth	0.3882	show	opossum
0.4654	0.8846	hormones	0.3882	has_property	prostaglandin
0.2214	0.8055	ireland	0.3882	grow in	palm tree
0.0009	0.9447	pa	0.3882	has_property	fundamental law
1.0	0.7898	as a land empire	0.3882	be described	russia
0.466	0.7198	instagram	0.3882	get followers on	brand
0.0021	0.9435	car	0.3882	has_property	villus
1.0	0.7125	validity	0.3882	determine	researcher
0.0022	0.8892	survive	0.3882	can	vegan
0.0029	0.935	soluble in water	0.3882	has_property	sulfur
0.005	0.8366	about	0.3882	has_place	crash test dummies
0.4477	0.8548	towards the sun	0.3882	point	sunflower
0.1199	0.907	energy	0.3882	can save	bulb
0.0075	0.8726	walk	0.3882	can	alligator
0.5568	0.6458	loot	0.3882	can	looter
1.0	0.8002	in boiling water	0.3882	crack	egg
1.0	0.8106	oxygen tanks	0.3882	take	mountain climber
1.0	0.7939	electric shocks	0.3882	get	human
0.157	0.9088	in phones	0.3882	has_property	gold
0.0205	0.8656	sharp teeth	0.3882	have	wolf
0.0021	0.7974	zip	0.3882	can	artifact
0.0049	0.9378	different colors	0.3882	has_property	extension cord
0.0021	0.9435	car	0.3882	has_property	plate
0.0028	0.9495	english	0.3882	be in	eucalyptus
0.0018	0.8821	had	0.3882	can	ulcer
0.0168	0.8921	agriculture	0.3882	be used in	mineral
0.0038	0.8357	cal	0.3882	has_property	tomorrow
1.0	0.8058	va	0.3882	be measured in	up
0.0033	0.8985	or	0.3882	has_property	shang
0.0035	0.8583	round	0.3882	has_property	marble
0.0144	0.9536	irish	0.3882	be in	anu
0.0693	1.0	yellowstone	0.3882	has_property	bison
0.166	0.8117	on a farm	0.3882	be raised	cow
1.0	0.836	in plants	0.3882	can be spread	disease
0.3299	0.8162	plaster of paris	0.3882	be called	gypsum
0.0008	0.8775	was	0.3882	has_property	eau de toilette
0.2149	0.8875	grouped together	0.3882	has_property	metal
0.146	0.8604	plastic	0.3882	use	manufacturer
0.0416	0.8407	diesel	0.3882	has_property	freight train
1.0	0.8171	cell division	0.3882	can undergo	neuron
0.0217	0.8628	river	0.3882	has_property	elbe
0.0012	0.8936	fly	0.3882	can	blackbird
1.0	0.7115	water	0.3882	mate under	otter
0.3986	0.7603	ball	0.3882	shine	cricketer
0.0004	0.8653	jump	0.3882	can	swanflower
0.1151	0.8338	person to person	0.3882	vary from	pulse rate
0.0107	0.8625	images	0.3882	has_property	tree
0.2808	0.8885	parts of world	0.3882	be in	sickle cell
0.9424	0.8717	waste	0.3882	dispose	manufacturer
0.0028	0.9495	english	0.3882	be in	foreman
0.7606	0.8256	san francisco	0.3882	be banned in	cigarette
0.0035	0.9016	breathe	0.3882	can	seal
0.1273	0.8946	different colors of light	0.3882	emit	chemical
0.1819	0.7081	handsome	0.3882	has_property	killer
0.0001	0.8642	work	0.3882	can	jackpot
1.0	0.9356	new-born	0.3882	be determined in	intelligence
0.0212	0.8406	java	0.3882	work in	event
0.0011	0.8728	smell	0.3881	can	diaper
1.0	0.8548	a cut in voltage	0.3881	have	diode
0.0477	0.9314	face masks	0.3881	wear	japanese
0.4845	0.8318	geothermal energy	0.3881	use	country
0.0011	0.8979	mm	0.3881	has_property	voicemail
0.035	0.7098	muffled	0.3881	has_property	voicemail
0.0028	0.8652	impact	0.3881	has_property	voicemail
0.0026	0.813	irregular	0.3881	has_property	voicemail
0.0035	0.8153	ideal	0.3881	has_property	voicemail
